equipment_id,period_month,operating_hours,utilization_pct
EQ-MILL-0024,2026-02,597.1,82.9
EQ-MILL-0024,2026-03,542.5,75.3
EQ-MILL-0024,2026-04,544.0,75.5
EQ-MILL-0024,2026-05,581.5,80.8
EQ-MILL-0024,2026-06,543.3,75.5
EQ-MILL-0024,2026-07,533.0,74.0
EQ-MILL-0024,2026-08,538.2,74.8
EQ-PUMP-0025,2024-09,460.3,63.9
EQ-PUMP-0025,2024-10,477.1,66.3
EQ-PUMP-0025,2024-11,479.6,66.6
EQ-PUMP-0025,2024-12,421.5,58.5
EQ-PUMP-0025,2025-01,435.6,60.5
EQ-PUMP-0025,2025-02,469.1,65.2
EQ-PUMP-0025,2025-03,378.3,52.5
EQ-PUMP-0025,2025-04,369.1,51.3
EQ-PUMP-0025,2025-05,427.6,59.4
EQ-PUMP-0025,2025-06,383.3,53.2
EQ-PUMP-0025,2025-07,398.2,55.3
EQ-PUMP-0025,2025-08,468.7,65.1
EQ-PUMP-0025,2025-09,431.7,60.0
EQ-PUMP-0025,2025-10,424.4,58.9
EQ-PUMP-0025,2025-11,393.8,54.7
EQ-PUMP-0025,2025-12,413.6,57.4
EQ-PUMP-0025,2026-01,441.2,61.3
EQ-PUMP-0025,2026-02,376.9,52.4
EQ-PUMP-0025,2026-03,400.0,55.6
EQ-PUMP-0025,2026-04,479.0,66.5
EQ-PUMP-0025,2026-05,456.2,63.4
EQ-PUMP-0025,2026-06,399.6,55.5
EQ-PUMP-0025,2026-07,388.1,53.9
EQ-PUMP-0025,2026-08,429.2,59.6
EQ-PUMP-0026,2024-09,484.2,67.2
EQ-PUMP-0026,2024-10,559.9,77.8
EQ-PUMP-0026,2024-11,485.3,67.4
EQ-PUMP-0026,2024-12,564.5,78.4
EQ-PUMP-0026,2025-01,546.4,75.9
EQ-PUMP-0026,2025-02,508.6,70.6
EQ-PUMP-0026,2025-03,552.4,76.7
EQ-PUMP-0026,2025-04,476.6,66.2
EQ-PUMP-0026,2025-05,504.9,70.1
EQ-PUMP-0026,2025-06,474.7,65.9
EQ-PUMP-0026,2025-07,556.5,77.3
EQ-PUMP-0026,2025-08,498.6,69.3
EQ-PUMP-0026,2025-09,513.2,71.3
EQ-PUMP-0026,2025-10,497.9,69.2
EQ-PUMP-0026,2025-11,570.7,79.3
EQ-PUMP-0026,2025-12,497.4,69.1
EQ-PUMP-0026,2026-01,570.9,79.3
EQ-PUMP-0026,2026-02,520.9,72.3
EQ-PUMP-0026,2026-03,566.6,78.7
EQ-PUMP-0026,2026-04,545.6,75.8
EQ-PUMP-0026,2026-05,490.0,68.1
EQ-PUMP-0026,2026-06,575.2,79.9
EQ-PUMP-0026,2026-07,491.5,68.3
EQ-PUMP-0026,2026-08,503.5,69.9
EQ-PUMP-0027,2024-09,485.7,67.5
EQ-PUMP-0027,2024-10,418.1,58.1
EQ-PUMP-0027,2024-11,505.6,70.2
EQ-PUMP-0027,2024-12,456.6,63.4
EQ-PUMP-0027,2025-01,484.2,67.2
EQ-PUMP-0027,2025-02,399.2,55.4
EQ-PUMP-0027,2025-03,492.2,68.4
EQ-PUMP-0027,2025-04,474.7,65.9
EQ-PUMP-0027,2025-05,496.4,68.9
EQ-PUMP-0027,2025-06,486.9,67.6
EQ-PUMP-0027,2025-07,444.0,61.7
EQ-PUMP-0027,2025-08,428.9,59.6
EQ-PUMP-0027,2025-09,420.3,58.4
EQ-PUMP-0027,2025-10,488.4,67.8
EQ-PUMP-0027,2025-11,456.5,63.4
EQ-PUMP-0027,2025-12,489.8,68.0
EQ-PUMP-0027,2026-01,421.5,58.5
EQ-PUMP-0027,2026-02,404.0,56.1
EQ-PUMP-0027,2026-03,459.0,63.7
EQ-PUMP-0027,2026-04,489.5,68.0
EQ-PUMP-0027,2026-05,471.5,65.5
EQ-PUMP-0027,2026-06,407.3,56.6
EQ-PUMP-0027,2026-07,408.2,56.7
EQ-PUMP-0027,2026-08,420.2,58.4
EQ-PUMP-0028,2024-09,382.3,53.1
EQ-PUMP-0028,2024-10,379.9,52.8
EQ-PUMP-0028,2024-11,394.1,54.7
EQ-PUMP-0028,2024-12,396.5,55.1
EQ-PUMP-0028,2025-01,460.7,64.0
EQ-PUMP-0028,2025-02,441.9,61.4
EQ-PUMP-0028,2025-03,448.5,62.3
EQ-PUMP-0028,2025-04,360.0,50.0
EQ-PUMP-0028,2025-05,403.2,56.0
EQ-PUMP-0028,2025-06,403.2,56.0
EQ-PUMP-0028,2025-07,362.8,50.4
EQ-PUMP-0028,2025-08,374.1,52.0
EQ-PUMP-0028,2025-09,437.5,60.8
EQ-PUMP-0028,2025-10,470.5,65.3
EQ-PUMP-0028,2025-11,457.5,63.5
EQ-PUMP-0028,2025-12,413.2,57.4
EQ-PUMP-0028,2026-01,428.8,59.6
EQ-PUMP-0028,2026-02,444.8,61.8
EQ-PUMP-0028,2026-03,469.0,65.1
EQ-PUMP-0028,2026-04,465.3,64.6
EQ-PUMP-0028,2026-05,396.9,55.1
EQ-PUMP-0028,2026-06,438.5,60.9
EQ-PUMP-0028,2026-07,377.0,52.4
EQ-PUMP-0028,2026-08,395.2,54.9
EQ-PUMP-0029,2024-09,455.8,63.3
EQ-PUMP-0029,2024-10,445.1,61.8
EQ-PUMP-0029,2024-11,359.2,49.9
EQ-PUMP-0029,2024-12,469.3,65.2
EQ-PUMP-0029,2025-01,399.0,55.4
EQ-PUMP-0029,2025-02,363.0,50.4
EQ-PUMP-0029,2025-03,462.6,64.3
EQ-PUMP-0029,2025-04,462.9,64.3
EQ-PUMP-0029,2025-05,451.6,62.7
EQ-PUMP-0029,2025-06,383.5,53.3
EQ-PUMP-0029,2025-07,423.4,58.8
EQ-PUMP-0029,2025-08,450.4,62.6
EQ-PUMP-0029,2025-09,444.1,61.7
EQ-PUMP-0029,2025-10,464.0,64.4
EQ-PUMP-0029,2025-11,360.9,50.1
EQ-PUMP-0029,2025-12,450.3,62.5
EQ-PUMP-0029,2026-01,395.6,54.9
EQ-PUMP-0029,2026-02,374.3,52.0
EQ-PUMP-0029,2026-03,456.7,63.4
EQ-PUMP-0029,2026-04,393.9,54.7
EQ-PUMP-0029,2026-05,402.7,55.9
EQ-PUMP-0029,2026-06,432.5,60.1
EQ-PUMP-0029,2026-07,381.6,53.0
EQ-PUMP-0029,2026-08,393.0,54.6
EQ-PUMP-0030,2024-09,378.9,52.6
EQ-PUMP-0030,2024-10,370.1,51.4
EQ-PUMP-0030,2024-11,405.1,56.3
EQ-PUMP-0030,2024-12,397.3,55.2
EQ-PUMP-0030,2025-01,385.2,53.5
EQ-PUMP-0030,2025-02,386.8,53.7
EQ-PUMP-0030,2025-03,434.3,60.3
EQ-PUMP-0030,2025-04,416.6,57.9
EQ-PUMP-0030,2025-05,412.6,57.3
EQ-PUMP-0030,2025-06,378.1,52.5
EQ-PUMP-0030,2025-07,427.7,59.4
EQ-PUMP-0030,2025-08,428.8,59.6
EQ-PUMP-0030,2025-09,435.3,60.5
EQ-PUMP-0030,2025-10,395.4,54.9
EQ-PUMP-0030,2025-11,369.3,51.3
EQ-PUMP-0030,2025-12,431.0,59.9
EQ-PUMP-0030,2026-01,469.5,65.2
EQ-PUMP-0030,2026-02,386.0,53.6
EQ-PUMP-0030,2026-03,450.3,62.5
EQ-PUMP-0030,2026-04,372.1,51.7
EQ-PUMP-0030,2026-05,399.5,55.5
EQ-PUMP-0030,2026-06,457.6,63.6
EQ-PUMP-0030,2026-07,381.6,53.0
EQ-PUMP-0030,2026-08,360.4,50.1
EQ-PUMP-0031,2024-09,393.9,54.7
EQ-PUMP-0031,2024-10,430.7,59.8
EQ-PUMP-0031,2024-11,390.1,54.2
EQ-PUMP-0031,2024-12,360.0,50.0
EQ-PUMP-0031,2025-01,380.4,52.8
EQ-PUMP-0031,2025-02,400.1,55.6
EQ-PUMP-0031,2025-03,395.8,55.0
EQ-PUMP-0031,2025-04,399.3,55.5
EQ-PUMP-0031,2025-05,464.7,64.5
EQ-PUMP-0031,2025-06,430.9,59.9
EQ-PUMP-0031,2025-07,468.3,65.0
EQ-PUMP-0031,2025-08,373.5,51.9
EQ-PUMP-0031,2025-09,374.4,52.0
EQ-PUMP-0031,2025-10,374.7,52.0
EQ-PUMP-0031,2025-11,354.8,49.3
EQ-PUMP-0031,2025-12,398.0,55.3
EQ-PUMP-0031,2026-01,448.4,62.3
EQ-PUMP-0031,2026-02,363.1,50.4
EQ-PUMP-0031,2026-03,421.2,58.5
EQ-PUMP-0031,2026-04,441.0,61.3
EQ-PUMP-0031,2026-05,465.4,64.6
EQ-PUMP-0031,2026-06,409.2,56.8
EQ-PUMP-0031,2026-07,417.6,58.0
EQ-PUMP-0031,2026-08,368.8,51.2
EQ-PUMP-0032,2024-09,541.6,75.2
EQ-PUMP-0032,2024-10,569.1,79.0
EQ-PUMP-0032,2024-11,539.0,74.9
EQ-PUMP-0032,2024-12,547.2,76.0
EQ-PUMP-0032,2025-01,493.9,68.6
EQ-PUMP-0032,2025-02,484.4,67.3
EQ-PUMP-0032,2025-03,529.5,73.5
EQ-PUMP-0032,2025-04,561.9,78.0
EQ-PUMP-0032,2025-05,578.7,80.4
EQ-PUMP-0032,2025-06,582.8,80.9
EQ-PUMP-0032,2025-07,556.1,77.2
EQ-PUMP-0032,2025-08,506.5,70.4
EQ-PUMP-0032,2025-09,588.7,81.8
EQ-PUMP-0032,2025-10,545.8,75.8
EQ-PUMP-0032,2025-11,526.8,73.2
EQ-PUMP-0032,2025-12,524.0,72.8
EQ-PUMP-0032,2026-01,504.4,70.1
EQ-PUMP-0032,2026-02,550.9,76.5
EQ-PUMP-0032,2026-03,480.0,66.7
EQ-PUMP-0032,2026-04,511.0,71.0
EQ-PUMP-0032,2026-05,560.6,77.9
EQ-PUMP-0032,2026-06,570.3,79.2
EQ-PUMP-0032,2026-07,583.9,81.1
EQ-PUMP-0032,2026-08,582.9,81.0
EQ-PUMP-0033,2024-09,564.6,78.4
EQ-PUMP-0033,2024-10,556.9,77.4
EQ-PUMP-0033,2024-11,498.7,69.3
EQ-PUMP-0033,2024-12,560.0,77.8
EQ-PUMP-0033,2025-01,580.8,80.7
EQ-PUMP-0033,2025-02,566.9,78.7
EQ-PUMP-0033,2025-03,603.8,83.9
EQ-PUMP-0033,2025-04,594.6,82.6
EQ-PUMP-0033,2025-05,502.3,69.8
EQ-PUMP-0033,2025-06,526.6,73.1
EQ-PUMP-0033,2025-07,559.8,77.8
EQ-PUMP-0033,2025-08,552.0,76.7
EQ-PUMP-0033,2025-09,534.2,74.2
EQ-PUMP-0033,2025-10,568.7,79.0
EQ-PUMP-0033,2025-11,557.1,77.4
EQ-PUMP-0033,2025-12,573.6,79.7
EQ-PUMP-0033,2026-01,498.7,69.3
EQ-PUMP-0033,2026-02,553.6,76.9
EQ-PUMP-0033,2026-03,591.9,82.2
EQ-PUMP-0033,2026-04,532.7,74.0
EQ-PUMP-0033,2026-05,597.7,83.0
EQ-PUMP-0033,2026-06,548.8,76.2
EQ-PUMP-0033,2026-07,562.9,78.2
EQ-PUMP-0033,2026-08,604.1,83.9
EQ-PUMP-0034,2024-09,605.3,84.1
EQ-PUMP-0034,2024-10,617.5,85.8
EQ-PUMP-0034,2024-11,518.7,72.0
EQ-PUMP-0034,2024-12,521.9,72.5
EQ-PUMP-0034,2025-01,523.2,72.7
EQ-PUMP-0034,2025-02,601.6,83.6
EQ-PUMP-0034,2025-03,548.6,76.2
EQ-PUMP-0034,2025-04,576.6,80.1
EQ-PUMP-0034,2025-05,554.8,77.1
EQ-PUMP-0034,2025-06,607.3,84.3
EQ-PUMP-0034,2025-07,519.7,72.2
EQ-PUMP-0034,2025-08,552.4,76.7
EQ-PUMP-0034,2025-09,612.1,85.0
EQ-PUMP-0034,2025-10,576.2,80.0
EQ-PUMP-0034,2025-11,565.0,78.5
EQ-PUMP-0034,2025-12,579.5,80.5
EQ-PUMP-0034,2026-01,576.7,80.1
EQ-PUMP-0034,2026-02,552.2,76.7
EQ-PUMP-0034,2026-03,585.9,81.4
EQ-PUMP-0034,2026-04,531.7,73.8
EQ-PUMP-0034,2026-05,518.0,71.9
EQ-PUMP-0034,2026-06,588.9,81.8
EQ-PUMP-0034,2026-07,523.7,72.7
EQ-PUMP-0034,2026-08,610.6,84.8
EQ-PUMP-0035,2024-09,508.5,70.6
EQ-PUMP-0035,2024-10,460.7,64.0
EQ-PUMP-0035,2024-11,466.0,64.7
EQ-PUMP-0035,2024-12,497.9,69.2
EQ-PUMP-0035,2025-01,502.0,69.7
EQ-PUMP-0035,2025-02,506.3,70.3
EQ-PUMP-0035,2025-03,518.6,72.0
EQ-PUMP-0035,2025-04,455.9,63.3
EQ-PUMP-0035,2025-05,481.9,66.9
EQ-PUMP-0035,2025-06,490.6,68.1
EQ-PUMP-0035,2025-07,506.6,70.4
EQ-PUMP-0035,2025-08,549.8,76.4
EQ-PUMP-0035,2025-09,477.9,66.4
EQ-PUMP-0035,2025-10,461.3,64.1
EQ-PUMP-0035,2025-11,447.4,62.1
EQ-PUMP-0035,2025-12,528.1,73.4
EQ-PUMP-0035,2026-01,516.9,71.8
EQ-PUMP-0035,2026-02,455.6,63.3
EQ-PUMP-0035,2026-03,481.0,66.8
EQ-PUMP-0035,2026-04,483.7,67.2
EQ-PUMP-0035,2026-05,497.9,69.2
EQ-PUMP-0035,2026-06,494.9,68.7
EQ-PUMP-0035,2026-07,448.8,62.3
EQ-PUMP-0035,2026-08,492.7,68.4
EQ-PUMP-0036,2024-09,419.0,58.2
EQ-PUMP-0036,2024-10,467.8,65.0
EQ-PUMP-0036,2024-11,383.4,53.3
EQ-PUMP-0036,2024-12,487.2,67.7
EQ-PUMP-0036,2025-01,480.9,66.8
EQ-PUMP-0036,2025-02,481.9,66.9
EQ-PUMP-0036,2025-03,388.4,53.9
EQ-PUMP-0036,2025-04,468.4,65.1
EQ-PUMP-0036,2025-05,474.9,66.0
EQ-PUMP-0036,2025-06,420.5,58.4
EQ-PUMP-0036,2025-07,430.2,59.8
EQ-PUMP-0036,2025-08,450.8,62.6
EQ-PUMP-0036,2025-09,473.5,65.8
EQ-PUMP-0036,2025-10,413.1,57.4
EQ-PUMP-0036,2025-11,481.3,66.9
EQ-PUMP-0036,2025-12,375.5,52.2
EQ-PUMP-0036,2026-01,397.3,55.2
EQ-PUMP-0036,2026-02,399.0,55.4
EQ-PUMP-0036,2026-03,385.4,53.5
EQ-PUMP-0036,2026-04,420.0,58.3
EQ-PUMP-0036,2026-05,481.8,66.9
EQ-PUMP-0036,2026-06,470.7,65.4
EQ-PUMP-0036,2026-07,390.0,54.2
EQ-PUMP-0036,2026-08,402.9,56.0
EQ-FILT-0037,2024-09,453.0,62.9
EQ-FILT-0037,2024-10,470.4,65.3
EQ-FILT-0037,2024-11,421.2,58.5
EQ-FILT-0037,2024-12,501.5,69.6
EQ-FILT-0037,2025-01,462.6,64.3
EQ-FILT-0037,2025-02,523.0,72.6
EQ-FILT-0037,2025-03,433.1,60.2
EQ-FILT-0037,2025-04,496.9,69.0
EQ-FILT-0037,2025-05,439.8,61.1
EQ-FILT-0037,2025-06,431.6,59.9
EQ-FILT-0037,2025-07,507.6,70.5
EQ-FILT-0037,2025-08,488.7,67.9
EQ-FILT-0037,2025-09,515.9,71.7
EQ-FILT-0037,2025-10,448.9,62.3
EQ-FILT-0037,2025-11,427.0,59.3
EQ-FILT-0037,2025-12,511.7,71.1
EQ-FILT-0037,2026-01,416.5,57.8
EQ-FILT-0037,2026-02,479.5,66.6
EQ-FILT-0037,2026-03,445.6,61.9
EQ-FILT-0037,2026-04,493.7,68.6
EQ-FILT-0037,2026-05,513.6,71.3
EQ-FILT-0037,2026-06,441.4,61.3
EQ-FILT-0037,2026-07,481.5,66.9
EQ-FILT-0037,2026-08,524.8,72.9
EQ-FILT-0038,2024-09,459.7,63.8
EQ-FILT-0038,2024-10,458.8,63.7
EQ-FILT-0038,2024-11,423.7,58.8
EQ-FILT-0038,2024-12,406.3,56.4
EQ-FILT-0038,2025-01,394.2,54.8
EQ-FILT-0038,2025-02,478.9,66.5
EQ-FILT-0038,2025-03,418.8,58.2
EQ-FILT-0038,2025-04,477.9,66.4
EQ-FILT-0038,2025-05,387.7,53.8
EQ-FILT-0038,2025-06,437.1,60.7
EQ-FILT-0038,2025-07,478.7,66.5
EQ-FILT-0038,2025-08,434.7,60.4
EQ-FILT-0038,2025-09,403.2,56.0
EQ-FILT-0038,2025-10,404.9,56.2
EQ-FILT-0038,2025-11,418.2,58.1
EQ-FILT-0038,2025-12,387.3,53.8
EQ-FILT-0038,2026-01,394.1,54.7
EQ-FILT-0038,2026-02,391.2,54.3
EQ-FILT-0038,2026-03,444.1,61.7
EQ-FILT-0038,2026-04,433.8,60.2
EQ-FILT-0038,2026-05,460.2,63.9
EQ-FILT-0038,2026-06,485.6,67.4
EQ-FILT-0038,2026-07,438.6,60.9
EQ-FILT-0038,2026-08,459.4,63.8
EQ-FILT-0039,2024-09,547.0,76.0
EQ-FILT-0039,2024-10,510.0,70.8
EQ-FILT-0039,2024-11,511.4,71.0
EQ-FILT-0039,2024-12,497.5,69.1
EQ-FILT-0039,2025-01,508.1,70.6
EQ-FILT-0039,2025-02,477.1,66.3
EQ-FILT-0039,2025-03,496.9,69.0
EQ-FILT-0039,2025-04,500.8,69.5
EQ-FILT-0039,2025-05,564.8,78.4
EQ-FILT-0039,2025-06,534.2,74.2
EQ-FILT-0039,2025-07,513.3,71.3
EQ-FILT-0039,2025-08,497.4,69.1
EQ-FILT-0039,2025-09,485.8,67.5
EQ-FILT-0039,2025-10,483.7,67.2
EQ-FILT-0039,2025-11,552.4,76.7
EQ-FILT-0039,2025-12,514.6,71.5
EQ-FILT-0039,2026-01,580.9,80.7
EQ-FILT-0039,2026-02,471.4,65.5
EQ-FILT-0039,2026-03,470.3,65.3
EQ-FILT-0039,2026-04,576.9,80.1
EQ-FILT-0039,2026-05,470.7,65.4
EQ-FILT-0039,2026-06,486.4,67.5
EQ-FILT-0039,2026-07,494.1,68.6
EQ-FILT-0039,2026-08,484.3,67.3
EQ-FILT-0040,2024-09,487.7,67.7
EQ-FILT-0040,2024-10,546.4,75.9
EQ-FILT-0040,2024-11,549.3,76.3
EQ-FILT-0040,2024-12,465.0,64.6
EQ-FILT-0040,2025-01,479.6,66.6
EQ-FILT-0040,2025-02,506.1,70.3
EQ-FILT-0040,2025-03,494.3,68.7
EQ-FILT-0040,2025-04,554.0,76.9
EQ-FILT-0040,2025-05,472.1,65.6
EQ-FILT-0040,2025-06,499.1,69.3
EQ-FILT-0040,2025-07,487.6,67.7
EQ-FILT-0040,2025-08,560.5,77.8
EQ-FILT-0040,2025-09,467.8,65.0
EQ-FILT-0040,2025-10,521.8,72.5
EQ-FILT-0040,2025-11,554.7,77.0
EQ-FILT-0040,2025-12,539.4,74.9
EQ-FILT-0040,2026-01,454.5,63.1
EQ-FILT-0040,2026-02,553.3,76.8
EQ-FILT-0040,2026-03,472.8,65.7
EQ-FILT-0040,2026-04,458.0,63.6
EQ-FILT-0040,2026-05,523.5,72.7
EQ-FILT-0040,2026-06,471.0,65.4
EQ-FILT-0040,2026-07,545.1,75.7
EQ-FILT-0040,2026-08,521.7,72.5
EQ-FILT-0041,2024-09,451.8,62.8
EQ-FILT-0041,2024-10,493.6,68.6
EQ-FILT-0041,2024-11,501.5,69.7
EQ-FILT-0041,2024-12,536.0,74.4
EQ-FILT-0041,2025-01,472.3,65.6
EQ-FILT-0041,2025-02,453.1,62.9
EQ-FILT-0041,2025-03,524.9,72.9
EQ-FILT-0041,2025-04,519.8,72.2
EQ-FILT-0041,2025-05,506.0,70.3
EQ-FILT-0041,2025-06,483.6,67.2
EQ-FILT-0041,2025-07,483.6,67.2
EQ-FILT-0041,2025-08,521.1,72.4
EQ-FILT-0041,2025-09,528.3,73.4
EQ-FILT-0041,2025-10,529.3,73.5
EQ-FILT-0041,2025-11,497.5,69.1
EQ-FILT-0041,2025-12,502.9,69.9
EQ-FILT-0041,2026-01,452.5,62.8
EQ-FILT-0041,2026-02,490.7,68.1
EQ-FILT-0041,2026-03,461.5,64.1
EQ-FILT-0041,2026-04,456.1,63.4
EQ-FILT-0041,2026-05,462.8,64.3
EQ-FILT-0041,2026-06,484.5,67.3
EQ-FILT-0041,2026-07,443.6,61.6
EQ-FILT-0041,2026-08,477.0,66.3
EQ-FILT-0042,2024-09,450.3,62.5
EQ-FILT-0042,2024-10,471.7,65.5
EQ-FILT-0042,2024-11,545.9,75.8
EQ-FILT-0042,2024-12,511.0,71.0
EQ-FILT-0042,2025-01,475.5,66.0
EQ-FILT-0042,2025-02,469.0,65.1
EQ-FILT-0042,2025-03,557.7,77.5
EQ-FILT-0042,2025-04,500.4,69.5
EQ-FILT-0042,2025-05,456.3,63.4
EQ-FILT-0042,2025-06,518.0,71.9
EQ-FILT-0042,2025-07,565.2,78.5
EQ-FILT-0042,2025-08,461.5,64.1
EQ-FILT-0042,2025-09,490.4,68.1
EQ-FILT-0042,2025-10,536.0,74.5
EQ-FILT-0042,2025-11,547.1,76.0
EQ-FILT-0042,2025-12,483.0,67.1
EQ-FILT-0042,2026-01,465.8,64.7
EQ-FILT-0042,2026-02,498.6,69.3
EQ-FILT-0042,2026-03,533.9,74.2
EQ-FILT-0042,2026-04,539.8,75.0
EQ-FILT-0042,2026-05,465.3,64.6
EQ-FILT-0042,2026-06,475.5,66.0
EQ-FILT-0042,2026-07,560.9,77.9
EQ-FILT-0042,2026-08,555.0,77.1
EQ-FILT-0043,2024-09,362.3,50.3
EQ-FILT-0043,2024-10,362.1,50.3
EQ-FILT-0043,2024-11,396.2,55.0
EQ-FILT-0043,2024-12,418.9,58.2
EQ-FILT-0043,2025-01,446.6,62.0
EQ-FILT-0043,2025-02,439.8,61.1
EQ-FILT-0043,2025-03,420.2,58.4
EQ-FILT-0043,2025-04,452.4,62.8
EQ-FILT-0043,2025-05,446.7,62.0
EQ-FILT-0043,2025-06,396.6,55.1
EQ-FILT-0043,2025-07,434.5,60.3
EQ-FILT-0043,2025-08,349.3,48.5
EQ-FILT-0043,2025-09,348.8,48.4
EQ-FILT-0043,2025-10,386.1,53.6
EQ-FILT-0043,2025-11,447.8,62.2
EQ-FILT-0043,2025-12,371.4,51.6
EQ-FILT-0043,2026-01,354.5,49.2
EQ-FILT-0043,2026-02,367.3,51.0
EQ-FILT-0043,2026-03,451.3,62.7
EQ-FILT-0043,2026-04,359.0,49.9
EQ-FILT-0043,2026-05,396.1,55.0
EQ-FILT-0043,2026-06,374.9,52.1
EQ-FILT-0043,2026-07,413.6,57.4
EQ-FILT-0043,2026-08,383.3,53.2
EQ-FILT-0044,2024-09,523.5,72.7
EQ-FILT-0044,2024-10,574.7,79.8
EQ-FILT-0044,2024-11,570.1,79.2
EQ-FILT-0044,2024-12,482.6,67.0
EQ-FILT-0044,2025-01,517.4,71.9
EQ-FILT-0044,2025-02,526.4,73.1
EQ-FILT-0044,2025-03,521.2,72.4
EQ-FILT-0044,2025-04,548.2,76.1
EQ-FILT-0044,2025-05,552.0,76.7
EQ-FILT-0044,2025-06,534.7,74.3
EQ-FILT-0044,2025-07,564.9,78.5
EQ-FILT-0044,2025-08,523.7,72.7
EQ-FILT-0044,2025-09,524.8,72.9
EQ-FILT-0044,2025-10,543.2,75.5
EQ-FILT-0044,2025-11,547.2,76.0
EQ-FILT-0044,2025-12,501.6,69.7
EQ-FILT-0044,2026-01,534.1,74.2
EQ-FILT-0044,2026-02,492.0,68.3
EQ-FILT-0044,2026-03,471.7,65.5
EQ-FILT-0044,2026-04,500.1,69.5
EQ-FILT-0044,2026-05,550.6,76.5
EQ-FILT-0044,2026-06,570.6,79.3
EQ-FILT-0044,2026-07,538.9,74.8
EQ-FILT-0044,2026-08,562.9,78.2
EQ-FILT-0045,2024-09,531.9,73.9
EQ-FILT-0045,2024-10,533.9,74.2
EQ-FILT-0045,2024-11,459.0,63.7
EQ-FILT-0045,2024-12,452.8,62.9
EQ-FILT-0045,2025-01,447.4,62.1
EQ-FILT-0045,2025-02,484.0,67.2
EQ-FILT-0045,2025-03,539.8,75.0
EQ-FILT-0045,2025-04,475.5,66.0
EQ-FILT-0045,2025-05,491.6,68.3
EQ-FILT-0045,2025-06,456.9,63.5
EQ-FILT-0045,2025-07,476.9,66.2
EQ-FILT-0045,2025-08,492.5,68.4
EQ-FILT-0045,2025-09,505.8,70.3
EQ-FILT-0045,2025-10,500.8,69.6
EQ-FILT-0045,2025-11,447.6,62.2
EQ-FILT-0045,2025-12,469.4,65.2
EQ-FILT-0045,2026-01,446.6,62.0
EQ-FILT-0045,2026-02,463.0,64.3
EQ-FILT-0045,2026-03,515.8,71.6
EQ-FILT-0045,2026-04,471.5,65.5
EQ-FILT-0045,2026-05,449.4,62.4
EQ-FILT-0045,2026-06,499.1,69.3
EQ-FILT-0045,2026-07,492.7,68.4
EQ-FILT-0045,2026-08,476.5,66.2
EQ-FILT-0046,2024-09,412.8,57.3
EQ-FILT-0046,2024-10,389.8,54.1
EQ-FILT-0046,2024-11,486.1,67.5
EQ-FILT-0046,2024-12,483.5,67.1
EQ-FILT-0046,2025-01,396.1,55.0
EQ-FILT-0046,2025-02,391.6,54.4
EQ-FILT-0046,2025-03,435.8,60.5
EQ-FILT-0046,2025-04,432.5,60.1
EQ-FILT-0046,2025-05,421.4,58.5
EQ-FILT-0046,2025-06,437.0,60.7
EQ-FILT-0046,2025-07,467.5,64.9
EQ-FILT-0046,2025-08,475.2,66.0
EQ-FILT-0046,2025-09,412.8,57.3
EQ-FILT-0046,2025-10,457.2,63.5
EQ-FILT-0046,2025-11,397.5,55.2
EQ-FILT-0046,2025-12,438.3,60.9
EQ-FILT-0046,2026-01,458.8,63.7
EQ-FILT-0046,2026-02,405.3,56.3
EQ-FILT-0046,2026-03,478.3,66.4
EQ-FILT-0046,2026-04,485.3,67.4
EQ-FILT-0046,2026-05,397.1,55.2
EQ-FILT-0046,2026-06,464.8,64.6
EQ-FILT-0046,2026-07,395.7,55.0
EQ-FILT-0046,2026-08,433.9,60.3
EQ-FILT-0047,2024-09,546.0,75.8
EQ-FILT-0047,2024-10,523.8,72.8
EQ-FILT-0047,2024-11,573.6,79.7
EQ-FILT-0047,2024-12,558.3,77.5
EQ-FILT-0047,2025-01,510.1,70.8
EQ-FILT-0047,2025-02,545.0,75.7
EQ-FILT-0047,2025-03,494.9,68.7
EQ-FILT-0047,2025-04,522.5,72.6
EQ-FILT-0047,2025-05,482.7,67.0
EQ-FILT-0047,2025-06,555.1,77.1
EQ-FILT-0047,2025-07,554.4,77.0
EQ-FILT-0047,2025-08,588.4,81.7
EQ-FILT-0047,2025-09,534.6,74.3
EQ-FILT-0047,2025-10,520.9,72.3
EQ-FILT-0047,2025-11,582.2,80.9
EQ-FILT-0047,2025-12,535.3,74.3
EQ-FILT-0047,2026-01,520.4,72.3
EQ-FILT-0047,2026-02,497.6,69.1
EQ-FILT-0047,2026-03,575.4,79.9
EQ-FILT-0047,2026-04,587.9,81.6
EQ-FILT-0047,2026-05,508.5,70.6
EQ-FILT-0047,2026-06,507.8,70.5
EQ-FILT-0047,2026-07,509.2,70.7
EQ-FILT-0047,2026-08,574.6,79.8
EQ-FILT-0048,2024-09,443.4,61.6
EQ-FILT-0048,2024-10,479.4,66.6
EQ-FILT-0048,2024-11,532.1,73.9
EQ-FILT-0048,2024-12,536.0,74.4
EQ-FILT-0048,2025-01,480.6,66.7
EQ-FILT-0048,2025-02,480.2,66.7
EQ-FILT-0048,2025-03,467.6,64.9
EQ-FILT-0048,2025-04,530.4,73.7
EQ-FILT-0048,2025-05,513.4,71.3
EQ-FILT-0048,2025-06,530.7,73.7
EQ-FILT-0048,2025-07,487.6,67.7
