material_id,period_month,qty_consumed,movement_type,plant
50,2026-05,14,261,BMM
50,2026-06,16,262,BMM
50,2026-08,15,261,BMM
51,2024-09,12,262,Gamsberg
51,2024-12,11,261,Gamsberg
51,2025-03,5,262,Gamsberg
51,2025-04,12,262,Gamsberg
51,2025-06,7,262,Gamsberg
51,2025-07,13,261,Gamsberg
51,2025-08,9,261,Gamsberg
51,2025-10,12,262,Gamsberg
51,2025-12,11,261,Gamsberg
51,2026-03,5,201,Gamsberg
51,2026-04,12,261,Gamsberg
51,2026-05,8,261,Gamsberg
51,2026-06,6,202,Gamsberg
51,2026-07,12,262,Gamsberg
51,2026-08,7,261,Gamsberg
52,2024-12,34,201,BMM
52,2025-02,23,262,BMM
52,2025-03,21,261,BMM
52,2025-05,6,262,BMM
52,2025-07,6,261,BMM
52,2025-08,4,261,BMM
52,2025-12,18,201,BMM
52,2026-03,9,261,BMM
53,2024-09,4,201,Gamsberg
53,2024-10,3,261,Gamsberg
53,2024-11,11,201,Gamsberg
53,2024-12,10,261,Gamsberg
53,2025-01,7,262,Gamsberg
53,2025-02,10,262,Gamsberg
53,2025-03,5,262,Gamsberg
53,2025-04,13,262,Gamsberg
53,2025-05,12,202,Gamsberg
53,2025-06,9,261,Gamsberg
53,2025-08,4,261,Gamsberg
53,2025-09,4,262,Gamsberg
53,2025-10,13,261,Gamsberg
53,2025-11,5,202,Gamsberg
53,2025-12,10,262,Gamsberg
53,2026-01,9,202,Gamsberg
53,2026-02,10,262,Gamsberg
53,2026-03,8,262,Gamsberg
53,2026-04,6,201,Gamsberg
53,2026-05,14,262,Gamsberg
53,2026-07,14,261,Gamsberg
53,2026-08,5,262,Gamsberg
54,2024-11,30,262,BMM
54,2025-02,15,201,BMM
54,2025-09,30,262,BMM
54,2025-11,7,201,BMM
54,2026-02,6,262,BMM
54,2026-05,12,261,BMM
54,2026-08,23,261,BMM
55,2024-10,18,261,Gamsberg
55,2024-12,20,201,Gamsberg
55,2025-02,10,202,Gamsberg
55,2025-03,12,262,Gamsberg
55,2025-04,20,201,Gamsberg
55,2025-10,17,202,Gamsberg
55,2026-04,18,261,Gamsberg
55,2026-05,11,261,Gamsberg
55,2026-06,10,262,Gamsberg
56,2024-09,8,202,BMM
56,2024-10,7,262,BMM
56,2024-11,7,261,BMM
56,2025-01,7,261,BMM
56,2025-02,9,202,BMM
56,2025-03,8,202,BMM
56,2025-04,8,261,BMM
56,2025-05,8,202,BMM
56,2025-06,7,262,BMM
56,2025-07,8,262,BMM
56,2025-08,8,201,BMM
56,2025-10,7,261,BMM
56,2025-11,8,201,BMM
56,2025-12,7,262,BMM
56,2026-01,7,261,BMM
56,2026-02,8,201,BMM
56,2026-03,9,202,BMM
56,2026-04,9,202,BMM
56,2026-05,9,201,BMM
56,2026-06,8,262,BMM
56,2026-07,9,262,BMM
56,2026-08,9,262,BMM
57,2024-09,13,201,Gamsberg
57,2024-10,13,261,Gamsberg
57,2024-11,14,202,Gamsberg
57,2024-12,14,201,Gamsberg
57,2025-01,14,261,Gamsberg
57,2025-02,14,201,Gamsberg
57,2025-03,12,262,Gamsberg
57,2025-04,12,262,Gamsberg
57,2025-05,11,201,Gamsberg
57,2025-06,14,201,Gamsberg
57,2025-07,15,262,Gamsberg
57,2025-08,12,261,Gamsberg
57,2025-09,14,262,Gamsberg
57,2025-10,13,261,Gamsberg
57,2025-11,12,261,Gamsberg
57,2026-01,15,262,Gamsberg
57,2026-02,13,262,Gamsberg
57,2026-03,13,261,Gamsberg
57,2026-04,15,202,Gamsberg
57,2026-05,13,261,Gamsberg
57,2026-06,12,262,Gamsberg
57,2026-07,12,262,Gamsberg
57,2026-08,12,261,Gamsberg
58,2024-11,3,261,BMM
58,2025-01,4,261,BMM
58,2025-02,3,261,BMM
58,2025-04,3,261,BMM
58,2025-05,3,262,BMM
58,2025-09,4,261,BMM
58,2025-11,4,261,BMM
58,2025-12,3,201,BMM
58,2026-06,2,262,BMM
58,2026-08,5,262,BMM
59,2025-01,2,261,Gamsberg
59,2025-03,3,262,Gamsberg
59,2025-05,2,202,Gamsberg
59,2025-10,2,261,Gamsberg
59,2025-11,2,261,Gamsberg
59,2025-12,3,262,Gamsberg
59,2026-02,2,262,Gamsberg
59,2026-03,2,262,Gamsberg
59,2026-06,3,201,Gamsberg
59,2026-08,2,262,Gamsberg
60,2024-09,3,201,BMM
60,2024-10,3,262,BMM
60,2024-11,3,262,BMM
60,2024-12,3,202,BMM
60,2025-01,3,261,BMM
60,2025-02,3,201,BMM
60,2025-03,3,262,BMM
60,2025-04,3,202,BMM
60,2025-05,3,262,BMM
60,2025-06,3,262,BMM
60,2025-07,3,202,BMM
60,2025-08,3,261,BMM
60,2025-09,3,262,BMM
60,2025-10,3,261,BMM
60,2025-11,3,262,BMM
60,2025-12,3,202,BMM
60,2026-01,3,261,BMM
60,2026-02,3,262,BMM
60,2026-03,3,262,BMM
60,2026-04,3,262,BMM
60,2026-05,3,261,BMM
60,2026-06,3,261,BMM
60,2026-07,3,262,BMM
60,2026-08,3,261,BMM
61,2024-10,10,202,Gamsberg
61,2024-11,10,261,Gamsberg
61,2024-12,15,202,Gamsberg
61,2025-01,12,262,Gamsberg
61,2025-02,9,202,Gamsberg
61,2025-05,16,202,Gamsberg
61,2025-06,9,261,Gamsberg
61,2025-07,20,202,Gamsberg
61,2025-08,18,201,Gamsberg
61,2025-10,11,262,Gamsberg
61,2025-11,11,262,Gamsberg
61,2025-12,18,262,Gamsberg
61,2026-03,9,262,Gamsberg
61,2026-04,19,261,Gamsberg
61,2026-06,17,262,Gamsberg
61,2026-07,13,261,Gamsberg
61,2026-08,9,201,Gamsberg
62,2024-09,12,262,BMM
62,2024-12,10,262,BMM
62,2025-02,7,202,BMM
62,2025-03,12,261,BMM
62,2025-04,10,202,BMM
62,2025-06,11,262,BMM
62,2025-08,7,261,BMM
62,2025-11,7,202,BMM
62,2026-04,10,201,BMM
62,2026-05,14,202,BMM
62,2026-08,6,202,BMM
63,2024-10,6,261,Gamsberg
63,2025-01,9,261,Gamsberg
63,2025-02,7,262,Gamsberg
63,2025-04,7,261,Gamsberg
63,2025-08,4,262,Gamsberg
63,2025-11,5,201,Gamsberg
63,2025-12,9,261,Gamsberg
63,2026-01,9,201,Gamsberg
63,2026-04,9,202,Gamsberg
63,2026-05,5,261,Gamsberg
63,2026-06,9,262,Gamsberg
63,2026-08,4,202,Gamsberg
64,2024-10,11,202,BMM
64,2025-05,6,201,BMM
64,2025-06,6,201,BMM
64,2026-02,9,261,BMM
64,2026-03,8,202,BMM
64,2026-04,7,261,BMM
65,2024-10,13,202,Gamsberg
65,2024-11,10,261,Gamsberg
65,2024-12,11,261,Gamsberg
65,2025-03,6,262,Gamsberg
65,2025-06,11,261,Gamsberg
65,2025-10,8,261,Gamsberg
65,2025-11,8,261,Gamsberg
65,2025-12,6,202,Gamsberg
65,2026-03,12,262,Gamsberg
65,2026-04,7,261,Gamsberg
65,2026-05,9,261,Gamsberg
65,2026-06,6,262,Gamsberg
65,2026-08,12,262,Gamsberg
66,2024-09,5,261,BMM
66,2024-10,5,262,BMM
66,2024-11,5,262,BMM
66,2024-12,5,262,BMM
66,2025-02,6,261,BMM
66,2025-03,5,201,BMM
66,2025-04,5,261,BMM
66,2025-05,4,202,BMM
66,2025-06,4,261,BMM
66,2025-07,5,262,BMM
66,2025-08,5,261,BMM
66,2025-09,5,261,BMM
66,2025-10,4,201,BMM
66,2025-12,5,201,BMM
66,2026-01,5,201,BMM
66,2026-02,5,202,BMM
66,2026-03,5,262,BMM
66,2026-04,5,261,BMM
66,2026-05,6,262,BMM
66,2026-06,5,262,BMM
66,2026-07,5,262,BMM
66,2026-08,4,261,BMM
68,2024-09,10,262,BMM
68,2024-10,9,262,BMM
68,2024-11,9,261,BMM
68,2024-12,8,262,BMM
68,2025-01,10,202,BMM
68,2025-02,10,202,BMM
68,2025-03,9,261,BMM
68,2025-04,9,261,BMM
68,2025-05,8,261,BMM
68,2025-06,10,261,BMM
68,2025-07,8,262,BMM
68,2025-08,10,261,BMM
68,2025-09,9,261,BMM
68,2025-10,9,262,BMM
68,2025-11,9,261,BMM
68,2025-12,9,261,BMM
68,2026-01,10,262,BMM
68,2026-02,10,262,BMM
68,2026-03,8,261,BMM
68,2026-04,8,261,BMM
68,2026-05,10,262,BMM
68,2026-06,9,261,BMM
68,2026-07,9,202,BMM
68,2026-08,10,261,BMM
69,2024-09,9,262,Gamsberg
69,2024-11,11,262,Gamsberg
69,2025-02,8,201,Gamsberg
69,2025-04,15,261,Gamsberg
69,2025-05,10,261,Gamsberg
69,2025-06,15,261,Gamsberg
69,2025-08,15,261,Gamsberg
69,2025-09,15,262,Gamsberg
69,2025-11,16,261,Gamsberg
69,2026-01,17,261,Gamsberg
69,2026-02,20,262,Gamsberg
69,2026-03,9,262,Gamsberg
69,2026-07,9,202,Gamsberg
71,2024-10,11,261,Gamsberg
71,2025-04,14,261,Gamsberg
71,2025-05,10,202,Gamsberg
71,2025-07,11,261,Gamsberg
71,2025-11,17,261,Gamsberg
71,2025-12,11,261,Gamsberg
71,2026-02,11,262,Gamsberg
71,2026-04,24,201,Gamsberg
71,2026-05,11,261,Gamsberg
71,2026-06,14,262,Gamsberg
71,2026-08,14,261,Gamsberg
72,2024-09,24,261,BMM
72,2024-10,16,261,BMM
72,2024-11,25,261,BMM
72,2025-03,26,261,BMM
72,2025-04,9,262,BMM
72,2025-05,32,261,BMM
72,2025-06,32,262,BMM
72,2025-07,28,202,BMM
72,2025-08,32,262,BMM
72,2025-09,23,262,BMM
72,2025-10,30,202,BMM
72,2025-11,24,261,BMM
72,2025-12,9,201,BMM
72,2026-01,31,262,BMM
72,2026-02,8,261,BMM
72,2026-03,24,261,BMM
72,2026-04,24,202,BMM
72,2026-05,31,202,BMM
72,2026-06,26,262,BMM
72,2026-07,19,261,BMM
72,2026-08,6,202,BMM
73,2024-09,7,261,Gamsberg
73,2024-10,4,261,Gamsberg
73,2024-11,4,202,Gamsberg
73,2024-12,6,262,Gamsberg
73,2025-01,3,262,Gamsberg
73,2025-02,4,262,Gamsberg
73,2025-04,6,262,Gamsberg
73,2025-06,6,202,Gamsberg
73,2025-08,5,262,Gamsberg
73,2025-10,5,202,Gamsberg
73,2025-12,8,262,Gamsberg
73,2026-04,7,261,Gamsberg
73,2026-05,5,261,Gamsberg
73,2026-06,3,262,Gamsberg
74,2024-09,14,261,BMM
74,2024-10,10,261,BMM
74,2024-11,15,262,BMM
74,2024-12,17,262,BMM
74,2025-01,29,202,BMM
74,2025-02,28,201,BMM
74,2025-03,15,262,BMM
74,2025-04,7,261,BMM
74,2025-05,11,261,BMM
74,2025-07,29,261,BMM
74,2025-08,15,261,BMM
74,2025-09,27,201,BMM
74,2025-10,11,262,BMM
74,2025-11,29,201,BMM
74,2025-12,27,201,BMM
74,2026-01,18,262,BMM
74,2026-02,16,261,BMM
74,2026-03,8,262,BMM
74,2026-04,19,201,BMM
74,2026-05,26,261,BMM
74,2026-06,14,261,BMM
74,2026-07,13,262,BMM
74,2026-08,12,202,BMM
75,2024-09,13,261,Gamsberg
75,2024-10,10,261,Gamsberg
75,2025-02,7,201,Gamsberg
75,2025-03,12,261,Gamsberg
75,2025-04,9,262,Gamsberg
75,2025-06,5,202,Gamsberg
75,2025-07,12,262,Gamsberg
75,2025-08,7,262,Gamsberg
75,2025-12,9,261,Gamsberg
75,2026-03,5,262,Gamsberg
75,2026-04,9,202,Gamsberg
75,2026-05,9,261,Gamsberg
75,2026-06,11,261,Gamsberg
75,2026-07,6,262,Gamsberg
76,2024-09,11,201,BMM
76,2024-10,11,262,BMM
76,2024-11,12,201,BMM
76,2024-12,12,261,BMM
76,2025-01,12,261,BMM
76,2025-02,10,201,BMM
76,2025-03,10,261,BMM
76,2025-04,10,201,BMM
76,2025-05,11,261,BMM
76,2025-06,10,261,BMM
76,2025-07,10,261,BMM
76,2025-08,11,261,BMM
76,2025-09,11,262,BMM
76,2025-10,10,262,BMM
76,2025-11,12,262,BMM
76,2026-01,12,201,BMM
76,2026-02,12,202,BMM
76,2026-03,10,261,BMM
76,2026-04,9,262,BMM
76,2026-05,12,202,BMM
76,2026-06,11,261,BMM
76,2026-07,9,201,BMM
76,2026-08,12,261,BMM
77,2024-09,11,262,Gamsberg
77,2024-10,7,202,Gamsberg
77,2024-12,12,201,Gamsberg
77,2025-01,12,261,Gamsberg
77,2025-02,7,261,Gamsberg
77,2025-03,7,262,Gamsberg
77,2025-05,6,202,Gamsberg
77,2025-09,5,261,Gamsberg
77,2025-10,11,262,Gamsberg
77,2025-12,12,261,Gamsberg
77,2026-01,8,261,Gamsberg
77,2026-02,12,201,Gamsberg
77,2026-04,7,261,Gamsberg
77,2026-06,13,262,Gamsberg
77,2026-07,10,262,Gamsberg
78,2024-09,5,261,BMM
78,2024-10,28,262,BMM
78,2024-12,27,262,BMM
78,2025-03,16,261,BMM
78,2025-04,10,262,BMM
78,2025-05,26,262,BMM
78,2025-06,22,261,BMM
78,2025-09,12,261,BMM
78,2026-02,9,202,BMM
78,2026-04,23,202,BMM
78,2026-07,25,262,BMM
78,2026-08,15,262,BMM
79,2024-09,5,261,Gamsberg
79,2024-10,4,262,Gamsberg
79,2024-11,3,262,Gamsberg
79,2025-01,6,262,Gamsberg
79,2025-02,3,261,Gamsberg
79,2025-04,6,262,Gamsberg
79,2025-07,6,202,Gamsberg
79,2025-08,4,261,Gamsberg
79,2025-10,4,201,Gamsberg
79,2025-12,3,262,Gamsberg
79,2026-02,4,201,Gamsberg
79,2026-03,5,262,Gamsberg
79,2026-04,4,202,Gamsberg
79,2026-05,5,202,Gamsberg
79,2026-08,3,261,Gamsberg
80,2024-10,5,261,BMM
80,2025-02,5,261,BMM
80,2025-04,6,261,BMM
80,2025-10,6,201,BMM
80,2025-11,4,262,BMM
80,2026-01,4,261,BMM
80,2026-02,7,262,BMM
80,2026-04,8,262,BMM
80,2026-05,6,262,BMM
80,2026-06,4,262,BMM
80,2026-07,7,261,BMM
80,2026-08,8,261,BMM
81,2024-10,32,261,Gamsberg
81,2025-01,33,201,Gamsberg
81,2025-04,34,261,Gamsberg
81,2025-05,7,202,Gamsberg
81,2025-10,22,261,Gamsberg
81,2026-01,10,261,Gamsberg
81,2026-02,27,202,Gamsberg
81,2026-05,6,262,Gamsberg
86,2024-09,18,262,BMM
86,2024-11,11,261,BMM
86,2024-12,11,201,BMM
86,2025-02,13,261,BMM
86,2025-03,15,262,BMM
86,2025-08,14,262,BMM
86,2025-09,20,261,BMM
86,2025-10,10,262,BMM
86,2026-04,18,202,BMM
86,2026-06,21,262,BMM
86,2026-07,18,261,BMM
88,2024-09,7,261,BMM
88,2024-10,6,202,BMM
88,2024-11,7,262,BMM
88,2024-12,7,261,BMM
88,2025-01,7,262,BMM
88,2025-02,6,201,BMM
88,2025-03,8,261,BMM
88,2025-04,7,262,BMM
88,2025-05,8,262,BMM
88,2025-06,6,201,BMM
88,2025-07,7,201,BMM
88,2025-08,8,262,BMM
88,2025-09,8,262,BMM
88,2025-10,8,261,BMM
88,2025-11,7,262,BMM
88,2025-12,6,201,BMM
88,2026-01,6,261,BMM
88,2026-02,6,262,BMM
88,2026-04,7,201,BMM
88,2026-05,8,262,BMM
88,2026-06,6,262,BMM
88,2026-07,7,262,BMM
88,2026-08,6,262,BMM
89,2024-09,14,261,Gamsberg
89,2024-10,16,201,Gamsberg
89,2024-11,16,261,Gamsberg
89,2024-12,16,261,Gamsberg
89,2025-01,14,262,Gamsberg
89,2025-02,13,262,Gamsberg
89,2025-03,15,202,Gamsberg
89,2025-04,15,262,Gamsberg
89,2025-05,12,202,Gamsberg
89,2025-06,16,262,Gamsberg
89,2025-07,12,262,Gamsberg
89,2025-08,16,261,Gamsberg
89,2025-09,12,201,Gamsberg
89,2025-10,14,262,Gamsberg
89,2025-11,13,201,Gamsberg
89,2025-12,16,201,Gamsberg
89,2026-01,14,201,Gamsberg
89,2026-02,14,262,Gamsberg
89,2026-03,16,201,Gamsberg
89,2026-05,13,262,Gamsberg
89,2026-06,14,261,Gamsberg
89,2026-07,14,262,Gamsberg
89,2026-08,16,202,Gamsberg
90,2024-09,2,202,BMM
90,2024-10,2,262,BMM
90,2024-11,2,261,BMM
90,2024-12,2,262,BMM
90,2025-01,2,261,BMM
90,2025-02,2,262,BMM
90,2025-03,2,202,BMM
90,2025-04,2,262,BMM
90,2025-05,2,261,BMM
90,2025-06,2,261,BMM
90,2025-07,2,262,BMM
90,2025-08,2,261,BMM
90,2025-09,2,201,BMM
90,2025-10,2,261,BMM
90,2025-11,2,262,BMM
90,2025-12,2,262,BMM
90,2026-01,2,261,BMM
90,2026-02,2,262,BMM
90,2026-03,2,261,BMM
90,2026-04,2,261,BMM
90,2026-05,2,262,BMM
90,2026-06,2,262,BMM
90,2026-07,2,262,BMM
90,2026-08,2,201,BMM
92,2024-09,11,261,BMM
92,2024-10,11,261,BMM
92,2024-11,10,202,BMM
92,2024-12,10,261,BMM
92,2025-01,11,262,BMM
92,2025-02,9,261,BMM
92,2025-03,11,262,BMM
92,2025-04,11,201,BMM
92,2025-05,10,261,BMM
92,2025-06,11,262,BMM
92,2025-07,10,262,BMM
92,2025-08,9,262,BMM
92,2025-09,10,202,BMM
92,2025-10,10,261,BMM
92,2025-11,11,261,BMM
92,2025-12,10,262,BMM
92,2026-01,11,202,BMM
92,2026-03,10,261,BMM
92,2026-04,11,261,BMM
92,2026-05,11,262,BMM
92,2026-06,9,262,BMM
92,2026-07,9,262,BMM
92,2026-08,11,202,BMM
93,2024-09,20,262,Gamsberg
93,2024-11,16,262,Gamsberg
93,2025-02,10,261,Gamsberg
93,2025-03,11,202,Gamsberg
93,2025-05,17,261,Gamsberg
93,2025-06,13,261,Gamsberg
93,2025-08,9,262,Gamsberg
93,2025-11,20,202,Gamsberg
93,2025-12,9,262,Gamsberg
93,2026-02,18,261,Gamsberg
93,2026-03,18,262,Gamsberg
93,2026-04,22,261,Gamsberg
93,2026-06,18,201,Gamsberg
93,2026-07,21,261,Gamsberg
94,2024-09,12,262,BMM
94,2024-10,11,202,BMM
94,2024-11,12,202,BMM
94,2024-12,11,262,BMM
94,2025-01,12,262,BMM
94,2025-02,10,261,BMM
94,2025-03,10,262,BMM
94,2025-05,10,262,BMM
94,2025-06,10,202,BMM
94,2025-07,11,261,BMM
94,2025-08,10,261,BMM
94,2025-09,10,262,BMM
94,2025-10,13,202,BMM
94,2025-11,10,261,BMM
94,2025-12,10,202,BMM
94,2026-01,12,201,BMM
94,2026-02,10,262,BMM
94,2026-03,10,201,BMM
94,2026-04,11,261,BMM
94,2026-05,12,261,BMM
94,2026-06,12,262,BMM
94,2026-08,11,261,BMM
95,2024-09,8,261,Gamsberg
95,2024-10,7,262,Gamsberg
95,2024-11,8,261,Gamsberg
95,2024-12,7,262,Gamsberg
95,2025-01,7,202,Gamsberg
95,2025-02,8,262,Gamsberg
95,2025-03,8,262,Gamsberg
95,2025-05,8,201,Gamsberg
95,2025-06,7,261,Gamsberg
95,2025-07,9,261,Gamsberg
95,2025-08,8,202,Gamsberg
95,2025-09,8,201,Gamsberg
95,2025-10,8,202,Gamsberg
95,2025-11,7,201,Gamsberg
95,2025-12,9,262,Gamsberg
95,2026-01,8,202,Gamsberg
95,2026-02,7,261,Gamsberg
95,2026-03,8,261,Gamsberg
95,2026-04,9,261,Gamsberg
95,2026-05,8,261,Gamsberg
95,2026-06,9,202,Gamsberg
95,2026-07,9,261,Gamsberg
95,2026-08,7,261,Gamsberg
96,2024-09,4,262,BMM
96,2024-10,2,262,BMM
96,2024-12,4,201,BMM
96,2025-01,1,261,BMM
96,2025-02,4,261,BMM
96,2025-03,5,261,BMM
96,2025-04,5,201,BMM
96,2025-05,3,262,BMM
96,2025-08,4,202,BMM
96,2025-09,4,262,BMM
96,2025-10,1,261,BMM
96,2025-11,1,262,BMM
96,2025-12,2,262,BMM
96,2026-01,2,261,BMM
96,2026-02,5,202,BMM
96,2026-03,3,201,BMM
96,2026-04,1,261,BMM
96,2026-05,4,261,BMM
96,2026-06,2,261,BMM
96,2026-07,3,261,BMM
97,2024-09,10,201,Gamsberg
97,2024-12,9,261,Gamsberg
97,2025-03,19,261,Gamsberg
97,2025-04,15,261,Gamsberg
97,2025-07,11,262,Gamsberg
97,2025-10,10,201,Gamsberg
97,2025-12,14,202,Gamsberg
97,2026-01,9,261,Gamsberg
97,2026-02,7,201,Gamsberg
97,2026-03,19,262,Gamsberg
97,2026-05,12,201,Gamsberg
97,2026-06,13,261,Gamsberg
97,2026-08,11,262,Gamsberg
98,2024-09,6,262,BMM
98,2024-11,3,262,BMM
98,2024-12,5,261,BMM
98,2025-01,3,261,BMM
98,2025-03,3,201,BMM
98,2025-06,5,261,BMM
98,2025-08,5,262,BMM
98,2025-09,5,261,BMM
98,2025-12,4,261,BMM
98,2026-06,4,262,BMM
98,2026-07,3,262,BMM
98,2026-08,4,202,BMM
99,2024-09,10,262,Gamsberg
99,2024-10,10,261,Gamsberg
99,2024-11,11,262,Gamsberg
99,2024-12,11,261,Gamsberg
99,2025-01,13,262,Gamsberg
99,2025-02,13,262,Gamsberg
99,2025-03,11,202,Gamsberg
99,2025-04,11,261,Gamsberg
99,2025-05,11,261,Gamsberg
99,2025-06,10,201,Gamsberg
99,2025-07,10,202,Gamsberg
99,2025-08,13,261,Gamsberg
99,2025-09,13,262,Gamsberg
99,2025-10,10,202,Gamsberg
99,2025-11,12,261,Gamsberg
99,2025-12,11,262,Gamsberg
99,2026-01,13,262,Gamsberg
99,2026-02,11,201,Gamsberg
99,2026-03,10,261,Gamsberg
99,2026-04,13,261,Gamsberg
99,2026-05,13,261,Gamsberg
99,2026-06,13,262,Gamsberg
99,2026-07,12,261,Gamsberg
99,2026-08,11,262,Gamsberg
101,2024-09,4,262,Gamsberg
101,2024-10,4,202,Gamsberg
101,2024-11,4,262,Gamsberg
101,2024-12,4,261,Gamsberg
101,2025-01,4,261,Gamsberg
101,2025-02,4,261,Gamsberg
101,2025-03,4,261,Gamsberg
101,2025-04,4,262,Gamsberg
101,2025-05,4,261,Gamsberg
101,2025-06,4,261,Gamsberg
101,2025-07,4,202,Gamsberg
101,2025-08,4,262,Gamsberg
101,2025-09,4,201,Gamsberg
101,2025-10,4,262,Gamsberg
101,2025-11,4,261,Gamsberg
101,2025-12,4,262,Gamsberg
101,2026-01,5,202,Gamsberg
101,2026-02,5,202,Gamsberg
101,2026-03,4,262,Gamsberg
101,2026-04,4,262,Gamsberg
101,2026-05,4,262,Gamsberg
101,2026-06,4,202,Gamsberg
101,2026-07,4,262,Gamsberg
101,2026-08,4,262,Gamsberg
102,2024-09,4,261,BMM
102,2024-10,4,201,BMM
102,2024-11,4,201,BMM
102,2024-12,3,262,BMM
102,2025-01,3,262,BMM
102,2025-02,4,261,BMM
102,2025-03,5,201,BMM
102,2025-04,4,261,BMM
102,2025-05,4,202,BMM
102,2025-06,3,202,BMM
102,2025-07,4,201,BMM
102,2025-09,4,262,BMM
102,2025-10,4,201,BMM
102,2025-12,4,202,BMM
102,2026-01,4,262,BMM
102,2026-02,4,262,BMM
102,2026-03,4,202,BMM
102,2026-04,4,262,BMM
102,2026-05,4,262,BMM
102,2026-06,5,261,BMM
102,2026-07,4,261,BMM
102,2026-08,4,262,BMM
103,2024-09,13,262,Gamsberg
103,2024-10,13,202,Gamsberg
103,2024-11,16,261,Gamsberg
103,2024-12,13,201,Gamsberg
103,2025-01,13,262,Gamsberg
103,2025-02,16,202,Gamsberg
103,2025-03,13,261,Gamsberg
103,2025-04,13,262,Gamsberg
103,2025-05,13,262,Gamsberg
103,2025-06,15,261,Gamsberg
103,2025-07,15,261,Gamsberg
103,2025-09,16,201,Gamsberg
103,2025-10,16,261,Gamsberg
103,2025-11,15,261,Gamsberg
103,2025-12,14,261,Gamsberg
103,2026-01,12,201,Gamsberg
103,2026-02,13,261,Gamsberg
103,2026-04,15,262,Gamsberg
103,2026-05,16,261,Gamsberg
103,2026-07,14,262,Gamsberg
103,2026-08,16,262,Gamsberg
104,2024-09,12,202,BMM
104,2024-10,13,262,BMM
104,2024-11,12,201,BMM
104,2024-12,15,261,BMM
104,2025-01,12,261,BMM
104,2025-02,12,261,BMM
104,2025-03,11,262,BMM
104,2025-04,12,261,BMM
104,2025-05,12,262,BMM
104,2025-06,13,261,BMM
104,2025-07,11,262,BMM
104,2025-08,13,261,BMM
104,2025-09,13,262,BMM
104,2025-10,12,262,BMM
104,2025-11,13,261,BMM
104,2025-12,13,261,BMM
104,2026-01,13,261,BMM
104,2026-02,13,261,BMM
104,2026-03,15,262,BMM
104,2026-04,14,262,BMM
104,2026-05,15,261,BMM
104,2026-06,12,261,BMM
104,2026-07,14,201,BMM
104,2026-08,13,202,BMM
105,2024-10,11,261,Gamsberg
105,2024-12,15,202,Gamsberg
105,2025-05,7,262,Gamsberg
105,2026-01,23,261,Gamsberg
105,2026-02,21,262,Gamsberg
105,2026-03,17,261,Gamsberg
105,2026-07,19,261,Gamsberg
106,2024-09,1,201,BMM
106,2024-11,2,201,BMM
106,2024-12,2,262,BMM
106,2025-01,2,201,BMM
106,2025-02,4,262,BMM
106,2025-03,4,262,BMM
106,2025-04,2,261,BMM
106,2025-05,5,261,BMM
106,2025-06,1,261,BMM
106,2025-07,5,262,BMM
106,2025-08,3,202,BMM
106,2025-09,3,261,BMM
106,2025-10,1,201,BMM
106,2025-11,1,202,BMM
106,2025-12,2,262,BMM
106,2026-01,2,261,BMM
106,2026-02,2,262,BMM
106,2026-03,3,261,BMM
106,2026-04,2,201,BMM
106,2026-05,5,202,BMM
106,2026-06,4,262,BMM
106,2026-07,5,202,BMM
106,2026-08,1,201,BMM
107,2024-09,6,261,Gamsberg
107,2024-10,6,261,Gamsberg
107,2024-11,2,262,Gamsberg
107,2024-12,3,202,Gamsberg
107,2025-01,3,261,Gamsberg
107,2025-02,6,261,Gamsberg
107,2025-03,4,262,Gamsberg
107,2025-04,5,262,Gamsberg
107,2025-05,5,201,Gamsberg
107,2025-06,4,262,Gamsberg
107,2025-07,6,262,Gamsberg
107,2025-09,7,262,Gamsberg
107,2025-10,3,261,Gamsberg
107,2025-11,1,202,Gamsberg
107,2025-12,4,261,Gamsberg
107,2026-01,4,261,Gamsberg
107,2026-02,4,262,Gamsberg
107,2026-04,7,201,Gamsberg
107,2026-05,7,261,Gamsberg
107,2026-06,7,201,Gamsberg
107,2026-07,7,202,Gamsberg
107,2026-08,4,261,Gamsberg
109,2024-11,11,261,Gamsberg
109,2024-12,12,261,Gamsberg
109,2025-01,12,261,Gamsberg
109,2025-03,8,261,Gamsberg
109,2025-05,9,261,Gamsberg
109,2025-07,8,261,Gamsberg
109,2025-08,7,201,Gamsberg
109,2025-09,9,262,Gamsberg
109,2025-10,6,262,Gamsberg
109,2025-12,10,261,Gamsberg
109,2026-01,8,201,Gamsberg
109,2026-02,12,201,Gamsberg
109,2026-03,7,261,Gamsberg
109,2026-04,6,202,Gamsberg
109,2026-07,8,261,Gamsberg
110,2024-09,3,262,BMM
110,2024-10,3,261,BMM
110,2024-11,3,262,BMM
110,2024-12,3,261,BMM
110,2025-01,3,202,BMM
110,2025-02,3,262,BMM
110,2025-03,3,261,BMM
110,2025-04,3,202,BMM
110,2025-05,3,262,BMM
110,2025-06,3,262,BMM
110,2025-07,3,262,BMM
110,2025-08,3,201,BMM
110,2025-09,3,261,BMM
110,2025-10,3,262,BMM
110,2025-11,3,261,BMM
110,2026-01,3,261,BMM
110,2026-02,3,261,BMM
110,2026-03,3,262,BMM
110,2026-04,3,261,BMM
110,2026-05,3,262,BMM
110,2026-06,3,262,BMM
110,2026-07,3,262,BMM
110,2026-08,3,262,BMM
