Matnr,Bwkey,Lbkum,Salk3,Vprsv,Verpr,Stprs,Peinh,Bklas
000000000010000198,4000,22.000,3692631.80,V,167846.90,0.00,1.000,3200
000000000010000198,2000,16.000,2685550.40,V,167846.90,0.00,1.000,3200
000000000010000199,3000,57.000,1139077.74,V,19983.82,0.00,1.000,3200
000000000030000043,3000,6.000,3905382.54,V,650897.09,0.00,1.000,3200
000000000030000044,3000,2.000,215685.04,V,107842.52,0.00,1.000,3200
000000000090000011,2000,11.000,324997.97,V,29545.27,0.00,1.000,3200
000000000010000200,1000,3.000,1187945.55,V,395981.85,0.00,1.000,3200
000000000010000201,2000,2.000,326080.40,V,163040.20,0.00,1.000,3200
000000000030000045,1000,1.000,185457.56,V,185457.56,0.00,1.000,3200
000000000010000202,3000,4.000,122181.20,V,30545.30,0.00,1.000,3200
000000000010000203,1000,8.000,5987393.20,V,748424.15,0.00,1.000,3200
000000000010000204,1000,8.000,4725702.16,V,590712.77,0.00,1.000,3200
000000000010000204,4000,4.000,2362851.08,V,590712.77,0.00,1.000,3200
000000000010000205,3000,0.000,0.00,V,169378.67,0.00,1.000,3200
000000000010000205,4000,0.000,0.00,V,169378.67,0.00,1.000,3200
000000000010000206,3000,56.000,629477.52,V,11240.67,0.00,1.000,3200
000000000010000207,1000,0.000,0.00,V,66000.26,0.00,1.000,3200
000000000010000208,3000,2.000,1141582.30,V,570791.15,0.00,1.000,3200
000000000080000055,2000,1.000,128909.05,V,128909.05,0.00,1.000,3200
000000000080000055,3000,6.000,773454.30,V,128909.05,0.00,1.000,3200
000000000010000209,1000,0.000,0.00,V,162009.82,0.00,1.000,3200
000000000010000210,4000,0.000,0.00,V,161884.24,0.00,1.000,3200
000000000010000211,1000,0.000,0.00,V,138571.07,0.00,1.000,3200
000000000010000212,4000,75.000,1171214.25,V,15616.19,0.00,1.000,3200
000000000010000213,2000,25.000,530219.50,V,21208.78,0.00,1.000,3200
000000000010000213,4000,40.000,848351.20,V,21208.78,0.00,1.000,3200
000000000030000046,4000,3.000,306692.10,V,102230.70,0.00,1.000,3200
000000000010000214,4000,6.000,348223.08,V,58037.18,0.00,1.000,3200
000000000010000214,1000,4.000,232148.72,V,58037.18,0.00,1.000,3200
000000000010000215,1000,1.000,112604.54,V,112604.54,0.00,1.000,3200
000000000010000215,3000,2.000,225209.08,V,112604.54,0.00,1.000,3200
000000000010000216,2000,0.000,0.00,V,80507.00,0.00,1.000,3200
000000000010000216,3000,0.000,0.00,V,80507.00,0.00,1.000,3200
000000000010000217,1000,2.000,351572.80,V,175786.40,0.00,1.000,3200
000000000010000217,4000,7.000,1230504.80,V,175786.40,0.00,1.000,3200
000000000010000218,2000,0.000,0.00,V,81436.95,0.00,1.000,3200
000000000010000219,1000,0.000,0.00,V,339590.70,0.00,1.000,3200
000000000030000047,4000,0.000,0.00,V,63932.98,0.00,1.000,3200
000000000080000056,2000,3.000,349642.11,V,116547.37,0.00,1.000,3200
000000000010000220,4000,11.000,1404652.81,V,127695.71,0.00,1.000,3200
000000000010000221,3000,0.000,0.00,V,28808.83,0.00,1.000,3200
000000000010000222,3000,24.000,2785278.24,V,116053.26,0.00,1.000,3200
000000000010000223,2000,3.000,1550171.82,V,516723.94,0.00,1.000,3200
000000000010000224,4000,5.000,825325.20,V,165065.04,0.00,1.000,3200
000000000010000225,3000,0.000,0.00,V,5214.51,0.00,1.000,3200
000000000010000226,1000,8.000,1102914.24,V,137864.28,0.00,1.000,3200
000000000010000227,3000,91.000,1461964.14,V,16065.54,0.00,1.000,3200
000000000010000228,1000,28.000,3532148.20,V,126148.15,0.00,1.000,3200
000000000030000048,1000,0.000,0.00,V,110280.36,0.00,1.000,3200
000000000010000229,1000,1.000,54705.46,V,54705.46,0.00,1.000,3200
000000000010000229,3000,1.000,54705.46,V,54705.46,0.00,1.000,3200
000000000080000057,3000,6.000,2284350.90,V,380725.15,0.00,1.000,3200
000000000010000230,3000,44.000,63110.52,V,1434.33,0.00,1.000,3200
000000000010000230,4000,31.000,44464.23,V,1434.33,0.00,1.000,3200
000000000010000231,2000,2.000,283411.84,V,141705.92,0.00,1.000,3200
000000000010000231,3000,2.000,283411.84,V,141705.92,0.00,1.000,3200
000000000010000232,1000,39.000,290464.59,V,7447.81,0.00,1.000,3200
000000000010000233,4000,2.000,261069.90,V,130534.95,0.00,1.000,3200
000000000010000234,4000,0.000,0.00,V,54123.41,0.00,1.000,3200
000000000030000049,2000,3.000,2359595.76,V,786531.92,0.00,1.000,3200
000000000030000050,1000,2.000,243380.44,V,121690.22,0.00,1.000,3200
000000000010000235,2000,7.000,412535.55,V,58933.65,0.00,1.000,3200
000000000010000236,4000,74.000,3767843.94,V,50916.81,0.00,1.000,3200
000000000010000237,4000,146.000,488393.36,V,3345.16,0.00,1.000,3200
000000000010000238,2000,0.000,0.00,V,31284.29,0.00,1.000,3200
000000000030000051,4000,5.000,381650.30,V,76330.06,0.00,1.000,3200
000000000010000239,1000,0.000,0.00,V,26942.51,0.00,1.000,3200
000000000010000240,3000,2.000,1555767.00,V,777883.50,0.00,1.000,3200
000000000010000241,4000,0.000,0.00,V,418021.77,0.00,1.000,3200
000000000010000241,3000,5.000,2090108.85,V,418021.77,0.00,1.000,3200
000000000030000052,1000,0.000,0.00,V,3089.79,0.00,1.000,3200
000000000010000242,1000,0.000,0.00,V,497922.83,0.00,1.000,3200
000000000030000053,3000,0.000,0.00,V,497347.63,0.00,1.000,3200
000000000030000053,4000,1.000,497347.63,V,497347.63,0.00,1.000,3200
000000000010000243,4000,0.000,0.00,V,152393.96,0.00,1.000,3200
000000000010000243,3000,0.000,0.00,V,152393.96,0.00,1.000,3200
000000000080000058,1000,3.000,1159468.59,V,386489.53,0.00,1.000,3200
000000000010000244,3000,0.000,0.00,V,41724.49,0.00,1.000,3200
000000000010000245,1000,30.000,574617.30,V,19153.91,0.00,1.000,3200
000000000010000246,4000,0.000,0.00,V,175706.71,0.00,1.000,3200
000000000030000054,1000,3.000,222219.45,V,74073.15,0.00,1.000,3200
000000000030000054,4000,0.000,0.00,V,74073.15,0.00,1.000,3200
000000000030000055,2000,0.000,0.00,V,133259.02,0.00,1.000,3200
000000000010000247,2000,0.000,0.00,V,38427.08,0.00,1.000,3200
000000000080000059,2000,0.000,0.00,V,318455.53,0.00,1.000,3200
000000000010000248,4000,3.000,83339.01,V,27779.67,0.00,1.000,3200
000000000010000249,2000,1.000,81927.99,V,81927.99,0.00,1.000,3200
000000000010000250,1000,43.000,503608.69,V,11711.83,0.00,1.000,3200
000000000010000251,3000,34.000,23233280.86,V,683331.79,0.00,1.000,3200
000000000010000252,1000,78.000,29893364.28,V,383248.26,0.00,1.000,3200
000000000010000253,3000,3.000,421047.45,V,140349.15,0.00,1.000,3200
000000000090000012,3000,39.000,3051933.69,V,78254.71,0.00,1.000,3200
000000000010000254,3000,14.000,822276.84,V,58734.06,0.00,1.000,3200
000000000010000254,2000,8.000,469872.48,V,58734.06,0.00,1.000,3200
000000000010000255,2000,145.000,48827462.40,V,336741.12,0.00,1.000,3200
000000000090000013,4000,21.000,1339599.24,V,63790.44,0.00,1.000,3200
000000000080000060,3000,2.000,291393.04,V,145696.52,0.00,1.000,3200
000000000090000014,4000,15.000,2363697.75,V,157579.85,0.00,1.000,3200
000000000090000014,3000,25.000,3939496.25,V,157579.85,0.00,1.000,3200
000000000030000056,4000,3.000,123450.06,V,41150.02,0.00,1.000,3200
000000000010000256,2000,23.000,517863.40,V,22515.80,0.00,1.000,3200
000000000030000057,2000,1.000,178974.85,V,178974.85,0.00,1.000,3200
000000000030000058,2000,1.000,76985.62,V,76985.62,0.00,1.000,3200
000000000010000257,1000,4.000,2982269.08,V,745567.27,0.00,1.000,3200
000000000010000258,3000,35.000,1921423.35,V,54897.81,0.00,1.000,3200
000000000010000259,4000,9.000,750127.41,V,83347.49,0.00,1.000,3200
000000000010000260,3000,18.000,9336547.08,V,518697.06,0.00,1.000,3200
000000000080000061,2000,9.000,2212492.50,V,245832.50,0.00,1.000,3200
000000000080000061,3000,4.000,983330.00,V,245832.50,0.00,1.000,3200
000000000080000062,3000,5.000,359109.35,V,71821.87,0.00,1.000,3200
000000000080000063,2000,7.000,369411.21,V,52773.03,0.00,1.000,3200
000000000080000063,3000,10.000,527730.30,V,52773.03,0.00,1.000,3200
000000000010000261,1000,9.000,1361507.22,V,151278.58,0.00,1.000,3200
000000000080000064,4000,2.000,681472.14,V,340736.07,0.00,1.000,3200
000000000010000262,1000,0.000,0.00,V,37205.53,0.00,1.000,3200
000000000010000262,3000,0.000,0.00,V,37205.53,0.00,1.000,3200
000000000010000263,4000,45.000,584582.85,V,12990.73,0.00,1.000,3200
000000000030000059,1000,0.000,0.00,V,68340.90,0.00,1.000,3200
000000000010000264,4000,0.000,0.00,V,247882.37,0.00,1.000,3200
000000000010000265,2000,0.000,0.00,V,34631.13,0.00,1.000,3200
000000000010000265,3000,0.000,0.00,V,34631.13,0.00,1.000,3200
000000000010000266,1000,55.000,864074.75,V,15710.45,0.00,1.000,3200
000000000010000267,3000,0.000,0.00,V,106136.33,0.00,1.000,3200
000000000010000268,2000,4.000,589067.00,V,147266.75,0.00,1.000,3200
000000000010000268,4000,12.000,1767201.00,V,147266.75,0.00,1.000,3200
000000000010000269,2000,8.000,110119.44,V,13764.93,0.00,1.000,3200
000000000010000269,1000,8.000,110119.44,V,13764.93,0.00,1.000,3200
000000000010000270,1000,12.000,629975.28,V,52497.94,0.00,1.000,3200
000000000010000271,2000,4.000,264335.08,V,66083.77,0.00,1.000,3200
000000000010000272,1000,15.000,8461770.45,V,564118.03,0.00,1.000,3200
000000000010000273,2000,8.000,181106.16,V,22638.27,0.00,1.000,3200
000000000010000274,3000,0.000,0.00,V,163054.69,0.00,1.000,3200
000000000080000065,4000,4.000,1761776.24,V,440444.06,0.00,1.000,3200
000000000080000065,3000,3.000,1321332.18,V,440444.06,0.00,1.000,3200
000000000010000275,3000,1.000,15230.68,V,15230.68,0.00,1.000,3200
000000000030000060,1000,0.000,0.00,V,82256.95,0.00,1.000,3200
000000000030000061,3000,2.000,80892.14,V,40446.07,0.00,1.000,3200
000000000080000066,1000,2.000,675485.92,V,337742.96,0.00,1.000,3200
000000000080000066,4000,9.000,3039686.64,V,337742.96,0.00,1.000,3200
000000000010000276,2000,67.000,1458309.27,V,21765.81,0.00,1.000,3200
000000000010000277,4000,6.000,807348.12,V,134558.02,0.00,1.000,3200
000000000010000278,2000,2.000,1148113.16,V,574056.58,0.00,1.000,3200
000000000010000279,1000,0.000,0.00,V,71766.78,0.00,1.000,3200
000000000010000279,2000,0.000,0.00,V,71766.78,0.00,1.000,3200
000000000030000062,2000,4.000,290337.56,V,72584.39,0.00,1.000,3200
000000000010000280,1000,22.000,2974211.46,V,135191.43,0.00,1.000,3200
000000000030000063,4000,0.000,0.00,V,96040.18,0.00,1.000,3200
000000000030000064,1000,3.000,489776.64,V,163258.88,0.00,1.000,3200
000000000010000281,3000,0.000,0.00,V,136742.30,0.00,1.000,3200
000000000010000281,2000,0.000,0.00,V,136742.30,0.00,1.000,3200
000000000010000282,3000,0.000,0.00,V,3851.02,0.00,1.000,3200
000000000010000283,3000,17.000,12406474.20,V,729792.60,0.00,1.000,3200
000000000030000065,1000,0.000,0.00,V,161220.51,0.00,1.000,3200
000000000010000284,2000,0.000,0.00,V,46220.01,0.00,1.000,3200
000000000010000284,4000,0.000,0.00,V,46220.01,0.00,1.000,3200
000000000010000285,1000,105.000,289424.10,V,2756.42,0.00,1.000,3200
000000000080000067,2000,0.000,0.00,V,45117.73,0.00,1.000,3200
000000000080000067,3000,7.000,315824.11,V,45117.73,0.00,1.000,3200
000000000010000286,4000,7.000,467106.57,V,66729.51,0.00,1.000,3200
000000000080000068,3000,15.000,3276475.50,V,218431.70,0.00,1.000,3200
000000000080000069,2000,17.000,7051353.84,V,414785.52,0.00,1.000,3200
000000000080000069,4000,9.000,3733069.68,V,414785.52,0.00,1.000,3200
000000000090000015,1000,20.000,3285473.00,V,164273.65,0.00,1.000,3200
000000000010000287,2000,3.000,1207551.33,V,402517.11,0.00,1.000,3200
000000000080000070,4000,14.000,5547332.70,V,396238.05,0.00,1.000,3200
000000000080000070,2000,18.000,7132284.90,V,396238.05,0.00,1.000,3200
000000000010000288,3000,5.000,702738.50,V,140547.70,0.00,1.000,3200
000000000010000288,1000,8.000,1124381.60,V,140547.70,0.00,1.000,3200
000000000010000289,4000,131.000,61518747.56,V,469608.76,0.00,1.000,3200
000000000010000290,2000,303.000,67443664.05,V,222586.35,0.00,1.000,3200
000000000010000291,2000,1.000,18397.61,V,18397.61,0.00,1.000,3200
000000000010000292,2000,13.000,940928.95,V,72379.15,0.00,1.000,3200
000000000080000071,1000,1.000,298763.48,V,298763.48,0.00,1.000,3200
000000000080000072,1000,5.000,614318.75,V,122863.75,0.00,1.000,3200
000000000010000293,4000,9.000,856149.30,V,95127.70,0.00,1.000,3200
000000000010000293,3000,4.000,380510.80,V,95127.70,0.00,1.000,3200
000000000080000073,3000,46.000,1931006.40,V,41978.40,0.00,1.000,3200
000000000010000294,2000,0.000,0.00,V,112426.37,0.00,1.000,3200
000000000010000294,3000,0.000,0.00,V,112426.37,0.00,1.000,3200
000000000010000295,1000,30.000,6643230.30,V,221441.01,0.00,1.000,3200
000000000010000296,4000,26.000,1654001.44,V,63615.44,0.00,1.000,3200
000000000010000296,3000,8.000,508923.52,V,63615.44,0.00,1.000,3200
000000000030000066,4000,0.000,0.00,V,105860.79,0.00,1.000,3200
000000000010000297,2000,0.000,0.00,V,175886.89,0.00,1.000,3200
000000000010000297,1000,15.000,2638303.35,V,175886.89,0.00,1.000,3200
000000000010000298,2000,19.000,632215.69,V,33274.51,0.00,1.000,3200
000000000010000299,2000,0.000,0.00,V,108189.80,0.00,1.000,3200
000000000010000300,1000,79.000,1465815.77,V,18554.63,0.00,1.000,3200
000000000010000301,1000,10.000,207085.90,V,20708.59,0.00,1.000,3200
000000000010000302,3000,4.000,3116072.00,V,779018.00,0.00,1.000,3200
000000000010000302,1000,3.000,2337054.00,V,779018.00,0.00,1.000,3200
000000000080000074,2000,11.000,230408.86,V,20946.26,0.00,1.000,3200
000000000010000303,3000,2.000,120145.02,V,60072.51,0.00,1.000,3200
000000000010000303,2000,13.000,780942.63,V,60072.51,0.00,1.000,3200
000000000080000075,2000,6.000,263698.32,V,43949.72,0.00,1.000,3200
000000000010000304,2000,41.000,297131.10,V,7247.10,0.00,1.000,3200
000000000090000016,2000,21.000,928992.12,V,44237.72,0.00,1.000,3200
000000000090000017,4000,20.000,2020534.40,V,101026.72,0.00,1.000,3200
000000000010000305,1000,0.000,0.00,V,38573.94,0.00,1.000,3200
000000000010000306,2000,17.000,5102535.38,V,300149.14,0.00,1.000,3200
000000000010000307,2000,0.000,0.00,V,105663.74,0.00,1.000,3200
000000000080000076,4000,5.000,321689.95,V,64337.99,0.00,1.000,3200
000000000030000067,1000,0.000,0.00,V,176288.29,0.00,1.000,3200
000000000010000308,1000,4.000,184113.44,V,46028.36,0.00,1.000,3200
000000000030000068,2000,0.000,0.00,V,120051.45,0.00,1.000,3200
000000000030000068,1000,1.000,120051.45,V,120051.45,0.00,1.000,3200
000000000010000309,4000,4.000,453681.56,V,113420.39,0.00,1.000,3200
000000000080000077,2000,6.000,1589407.56,V,264901.26,0.00,1.000,3200
000000000010000310,1000,0.000,0.00,V,97029.24,0.00,1.000,3200
000000000080000078,2000,3.000,880670.10,V,293556.70,0.00,1.000,3200
000000000010000311,3000,0.000,0.00,V,19037.44,0.00,1.000,3200
000000000010000311,1000,4.000,76149.76,V,19037.44,0.00,1.000,3200
000000000030000069,2000,5.000,226965.90,V,45393.18,0.00,1.000,3200
000000000030000070,3000,1.000,69193.51,V,69193.51,0.00,1.000,3200
000000000010000312,4000,54.000,355735.26,V,6587.69,0.00,1.000,3200
000000000010000313,4000,0.000,0.00,V,145525.18,0.00,1.000,3200
000000000010000314,2000,0.000,0.00,V,122862.88,0.00,1.000,3200
000000000080000079,2000,28.000,6053574.52,V,216199.09,0.00,1.000,3200
000000000010000315,3000,6.000,744178.08,V,124029.68,0.00,1.000,3200
000000000010000316,1000,1.000,87480.47,V,87480.47,0.00,1.000,3200
000000000010000316,2000,5.000,437402.35,V,87480.47,0.00,1.000,3200
000000000010000317,1000,0.000,0.00,V,139427.42,0.00,1.000,3200
000000000010000317,4000,0.000,0.00,V,139427.42,0.00,1.000,3200
000000000010000318,1000,79.000,1138588.29,V,14412.51,0.00,1.000,3200
000000000010000319,2000,2.000,113728.56,V,56864.28,0.00,1.000,3200
000000000010000320,4000,4.000,346805.76,V,86701.44,0.00,1.000,3200
000000000080000080,4000,5.000,2014296.90,V,402859.38,0.00,1.000,3200
000000000010000321,3000,0.000,0.00,V,158571.92,0.00,1.000,3200
000000000010000321,1000,0.000,0.00,V,158571.92,0.00,1.000,3200
000000000010000322,3000,14.000,767844.56,V,54846.04,0.00,1.000,3200
000000000010000323,1000,0.000,0.00,V,56783.15,0.00,1.000,3200
000000000010000324,2000,0.000,0.00,V,96981.20,0.00,1.000,3200
000000000080000081,1000,5.000,707208.20,V,141441.64,0.00,1.000,3200
000000000030000071,3000,3.000,494905.29,V,164968.43,0.00,1.000,3200
000000000010000325,1000,148.000,3376269.24,V,22812.63,0.00,1.000,3200
000000000010000326,3000,0.000,0.00,V,101954.02,0.00,1.000,3200
000000000030000072,3000,0.000,0.00,V,112034.91,0.00,1.000,3200
000000000010000327,2000,47.000,294721.49,V,6270.67,0.00,1.000,3200
000000000010000327,1000,25.000,156766.75,V,6270.67,0.00,1.000,3200
000000000030000073,3000,2.000,49918.12,V,24959.06,0.00,1.000,3200
000000000010000328,3000,14.000,2437246.56,V,174089.04,0.00,1.000,3200
000000000010000329,1000,80.000,63318737.60,V,791484.22,0.00,1.000,3200
000000000010000330,2000,3.000,430009.32,V,143336.44,0.00,1.000,3200
000000000010000330,4000,4.000,573345.76,V,143336.44,0.00,1.000,3200
000000000010000331,1000,0.000,0.00,V,1262.14,0.00,1.000,3200
000000000010000331,3000,37.000,46699.18,V,1262.14,0.00,1.000,3200
000000000010000332,2000,22.000,14293313.10,V,649696.05,0.00,1.000,3200
000000000030000074,3000,0.000,0.00,V,170426.32,0.00,1.000,3200
000000000010000333,4000,9.000,376343.10,V,41815.90,0.00,1.000,3200
000000000080000082,1000,33.000,1398885.18,V,42390.46,0.00,1.000,3200
000000000030000075,3000,3.000,429033.60,V,143011.20,0.00,1.000,3200
000000000010000334,4000,51.000,770237.70,V,15102.70,0.00,1.000,3200
000000000010000335,2000,218.000,60433192.64,V,277216.48,0.00,1.000,3200
000000000010000336,4000,9.000,3309033.78,V,367670.42,0.00,1.000,3200
000000000010000337,1000,13.000,3774627.09,V,290355.93,0.00,1.000,3200
000000000010000338,4000,0.000,0.00,V,123270.85,0.00,1.000,3200
000000000010000339,3000,0.000,0.00,V,2675.15,0.00,1.000,3200
000000000030000076,4000,3.000,384418.08,V,128139.36,0.00,1.000,3200
000000000010000340,2000,51.000,220183.32,V,4317.32,0.00,1.000,3200
000000000090000018,3000,11.000,1012973.94,V,92088.54,0.00,1.000,3200
000000000090000018,1000,39.000,3591453.06,V,92088.54,0.00,1.000,3200
000000000010000341,2000,34.000,513730.82,V,15109.73,0.00,1.000,3200
000000000030000077,1000,4.000,1748645.16,V,437161.29,0.00,1.000,3200
000000000010000342,3000,0.000,0.00,V,43842.33,0.00,1.000,3200
000000000010000343,3000,2.000,231569.08,V,115784.54,0.00,1.000,3200
000000000090000019,4000,8.000,1434400.40,V,179300.05,0.00,1.000,3200
000000000010000344,2000,1.000,35548.40,V,35548.40,0.00,1.000,3200
000000000010000344,4000,1.000,35548.40,V,35548.40,0.00,1.000,3200
000000000010000345,3000,2.000,108686.14,V,54343.07,0.00,1.000,3200
000000000030000078,3000,0.000,0.00,V,116331.73,0.00,1.000,3200
000000000030000078,4000,3.000,348995.19,V,116331.73,0.00,1.000,3200
000000000080000083,1000,4.000,1026193.16,V,256548.29,0.00,1.000,3200
000000000080000083,3000,7.000,1795838.03,V,256548.29,0.00,1.000,3200
000000000010000346,1000,84.000,50316598.92,V,599007.13,0.00,1.000,3200
000000000010000347,3000,8.000,2255392.56,V,281924.07,0.00,1.000,3200
000000000010000348,1000,0.000,0.00,V,66325.86,0.00,1.000,3200
000000000030000079,3000,0.000,0.00,V,111670.68,0.00,1.000,3200
000000000010000349,1000,11.000,1688542.35,V,153503.85,0.00,1.000,3200
000000000010000350,2000,0.000,0.00,V,51057.83,0.00,1.000,3200
000000000030000080,3000,0.000,0.00,V,109101.69,0.00,1.000,3200
000000000010000351,1000,14.000,306545.96,V,21896.14,0.00,1.000,3200
000000000010000351,4000,321.000,7028660.94,V,21896.14,0.00,1.000,3200
000000000090000020,2000,21.000,1490412.21,V,70972.01,0.00,1.000,3200
000000000090000020,3000,5.000,354860.05,V,70972.01,0.00,1.000,3200
000000000010000352,3000,4.000,2671637.08,V,667909.27,0.00,1.000,3200
000000000010000353,4000,6.000,50423.64,V,8403.94,0.00,1.000,3200
000000000010000354,4000,4.000,417207.32,V,104301.83,0.00,1.000,3200
000000000010000354,1000,4.000,417207.32,V,104301.83,0.00,1.000,3200
000000000010000355,3000,23.000,3026513.65,V,131587.55,0.00,1.000,3200
000000000010000356,1000,3.000,297346.05,V,99115.35,0.00,1.000,3200
000000000010000356,4000,9.000,892038.15,V,99115.35,0.00,1.000,3200
000000000010000357,3000,1.000,694785.24,V,694785.24,0.00,1.000,3200
000000000010000357,4000,10.000,6947852.40,V,694785.24,0.00,1.000,3200
000000000010000358,4000,33.000,336204.66,V,10188.02,0.00,1.000,3200
000000000080000084,3000,17.000,5844865.54,V,343815.62,0.00,1.000,3200
000000000010000359,3000,3.000,65280.30,V,21760.10,0.00,1.000,3200
000000000010000359,4000,16.000,348161.60,V,21760.10,0.00,1.000,3200
000000000010000360,4000,17.000,672660.08,V,39568.24,0.00,1.000,3200
000000000010000361,4000,8.000,4309208.56,V,538651.07,0.00,1.000,3200
000000000010000362,4000,117.000,1538388.54,V,13148.62,0.00,1.000,3200
000000000010000363,3000,167.000,1169788.24,V,7004.72,0.00,1.000,3200
000000000010000363,1000,69.000,483325.68,V,7004.72,0.00,1.000,3200
000000000010000364,3000,15.000,636792.90,V,42452.86,0.00,1.000,3200
000000000010000364,1000,7.000,297170.02,V,42452.86,0.00,1.000,3200
000000000010000365,1000,4.000,80029.36,V,20007.34,0.00,1.000,3200
000000000010000365,2000,51.000,1020374.34,V,20007.34,0.00,1.000,3200
000000000010000366,4000,8.000,304033.28,V,38004.16,0.00,1.000,3200
000000000080000085,4000,6.000,856755.42,V,142792.57,0.00,1.000,3200
000000000010000367,4000,151.000,26281500.17,V,174049.67,0.00,1.000,3200
000000000030000081,1000,2.000,182466.92,V,91233.46,0.00,1.000,3200
000000000010000368,1000,0.000,0.00,V,20380.58,0.00,1.000,3200
000000000010000369,4000,96.000,890056.32,V,9271.42,0.00,1.000,3200
000000000010000370,3000,5.000,2107455.05,V,421491.01,0.00,1.000,3200
000000000010000370,4000,8.000,3371928.08,V,421491.01,0.00,1.000,3200
000000000030000082,4000,0.000,0.00,V,18587.13,0.00,1.000,3200
000000000080000086,1000,8.000,668979.36,V,83622.42,0.00,1.000,3200
000000000010000371,1000,0.000,0.00,V,150453.48,0.00,1.000,3200
000000000080000087,3000,1.000,294939.67,V,294939.67,0.00,1.000,3200
000000000010000372,4000,142.000,106291295.50,V,748530.25,0.00,1.000,3200
000000000010000372,1000,23.000,17216195.75,V,748530.25,0.00,1.000,3200
000000000010000373,4000,0.000,0.00,V,73380.04,0.00,1.000,3200
000000000080000088,1000,0.000,0.00,V,60635.31,0.00,1.000,3200
000000000010000374,3000,0.000,0.00,V,65917.09,0.00,1.000,3200
000000000010000374,4000,0.000,0.00,V,65917.09,0.00,1.000,3200
000000000010000375,4000,6.000,678750.24,V,113125.04,0.00,1.000,3200
000000000030000083,3000,4.000,191128.04,V,47782.01,0.00,1.000,3200
000000000010000376,3000,4.000,662025.60,V,165506.40,0.00,1.000,3200
000000000010000376,1000,13.000,2151583.20,V,165506.40,0.00,1.000,3200
000000000010000377,2000,99.000,1205609.13,V,12177.87,0.00,1.000,3200
000000000010000378,2000,102.000,54479782.02,V,534115.51,0.00,1.000,3200
000000000010000379,3000,0.000,0.00,V,37182.68,0.00,1.000,3200
000000000010000380,1000,45.000,4221739.35,V,93816.43,0.00,1.000,3200
000000000010000381,4000,8.000,4760318.56,V,595039.82,0.00,1.000,3200
000000000030000084,2000,1.000,138523.59,V,138523.59,0.00,1.000,3200
000000000010000382,2000,4.000,116573.36,V,29143.34,0.00,1.000,3200
000000000010000383,1000,0.000,0.00,V,134271.53,0.00,1.000,3200
000000000010000384,4000,6.000,2548984.02,V,424830.67,0.00,1.000,3200
000000000030000085,4000,0.000,0.00,V,80458.28,0.00,1.000,3200
000000000080000089,3000,4.000,1043518.08,V,260879.52,0.00,1.000,3200
000000000080000090,3000,2.000,259609.64,V,129804.82,0.00,1.000,3200
000000000080000090,1000,1.000,129804.82,V,129804.82,0.00,1.000,3200
000000000010000385,2000,117.000,19288274.85,V,164857.05,0.00,1.000,3200
000000000030000086,1000,0.000,0.00,V,2875.10,0.00,1.000,3200
000000000030000087,1000,1.000,154330.63,V,154330.63,0.00,1.000,3200
000000000010000386,2000,26.000,250931.20,V,9651.20,0.00,1.000,3200
000000000010000387,1000,0.000,0.00,V,169378.71,0.00,1.000,3200
000000000010000387,2000,0.000,0.00,V,169378.71,0.00,1.000,3200
000000000090000021,1000,22.000,2636191.14,V,119826.87,0.00,1.000,3200
000000000080000091,3000,4.000,1011104.60,V,252776.15,0.00,1.000,3200
000000000010000388,1000,0.000,0.00,V,124583.95,0.00,1.000,3200
000000000010000389,1000,0.000,0.00,V,40953.55,0.00,1.000,3200
000000000010000390,1000,0.000,0.00,V,116391.89,0.00,1.000,3200
000000000010000390,2000,0.000,0.00,V,116391.89,0.00,1.000,3200
000000000080000092,3000,5.000,206612.85,V,41322.57,0.00,1.000,3200
000000000080000092,1000,13.000,537193.41,V,41322.57,0.00,1.000,3200
000000000030000088,1000,8.000,957442.16,V,119680.27,0.00,1.000,3200
000000000010000391,4000,13.000,912579.59,V,70198.43,0.00,1.000,3200
000000000010000392,2000,12.000,2267522.04,V,188960.17,0.00,1.000,3200
000000000010000393,3000,80.000,1453071.20,V,18163.39,0.00,1.000,3200
000000000010000393,2000,15.000,272450.85,V,18163.39,0.00,1.000,3200
000000000010000394,2000,10.000,1232352.80,V,123235.28,0.00,1.000,3200
000000000010000394,4000,13.000,1602058.64,V,123235.28,0.00,1.000,3200
000000000010000395,1000,2.000,290309.88,V,145154.94,0.00,1.000,3200
000000000010000395,4000,3.000,435464.82,V,145154.94,0.00,1.000,3200
000000000030000089,2000,2.000,132125.86,V,66062.93,0.00,1.000,3200
000000000010000396,3000,13.000,1828622.12,V,140663.24,0.00,1.000,3200
000000000090000022,1000,14.000,626226.58,V,44730.47,0.00,1.000,3200
000000000090000022,2000,28.000,1252453.16,V,44730.47,0.00,1.000,3200
000000000030000090,2000,6.000,3912595.56,V,652099.26,0.00,1.000,3200
000000000010000397,1000,41.000,122907.75,V,2997.75,0.00,1.000,3200
000000000010000398,2000,0.000,0.00,V,79788.02,0.00,1.000,3200
000000000010000399,2000,61.000,102620.30,V,1682.30,0.00,1.000,3200
000000000010000400,4000,0.000,0.00,V,144429.45,0.00,1.000,3200
000000000010000401,4000,25.000,296359.50,V,11854.38,0.00,1.000,3200
000000000080000093,3000,5.000,1574210.00,V,314842.00,0.00,1.000,3200
000000000010000402,3000,0.000,0.00,V,25750.52,0.00,1.000,3200
