Mblnr,Mjahr,Budat,Cpudt,Xblnr
4900005805,2026,2026-06-13T00:00:00,2026-06-13T00:00:00,
4900005806,2026,2026-07-29T00:00:00,2026-07-29T00:00:00,
4900005807,2026,2026-08-09T00:00:00,2026-08-09T00:00:00,
4900005808,2025,2025-01-08T00:00:00,2025-01-08T00:00:00,
4900005809,2026,2026-04-10T00:00:00,2026-04-10T00:00:00,
4900005810,2026,2026-06-06T00:00:00,2026-06-06T00:00:00,4500001898
4900005811,2026,2026-07-07T00:00:00,2026-07-07T00:00:00,4500001899
4900005812,2024,2024-12-24T00:00:00,2024-12-24T00:00:00,
4900005813,2025,2025-03-04T00:00:00,2025-03-04T00:00:00,
4900005814,2025,2025-09-27T00:00:00,2025-09-27T00:00:00,
4900005815,2025,2025-11-20T00:00:00,2025-11-20T00:00:00,
4900005816,2026,2026-05-31T00:00:00,2026-05-31T00:00:00,
4900005817,2024,2024-09-15T00:00:00,2024-09-15T00:00:00,
4900005818,2024,2024-10-11T00:00:00,2024-10-11T00:00:00,
4900005819,2024,2024-10-26T00:00:00,2024-10-26T00:00:00,4500001900
4900005820,2025,2025-02-20T00:00:00,2025-02-20T00:00:00,
4900005821,2025,2025-04-01T00:00:00,2025-04-01T00:00:00,4500001901
4900005822,2025,2025-05-23T00:00:00,2025-05-23T00:00:00,
4900005823,2025,2025-07-16T00:00:00,2025-07-16T00:00:00,
4900005824,2025,2025-08-27T00:00:00,2025-08-27T00:00:00,4500001902
4900005825,2025,2025-11-26T00:00:00,2025-11-26T00:00:00,
4900005826,2025,2025-12-12T00:00:00,2025-12-12T00:00:00,
4900005827,2026,2026-02-21T00:00:00,2026-02-21T00:00:00,
4900005828,2026,2026-04-27T00:00:00,2026-04-27T00:00:00,4500001904
4900005829,2026,2026-05-27T00:00:00,2026-05-27T00:00:00,
4900005830,2024,2024-09-01T00:00:00,2024-09-01T00:00:00,
4900005831,2025,2025-03-23T00:00:00,2025-03-23T00:00:00,
4900005832,2025,2025-04-06T00:00:00,2025-04-06T00:00:00,4500001907
4900005833,2025,2025-04-30T00:00:00,2025-04-30T00:00:00,
4900005834,2025,2025-05-29T00:00:00,2025-05-29T00:00:00,
4900005835,2025,2025-08-15T00:00:00,2025-08-15T00:00:00,
4900005836,2025,2025-11-15T00:00:00,2025-11-15T00:00:00,
4900005837,2026,2026-01-02T00:00:00,2026-01-02T00:00:00,4500001908
4900005838,2026,2026-01-12T00:00:00,2026-01-12T00:00:00,
4900005839,2026,2026-03-25T00:00:00,2026-03-25T00:00:00,
4900005840,2026,2026-06-11T00:00:00,2026-06-11T00:00:00,
4900005841,2026,2026-08-03T00:00:00,2026-08-03T00:00:00,4500001909
4900005842,2024,2024-09-20T00:00:00,2024-09-20T00:00:00,
4900005843,2024,2024-10-31T00:00:00,2024-10-31T00:00:00,
4900005844,2024,2024-11-02T00:00:00,2024-11-02T00:00:00,
4900005845,2024,2024-10-17T00:00:00,2024-10-17T00:00:00,
4900005846,2024,2024-11-18T00:00:00,2024-11-18T00:00:00,
4900005847,2024,2024-12-04T00:00:00,2024-12-04T00:00:00,4500001910
4900005848,2025,2025-02-24T00:00:00,2025-02-24T00:00:00,
4900005849,2025,2025-07-10T00:00:00,2025-07-10T00:00:00,
4900005850,2025,2025-09-10T00:00:00,2025-09-10T00:00:00,4500001912
4900005851,2025,2025-12-04T00:00:00,2025-12-04T00:00:00,
4900005852,2025,2025-12-23T00:00:00,2025-12-23T00:00:00,4500001913
4900005853,2026,2026-05-29T00:00:00,2026-05-29T00:00:00,
4900005854,2026,2026-06-06T00:00:00,2026-06-06T00:00:00,
4900005855,2026,2026-06-28T00:00:00,2026-06-28T00:00:00,4500001914
4900005856,2026,2026-07-13T00:00:00,2026-07-13T00:00:00,
4900005857,2026,2026-07-27T00:00:00,2026-07-27T00:00:00,4500001915
4900005858,2024,2024-09-18T00:00:00,2024-09-18T00:00:00,
4900005859,2024,2024-10-29T00:00:00,2024-10-29T00:00:00,
4900005860,2024,2024-11-04T00:00:00,2024-11-04T00:00:00,
4900005861,2025,2025-01-12T00:00:00,2025-01-12T00:00:00,4500001916
4900005862,2025,2025-02-25T00:00:00,2025-02-25T00:00:00,
4900005863,2025,2025-03-22T00:00:00,2025-03-22T00:00:00,
4900005864,2025,2025-04-03T00:00:00,2025-04-03T00:00:00,
4900005865,2025,2025-05-23T00:00:00,2025-05-23T00:00:00,
4900005866,2025,2025-06-08T00:00:00,2025-06-08T00:00:00,
4900005867,2025,2025-07-05T00:00:00,2025-07-05T00:00:00,
4900005868,2025,2025-08-20T00:00:00,2025-08-20T00:00:00,
4900005869,2025,2025-08-23T00:00:00,2025-08-23T00:00:00,4500001917
4900005870,2025,2025-09-03T00:00:00,2025-09-03T00:00:00,
4900005871,2025,2025-10-27T00:00:00,2025-10-27T00:00:00,
4900005872,2025,2025-11-23T00:00:00,2025-11-23T00:00:00,
4900005873,2025,2025-12-28T00:00:00,2025-12-28T00:00:00,
4900005874,2026,2026-01-23T00:00:00,2026-01-23T00:00:00,4500001918
4900005875,2026,2026-02-19T00:00:00,2026-02-19T00:00:00,
4900005876,2026,2026-03-30T00:00:00,2026-03-30T00:00:00,
4900005877,2026,2026-04-28T00:00:00,2026-04-28T00:00:00,
4900005878,2026,2026-05-09T00:00:00,2026-05-09T00:00:00,
4900005879,2026,2026-06-08T00:00:00,2026-06-08T00:00:00,
4900005880,2026,2026-07-27T00:00:00,2026-07-27T00:00:00,
4900005881,2026,2026-08-27T00:00:00,2026-08-27T00:00:00,4500001920
4900005882,2026,2026-09-07T00:00:00,2026-09-07T00:00:00,
4900005883,2024,2024-09-14T00:00:00,2024-09-14T00:00:00,
4900005884,2024,2024-10-06T00:00:00,2024-10-06T00:00:00,
4900005885,2024,2024-11-19T00:00:00,2024-11-19T00:00:00,
4900005886,2024,2024-12-07T00:00:00,2024-12-07T00:00:00,4500001921
4900005887,2024,2024-12-15T00:00:00,2024-12-15T00:00:00,
4900005888,2025,2025-01-09T00:00:00,2025-01-09T00:00:00,
4900005889,2025,2025-02-15T00:00:00,2025-02-15T00:00:00,
4900005890,2025,2025-03-03T00:00:00,2025-03-03T00:00:00,
4900005891,2025,2025-04-11T00:00:00,2025-04-11T00:00:00,
4900005892,2025,2025-04-18T00:00:00,2025-04-18T00:00:00,4500001922
4900005893,2025,2025-05-18T00:00:00,2025-05-18T00:00:00,
4900005894,2025,2025-06-06T00:00:00,2025-06-06T00:00:00,
4900005895,2025,2025-07-22T00:00:00,2025-07-22T00:00:00,
4900005896,2025,2025-08-08T00:00:00,2025-08-08T00:00:00,
4900005897,2025,2025-09-19T00:00:00,2025-09-19T00:00:00,
4900005898,2025,2025-10-02T00:00:00,2025-10-02T00:00:00,
4900005899,2025,2025-11-15T00:00:00,2025-11-15T00:00:00,4500001923
4900005900,2025,2025-11-16T00:00:00,2025-11-16T00:00:00,
4900005901,2025,2025-12-25T00:00:00,2025-12-25T00:00:00,
4900005902,2026,2026-01-27T00:00:00,2026-01-27T00:00:00,
4900005903,2026,2026-02-22T00:00:00,2026-02-22T00:00:00,
4900005904,2026,2026-03-18T00:00:00,2026-03-18T00:00:00,
4900005905,2026,2026-04-05T00:00:00,2026-04-05T00:00:00,
4900005906,2026,2026-06-08T00:00:00,2026-06-08T00:00:00,4500001925
4900005907,2026,2026-06-09T00:00:00,2026-06-09T00:00:00,
4900005908,2026,2026-07-04T00:00:00,2026-07-04T00:00:00,
4900005909,2026,2026-08-01T00:00:00,2026-08-01T00:00:00,
4900005910,2024,2024-09-07T00:00:00,2024-09-07T00:00:00,
4900005911,2024,2024-10-24T00:00:00,2024-10-24T00:00:00,
4900005912,2024,2024-11-20T00:00:00,2024-11-20T00:00:00,
4900005913,2024,2024-12-04T00:00:00,2024-12-04T00:00:00,4500001926
4900005914,2024,2024-12-11T00:00:00,2024-12-11T00:00:00,
4900005915,2025,2025-01-08T00:00:00,2025-01-08T00:00:00,
4900005916,2025,2025-02-26T00:00:00,2025-02-26T00:00:00,
4900005917,2025,2025-03-21T00:00:00,2025-03-21T00:00:00,
4900005918,2025,2025-04-08T00:00:00,2025-04-08T00:00:00,4500001927
4900005919,2025,2025-04-09T00:00:00,2025-04-09T00:00:00,
4900005920,2025,2025-05-23T00:00:00,2025-05-23T00:00:00,
4900005921,2025,2025-06-06T00:00:00,2025-06-06T00:00:00,
4900005922,2025,2025-06-19T00:00:00,2025-06-19T00:00:00,4500001929
4900005923,2025,2025-07-06T00:00:00,2025-07-06T00:00:00,
4900005924,2025,2025-08-10T00:00:00,2025-08-10T00:00:00,
4900005925,2025,2025-09-08T00:00:00,2025-09-08T00:00:00,
4900005926,2025,2025-10-29T00:00:00,2025-10-29T00:00:00,
4900005927,2025,2025-11-24T00:00:00,2025-11-24T00:00:00,4500001931
4900005928,2025,2025-12-17T00:00:00,2025-12-17T00:00:00,
4900005929,2026,2026-01-28T00:00:00,2026-01-28T00:00:00,
4900005930,2026,2026-02-27T00:00:00,2026-02-27T00:00:00,
4900005931,2026,2026-03-13T00:00:00,2026-03-13T00:00:00,
4900005932,2026,2026-03-25T00:00:00,2026-03-25T00:00:00,4500001932
4900005933,2026,2026-04-01T00:00:00,2026-04-01T00:00:00,
4900005934,2026,2026-05-25T00:00:00,2026-05-25T00:00:00,
4900005935,2026,2026-06-01T00:00:00,2026-06-01T00:00:00,
4900005936,2026,2026-06-11T00:00:00,2026-06-11T00:00:00,4500001933
4900005937,2026,2026-07-06T00:00:00,2026-07-06T00:00:00,
4900005938,2026,2026-08-26T00:00:00,2026-08-26T00:00:00,
4900005939,2024,2024-10-21T00:00:00,2024-10-21T00:00:00,
4900005940,2024,2024-11-20T00:00:00,2024-11-20T00:00:00,
4900005941,2024,2024-12-24T00:00:00,2024-12-24T00:00:00,
4900005942,2025,2025-02-21T00:00:00,2025-02-21T00:00:00,
4900005943,2025,2025-03-15T00:00:00,2025-03-15T00:00:00,
4900005944,2025,2025-04-14T00:00:00,2025-04-14T00:00:00,4500001935
4900005945,2025,2025-06-13T00:00:00,2025-06-13T00:00:00,
4900005946,2025,2025-07-23T00:00:00,2025-07-23T00:00:00,
4900005947,2025,2025-08-11T00:00:00,2025-08-11T00:00:00,4500001936
4900005948,2025,2025-08-15T00:00:00,2025-08-15T00:00:00,
4900005949,2025,2025-09-21T00:00:00,2025-09-21T00:00:00,
4900005950,2025,2025-10-27T00:00:00,2025-10-27T00:00:00,
4900005951,2025,2025-11-13T00:00:00,2025-11-13T00:00:00,
4900005952,2026,2026-03-16T00:00:00,2026-03-16T00:00:00,
4900005953,2026,2026-06-18T00:00:00,2026-06-18T00:00:00,
4900005954,2026,2026-06-30T00:00:00,2026-06-30T00:00:00,4500001938
4900005955,2026,2026-08-25T00:00:00,2026-08-25T00:00:00,
4900005956,2024,2024-09-18T00:00:00,2024-09-18T00:00:00,
4900005957,2024,2024-10-26T00:00:00,2024-10-26T00:00:00,
4900005958,2024,2024-11-28T00:00:00,2024-11-28T00:00:00,
4900005959,2024,2024-12-12T00:00:00,2024-12-12T00:00:00,
4900005960,2025,2025-01-08T00:00:00,2025-01-08T00:00:00,
4900005961,2025,2025-02-08T00:00:00,2025-02-08T00:00:00,
4900005962,2025,2025-02-14T00:00:00,2025-02-14T00:00:00,4500001940
4900005963,2025,2025-03-01T00:00:00,2025-03-01T00:00:00,
4900005964,2025,2025-04-08T00:00:00,2025-04-08T00:00:00,4500001941
4900005965,2025,2025-04-10T00:00:00,2025-04-10T00:00:00,
4900005966,2025,2025-05-15T00:00:00,2025-05-15T00:00:00,
4900005967,2025,2025-06-19T00:00:00,2025-06-19T00:00:00,
4900005968,2025,2025-07-26T00:00:00,2025-07-26T00:00:00,
4900005969,2025,2025-08-22T00:00:00,2025-08-22T00:00:00,
4900005970,2025,2025-09-02T00:00:00,2025-09-02T00:00:00,
4900005971,2025,2025-10-01T00:00:00,2025-10-01T00:00:00,
4900005972,2025,2025-11-10T00:00:00,2025-11-10T00:00:00,
4900005973,2025,2025-11-16T00:00:00,2025-11-16T00:00:00,4500001942
4900005974,2025,2025-12-29T00:00:00,2025-12-29T00:00:00,
4900005975,2026,2026-01-13T00:00:00,2026-01-13T00:00:00,
4900005976,2026,2026-01-25T00:00:00,2026-01-25T00:00:00,4500001943
4900005977,2026,2026-02-10T00:00:00,2026-02-10T00:00:00,
4900005978,2026,2026-03-24T00:00:00,2026-03-24T00:00:00,
4900005979,2026,2026-04-27T00:00:00,2026-04-27T00:00:00,
4900005980,2026,2026-05-09T00:00:00,2026-05-09T00:00:00,
4900005981,2026,2026-06-28T00:00:00,2026-06-28T00:00:00,
4900005982,2026,2026-07-08T00:00:00,2026-07-08T00:00:00,
4900005983,2026,2026-09-02T00:00:00,2026-09-02T00:00:00,4500001944
4900005984,2026,2026-09-02T00:00:00,2026-09-02T00:00:00,
4900005985,2024,2024-11-06T00:00:00,2024-11-06T00:00:00,
4900005986,2025,2025-01-04T00:00:00,2025-01-04T00:00:00,
4900005987,2025,2025-03-16T00:00:00,2025-03-16T00:00:00,
4900005988,2025,2025-07-18T00:00:00,2025-07-18T00:00:00,
4900005989,2025,2025-08-06T00:00:00,2025-08-06T00:00:00,
4900005990,2025,2025-11-01T00:00:00,2025-11-01T00:00:00,
4900005991,2025,2025-12-23T00:00:00,2025-12-23T00:00:00,4500001948
4900005992,2024,2024-11-12T00:00:00,2024-11-12T00:00:00,
4900005993,2025,2025-06-07T00:00:00,2025-06-07T00:00:00,
4900005994,2025,2025-09-15T00:00:00,2025-09-15T00:00:00,
4900005995,2026,2026-04-14T00:00:00,2026-04-14T00:00:00,
4900005996,2026,2026-07-22T00:00:00,2026-07-22T00:00:00,4500001949
4900005997,2024,2024-09-30T00:00:00,2024-09-30T00:00:00,
4900005998,2024,2024-10-05T00:00:00,2024-10-05T00:00:00,
4900005999,2024,2024-11-07T00:00:00,2024-11-07T00:00:00,4500001950
4900006000,2024,2024-11-13T00:00:00,2024-11-13T00:00:00,
4900006001,2024,2024-12-09T00:00:00,2024-12-09T00:00:00,
4900006002,2025,2025-01-15T00:00:00,2025-01-15T00:00:00,
4900006003,2025,2025-02-16T00:00:00,2025-02-16T00:00:00,4500001951
4900006004,2025,2025-02-28T00:00:00,2025-02-28T00:00:00,
4900006005,2025,2025-03-22T00:00:00,2025-03-22T00:00:00,
4900006006,2025,2025-04-27T00:00:00,2025-04-27T00:00:00,
4900006007,2025,2025-05-09T00:00:00,2025-05-09T00:00:00,
4900006008,2025,2025-06-01T00:00:00,2025-06-01T00:00:00,4500001952
4900006009,2025,2025-06-11T00:00:00,2025-06-11T00:00:00,
4900006010,2025,2025-07-24T00:00:00,2025-07-24T00:00:00,
4900006011,2025,2025-08-02T00:00:00,2025-08-02T00:00:00,
4900006012,2025,2025-08-30T00:00:00,2025-08-30T00:00:00,4500001953
4900006013,2025,2025-09-26T00:00:00,2025-09-26T00:00:00,
4900006014,2025,2025-10-30T00:00:00,2025-10-30T00:00:00,
4900006015,2025,2025-11-10T00:00:00,2025-11-10T00:00:00,
4900006016,2025,2025-12-03T00:00:00,2025-12-03T00:00:00,
4900006017,2025,2025-12-11T00:00:00,2025-12-11T00:00:00,4500001954
4900006018,2026,2026-01-02T00:00:00,2026-01-02T00:00:00,
4900006019,2026,2026-02-11T00:00:00,2026-02-11T00:00:00,
4900006020,2026,2026-04-23T00:00:00,2026-04-23T00:00:00,4500001956
4900006021,2026,2026-05-15T00:00:00,2026-05-15T00:00:00,
4900006022,2026,2026-06-20T00:00:00,2026-06-20T00:00:00,
4900006023,2026,2026-07-31T00:00:00,2026-07-31T00:00:00,
4900006024,2026,2026-08-04T00:00:00,2026-08-04T00:00:00,
4900006025,2024,2024-09-14T00:00:00,2024-09-14T00:00:00,
4900006026,2024,2024-10-12T00:00:00,2024-10-12T00:00:00,
4900006027,2024,2024-11-17T00:00:00,2024-11-17T00:00:00,
4900006028,2024,2024-12-20T00:00:00,2024-12-20T00:00:00,4500001958
4900006029,2024,2024-12-31T00:00:00,2024-12-31T00:00:00,
4900006030,2025,2025-01-07T00:00:00,2025-01-07T00:00:00,
4900006031,2025,2025-02-23T00:00:00,2025-02-23T00:00:00,
4900006032,2025,2025-03-24T00:00:00,2025-03-24T00:00:00,
4900006033,2025,2025-04-29T00:00:00,2025-04-29T00:00:00,
4900006034,2025,2025-05-13T00:00:00,2025-05-13T00:00:00,
4900006035,2025,2025-05-23T00:00:00,2025-05-23T00:00:00,4500001960
4900006036,2025,2025-06-09T00:00:00,2025-06-09T00:00:00,
4900006037,2025,2025-07-19T00:00:00,2025-07-19T00:00:00,
4900006038,2025,2025-08-01T00:00:00,2025-08-01T00:00:00,
4900006039,2025,2025-09-09T00:00:00,2025-09-09T00:00:00,
4900006040,2025,2025-10-13T00:00:00,2025-10-13T00:00:00,
4900006041,2025,2025-11-06T00:00:00,2025-11-06T00:00:00,4500001962
4900006042,2025,2025-11-11T00:00:00,2025-11-11T00:00:00,
4900006043,2025,2025-12-18T00:00:00,2025-12-18T00:00:00,
4900006044,2026,2026-01-23T00:00:00,2026-01-23T00:00:00,
4900006045,2026,2026-02-28T00:00:00,2026-02-28T00:00:00,
4900006046,2026,2026-03-30T00:00:00,2026-03-30T00:00:00,
4900006047,2026,2026-04-28T00:00:00,2026-04-28T00:00:00,4500001964
4900006048,2026,2026-05-10T00:00:00,2026-05-10T00:00:00,
4900006049,2026,2026-06-21T00:00:00,2026-06-21T00:00:00,
4900006050,2026,2026-07-16T00:00:00,2026-07-16T00:00:00,
4900006051,2026,2026-08-27T00:00:00,2026-08-27T00:00:00,
4900006052,2025,2025-01-21T00:00:00,2025-01-21T00:00:00,
4900006053,2025,2025-01-27T00:00:00,2025-01-27T00:00:00,4500001965
4900006054,2025,2025-02-28T00:00:00,2025-02-28T00:00:00,
4900006055,2025,2025-03-27T00:00:00,2025-03-27T00:00:00,
4900006056,2025,2025-05-04T00:00:00,2025-05-04T00:00:00,
4900006057,2025,2025-07-19T00:00:00,2025-07-19T00:00:00,4500001966
4900006058,2025,2025-08-13T00:00:00,2025-08-13T00:00:00,
4900006059,2025,2025-09-26T00:00:00,2025-09-26T00:00:00,
4900006060,2025,2025-11-15T00:00:00,2025-11-15T00:00:00,
4900006061,2026,2026-02-10T00:00:00,2026-02-10T00:00:00,
4900006062,2026,2026-03-12T00:00:00,2026-03-12T00:00:00,
4900006063,2026,2026-03-31T00:00:00,2026-03-31T00:00:00,4500001967
4900006064,2026,2026-04-10T00:00:00,2026-04-10T00:00:00,
4900006065,2024,2024-09-01T00:00:00,2024-09-01T00:00:00,
4900006066,2025,2025-02-15T00:00:00,2025-02-15T00:00:00,4500001968
4900006067,2025,2025-05-21T00:00:00,2025-05-21T00:00:00,
4900006068,2025,2025-07-26T00:00:00,2025-07-26T00:00:00,
4900006069,2025,2025-09-05T00:00:00,2025-09-05T00:00:00,
4900006070,2025,2025-10-08T00:00:00,2025-10-08T00:00:00,
4900006071,2026,2026-01-27T00:00:00,2026-01-27T00:00:00,
4900006072,2026,2026-02-16T00:00:00,2026-02-16T00:00:00,
4900006073,2026,2026-03-24T00:00:00,2026-03-24T00:00:00,4500001969
4900006074,2026,2026-03-29T00:00:00,2026-03-29T00:00:00,
4900006075,2026,2026-07-01T00:00:00,2026-07-01T00:00:00,
4900006076,2024,2024-10-19T00:00:00,2024-10-19T00:00:00,
4900006077,2024,2024-12-20T00:00:00,2024-12-20T00:00:00,
4900006078,2025,2025-01-02T00:00:00,2025-01-02T00:00:00,4500001972
4900006079,2025,2025-02-22T00:00:00,2025-02-22T00:00:00,4500001973
4900006080,2025,2025-02-22T00:00:00,2025-02-22T00:00:00,
4900006081,2025,2025-05-14T00:00:00,2025-05-14T00:00:00,
4900006082,2025,2025-06-16T00:00:00,2025-06-16T00:00:00,
4900006083,2025,2025-08-25T00:00:00,2025-08-25T00:00:00,4500001974
4900006084,2025,2025-11-26T00:00:00,2025-11-26T00:00:00,
4900006085,2026,2026-01-26T00:00:00,2026-01-26T00:00:00,4500001975
4900006086,2026,2026-02-25T00:00:00,2026-02-25T00:00:00,
4900006087,2026,2026-04-01T00:00:00,2026-04-01T00:00:00,
4900006088,2026,2026-06-02T00:00:00,2026-06-02T00:00:00,
4900006089,2026,2026-07-03T00:00:00,2026-07-03T00:00:00,
4900006090,2026,2026-08-12T00:00:00,2026-08-12T00:00:00,4500001977
4900006091,2026,2026-09-07T00:00:00,2026-09-07T00:00:00,4500001978
4900006092,2024,2024-09-20T00:00:00,2024-09-20T00:00:00,
4900006093,2024,2024-10-18T00:00:00,2024-10-18T00:00:00,
4900006094,2024,2024-11-19T00:00:00,2024-11-19T00:00:00,4500001979
4900006095,2024,2024-11-22T00:00:00,2024-11-22T00:00:00,
4900006096,2024,2024-12-20T00:00:00,2024-12-20T00:00:00,
4900006097,2025,2025-01-28T00:00:00,2025-01-28T00:00:00,
4900006098,2025,2025-02-23T00:00:00,2025-02-23T00:00:00,
4900006099,2025,2025-03-30T00:00:00,2025-03-30T00:00:00,
4900006100,2025,2025-04-04T00:00:00,2025-04-04T00:00:00,
4900006101,2025,2025-04-19T00:00:00,2025-04-19T00:00:00,4500001980
4900006102,2025,2025-05-18T00:00:00,2025-05-18T00:00:00,
4900006103,2025,2025-06-09T00:00:00,2025-06-09T00:00:00,
4900006104,2025,2025-07-20T00:00:00,2025-07-20T00:00:00,
4900006105,2025,2025-08-13T00:00:00,2025-08-13T00:00:00,4500001981
4900006106,2025,2025-08-18T00:00:00,2025-08-18T00:00:00,
4900006107,2025,2025-09-13T00:00:00,2025-09-13T00:00:00,
4900006108,2025,2025-10-25T00:00:00,2025-10-25T00:00:00,
4900006109,2025,2025-11-11T00:00:00,2025-11-11T00:00:00,
4900006110,2025,2025-12-10T00:00:00,2025-12-10T00:00:00,
4900006111,2026,2026-01-07T00:00:00,2026-01-07T00:00:00,4500001982
4900006112,2026,2026-01-18T00:00:00,2026-01-18T00:00:00,
4900006113,2026,2026-02-28T00:00:00,2026-02-28T00:00:00,
4900006114,2026,2026-03-12T00:00:00,2026-03-12T00:00:00,
4900006115,2026,2026-04-15T00:00:00,2026-04-15T00:00:00,
4900006116,2026,2026-05-17T00:00:00,2026-05-17T00:00:00,
4900006117,2026,2026-06-04T00:00:00,2026-06-04T00:00:00,
4900006118,2026,2026-06-10T00:00:00,2026-06-10T00:00:00,4500001983
4900006119,2026,2026-07-18T00:00:00,2026-07-18T00:00:00,
4900006120,2026,2026-08-23T00:00:00,2026-08-23T00:00:00,
4900006121,2024,2024-09-19T00:00:00,2024-09-19T00:00:00,
4900006122,2024,2024-10-05T00:00:00,2024-10-05T00:00:00,
4900006123,2024,2024-11-18T00:00:00,2024-11-18T00:00:00,
4900006124,2024,2024-12-17T00:00:00,2024-12-17T00:00:00,
4900006125,2025,2025-01-26T00:00:00,2025-01-26T00:00:00,
4900006126,2025,2025-02-01T00:00:00,2025-02-01T00:00:00,
4900006127,2025,2025-02-10T00:00:00,2025-02-10T00:00:00,4500001984
4900006128,2025,2025-03-10T00:00:00,2025-03-10T00:00:00,
4900006129,2025,2025-04-01T00:00:00,2025-04-01T00:00:00,
4900006130,2025,2025-05-28T00:00:00,2025-05-28T00:00:00,
4900006131,2025,2025-06-20T00:00:00,2025-06-20T00:00:00,
4900006132,2025,2025-07-25T00:00:00,2025-07-25T00:00:00,
4900006133,2025,2025-08-01T00:00:00,2025-08-01T00:00:00,4500001985
4900006134,2025,2025-08-20T00:00:00,2025-08-20T00:00:00,
4900006135,2025,2025-09-25T00:00:00,2025-09-25T00:00:00,
4900006136,2025,2025-10-14T00:00:00,2025-10-14T00:00:00,
4900006137,2025,2025-11-11T00:00:00,2025-11-11T00:00:00,
4900006138,2025,2025-12-10T00:00:00,2025-12-10T00:00:00,4500001986
4900006139,2025,2025-12-29T00:00:00,2025-12-29T00:00:00,
4900006140,2026,2026-01-30T00:00:00,2026-01-30T00:00:00,
4900006141,2026,2026-02-12T00:00:00,2026-02-12T00:00:00,
4900006142,2026,2026-03-26T00:00:00,2026-03-26T00:00:00,
4900006143,2026,2026-04-24T00:00:00,2026-04-24T00:00:00,
4900006144,2026,2026-05-04T00:00:00,2026-05-04T00:00:00,
4900006145,2026,2026-06-07T00:00:00,2026-06-07T00:00:00,
4900006146,2026,2026-07-21T00:00:00,2026-07-21T00:00:00,
4900006147,2026,2026-08-11T00:00:00,2026-08-11T00:00:00,
4900006148,2024,2024-09-21T00:00:00,2024-09-21T00:00:00,
4900006149,2024,2024-10-30T00:00:00,2024-10-30T00:00:00,
4900006150,2024,2024-11-18T00:00:00,2024-11-18T00:00:00,4500001988
4900006151,2024,2024-11-25T00:00:00,2024-11-25T00:00:00,
4900006152,2024,2024-12-09T00:00:00,2024-12-09T00:00:00,
4900006153,2025,2025-01-28T00:00:00,2025-01-28T00:00:00,4500001989
4900006154,2025,2025-01-30T00:00:00,2025-01-30T00:00:00,
4900006155,2025,2025-04-28T00:00:00,2025-04-28T00:00:00,4500001990
4900006156,2025,2025-07-25T00:00:00,2025-07-25T00:00:00,
4900006157,2025,2025-10-01T00:00:00,2025-10-01T00:00:00,
4900006158,2026,2026-01-17T00:00:00,2026-01-17T00:00:00,4500001992
4900006159,2026,2026-01-28T00:00:00,2026-01-28T00:00:00,
4900006160,2026,2026-02-02T00:00:00,2026-02-02T00:00:00,
4900006161,2026,2026-04-05T00:00:00,2026-04-05T00:00:00,
4900006162,2026,2026-05-20T00:00:00,2026-05-20T00:00:00,
4900006163,2026,2026-07-24T00:00:00,2026-07-24T00:00:00,4500001993
4900006164,2024,2024-11-29T00:00:00,2024-11-29T00:00:00,
4900006165,2025,2025-01-03T00:00:00,2025-01-03T00:00:00,4500001994
4900006166,2025,2025-02-18T00:00:00,2025-02-18T00:00:00,
4900006167,2025,2025-03-30T00:00:00,2025-03-30T00:00:00,
4900006168,2025,2025-05-11T00:00:00,2025-05-11T00:00:00,
4900006169,2025,2025-06-07T00:00:00,2025-06-07T00:00:00,
4900006170,2025,2025-10-24T00:00:00,2025-10-24T00:00:00,
4900006171,2025,2025-11-14T00:00:00,2025-11-14T00:00:00,4500001997
4900006172,2025,2025-11-15T00:00:00,2025-11-15T00:00:00,
4900006173,2025,2025-12-29T00:00:00,2025-12-29T00:00:00,
4900006174,2026,2026-01-16T00:00:00,2026-01-16T00:00:00,
4900006175,2026,2026-02-24T00:00:00,2026-02-24T00:00:00,4500001998
4900006176,2024,2024-09-17T00:00:00,2024-09-17T00:00:00,
4900006177,2024,2024-09-08T00:00:00,2024-09-08T00:00:00,
4900006178,2024,2024-10-27T00:00:00,2024-10-27T00:00:00,
4900006179,2024,2024-11-06T00:00:00,2024-11-06T00:00:00,
4900006180,2024,2024-12-15T00:00:00,2024-12-15T00:00:00,4500001999
4900006181,2024,2024-12-30T00:00:00,2024-12-30T00:00:00,
4900006182,2025,2025-01-07T00:00:00,2025-01-07T00:00:00,
4900006183,2025,2025-02-06T00:00:00,2025-02-06T00:00:00,
4900006184,2025,2025-02-16T00:00:00,2025-02-16T00:00:00,4500002000
4900006185,2025,2025-03-26T00:00:00,2025-03-26T00:00:00,
4900006186,2025,2025-04-22T00:00:00,2025-04-22T00:00:00,
4900006187,2025,2025-05-17T00:00:00,2025-05-17T00:00:00,
4900006188,2025,2025-08-04T00:00:00,2025-08-04T00:00:00,4500002004
4900006189,2025,2025-08-14T00:00:00,2025-08-14T00:00:00,4500002003
4900006190,2025,2025-08-15T00:00:00,2025-08-15T00:00:00,
4900006191,2025,2025-09-19T00:00:00,2025-09-19T00:00:00,
4900006192,2025,2025-10-22T00:00:00,2025-10-22T00:00:00,
4900006193,2025,2025-11-28T00:00:00,2025-11-28T00:00:00,
4900006194,2025,2025-12-02T00:00:00,2025-12-02T00:00:00,
