Ebeln,Bsart,Aedat,Lifnr,Ekorg,Ekgrp,Waers
4500002615,ZDOM,2024-09-08T00:00:00,0001000037,Z100,Z02,ZAR
4500002616,AN,2024-10-30T00:00:00,0001000037,Z100,Z01,ZAR
4500002617,AN,2025-04-22T00:00:00,0001000037,Z100,Z01,ZAR
4500002618,ZDOM,2025-06-11T00:00:00,0001000037,Z100,Z02,ZAR
4500002619,WK,2025-08-31T00:00:00,0001000037,Z100,Z03,ZAR
4500002620,ZDOM,2026-06-07T00:00:00,0001000037,Z100,Z03,ZAR
4500002621,ZDOM,2026-08-20T00:00:00,0001000037,Z100,Z02,ZAR
4500002622,WK,2024-09-30T00:00:00,0001000046,Z100,Z03,ZAR
4500002623,AN,2024-12-21T00:00:00,0001000046,Z100,Z02,ZAR
4500002624,ZDOM,2025-01-25T00:00:00,0001000046,Z100,Z02,ZAR
4500002625,WK,2025-02-22T00:00:00,0001000046,Z100,Z03,ZAR
4500002626,WK,2025-05-13T00:00:00,0001000046,Z100,Z03,ZAR
4500002627,WK,2025-08-22T00:00:00,0001000046,Z100,Z02,ZAR
4500002628,WK,2025-10-14T00:00:00,0001000046,Z100,Z01,ZAR
4500002629,AN,2026-03-18T00:00:00,0001000046,Z100,Z01,ZAR
4500002630,ZDOM,2026-06-09T00:00:00,0001000046,Z100,Z02,ZAR
4500002631,AN,2026-09-05T00:00:00,0001000046,Z100,Z01,ZAR
4500002632,WK,2024-10-17T00:00:00,0001000037,Z100,Z03,ZAR
4500002633,ZDOM,2025-11-28T00:00:00,0001000037,Z100,Z01,ZAR
4500002634,WK,2026-03-20T00:00:00,0001000011,Z100,Z01,ZAR
4500002635,AN,2026-04-26T00:00:00,0001000011,Z100,Z01,ZAR
4500002636,ZDOM,2025-02-23T00:00:00,0001000011,Z100,Z03,ZAR
4500002637,AN,2025-03-19T00:00:00,0001000011,Z100,Z03,ZAR
4500002638,WK,2026-05-04T00:00:00,0001000011,Z100,Z01,ZAR
4500002639,WK,2026-05-21T00:00:00,0001000011,Z100,Z01,ZAR
4500002640,AN,2024-09-12T00:00:00,0001000014,Z100,Z01,ZAR
4500002641,ZDOM,2024-10-24T00:00:00,0001000014,Z100,Z02,ZAR
4500002642,WK,2024-11-23T00:00:00,0001000014,Z100,Z02,ZAR
4500002643,AN,2025-03-26T00:00:00,0001000014,Z100,Z02,ZAR
4500002644,ZDOM,2025-05-05T00:00:00,0001000014,Z100,Z01,ZAR
4500002645,AN,2025-08-15T00:00:00,0001000014,Z100,Z02,ZAR
4500002646,WK,2025-11-22T00:00:00,0001000014,Z100,Z02,ZAR
4500002647,WK,2026-01-01T00:00:00,0001000014,Z100,Z02,ZAR
4500002648,WK,2026-03-21T00:00:00,0001000014,Z100,Z03,ZAR
4500002649,WK,2026-05-15T00:00:00,0001000014,Z100,Z01,ZAR
4500002650,ZDOM,2026-06-23T00:00:00,0001000014,Z100,Z03,ZAR
4500002651,WK,2026-07-29T00:00:00,0001000014,Z100,Z02,ZAR
4500002652,ZDOM,2024-11-04T00:00:00,0001000035,Z100,Z03,ZAR
4500002653,AN,2025-02-11T00:00:00,0001000035,Z100,Z01,ZAR
4500002654,AN,2025-10-30T00:00:00,0001000035,Z100,Z01,ZAR
4500002655,WK,2026-04-29T00:00:00,0001000035,Z100,Z02,ZAR
4500002656,WK,2026-06-02T00:00:00,0001000035,Z100,Z03,ZAR
4500002657,ZDOM,2024-10-04T00:00:00,0001000029,Z100,Z01,ZAR
4500002658,ZDOM,2024-12-18T00:00:00,0001000029,Z100,Z01,ZAR
4500002659,ZDOM,2025-03-03T00:00:00,0001000029,Z100,Z02,ZAR
4500002660,AN,2025-03-15T00:00:00,0001000029,Z100,Z03,ZAR
4500002661,WK,2025-06-12T00:00:00,0001000029,Z100,Z02,ZAR
4500002662,ZDOM,2025-09-30T00:00:00,0001000029,Z100,Z01,ZAR
4500002663,AN,2026-01-28T00:00:00,0001000029,Z100,Z02,ZAR
4500002664,AN,2026-04-17T00:00:00,0001000029,Z100,Z01,ZAR
4500002665,ZDOM,2026-07-09T00:00:00,0001000029,Z100,Z03,ZAR
4500002666,AN,2025-02-09T00:00:00,0001000051,Z100,Z03,ZAR
4500002667,AN,2025-05-25T00:00:00,0001000051,Z100,Z01,ZAR
4500002668,ZDOM,2025-07-19T00:00:00,0001000051,Z100,Z03,ZAR
4500002669,AN,2026-03-08T00:00:00,0001000051,Z100,Z01,ZAR
4500002670,WK,2024-10-24T00:00:00,0001000040,Z100,Z02,ZAR
4500002671,ZDOM,2026-01-18T00:00:00,0001000040,Z100,Z03,ZAR
4500002672,AN,2024-09-28T00:00:00,0001000039,Z100,Z01,ZAR
4500002673,WK,2025-01-14T00:00:00,0001000039,Z100,Z02,ZAR
4500002674,AN,2025-09-11T00:00:00,0001000039,Z100,Z02,ZAR
4500002675,ZDOM,2026-01-30T00:00:00,0001000039,Z100,Z01,ZAR
4500002676,WK,2026-02-10T00:00:00,0001000039,Z100,Z01,ZAR
4500002677,WK,2026-03-28T00:00:00,0001000039,Z100,Z03,ZAR
4500002678,ZDOM,2026-07-31T00:00:00,0001000039,Z100,Z02,ZAR
4500002679,AN,2024-11-06T00:00:00,0001000012,Z100,Z02,ZAR
4500002680,ZDOM,2024-11-24T00:00:00,0001000012,Z100,Z01,ZAR
4500002681,ZDOM,2025-06-03T00:00:00,0001000012,Z100,Z01,ZAR
4500002682,WK,2025-07-22T00:00:00,0001000012,Z100,Z01,ZAR
4500002683,AN,2025-09-02T00:00:00,0001000012,Z100,Z01,ZAR
4500002684,ZDOM,2025-12-27T00:00:00,0001000012,Z100,Z03,ZAR
4500002685,ZDOM,2026-01-11T00:00:00,0001000012,Z100,Z02,ZAR
4500002686,ZDOM,2026-07-30T00:00:00,0001000012,Z100,Z02,ZAR
4500002687,ZDOM,2026-08-11T00:00:00,0001000012,Z100,Z02,ZAR
4500002688,ZDOM,2024-11-17T00:00:00,0001000020,Z100,Z01,ZAR
4500002689,AN,2025-06-05T00:00:00,0001000020,Z100,Z01,ZAR
4500002690,AN,2025-09-27T00:00:00,0001000020,Z100,Z02,ZAR
4500002691,AN,2025-10-22T00:00:00,0001000020,Z100,Z03,ZAR
4500002692,ZDOM,2025-11-07T00:00:00,0001000020,Z100,Z03,ZAR
4500002693,ZDOM,2025-12-30T00:00:00,0001000020,Z100,Z02,ZAR
4500002694,WK,2026-02-26T00:00:00,0001000020,Z100,Z03,ZAR
4500002695,ZDOM,2026-07-25T00:00:00,0001000020,Z100,Z01,ZAR
4500002696,AN,2024-09-15T00:00:00,0001000022,Z100,Z03,ZAR
4500002697,AN,2024-10-14T00:00:00,0001000022,Z100,Z01,ZAR
4500002698,WK,2025-08-09T00:00:00,0001000022,Z100,Z01,ZAR
4500002699,ZDOM,2024-12-08T00:00:00,0001000020,Z100,Z01,ZAR
4500002700,AN,2025-04-06T00:00:00,0001000020,Z100,Z01,ZAR
4500002701,WK,2026-04-09T00:00:00,0001000020,Z100,Z03,ZAR
4500002702,WK,2026-08-22T00:00:00,0001000020,Z100,Z01,ZAR
4500002703,WK,2025-02-22T00:00:00,0001000020,Z100,Z02,ZAR
4500002704,AN,2025-03-23T00:00:00,0001000020,Z100,Z01,ZAR
4500002705,WK,2025-05-03T00:00:00,0001000020,Z100,Z01,ZAR
4500002706,WK,2025-09-07T00:00:00,0001000020,Z100,Z01,ZAR
4500002707,ZDOM,2026-02-19T00:00:00,0001000020,Z100,Z01,ZAR
4500002708,AN,2026-07-02T00:00:00,0001000020,Z100,Z02,ZAR
4500002709,AN,2026-07-12T00:00:00,0001000020,Z100,Z02,ZAR
4500002710,WK,2025-04-02T00:00:00,0001000050,Z100,Z02,ZAR
4500002711,WK,2025-05-31T00:00:00,0001000050,Z100,Z01,ZAR
4500002712,AN,2025-07-08T00:00:00,0001000050,Z100,Z02,ZAR
4500002713,AN,2024-12-10T00:00:00,0001000000,Z100,Z02,ZAR
4500002714,ZDOM,2025-02-12T00:00:00,0001000000,Z100,Z02,ZAR
4500002715,WK,2025-11-18T00:00:00,0001000000,Z100,Z02,ZAR
4500002716,AN,2026-02-16T00:00:00,0001000000,Z100,Z02,ZAR
4500002717,ZDOM,2026-03-27T00:00:00,0001000000,Z100,Z03,ZAR
4500002718,AN,2026-05-09T00:00:00,0001000000,Z100,Z02,ZAR
4500002719,WK,2026-06-03T00:00:00,0001000000,Z100,Z02,ZAR
4500002720,ZDOM,2024-10-07T00:00:00,0001000000,Z100,Z03,ZAR
4500002721,ZDOM,2024-11-12T00:00:00,0001000000,Z100,Z03,ZAR
4500002722,AN,2025-02-20T00:00:00,0001000000,Z100,Z02,ZAR
4500002723,AN,2025-06-30T00:00:00,0001000000,Z100,Z01,ZAR
4500002724,AN,2026-01-16T00:00:00,0001000000,Z100,Z02,ZAR
4500002725,AN,2024-09-07T00:00:00,0001000041,Z100,Z01,ZAR
4500002726,ZDOM,2024-11-10T00:00:00,0001000041,Z100,Z03,ZAR
4500002727,WK,2025-01-15T00:00:00,0001000041,Z100,Z03,ZAR
4500002728,WK,2025-04-07T00:00:00,0001000041,Z100,Z03,ZAR
4500002729,AN,2025-06-13T00:00:00,0001000041,Z100,Z02,ZAR
4500002730,ZDOM,2025-08-03T00:00:00,0001000041,Z100,Z02,ZAR
4500002731,AN,2025-10-22T00:00:00,0001000041,Z100,Z01,ZAR
4500002732,AN,2025-11-27T00:00:00,0001000041,Z100,Z01,ZAR
4500002733,ZDOM,2025-12-19T00:00:00,0001000041,Z100,Z03,ZAR
4500002734,ZDOM,2026-03-10T00:00:00,0001000041,Z100,Z02,ZAR
4500002735,ZDOM,2026-04-27T00:00:00,0001000041,Z100,Z03,ZAR
4500002736,WK,2026-06-26T00:00:00,0001000041,Z100,Z02,ZAR
4500002737,WK,2026-08-21T00:00:00,0001000041,Z100,Z03,ZAR
4500002738,ZDOM,2024-10-11T00:00:00,0001000054,Z100,Z01,ZAR
4500002739,ZDOM,2025-03-08T00:00:00,0001000054,Z100,Z02,ZAR
4500002740,WK,2025-08-22T00:00:00,0001000054,Z100,Z02,ZAR
4500002741,AN,2026-01-25T00:00:00,0001000054,Z100,Z03,ZAR
4500002742,ZDOM,2026-02-19T00:00:00,0001000054,Z100,Z02,ZAR
4500002743,AN,2026-07-20T00:00:00,0001000054,Z100,Z03,ZAR
4500002744,ZDOM,2024-10-13T00:00:00,0001000054,Z100,Z01,ZAR
4500002745,ZDOM,2024-12-10T00:00:00,0001000054,Z100,Z03,ZAR
4500002746,ZDOM,2025-01-27T00:00:00,0001000054,Z100,Z01,ZAR
4500002747,AN,2025-06-21T00:00:00,0001000054,Z100,Z03,ZAR
4500002748,WK,2025-09-11T00:00:00,0001000054,Z100,Z03,ZAR
4500002749,WK,2026-02-27T00:00:00,0001000054,Z100,Z01,ZAR
4500002750,AN,2026-09-04T00:00:00,0001000054,Z100,Z02,ZAR
4500002751,ZDOM,2025-04-05T00:00:00,0001000051,Z100,Z02,ZAR
4500002752,ZDOM,2025-05-14T00:00:00,0001000051,Z100,Z02,ZAR
4500002753,AN,2025-12-18T00:00:00,0001000051,Z100,Z01,ZAR
4500002754,ZDOM,2024-09-13T00:00:00,0001000025,Z100,Z03,ZAR
4500002755,ZDOM,2025-03-21T00:00:00,0001000025,Z100,Z02,ZAR
4500002756,ZDOM,2025-10-23T00:00:00,0001000025,Z100,Z01,ZAR
4500002757,WK,2026-07-19T00:00:00,0001000025,Z100,Z02,ZAR
4500002758,ZDOM,2024-10-06T00:00:00,0001000028,Z100,Z02,ZAR
4500002759,WK,2025-02-23T00:00:00,0001000028,Z100,Z01,ZAR
4500002760,AN,2025-10-10T00:00:00,0001000028,Z100,Z02,ZAR
4500002761,AN,2025-10-31T00:00:00,0001000038,Z100,Z01,ZAR
4500002762,WK,2026-06-30T00:00:00,0001000038,Z100,Z02,ZAR
4500002763,ZDOM,2026-06-23T00:00:00,0001000038,Z100,Z01,ZAR
4500002764,WK,2024-09-27T00:00:00,0001000043,Z100,Z01,ZAR
4500002765,ZDOM,2025-07-23T00:00:00,0001000043,Z100,Z01,ZAR
4500002766,WK,2025-11-10T00:00:00,0001000043,Z100,Z01,ZAR
4500002767,ZDOM,2026-02-14T00:00:00,0001000043,Z100,Z03,ZAR
4500002768,AN,2026-06-11T00:00:00,0001000043,Z100,Z01,ZAR
4500002769,AN,2024-09-28T00:00:00,0001000049,Z100,Z02,ZAR
4500002770,AN,2025-04-17T00:00:00,0001000049,Z100,Z01,ZAR
4500002771,WK,2026-07-25T00:00:00,0001000049,Z100,Z02,ZAR
4500002772,WK,2024-09-24T00:00:00,0001000046,Z100,Z03,ZAR
4500002773,ZDOM,2024-10-24T00:00:00,0001000046,Z100,Z01,ZAR
4500002774,ZDOM,2024-11-17T00:00:00,0001000046,Z100,Z02,ZAR
4500002775,AN,2025-04-19T00:00:00,0001000046,Z100,Z01,ZAR
4500002776,WK,2025-06-01T00:00:00,0001000046,Z100,Z01,ZAR
4500002777,ZDOM,2025-06-04T00:00:00,0001000046,Z100,Z03,ZAR
4500002778,ZDOM,2025-07-18T00:00:00,0001000046,Z100,Z02,ZAR
4500002779,ZDOM,2025-09-07T00:00:00,0001000046,Z100,Z01,ZAR
4500002780,AN,2025-09-17T00:00:00,0001000046,Z100,Z02,ZAR
4500002781,ZDOM,2026-01-22T00:00:00,0001000046,Z100,Z01,ZAR
4500002782,ZDOM,2026-02-27T00:00:00,0001000046,Z100,Z02,ZAR
4500002783,ZDOM,2026-04-03T00:00:00,0001000046,Z100,Z02,ZAR
4500002784,AN,2026-05-01T00:00:00,0001000046,Z100,Z02,ZAR
4500002785,AN,2026-06-26T00:00:00,0001000046,Z100,Z03,ZAR
4500002786,ZDOM,2026-07-16T00:00:00,0001000046,Z100,Z01,ZAR
4500002787,WK,2024-11-18T00:00:00,0001000046,Z100,Z01,ZAR
4500002788,ZDOM,2025-06-01T00:00:00,0001000046,Z100,Z03,ZAR
4500002789,AN,2025-06-26T00:00:00,0001000046,Z100,Z03,ZAR
4500002790,AN,2025-07-13T00:00:00,0001000046,Z100,Z03,ZAR
4500002791,AN,2025-08-25T00:00:00,0001000046,Z100,Z02,ZAR
4500002792,ZDOM,2026-06-08T00:00:00,0001000046,Z100,Z02,ZAR
4500002793,AN,2026-08-02T00:00:00,0001000023,Z100,Z03,ZAR
4500002794,ZDOM,2024-10-01T00:00:00,0001000018,Z100,Z02,ZAR
4500002795,ZDOM,2024-10-16T00:00:00,0001000018,Z100,Z03,ZAR
4500002796,ZDOM,2025-10-14T00:00:00,0001000018,Z100,Z02,ZAR
4500002797,ZDOM,2026-05-08T00:00:00,0001000018,Z100,Z03,ZAR
4500002798,AN,2024-11-04T00:00:00,0001000057,Z100,Z01,ZAR
4500002799,WK,2024-11-23T00:00:00,0001000057,Z100,Z01,ZAR
4500002800,AN,2025-04-18T00:00:00,0001000057,Z100,Z03,ZAR
4500002801,ZDOM,2025-09-16T00:00:00,0001000057,Z100,Z02,ZAR
4500002802,ZDOM,2026-01-16T00:00:00,0001000057,Z100,Z02,ZAR
4500002803,AN,2026-04-29T00:00:00,0001000057,Z100,Z02,ZAR
4500002804,AN,2026-05-13T00:00:00,0001000057,Z100,Z01,ZAR
4500002805,AN,2026-06-15T00:00:00,0001000057,Z100,Z02,ZAR
4500002806,AN,2024-10-18T00:00:00,0001000057,Z100,Z02,ZAR
4500002807,WK,2024-11-23T00:00:00,0001000057,Z100,Z01,ZAR
4500002808,WK,2025-04-02T00:00:00,0001000057,Z100,Z01,ZAR
4500002809,AN,2025-07-13T00:00:00,0001000057,Z100,Z01,ZAR
4500002810,ZDOM,2025-11-24T00:00:00,0001000057,Z100,Z01,ZAR
4500002811,ZDOM,2026-03-20T00:00:00,0001000057,Z100,Z02,ZAR
4500002812,ZDOM,2026-09-07T00:00:00,0001000057,Z100,Z03,ZAR
4500002813,ZDOM,2025-02-08T00:00:00,0001000010,Z100,Z03,ZAR
4500002814,WK,2026-01-31T00:00:00,0001000010,Z100,Z02,ZAR
4500002815,AN,2026-04-17T00:00:00,0001000010,Z100,Z02,ZAR
4500002816,AN,2024-10-18T00:00:00,0001000055,Z100,Z03,ZAR
4500002817,WK,2025-04-22T00:00:00,0001000055,Z100,Z01,ZAR
4500002818,AN,2025-11-20T00:00:00,0001000055,Z100,Z03,ZAR
4500002819,AN,2026-05-16T00:00:00,0001000055,Z100,Z02,ZAR
4500002820,AN,2026-06-25T00:00:00,0001000055,Z100,Z03,ZAR
4500002821,AN,2024-09-22T00:00:00,0001000055,Z100,Z01,ZAR
4500002822,ZDOM,2025-08-23T00:00:00,0001000055,Z100,Z03,ZAR
4500002823,AN,2026-02-15T00:00:00,0001000055,Z100,Z02,ZAR
4500002824,ZDOM,2024-09-25T00:00:00,0001000055,Z100,Z03,ZAR
4500002825,WK,2025-10-18T00:00:00,0001000055,Z100,Z01,ZAR
4500002826,ZDOM,2026-05-29T00:00:00,0001000055,Z100,Z03,ZAR
4500002827,ZDOM,2024-09-10T00:00:00,0001000051,Z100,Z03,ZAR
4500002828,AN,2024-11-03T00:00:00,0001000051,Z100,Z02,ZAR
4500002829,AN,2025-06-01T00:00:00,0001000051,Z100,Z02,ZAR
4500002830,WK,2025-10-22T00:00:00,0001000051,Z100,Z03,ZAR
4500002831,WK,2026-03-23T00:00:00,0001000051,Z100,Z03,ZAR
4500002832,AN,2026-08-13T00:00:00,0001000051,Z100,Z01,ZAR
4500002833,ZDOM,2024-10-16T00:00:00,0001000054,Z100,Z02,ZAR
4500002834,WK,2025-05-06T00:00:00,0001000054,Z100,Z02,ZAR
4500002835,ZDOM,2026-03-01T00:00:00,0001000054,Z100,Z03,ZAR
4500002836,AN,2026-03-28T00:00:00,0001000054,Z100,Z03,ZAR
4500002837,ZDOM,2024-09-29T00:00:00,0001000054,Z100,Z02,ZAR
4500002838,AN,2025-03-05T00:00:00,0001000054,Z100,Z01,ZAR
4500002839,WK,2025-10-19T00:00:00,0001000054,Z100,Z02,ZAR
4500002840,WK,2026-04-21T00:00:00,0001000054,Z100,Z03,ZAR
4500002841,AN,2024-09-16T00:00:00,0001000006,Z100,Z03,ZAR
4500002842,WK,2025-05-08T00:00:00,0001000006,Z100,Z02,ZAR
4500002843,AN,2026-02-15T00:00:00,0001000006,Z100,Z02,ZAR
4500002844,WK,2026-07-18T00:00:00,0001000006,Z100,Z02,ZAR
4500002845,AN,2024-10-03T00:00:00,0001000006,Z100,Z03,ZAR
4500002846,AN,2025-06-10T00:00:00,0001000006,Z100,Z02,ZAR
4500002847,AN,2026-07-08T00:00:00,0001000006,Z100,Z02,ZAR
4500002848,AN,2024-10-08T00:00:00,0001000016,Z100,Z01,ZAR
4500002849,AN,2025-03-25T00:00:00,0001000016,Z100,Z03,ZAR
4500002850,ZDOM,2025-04-21T00:00:00,0001000016,Z100,Z02,ZAR
4500002851,WK,2026-06-07T00:00:00,0001000016,Z100,Z01,ZAR
4500002852,AN,2025-04-30T00:00:00,0001000016,Z100,Z02,ZAR
4500002853,AN,2026-09-05T00:00:00,0001000016,Z100,Z01,ZAR
4500002854,AN,2024-09-30T00:00:00,0001000005,Z100,Z01,ZAR
4500002855,AN,2025-04-15T00:00:00,0001000005,Z100,Z02,ZAR
4500002856,ZDOM,2025-12-06T00:00:00,0001000005,Z100,Z02,ZAR
4500002857,WK,2026-06-10T00:00:00,0001000005,Z100,Z01,ZAR
4500002858,WK,2024-10-03T00:00:00,0001000014,Z100,Z03,ZAR
4500002859,AN,2024-11-01T00:00:00,0001000014,Z100,Z03,ZAR
4500002860,AN,2025-12-26T00:00:00,0001000014,Z100,Z01,ZAR
4500002861,WK,2026-01-11T00:00:00,0001000014,Z100,Z02,ZAR
4500002862,ZDOM,2024-09-21T00:00:00,0001000014,Z100,Z02,ZAR
4500002863,WK,2025-07-30T00:00:00,0001000014,Z100,Z03,ZAR
4500002864,ZDOM,2026-07-26T00:00:00,0001000014,Z100,Z03,ZAR
4500002865,WK,2025-08-22T00:00:00,0001000046,Z100,Z02,ZAR
4500002866,ZDOM,2026-04-21T00:00:00,0001000046,Z100,Z02,ZAR
4500002867,ZDOM,2026-05-29T00:00:00,0001000046,Z100,Z02,ZAR
4500002868,ZDOM,2026-06-08T00:00:00,0001000046,Z100,Z02,ZAR
4500002869,ZDOM,2025-09-29T00:00:00,0001000046,Z100,Z01,ZAR
4500002870,WK,2026-01-07T00:00:00,0001000046,Z100,Z03,ZAR
4500002871,ZDOM,2024-09-13T00:00:00,0001000048,Z100,Z03,ZAR
4500002872,WK,2025-01-17T00:00:00,0001000048,Z100,Z02,ZAR
4500002873,WK,2025-06-26T00:00:00,0001000048,Z100,Z03,ZAR
4500002874,WK,2025-10-02T00:00:00,0001000048,Z100,Z01,ZAR
4500002875,ZDOM,2025-12-07T00:00:00,0001000048,Z100,Z01,ZAR
4500002876,ZDOM,2026-02-03T00:00:00,0001000048,Z100,Z01,ZAR
4500002877,ZDOM,2026-06-06T00:00:00,0001000048,Z100,Z03,ZAR
4500002878,AN,2026-07-18T00:00:00,0001000048,Z100,Z01,ZAR
4500002879,AN,2025-03-10T00:00:00,0001000048,Z100,Z02,ZAR
4500002880,WK,2025-09-07T00:00:00,0001000048,Z100,Z03,ZAR
4500002881,AN,2026-05-06T00:00:00,0001000048,Z100,Z01,ZAR
4500002882,WK,2024-09-30T00:00:00,0001000023,Z100,Z02,ZAR
4500002883,AN,2025-03-10T00:00:00,0001000023,Z100,Z01,ZAR
4500002884,AN,2025-09-28T00:00:00,0001000023,Z100,Z02,ZAR
4500002885,AN,2026-09-01T00:00:00,0001000023,Z100,Z02,ZAR
4500002886,AN,2024-09-27T00:00:00,0001000048,Z100,Z03,ZAR
4500002887,WK,2025-03-03T00:00:00,0001000048,Z100,Z02,ZAR
4500002888,ZDOM,2025-06-28T00:00:00,0001000048,Z100,Z01,ZAR
4500002889,AN,2025-08-31T00:00:00,0001000048,Z100,Z03,ZAR
4500002890,ZDOM,2025-12-04T00:00:00,0001000048,Z100,Z01,ZAR
4500002891,AN,2025-12-29T00:00:00,0001000048,Z100,Z01,ZAR
4500002892,WK,2026-02-06T00:00:00,0001000048,Z100,Z02,ZAR
4500002893,AN,2024-11-09T00:00:00,0001000048,Z100,Z02,ZAR
4500002894,ZDOM,2024-12-01T00:00:00,0001000048,Z100,Z01,ZAR
4500002895,ZDOM,2025-09-24T00:00:00,0001000048,Z100,Z02,ZAR
4500002896,ZDOM,2026-04-26T00:00:00,0001000048,Z100,Z01,ZAR
4500002897,WK,2024-11-17T00:00:00,0001000044,Z100,Z01,ZAR
4500002898,WK,2024-12-16T00:00:00,0001000044,Z100,Z01,ZAR
4500002899,ZDOM,2025-02-05T00:00:00,0001000044,Z100,Z01,ZAR
4500002900,AN,2025-03-13T00:00:00,0001000044,Z100,Z03,ZAR
4500002901,AN,2025-06-24T00:00:00,0001000044,Z100,Z03,ZAR
4500002902,WK,2025-09-21T00:00:00,0001000044,Z100,Z01,ZAR
4500002903,WK,2025-12-04T00:00:00,0001000044,Z100,Z01,ZAR
4500002904,WK,2025-12-11T00:00:00,0001000044,Z100,Z02,ZAR
4500002905,WK,2026-07-06T00:00:00,0001000044,Z100,Z03,ZAR
4500002906,ZDOM,2024-10-14T00:00:00,0001000044,Z100,Z03,ZAR
4500002907,AN,2025-07-23T00:00:00,0001000044,Z100,Z01,ZAR
4500002908,WK,2025-11-26T00:00:00,0001000044,Z100,Z01,ZAR
4500002909,AN,2026-08-05T00:00:00,0001000044,Z100,Z02,ZAR
4500002910,AN,2026-09-07T00:00:00,0001000044,Z100,Z01,ZAR
4500002911,ZDOM,2024-09-14T00:00:00,0001000056,Z100,Z03,ZAR
4500002912,ZDOM,2025-02-12T00:00:00,0001000056,Z100,Z01,ZAR
4500002913,AN,2025-04-17T00:00:00,0001000056,Z100,Z02,ZAR
4500002914,AN,2025-07-15T00:00:00,0001000056,Z100,Z02,ZAR
4500002915,ZDOM,2025-10-21T00:00:00,0001000056,Z100,Z03,ZAR
4500002916,AN,2026-01-08T00:00:00,0001000056,Z100,Z01,ZAR
4500002917,WK,2026-04-11T00:00:00,0001000056,Z100,Z03,ZAR
4500002918,WK,2026-07-29T00:00:00,0001000056,Z100,Z01,ZAR
4500002919,WK,2024-10-20T00:00:00,0001000033,Z100,Z01,ZAR
4500002920,AN,2024-11-12T00:00:00,0001000033,Z100,Z03,ZAR
4500002921,AN,2025-04-27T00:00:00,0001000033,Z100,Z03,ZAR
4500002922,WK,2025-08-11T00:00:00,0001000033,Z100,Z03,ZAR
4500002923,WK,2025-09-14T00:00:00,0001000033,Z100,Z02,ZAR
4500002924,AN,2025-10-17T00:00:00,0001000033,Z100,Z01,ZAR
4500002925,WK,2026-03-14T00:00:00,0001000033,Z100,Z03,ZAR
4500002926,AN,2026-08-11T00:00:00,0001000033,Z100,Z02,ZAR
4500002927,WK,2024-10-01T00:00:00,0001000001,Z100,Z01,ZAR
4500002928,ZDOM,2025-02-11T00:00:00,0001000001,Z100,Z02,ZAR
4500002929,AN,2025-04-26T00:00:00,0001000001,Z100,Z02,ZAR
4500002930,ZDOM,2025-07-03T00:00:00,0001000001,Z100,Z01,ZAR
4500002931,ZDOM,2025-11-05T00:00:00,0001000001,Z100,Z01,ZAR
4500002932,ZDOM,2025-12-27T00:00:00,0001000001,Z100,Z03,ZAR
4500002933,WK,2026-02-08T00:00:00,0001000001,Z100,Z03,ZAR
4500002934,AN,2026-05-30T00:00:00,0001000001,Z100,Z02,ZAR
4500002935,WK,2026-09-07T00:00:00,0001000001,Z100,Z01,ZAR
4500002936,ZDOM,2024-10-07T00:00:00,0001000019,Z100,Z01,ZAR
4500002937,WK,2024-11-22T00:00:00,0001000019,Z100,Z02,ZAR
4500002938,AN,2024-12-13T00:00:00,0001000019,Z100,Z01,ZAR
4500002939,WK,2025-01-21T00:00:00,0001000019,Z100,Z03,ZAR
4500002940,WK,2025-05-10T00:00:00,0001000019,Z100,Z03,ZAR
4500002941,WK,2025-06-13T00:00:00,0001000019,Z100,Z03,ZAR
4500002942,ZDOM,2025-07-14T00:00:00,0001000019,Z100,Z02,ZAR
4500002943,AN,2025-08-09T00:00:00,0001000019,Z100,Z02,ZAR
4500002944,WK,2025-12-24T00:00:00,0001000019,Z100,Z01,ZAR
4500002945,ZDOM,2026-01-11T00:00:00,0001000019,Z100,Z02,ZAR
4500002946,AN,2026-07-31T00:00:00,0001000019,Z100,Z03,ZAR
4500002947,ZDOM,2024-11-28T00:00:00,0001000019,Z100,Z02,ZAR
4500002948,AN,2025-10-19T00:00:00,0001000019,Z100,Z02,ZAR
4500002949,AN,2026-07-08T00:00:00,0001000019,Z100,Z01,ZAR
4500002950,AN,2025-07-07T00:00:00,0001000053,Z100,Z02,ZAR
4500002951,ZDOM,2025-10-20T00:00:00,0001000053,Z100,Z02,ZAR
4500002952,WK,2026-05-03T00:00:00,0001000053,Z100,Z03,ZAR
4500002953,ZDOM,2026-08-15T00:00:00,0001000053,Z100,Z01,ZAR
4500002954,ZDOM,2024-09-10T00:00:00,0001000033,Z100,Z03,ZAR
4500002955,ZDOM,2024-10-29T00:00:00,0001000033,Z100,Z03,ZAR
4500002956,AN,2025-02-08T00:00:00,0001000033,Z100,Z03,ZAR
4500002957,AN,2025-04-18T00:00:00,0001000033,Z100,Z03,ZAR
4500002958,WK,2025-06-03T00:00:00,0001000033,Z100,Z01,ZAR
4500002959,WK,2026-01-21T00:00:00,0001000033,Z100,Z03,ZAR
4500002960,AN,2024-09-16T00:00:00,0001000045,Z100,Z02,ZAR
4500002961,WK,2024-10-12T00:00:00,0001000045,Z100,Z01,ZAR
4500002962,AN,2024-11-18T00:00:00,0001000045,Z100,Z01,ZAR
