Infnr,Ekorg,Esokz,Werks,Loekz,Waers,Aplfz,Netpr,Peinh,Effpr
5300000356,Z100,0,1000,false,ZAR,52.000,163416.87,1.000,168319.38
5300000357,Z100,0,2000,false,ZAR,52.000,3622.98,1.000,3731.67
5300000358,Z100,0,3000,false,ZAR,43.000,123968.27,1.000,127687.32
5300000359,Z100,0,3000,false,ZAR,146.000,220417.99,1.000,227030.53
5300000360,Z100,0,2000,false,ZAR,166.000,168480.35,1.000,173534.76
5300000361,Z100,0,4000,false,ZAR,60.000,317070.75,1.000,326582.87
5300000362,Z100,0,4000,false,ZAR,52.000,126751.39,1.000,130553.93
5300000363,Z100,0,1000,false,ZAR,54.000,92497.94,1.000,95272.88
5300000364,Z100,0,3000,false,ZAR,8.000,12725.17,1.000,13106.93
5300000365,Z100,0,4000,false,ZAR,147.000,39255.36,1.000,40433.02
5300000366,Z100,0,2000,false,ZAR,127.000,14515.63,1.000,14951.10
5300000367,Z100,0,3000,false,ZAR,23.000,54608.20,1.000,56246.45
5300000368,Z100,0,1000,false,ZAR,131.000,137532.53,1.000,141658.51
5300000369,Z100,0,1000,false,ZAR,137.000,53317.81,1.000,54917.34
5300000370,Z100,0,3000,false,ZAR,54.000,377942.45,1.000,389280.72
5300000371,Z100,0,2000,false,ZAR,79.000,140859.38,1.000,145085.16
5300000372,Z100,0,1000,false,ZAR,88.000,754296.14,1.000,776925.02
5300000373,Z100,0,3000,false,ZAR,87.000,156526.19,1.000,161221.98
5300000374,Z100,0,1000,false,ZAR,74.000,185533.03,1.000,191099.02
5300000375,Z100,0,2000,false,ZAR,116.000,14662.91,1.000,15102.80
5300000376,Z100,0,3000,false,ZAR,72.000,16896.30,1.000,17403.19
5300000377,Z100,0,2000,false,ZAR,112.000,32638.27,1.000,33617.42
5300000378,Z100,0,4000,false,ZAR,51.000,26060.59,1.000,26842.41
5300000379,Z100,0,2000,false,ZAR,16.000,248306.89,1.000,255756.10
5300000380,Z100,0,1000,false,ZAR,38.000,14607.47,1.000,15045.69
5300000381,Z100,0,3000,false,ZAR,22.000,50834.00,1.000,52359.02
5300000382,Z100,0,2000,false,ZAR,54.000,145132.09,1.000,149486.05
5300000383,Z100,0,3000,false,ZAR,177.000,82040.00,1.000,84501.20
5300000384,Z100,0,1000,false,ZAR,27.000,32754.06,1.000,33736.68
5300000385,Z100,0,4000,false,ZAR,62.000,550039.05,1.000,566540.22
5300000386,Z100,0,1000,false,ZAR,138.000,418028.54,1.000,430569.40
5300000387,Z100,0,3000,false,ZAR,127.000,24204.45,1.000,24930.58
5300000388,Z100,0,4000,false,ZAR,30.000,342959.33,1.000,353248.11
5300000389,Z100,0,2000,false,ZAR,120.000,133786.43,1.000,137800.02
5300000390,Z100,0,1000,false,ZAR,45.000,272630.14,1.000,280809.04
5300000391,Z100,0,3000,false,ZAR,39.000,175222.68,1.000,180479.36
5300000392,Z100,0,4000,false,ZAR,39.000,129147.39,1.000,133021.81
5300000393,Z100,0,4000,false,ZAR,90.000,15068.27,1.000,15520.32
5300000394,Z100,0,4000,false,ZAR,47.000,81738.73,1.000,84190.89
5300000395,Z100,0,1000,false,ZAR,86.000,10531.46,1.000,10847.40
5300000396,Z100,0,3000,false,ZAR,36.000,7164.40,1.000,7379.33
5300000397,Z100,0,1000,false,ZAR,59.000,53219.46,1.000,54816.04
5300000398,Z100,0,4000,false,ZAR,118.000,9600.73,1.000,9888.75
5300000399,Z100,0,1000,false,ZAR,7.000,156804.92,1.000,161509.07
5300000400,Z100,0,1000,false,ZAR,32.000,183954.90,1.000,189473.55
5300000401,Z100,0,4000,false,ZAR,45.000,211831.10,1.000,218186.03
5300000402,Z100,0,2000,false,ZAR,48.000,311472.48,1.000,320816.65
5300000403,Z100,0,4000,false,ZAR,33.000,6293.15,1.000,6481.94
5300000404,Z100,0,2000,false,ZAR,17.000,84836.55,1.000,87381.65
5300000405,Z100,0,4000,false,ZAR,20.000,95888.61,1.000,98765.27
5300000406,Z100,0,2000,false,ZAR,122.000,165759.79,1.000,170732.58
5300000407,Z100,0,2000,false,ZAR,24.000,45028.15,1.000,46378.99
5300000408,Z100,0,1000,false,ZAR,239.000,279007.63,1.000,287377.86
5300000409,Z100,0,2000,false,ZAR,38.000,85395.69,1.000,87957.56
5300000410,Z100,0,2000,false,ZAR,37.000,202086.77,1.000,208149.37
5300000411,Z100,0,4000,false,ZAR,58.000,246534.56,1.000,253930.60
5300000412,Z100,0,4000,false,ZAR,46.000,134543.98,1.000,138580.30
5300000413,Z100,0,2000,false,ZAR,16.000,4935.34,1.000,5083.40
5300000414,Z100,0,2000,false,ZAR,13.000,112710.17,1.000,116091.48
5300000415,Z100,0,3000,false,ZAR,34.000,8247.10,1.000,8494.51
5300000416,Z100,0,2000,false,ZAR,115.000,740664.88,1.000,762884.83
5300000417,Z100,0,2000,false,ZAR,51.000,38298.75,1.000,39447.71
5300000418,Z100,0,4000,false,ZAR,25.000,323858.26,1.000,333574.01
5300000419,Z100,0,1000,false,ZAR,50.000,163782.02,1.000,168695.48
5300000420,Z100,0,4000,false,ZAR,132.000,175184.61,1.000,180440.15
5300000421,Z100,0,1000,false,ZAR,40.000,373775.77,1.000,384989.04
5300000422,Z100,0,2000,false,ZAR,38.000,9671.96,1.000,9962.12
5300000423,Z100,0,3000,false,ZAR,133.000,187168.47,1.000,192783.52
5300000424,Z100,0,4000,false,ZAR,108.000,153245.92,1.000,157843.30
5300000425,Z100,0,2000,false,ZAR,110.000,7626.95,1.000,7855.76
5300000426,Z100,0,1000,false,ZAR,45.000,334613.23,1.000,344651.63
5300000427,Z100,0,1000,false,ZAR,83.000,16978.02,1.000,17487.36
5300000428,Z100,0,2000,false,ZAR,30.000,109454.12,1.000,112737.74
5300000429,Z100,0,3000,false,ZAR,10.000,97977.76,1.000,100917.09
5300000430,Z100,0,1000,false,ZAR,51.000,14182.04,1.000,14607.50
5300000431,Z100,0,1000,false,ZAR,33.000,142036.79,1.000,146297.89
5300000432,Z100,0,2000,false,ZAR,73.000,28214.03,1.000,29060.45
5300000433,Z100,0,3000,false,ZAR,126.000,64550.15,1.000,66486.65
5300000434,Z100,0,4000,false,ZAR,11.000,208580.43,1.000,214837.84
5300000435,Z100,0,1000,false,ZAR,147.000,754343.52,1.000,776973.83
5300000436,Z100,0,2000,false,ZAR,45.000,168891.76,1.000,173958.51
5300000437,Z100,0,3000,false,ZAR,54.000,315047.78,1.000,324499.21
5300000438,Z100,0,3000,false,ZAR,21.000,107734.20,1.000,110966.23
5300000439,Z100,0,2000,false,ZAR,40.000,133933.59,1.000,137951.60
5300000440,Z100,0,4000,false,ZAR,23.000,27918.76,1.000,28756.32
5300000441,Z100,0,3000,false,ZAR,130.000,279806.62,1.000,288200.82
5300000442,Z100,0,2000,false,ZAR,138.000,63964.57,1.000,65883.51
5300000443,Z100,0,2000,false,ZAR,105.000,402301.24,1.000,414370.28
5300000444,Z100,0,2000,false,ZAR,27.000,137437.66,1.000,141560.79
5300000445,Z100,0,4000,false,ZAR,58.000,276569.15,1.000,284866.22
5300000446,Z100,0,3000,false,ZAR,76.000,456482.84,1.000,470177.33
5300000447,Z100,0,4000,false,ZAR,37.000,89762.86,1.000,92455.75
5300000448,Z100,0,2000,false,ZAR,34.000,81755.22,1.000,84207.88
5300000449,Z100,0,3000,false,ZAR,30.000,281066.93,1.000,289498.94
5300000450,Z100,0,3000,false,ZAR,26.000,187767.58,1.000,193400.61
5300000451,Z100,0,2000,false,ZAR,16.000,110981.03,1.000,114310.46
5300000452,Z100,0,3000,false,ZAR,7.000,115727.24,1.000,119199.06
5300000453,Z100,0,4000,false,ZAR,17.000,118058.46,1.000,121600.21
5300000454,Z100,0,4000,false,ZAR,10.000,116197.57,1.000,119683.50
5300000455,Z100,0,4000,false,ZAR,118.000,19882.56,1.000,20479.04
5300000456,Z100,0,3000,false,ZAR,173.000,21261.26,1.000,21899.10
5300000457,Z100,0,1000,false,ZAR,51.000,298893.49,1.000,307860.29
5300000458,Z100,0,2000,false,ZAR,129.000,157730.46,1.000,162462.37
5300000459,Z100,0,2000,false,ZAR,30.000,94589.57,1.000,97427.26
5300000460,Z100,0,2000,false,ZAR,47.000,2770.29,1.000,2853.40
5300000461,Z100,0,3000,false,ZAR,52.000,95145.38,1.000,97999.74
5300000462,Z100,0,2000,false,ZAR,13.000,5755.34,1.000,5928.00
5300000463,Z100,0,1000,false,ZAR,107.000,462884.77,1.000,476771.31
5300000464,Z100,0,2000,false,ZAR,105.000,12381.74,1.000,12753.19
5300000465,Z100,0,4000,false,ZAR,10.000,52014.45,1.000,53574.88
5300000466,Z100,0,3000,false,ZAR,140.000,435240.47,1.000,448297.68
5300000467,Z100,0,2000,false,ZAR,58.000,84783.79,1.000,87327.30
5300000468,Z100,0,3000,false,ZAR,36.000,11820.41,1.000,12175.02
5300000469,Z100,0,4000,false,ZAR,8.000,13278.00,1.000,13676.34
5300000470,Z100,0,3000,false,ZAR,15.000,151337.17,1.000,155877.29
5300000471,Z100,0,4000,false,ZAR,224.000,10570.33,1.000,10887.44
5300000472,Z100,0,3000,false,ZAR,48.000,132739.56,1.000,136721.75
5300000473,Z100,0,3000,false,ZAR,164.000,140776.88,1.000,145000.19
5300000474,Z100,0,2000,false,ZAR,215.000,144397.94,1.000,148729.88
5300000475,Z100,0,4000,false,ZAR,34.000,276583.97,1.000,284881.49
5300000476,Z100,0,3000,false,ZAR,30.000,37058.34,1.000,38170.09
5300000477,Z100,0,2000,false,ZAR,47.000,14923.71,1.000,15371.42
5300000478,Z100,0,3000,false,ZAR,35.000,79258.69,1.000,81636.45
5300000479,Z100,0,2000,false,ZAR,85.000,84997.67,1.000,87547.60
5300000480,Z100,0,4000,false,ZAR,26.000,7373.14,1.000,7594.33
5300000481,Z100,0,3000,false,ZAR,58.000,7051.19,1.000,7262.73
5300000482,Z100,0,4000,false,ZAR,54.000,574973.18,1.000,592222.38
5300000483,Z100,0,4000,false,ZAR,117.000,68857.49,1.000,70923.21
5300000484,Z100,0,4000,false,ZAR,34.000,87991.36,1.000,90631.10
5300000485,Z100,0,4000,false,ZAR,72.000,561942.39,1.000,578800.66
5300000486,Z100,0,2000,false,ZAR,113.000,737639.72,1.000,759768.91
5300000487,Z100,0,1000,false,ZAR,36.000,46162.71,1.000,47547.59
5300000488,Z100,0,3000,false,ZAR,79.000,786986.88,1.000,810596.49
5300000489,Z100,0,4000,false,ZAR,12.000,19492.14,1.000,20076.90
5300000490,Z100,0,1000,false,ZAR,7.000,117085.62,1.000,120598.19
5300000491,Z100,0,1000,false,ZAR,47.000,16266.14,1.000,16754.12
5300000492,Z100,0,4000,false,ZAR,83.000,122442.17,1.000,126115.44
5300000493,Z100,0,4000,false,ZAR,72.000,12625.11,1.000,13003.86
5300000494,Z100,0,1000,false,ZAR,181.000,32453.19,1.000,33426.79
5300000495,Z100,0,1000,false,ZAR,63.000,463300.71,1.000,477199.73
5300000496,Z100,0,1000,false,ZAR,96.000,13929.97,1.000,14347.87
5300000497,Z100,0,4000,false,ZAR,7.000,76480.94,1.000,78775.37
5300000498,Z100,0,4000,false,ZAR,149.000,765360.81,1.000,788321.63
5300000499,Z100,0,3000,false,ZAR,63.000,133983.14,1.000,138002.63
5300000500,Z100,0,2000,false,ZAR,126.000,125735.44,1.000,129507.50
5300000501,Z100,0,1000,false,ZAR,31.000,3841.81,1.000,3957.06
5300000502,Z100,0,4000,false,ZAR,21.000,179086.71,1.000,184459.31
5300000503,Z100,0,2000,false,ZAR,118.000,90043.70,1.000,92745.01
5300000504,Z100,0,3000,false,ZAR,22.000,173042.33,1.000,178233.60
5300000505,Z100,0,2000,false,ZAR,10.000,142935.36,1.000,147223.42
5300000506,Z100,0,1000,false,ZAR,21.000,117464.17,1.000,120988.10
5300000507,Z100,0,2000,false,ZAR,47.000,80166.80,1.000,82571.80
5300000508,Z100,0,4000,false,ZAR,10.000,37676.13,1.000,38806.41
5300000509,Z100,0,1000,false,ZAR,133.000,612325.39,1.000,630695.15
5300000510,Z100,0,3000,false,ZAR,32.000,98541.25,1.000,101497.49
5300000511,Z100,0,2000,false,ZAR,101.000,238040.54,1.000,245181.76
5300000512,Z100,0,4000,false,ZAR,29.000,219047.62,1.000,225619.05
5300000513,Z100,0,1000,false,ZAR,133.000,698458.37,1.000,719412.12
5300000514,Z100,0,3000,false,ZAR,56.000,20201.62,1.000,20807.67
5300000515,Z100,0,1000,false,ZAR,47.000,65075.10,1.000,67027.35
5300000516,Z100,0,4000,false,ZAR,12.000,120254.76,1.000,123862.40
5300000517,Z100,0,1000,false,ZAR,44.000,340654.63,1.000,350874.27
5300000518,Z100,0,3000,false,ZAR,44.000,468129.46,1.000,482173.34
5300000519,Z100,0,4000,false,ZAR,15.000,299556.81,1.000,308543.51
5300000520,Z100,0,4000,false,ZAR,11.000,4710.84,1.000,4852.17
5300000521,Z100,0,2000,false,ZAR,50.000,40181.95,1.000,41387.41
5300000522,Z100,0,4000,false,ZAR,102.000,726696.49,1.000,748497.38
5300000523,Z100,0,3000,false,ZAR,57.000,11076.75,1.000,11409.05
5300000524,Z100,0,1000,false,ZAR,30.000,19663.92,1.000,20253.84
5300000525,Z100,0,2000,false,ZAR,78.000,17725.17,1.000,18256.93
5300000526,Z100,0,3000,false,ZAR,54.000,399959.36,1.000,411958.14
5300000527,Z100,0,2000,false,ZAR,97.000,297236.27,1.000,306153.36
5300000528,Z100,0,4000,false,ZAR,23.000,12059.18,1.000,12420.96
5300000529,Z100,0,3000,false,ZAR,53.000,12624.00,1.000,13002.72
5300000530,Z100,0,2000,false,ZAR,96.000,20278.49,1.000,20886.84
5300000531,Z100,0,4000,false,ZAR,35.000,9236.18,1.000,9513.27
5300000532,Z100,0,2000,false,ZAR,63.000,724896.44,1.000,746643.33
5300000533,Z100,0,1000,false,ZAR,68.000,523646.40,1.000,539355.79
5300000534,Z100,0,4000,false,ZAR,12.000,21445.70,1.000,22089.07
5300000535,Z100,0,1000,false,ZAR,100.000,65193.49,1.000,67149.29
5300000536,Z100,0,2000,false,ZAR,162.000,793040.64,1.000,816831.86
5300000537,Z100,0,3000,false,ZAR,42.000,8043.57,1.000,8284.88
5300000538,Z100,0,3000,false,ZAR,81.000,546232.65,1.000,562619.63
5300000539,Z100,0,1000,false,ZAR,57.000,36556.15,1.000,37652.83
5300000540,Z100,0,1000,false,ZAR,117.000,646053.07,1.000,665434.66
5300000541,Z100,0,3000,false,ZAR,12.000,115914.91,1.000,119392.36
5300000542,Z100,0,2000,false,ZAR,18.000,88918.98,1.000,91586.55
5300000543,Z100,0,1000,false,ZAR,137.000,722562.65,1.000,744239.53
5300000544,Z100,0,3000,false,ZAR,21.000,145776.72,1.000,150150.02
5300000545,Z100,0,4000,false,ZAR,122.000,44482.51,1.000,45816.99
5300000546,Z100,0,3000,false,ZAR,53.000,138547.18,1.000,142703.60
5300000547,Z100,0,1000,false,ZAR,125.000,216023.09,1.000,222503.78
5300000548,Z100,0,4000,false,ZAR,50.000,145571.39,1.000,149938.53
5300000549,Z100,0,1000,false,ZAR,84.000,60829.10,1.000,62653.97
5300000550,Z100,0,4000,false,ZAR,9.000,4147.98,1.000,4272.42
5300000551,Z100,0,3000,false,ZAR,14.000,28657.24,1.000,29516.96
5300000552,Z100,0,4000,false,ZAR,109.000,172242.77,1.000,177410.05
5300000553,Z100,0,3000,false,ZAR,234.000,138091.22,1.000,142233.96
5300000554,Z100,0,2000,false,ZAR,36.000,116199.82,1.000,119685.81
5300000555,Z100,0,1000,false,ZAR,99.000,152168.48,1.000,156733.53
5300000556,Z100,0,2000,false,ZAR,49.000,148188.15,1.000,152633.79
5300000557,Z100,0,4000,false,ZAR,123.000,110235.67,1.000,113542.74
5300000558,Z100,0,3000,false,ZAR,18.000,143927.38,1.000,148245.20
5300000559,Z100,0,1000,false,ZAR,43.000,9030.53,1.000,9301.45
5300000560,Z100,0,2000,false,ZAR,41.000,120334.62,1.000,123944.66
5300000561,Z100,0,1000,false,ZAR,46.000,345946.70,1.000,356325.10
5300000562,Z100,0,2000,false,ZAR,42.000,24279.78,1.000,25008.17
5300000563,Z100,0,3000,false,ZAR,61.000,390536.77,1.000,402252.87
5300000564,Z100,0,1000,false,ZAR,13.000,178576.09,1.000,183933.37
5300000565,Z100,0,2000,false,ZAR,43.000,21052.57,1.000,21684.15
5300000566,Z100,0,1000,false,ZAR,49.000,187398.82,1.000,193020.78
5300000567,Z100,0,3000,false,ZAR,31.000,67247.24,1.000,69264.66
5300000568,Z100,0,3000,false,ZAR,54.000,111780.08,1.000,115133.48
5300000569,Z100,0,3000,false,ZAR,52.000,128441.77,1.000,132295.02
5300000570,Z100,0,1000,false,ZAR,107.000,18929.80,1.000,19497.69
5300000571,Z100,0,4000,false,ZAR,38.000,24744.50,1.000,25486.83
5300000572,Z100,0,2000,false,ZAR,100.000,20327.85,1.000,20937.69
5300000573,Z100,0,2000,false,ZAR,64.000,418574.59,1.000,431131.83
5300000574,Z100,0,2000,false,ZAR,52.000,63967.34,1.000,65886.36
5300000575,Z100,0,2000,false,ZAR,13.000,126386.31,1.000,130177.90
5300000576,Z100,0,4000,false,ZAR,59.000,128388.91,1.000,132240.58
5300000577,Z100,0,1000,false,ZAR,17.000,103302.29,1.000,106401.36
5300000578,Z100,0,3000,false,ZAR,175.000,665391.62,1.000,685353.37
5300000579,Z100,0,2000,false,ZAR,204.000,94574.65,1.000,97411.89
5300000580,Z100,0,2000,false,ZAR,106.000,143363.24,1.000,147664.14
5300000581,Z100,0,3000,false,ZAR,11.000,136595.50,1.000,140693.36
5300000582,Z100,0,4000,false,ZAR,54.000,108896.15,1.000,112163.03
5300000583,Z100,0,4000,false,ZAR,32.000,112128.33,1.000,115492.18
5300000584,Z100,0,1000,false,ZAR,50.000,44062.49,1.000,45384.36
5300000585,Z100,0,2000,false,ZAR,45.000,162431.12,1.000,167304.05
5300000586,Z100,0,1000,false,ZAR,37.000,8724.06,1.000,8985.78
5300000587,Z100,0,1000,false,ZAR,55.000,175819.47,1.000,181094.05
5300000588,Z100,0,2000,false,ZAR,7.000,102926.73,1.000,106014.53
5300000589,Z100,0,4000,false,ZAR,104.000,23749.56,1.000,24462.05
5300000590,Z100,0,3000,false,ZAR,112.000,106611.88,1.000,109810.24
5300000591,Z100,0,2000,false,ZAR,83.000,15208.26,1.000,15664.51
5300000592,Z100,0,2000,false,ZAR,50.000,290023.19,1.000,298723.89
5300000593,Z100,0,1000,false,ZAR,56.000,158523.78,1.000,163279.49
5300000594,Z100,0,4000,false,ZAR,55.000,6572.30,1.000,6769.47
5300000595,Z100,0,3000,false,ZAR,18.000,14843.56,1.000,15288.87
5300000596,Z100,0,3000,false,ZAR,10.000,6792.80,1.000,6996.58
5300000597,Z100,0,3000,false,ZAR,60.000,254274.88,1.000,261903.13
5300000598,Z100,0,2000,false,ZAR,54.000,288173.13,1.000,296818.32
