Rsnum,Rspos,Xloek,Kzear,Matnr,Werks,Lgort,Bdter,Bdmng,Meins,Enmng,Enwrt,Banfn,Bnfpo,Aufnr,Bwart,Umwrk,Umlgo,Wempf,Zzaisession
1000000161,0001,false,false,000000000030000071,3000,SP03,2025-11-30T00:00:00,1.000,EA,0.000,0.00,2000008054,00010,438560250,261,,,VZIREQ04,SESS-000155
1000000162,0001,false,false,000000000030000071,3000,SP03,2026-04-10T00:00:00,2.000,EA,0.000,0.00,2000008055,00010,432169719,261,,,VZIREQ04,SESS-000156
1000000163,0001,false,true,000000000030000072,3000,SP03,2026-03-27T00:00:00,2.000,EA,1.000,112034.91,2000008056,00010,434245145,261,,,VZIREQ01,SESS-000157
1000000164,0001,false,true,000000000030000072,3000,SP03,2026-01-31T00:00:00,2.000,EA,2.000,224069.82,2000008057,00010,435347798,261,,,VZIREQ05,SESS-000158
1000000165,0001,false,true,000000000030000072,3000,SP03,2026-03-30T00:00:00,4.000,EA,4.000,448139.64,2000008058,00010,434359870,261,,,VZIREQ01,SESS-000159
1000000166,0001,false,false,000000000030000073,3000,SP03,2025-12-09T00:00:00,2.000,EA,0.000,0.00,2000008059,00010,431111956,261,,,VZIREQ02,SESS-000160
1000000167,0001,false,true,000000000030000073,3000,SP03,2025-11-08T00:00:00,4.000,EA,3.000,74877.18,2000008060,00010,431148231,261,,,VZIREQ03,SESS-000161
1000000168,0001,false,true,000000000030000073,3000,SP03,2025-12-15T00:00:00,2.000,EA,2.000,49918.12,2000008061,00010,435329934,261,,,VZIREQ04,
1000000169,0001,false,true,000000000030000074,3000,SP03,2026-03-18T00:00:00,1.000,EA,1.000,170426.32,2000008062,00010,434537216,261,,,VZIREQ03,SESS-000162
1000000170,0001,false,true,000000000030000075,3000,SP03,2026-08-30T00:00:00,3.000,EA,2.000,286022.40,2000008063,00010,431531739,261,,,VZIREQ03,SESS-000163
1000000171,0001,false,true,000000000030000075,3000,SP03,2026-02-27T00:00:00,2.000,EA,2.000,286022.40,2000008064,00010,436684917,261,,,VZIREQ03,SESS-000164
1000000172,0001,false,false,000000000030000075,3000,SP03,2026-04-02T00:00:00,3.000,EA,0.000,0.00,2000008065,00010,439587134,261,,,VZIREQ04,SESS-000165
1000000173,0001,false,false,000000000030000076,4000,SP04,2026-02-20T00:00:00,3.000,EA,0.000,0.00,2000008066,00010,448971968,261,,,VZIREQ02,SESS-000166
1000000174,0001,false,true,000000000030000077,1000,SP01,2026-01-21T00:00:00,1.000,EA,1.000,437161.29,2000008067,00010,411928869,261,,,VZIREQ03,SESS-000167
1000000175,0001,false,true,000000000030000077,1000,SP01,2025-08-23T00:00:00,3.000,EA,3.000,1311483.87,2000008068,00010,417374452,261,,,VZIREQ03,
1000000176,0001,false,false,000000000030000077,1000,SP01,2025-11-13T00:00:00,4.000,EA,0.000,0.00,2000008069,00010,412755941,261,,,VZIREQ03,SESS-000168
1000000177,0001,false,true,000000000030000078,3000,SP03,2026-07-25T00:00:00,1.000,EA,1.000,116331.73,2000008070,00010,436018998,261,,,VZIREQ02,SESS-000169
1000000178,0001,false,true,000000000030000078,3000,SP03,2025-12-01T00:00:00,4.000,EA,4.000,465326.92,2000008071,00010,431010373,261,,,VZIREQ05,SESS-000170
1000000179,0001,false,true,000000000030000078,3000,SP03,2026-02-23T00:00:00,1.000,EA,1.000,116331.73,2000008072,00010,435234128,261,,,VZIREQ04,SESS-000171
1000000180,0001,false,true,000000000030000078,4000,SP04,2025-12-07T00:00:00,4.000,EA,4.000,465326.92,2000008073,00010,447930143,261,,,VZIREQ05,SESS-000172
1000000181,0001,false,false,000000000030000078,4000,SP04,2025-10-30T00:00:00,3.000,EA,0.000,0.00,2000008074,00010,445494937,261,,,VZIREQ01,SESS-000173
1000000182,0001,false,true,000000000030000079,3000,SP03,2025-12-03T00:00:00,2.000,EA,2.000,223341.36,2000008075,00010,439938341,261,,,VZIREQ02,SESS-000174
1000000183,0001,false,true,000000000030000080,3000,SP03,2026-01-13T00:00:00,1.000,EA,1.000,109101.69,2000008076,00010,437809092,261,,,VZIREQ05,SESS-000175
1000000184,0001,false,false,000000000030000081,1000,SP01,2025-12-28T00:00:00,2.000,EA,0.000,0.00,2000008077,00010,417029232,261,,,VZIREQ01,SESS-000176
1000000185,0001,false,true,000000000030000082,4000,SP04,2026-05-23T00:00:00,4.000,EA,4.000,74348.52,2000008078,00010,441140204,261,,,VZIREQ03,SESS-000177
1000000186,0001,false,false,000000000030000082,4000,SP04,2026-04-28T00:00:00,4.000,EA,0.000,0.00,2000008079,00010,449451681,261,,,VZIREQ03,SESS-000178
1000000187,0001,false,false,000000000030000083,3000,SP03,2025-12-10T00:00:00,4.000,EA,0.000,0.00,2000008080,00010,438326502,261,,,VZIREQ05,SESS-000179
1000000188,0001,false,true,000000000030000084,2000,SP02,2026-01-27T00:00:00,4.000,EA,2.000,277047.18,2000008081,00010,428738494,261,,,VZIREQ03,SESS-000180
1000000189,0001,false,true,000000000030000084,2000,SP02,2026-07-20T00:00:00,4.000,EA,4.000,554094.36,2000008082,00010,422246042,261,,,VZIREQ05,SESS-000181
1000000190,0001,false,false,000000000030000084,2000,SP02,2025-12-24T00:00:00,3.000,EA,2.000,277047.18,2000008083,00010,428591453,261,,,VZIREQ01,SESS-000182
1000000191,0001,false,true,000000000030000085,4000,SP04,2026-06-21T00:00:00,2.000,EA,1.000,80458.28,2000008084,00010,447489237,261,,,VZIREQ05,SESS-000183
1000000192,0001,false,true,000000000030000085,4000,SP04,2026-04-27T00:00:00,2.000,EA,2.000,160916.56,2000008085,00010,441289856,261,,,VZIREQ04,SESS-000184
1000000193,0001,false,true,000000000030000086,1000,SP01,2026-05-12T00:00:00,1.000,EA,1.000,2875.10,2000008086,00010,412788636,261,,,VZIREQ03,
1000000194,0001,false,true,000000000030000086,1000,SP01,2026-04-01T00:00:00,1.000,EA,1.000,2875.10,2000008087,00010,418579287,261,,,VZIREQ03,SESS-000185
1000000195,0001,false,true,000000000030000086,1000,SP01,2026-06-10T00:00:00,2.000,EA,2.000,5750.20,2000008088,00010,414758645,261,,,VZIREQ02,
1000000196,0001,false,true,000000000030000087,1000,SP01,2025-11-28T00:00:00,4.000,EA,4.000,617322.52,2000008089,00010,418171048,261,,,VZIREQ04,SESS-000186
1000000197,0001,false,true,000000000030000087,1000,SP01,2026-08-19T00:00:00,3.000,EA,3.000,462991.89,2000008090,00010,414105665,261,,,VZIREQ05,SESS-000187
1000000198,0001,false,false,000000000030000087,1000,SP01,2025-12-25T00:00:00,2.000,EA,1.000,154330.63,2000008091,00010,414034119,261,,,VZIREQ04,SESS-000188
1000000199,0001,false,false,000000000030000088,1000,SP01,2025-12-27T00:00:00,4.000,EA,0.000,0.00,2000008092,00010,418597847,261,,,VZIREQ01,SESS-000189
1000000200,0001,false,false,000000000030000088,1000,SP01,2026-02-23T00:00:00,3.000,EA,0.000,0.00,2000008093,00010,417655008,261,,,VZIREQ05,SESS-000190
1000000201,0001,false,false,000000000030000088,1000,SP01,2026-02-02T00:00:00,1.000,EA,0.000,0.00,2000008094,00010,411749489,261,,,VZIREQ04,SESS-000191
1000000202,0001,false,true,000000000030000089,2000,SP02,2026-02-24T00:00:00,1.000,EA,1.000,66062.93,2000008095,00010,421740650,261,,,VZIREQ02,
1000000203,0001,false,false,000000000030000089,2000,SP02,2026-04-17T00:00:00,2.000,EA,0.000,0.00,2000008096,00010,422173823,261,,,VZIREQ02,SESS-000192
1000000204,0001,false,false,000000000030000090,2000,SP02,2026-04-04T00:00:00,2.000,EA,0.000,0.00,2000008097,00010,427560143,261,,,VZIREQ02,SESS-000193
1000000205,0001,false,false,000000000030000090,2000,SP02,2026-04-06T00:00:00,4.000,EA,0.000,0.00,2000008098,00010,427928008,261,,,VZIREQ03,SESS-000194
1000000206,0001,false,true,000000000030000091,1000,SP01,2026-05-27T00:00:00,2.000,EA,2.000,180184.96,2000008099,00010,411850789,261,,,VZIREQ04,SESS-000195
1000000207,0001,false,true,000000000030000091,1000,SP01,2026-03-20T00:00:00,4.000,EA,2.000,180184.96,2000008100,00010,411081219,261,,,VZIREQ02,SESS-000196
1000000208,0001,false,false,000000000030000092,3000,SP03,2025-11-22T00:00:00,3.000,EA,0.000,0.00,2000008101,00010,438062887,261,,,VZIREQ03,SESS-000197
1000000209,0001,false,false,000000000030000092,3000,SP03,2026-01-19T00:00:00,1.000,EA,0.000,0.00,2000008102,00010,437148700,261,,,VZIREQ04,SESS-000198
1000000210,0001,false,true,000000000030000093,1000,SP01,2026-03-15T00:00:00,1.000,EA,1.000,122779.78,2000008103,00010,413146875,261,,,VZIREQ02,SESS-000199
1000000211,0001,false,false,000000000030000094,2000,SP02,2026-07-28T00:00:00,4.000,EA,0.000,0.00,2000008104,00010,426947644,261,,,VZIREQ03,SESS-000200
1000000212,0001,false,true,000000000030000094,2000,SP02,2026-02-13T00:00:00,1.000,EA,1.000,140978.84,2000008105,00010,428424205,261,,,VZIREQ05,SESS-000201
1000000213,0001,false,false,000000000030000094,2000,SP02,2026-04-09T00:00:00,1.000,EA,0.000,0.00,2000008106,00010,427972201,261,,,VZIREQ01,SESS-000202
1000000214,0001,false,false,000000000030000095,2000,SP02,2025-12-05T00:00:00,4.000,EA,0.000,0.00,2000008107,00010,421093128,261,,,VZIREQ02,SESS-000203
1000000215,0001,false,false,000000000030000095,2000,SP02,2026-02-09T00:00:00,2.000,EA,0.000,0.00,2000008108,00010,424677134,261,,,VZIREQ01,SESS-000204
1000000216,0001,false,true,000000000030000095,1000,SP01,2026-01-01T00:00:00,3.000,EA,3.000,514866.27,2000008109,00010,419491761,261,,,VZIREQ02,SESS-000205
1000000217,0001,false,true,000000000030000096,2000,SP02,2026-01-14T00:00:00,2.000,EA,1.000,144983.14,2000008110,00010,428668926,261,,,VZIREQ05,SESS-000206
1000000218,0001,false,false,000000000030000096,2000,SP02,2025-10-10T00:00:00,1.000,EA,0.000,0.00,2000008111,00010,422584032,261,,,VZIREQ05,SESS-000207
1000000219,0001,false,true,000000000030000097,3000,SP03,2026-01-06T00:00:00,4.000,EA,4.000,531370.72,2000008112,00010,435013434,261,,,VZIREQ04,
1000000220,0001,false,true,000000000030000097,3000,SP03,2026-02-26T00:00:00,4.000,EA,4.000,531370.72,2000008113,00010,435119024,261,,,VZIREQ04,SESS-000208
1000000221,0001,false,false,000000000030000097,3000,SP03,2026-01-02T00:00:00,3.000,EA,0.000,0.00,2000008114,00010,434240632,261,,,VZIREQ01,SESS-000209
1000000222,0001,false,true,000000000030000098,1000,SP01,2026-01-19T00:00:00,4.000,EA,3.000,379692.72,2000008115,00010,415298358,261,,,VZIREQ02,SESS-000210
1000000223,0001,false,true,000000000030000098,1000,SP01,2026-01-13T00:00:00,3.000,EA,3.000,379692.72,2000008116,00010,417447772,261,,,VZIREQ02,SESS-000211
1000000224,0001,false,false,000000000030000098,1000,SP01,2026-04-28T00:00:00,1.000,EA,1.000,126564.24,2000008117,00010,415417603,261,,,VZIREQ01,SESS-000212
1000000225,0001,false,false,000000000030000099,3000,SP03,2026-04-10T00:00:00,2.000,EA,0.000,0.00,2000008118,00010,433128004,261,,,VZIREQ05,SESS-000213
1000000226,0001,false,false,000000000030000099,3000,SP03,2026-02-22T00:00:00,4.000,EA,0.000,0.00,2000008119,00010,431159190,261,,,VZIREQ02,SESS-000214
1000000227,0001,false,false,000000000030000099,2000,SP02,2026-06-09T00:00:00,1.000,EA,0.000,0.00,2000008120,00010,424563575,261,,,VZIREQ05,SESS-000215
1000000228,0001,false,false,000000000030000099,2000,SP02,2025-09-28T00:00:00,1.000,EA,0.000,0.00,2000008121,00010,428064545,261,,,VZIREQ05,SESS-000216
1000000229,0001,false,false,000000000030000100,1000,SP01,2026-02-02T00:00:00,1.000,EA,0.000,0.00,2000008122,00010,415983550,261,,,VZIREQ04,SESS-000217
1000000230,0001,false,true,000000000030000100,1000,SP01,2026-07-12T00:00:00,3.000,EA,3.000,428008.38,2000008123,00010,411353652,261,,,VZIREQ05,
1000000231,0001,false,false,000000000030000101,2000,SP02,2026-06-29T00:00:00,4.000,EA,2.000,187953.90,2000008124,00010,426849117,261,,,VZIREQ04,SESS-000218
1000000232,0001,false,true,000000000030000101,2000,SP02,2026-01-01T00:00:00,1.000,EA,1.000,93976.95,2000008125,00010,421781281,261,,,VZIREQ01,SESS-000219
1000000233,0001,false,false,000000000030000102,1000,SP01,2026-01-30T00:00:00,4.000,EA,0.000,0.00,2000008126,00010,411516479,261,,,VZIREQ02,SESS-000220
1000000234,0001,false,true,000000000030000102,1000,SP01,2025-12-30T00:00:00,2.000,EA,2.000,203018.24,2000008127,00010,413515656,261,,,VZIREQ04,SESS-000221
1000000235,0001,false,false,000000000030000103,1000,SP01,2026-03-08T00:00:00,1.000,EA,1.000,658769.19,2000008128,00010,417773069,261,,,VZIREQ04,SESS-000222
1000000236,0001,false,true,000000000030000103,1000,SP01,2026-03-27T00:00:00,1.000,EA,1.000,658769.19,2000008129,00010,411901648,261,,,VZIREQ05,SESS-000223
1000000237,0001,false,true,000000000030000104,3000,SP03,2025-12-26T00:00:00,3.000,EA,2.000,189709.90,2000008130,00010,431151863,261,,,VZIREQ02,SESS-000224
1000000238,0001,false,true,000000000030000104,4000,SP04,2026-06-08T00:00:00,4.000,EA,4.000,379419.80,2000008131,00010,444591757,261,,,VZIREQ03,SESS-000225
1000000239,0001,false,false,000000000030000104,4000,SP04,2026-02-18T00:00:00,2.000,EA,0.000,0.00,2000008132,00010,446625348,261,,,VZIREQ03,SESS-000226
1000000240,0001,false,false,000000000030000104,4000,SP04,2026-03-24T00:00:00,3.000,EA,0.000,0.00,2000008133,00010,449811265,261,,,VZIREQ04,SESS-000227
1000000241,0001,false,true,000000000030000105,2000,SP02,2025-12-02T00:00:00,2.000,EA,1.000,65775.22,2000008134,00010,427425967,261,,,VZIREQ04,SESS-000228
1000000242,0001,false,true,000000000030000105,2000,SP02,2025-12-25T00:00:00,2.000,EA,2.000,131550.44,2000008135,00010,429907919,261,,,VZIREQ05,SESS-000229
1000000243,0001,false,true,000000000030000106,1000,SP01,2025-10-12T00:00:00,1.000,EA,1.000,153712.96,2000008136,00010,417057610,261,,,VZIREQ01,SESS-000230
1000000244,0001,false,false,000000000030000106,1000,SP01,2026-02-08T00:00:00,4.000,EA,0.000,0.00,2000008137,00010,411328853,261,,,VZIREQ03,SESS-000231
1000000245,0001,false,true,000000000030000107,3000,SP03,2026-01-28T00:00:00,2.000,EA,2.000,22965.96,2000008138,00010,432670182,261,,,VZIREQ01,SESS-000232
1000000246,0001,false,true,000000000030000107,3000,SP03,2026-05-14T00:00:00,1.000,EA,1.000,11482.98,2000008139,00010,434960563,261,,,VZIREQ03,
1000000247,0001,false,false,000000000030000107,3000,SP03,2025-12-22T00:00:00,3.000,EA,0.000,0.00,2000008140,00010,439610960,261,,,VZIREQ03,SESS-000233
1000000248,0001,false,false,000000000030000108,4000,SP04,2026-06-18T00:00:00,4.000,EA,0.000,0.00,2000008141,00010,445770324,261,,,VZIREQ04,SESS-000234
1000000249,0001,false,false,000000000030000108,4000,SP04,2025-12-03T00:00:00,1.000,EA,0.000,0.00,2000008142,00010,445724173,261,,,VZIREQ03,SESS-000235
1000000250,0001,false,false,000000000030000108,1000,SP01,2026-04-21T00:00:00,3.000,EA,2.000,149964.86,2000008143,00010,413025871,261,,,VZIREQ02,SESS-000236
1000000251,0001,false,false,000000000030000109,1000,SP01,2026-05-24T00:00:00,4.000,EA,0.000,0.00,2000008144,00010,415041585,261,,,VZIREQ04,SESS-000237
1000000252,0001,false,true,000000000030000109,3000,SP03,2026-05-10T00:00:00,4.000,EA,3.000,216141.51,2000008145,00010,431597842,261,,,VZIREQ02,SESS-000238
1000000253,0001,false,true,000000000030000110,4000,SP04,2025-12-18T00:00:00,3.000,EA,3.000,155695.20,2000008146,00010,441212925,261,,,VZIREQ03,SESS-000239
1000000254,0001,false,false,000000000030000110,3000,SP03,2026-03-25T00:00:00,4.000,EA,0.000,0.00,2000008147,00010,435466714,261,,,VZIREQ02,SESS-000240
1000000255,0001,false,true,000000000030000110,3000,SP03,2026-05-18T00:00:00,4.000,EA,4.000,207593.60,2000008148,00010,435513199,261,,,VZIREQ04,SESS-000241
1000000256,0001,false,false,000000000030000111,1000,SP01,2025-11-17T00:00:00,3.000,EA,0.000,0.00,2000008149,00010,413685898,261,,,VZIREQ03,SESS-000242
1000000257,0001,false,false,000000000030000111,1000,SP01,2026-01-13T00:00:00,4.000,EA,0.000,0.00,2000008150,00010,415677818,261,,,VZIREQ05,SESS-000243
1000000258,0001,false,false,000000000030000111,1000,SP01,2026-05-13T00:00:00,3.000,EA,0.000,0.00,2000008151,00010,415265313,261,,,VZIREQ05,SESS-000244
1000000259,0001,false,false,000000000030000112,4000,SP04,2026-05-17T00:00:00,3.000,EA,0.000,0.00,2000008152,00010,447869624,261,,,VZIREQ02,SESS-000245
1000000260,0001,false,true,000000000030000112,4000,SP04,2025-11-27T00:00:00,2.000,EA,1.000,3347.60,2000008153,00010,449892432,261,,,VZIREQ03,SESS-000246
1000000261,0001,false,true,000000000030000113,3000,SP03,2025-07-29T00:00:00,4.000,EA,2.000,303391.18,2000008154,00010,431461220,261,,,VZIREQ03,SESS-000247
1000000262,0001,false,false,000000000030000113,3000,SP03,2025-12-16T00:00:00,2.000,EA,0.000,0.00,2000008155,00010,432969273,261,,,VZIREQ03,SESS-000248
1000000263,0001,false,false,000000000030000113,3000,SP03,2026-01-10T00:00:00,2.000,EA,0.000,0.00,2000008156,00010,439849297,261,,,VZIREQ04,SESS-000249
1000000264,0001,false,true,000000000030000114,2000,SP02,2026-05-27T00:00:00,1.000,EA,1.000,12430.76,2000008157,00010,426590990,261,,,VZIREQ03,SESS-000250
1000000265,0001,false,false,000000000030000114,2000,SP02,2026-04-18T00:00:00,2.000,EA,0.000,0.00,2000008158,00010,426189095,261,,,VZIREQ05,SESS-000251
1000000266,0001,false,false,000000000030000114,2000,SP02,2026-04-21T00:00:00,1.000,EA,0.000,0.00,2000008159,00010,426716578,261,,,VZIREQ01,SESS-000252
1000000267,0001,false,false,000000000030000115,2000,SP02,2026-07-28T00:00:00,4.000,EA,0.000,0.00,2000008160,00010,424007071,261,,,VZIREQ05,SESS-000253
1000000268,0001,false,false,000000000030000115,2000,SP02,2026-01-18T00:00:00,1.000,EA,0.000,0.00,2000008161,00010,429618739,261,,,VZIREQ04,SESS-000254
1000000269,0001,false,true,000000000030000115,2000,SP02,2026-08-08T00:00:00,1.000,EA,1.000,38561.55,2000008162,00010,427646120,261,,,VZIREQ03,SESS-000255
1000000270,0001,false,true,000000000030000116,4000,SP04,2026-08-02T00:00:00,2.000,EA,2.000,230024.42,2000008163,00010,449383692,261,,,VZIREQ04,SESS-000256
1000000271,0001,false,false,000000000030000116,4000,SP04,2026-04-14T00:00:00,4.000,EA,0.000,0.00,2000008164,00010,445295253,261,,,VZIREQ04,SESS-000257
1000000272,0001,false,false,000000000030000116,4000,SP04,2026-04-04T00:00:00,2.000,EA,1.000,115012.21,2000008165,00010,445545844,261,,,VZIREQ05,SESS-000258
1000000273,0001,false,true,000000000030000116,2000,SP02,2026-04-23T00:00:00,4.000,EA,4.000,460048.84,2000008166,00010,426242696,261,,,VZIREQ05,SESS-000259
1000000274,0001,false,true,000000000030000116,2000,SP02,2026-03-11T00:00:00,3.000,EA,2.000,230024.42,2000008167,00010,422093655,261,,,VZIREQ01,SESS-000260
1000000275,0001,false,true,000000000030000117,1000,SP01,2025-10-15T00:00:00,1.000,EA,1.000,10098.75,2000008168,00010,419402282,261,,,VZIREQ01,SESS-000261
1000000276,0001,false,true,000000000030000118,4000,SP04,2026-03-21T00:00:00,3.000,EA,3.000,13418.46,2000008169,00010,448380093,261,,,VZIREQ04,SESS-000262
1000000277,0001,false,false,000000000030000119,1000,SP01,2026-05-27T00:00:00,3.000,EA,0.000,0.00,2000008170,00010,414459000,261,,,VZIREQ04,SESS-000263
1000000278,0001,false,false,000000000030000119,1000,SP01,2025-12-05T00:00:00,1.000,EA,0.000,0.00,2000008171,00010,418900239,261,,,VZIREQ04,SESS-000264
1000000279,0001,false,false,000000000030000119,1000,SP01,2026-05-18T00:00:00,4.000,EA,0.000,0.00,2000008172,00010,417264180,261,,,VZIREQ02,SESS-000265
1000000280,0001,false,false,000000000030000120,2000,SP02,2026-06-22T00:00:00,3.000,EA,2.000,232299.78,2000008173,00010,429410162,261,,,VZIREQ04,SESS-000266
1000000281,0001,false,true,000000000030000120,2000,SP02,2026-05-03T00:00:00,4.000,EA,4.000,464599.56,2000008174,00010,424088759,261,,,VZIREQ02,SESS-000267
1000000282,0001,false,false,000000000030000121,3000,SP03,2026-06-10T00:00:00,1.000,EA,0.000,0.00,2000008175,00010,436931205,261,,,VZIREQ01,SESS-000268
1000000283,0001,false,false,000000000030000121,3000,SP03,2025-12-30T00:00:00,3.000,EA,0.000,0.00,2000008176,00010,432813339,261,,,VZIREQ04,SESS-000269
1000000284,0001,false,true,000000000030000122,3000,SP03,2026-03-30T00:00:00,2.000,EA,2.000,12385.20,2000008177,00010,437298826,261,,,VZIREQ03,
1000000285,0001,false,false,000000000030000122,3000,SP03,2026-01-30T00:00:00,2.000,EA,0.000,0.00,2000008178,00010,437909451,261,,,VZIREQ02,SESS-000270
1000000286,0001,false,true,000000000030000123,3000,SP03,2026-02-28T00:00:00,2.000,EA,2.000,710676.56,2000008179,00010,438077189,261,,,VZIREQ02,SESS-000271
1000000287,0001,false,false,000000000030000123,3000,SP03,2025-11-26T00:00:00,2.000,EA,0.000,0.00,2000008180,00010,434154349,261,,,VZIREQ03,SESS-000272
1000000288,0001,false,false,000000000030000123,3000,SP03,2025-11-03T00:00:00,3.000,EA,0.000,0.00,2000008181,00010,435341728,261,,,VZIREQ03,SESS-000273
1000000289,0001,false,false,000000000030000124,4000,SP04,2026-03-31T00:00:00,3.000,EA,0.000,0.00,2000008182,00010,442170155,261,,,VZIREQ02,SESS-000274
1000000290,0001,false,true,000000000030000125,3000,SP03,2026-02-17T00:00:00,3.000,EA,2.000,28447.90,2000008183,00010,434524993,261,,,VZIREQ01,SESS-000275
1000000291,0001,false,false,000000000030000125,3000,SP03,2025-09-17T00:00:00,3.000,EA,0.000,0.00,2000008184,00010,434978178,261,,,VZIREQ01,SESS-000276
1000000292,0001,false,false,000000000030000125,4000,SP04,2025-09-12T00:00:00,1.000,EA,1.000,14223.95,2000008185,00010,441689048,261,,,VZIREQ03,SESS-000277
1000000293,0001,false,true,000000000030000126,4000,SP04,2026-02-16T00:00:00,1.000,EA,1.000,57794.23,2000008186,00010,444594526,261,,,VZIREQ03,SESS-000278
1000000294,0001,false,false,000000000030000126,4000,SP04,2026-03-31T00:00:00,3.000,EA,0.000,0.00,2000008187,00010,449858721,261,,,VZIREQ02,SESS-000279
1000000295,0001,false,false,000000000030000126,4000,SP04,2025-12-12T00:00:00,1.000,EA,0.000,0.00,2000008188,00010,441395137,261,,,VZIREQ05,SESS-000280
1000000296,0001,false,true,000000000030000127,2000,SP02,2026-04-16T00:00:00,1.000,EA,1.000,155965.18,2000008189,00010,428724491,261,,,VZIREQ02,
1000000297,0001,false,false,000000000030000128,3000,SP03,2025-10-28T00:00:00,1.000,EA,0.000,0.00,2000008190,00010,437582395,261,,,VZIREQ03,SESS-000281
1000000298,0001,false,false,000000000030000128,1000,SP01,2026-04-10T00:00:00,2.000,EA,0.000,0.00,2000008191,00010,411705823,261,,,VZIREQ03,SESS-000282
1000000299,0001,false,true,000000000030000129,3000,SP03,2025-12-27T00:00:00,3.000,EA,3.000,950936.07,2000008192,00010,438473914,261,,,VZIREQ02,SESS-000283
1000000300,0001,false,true,000000000030000129,3000,SP03,2026-01-13T00:00:00,4.000,EA,4.000,1267914.76,2000008193,00010,432806907,261,,,VZIREQ02,SESS-000284
1000000301,0001,false,false,000000000030000129,3000,SP03,2025-12-19T00:00:00,1.000,EA,0.000,0.00,2000008194,00010,434643736,261,,,VZIREQ04,SESS-000285
1000000302,0001,false,true,000000000030000130,2000,SP02,2026-06-29T00:00:00,2.000,EA,2.000,298828.06,2000008195,00010,422125177,261,,,VZIREQ01,SESS-000286
1000000303,0001,false,true,000000000030000130,2000,SP02,2026-03-24T00:00:00,4.000,EA,4.000,597656.12,2000008196,00010,422954211,261,,,VZIREQ04,SESS-000287
1000000304,0001,false,false,000000000030000130,4000,SP04,2026-02-08T00:00:00,4.000,EA,0.000,0.00,2000008197,00010,443832694,261,,,VZIREQ01,SESS-000288
1000000305,0001,false,true,000000000030000131,2000,SP02,2026-04-05T00:00:00,3.000,EA,2.000,191246.86,2000008198,00010,427036858,261,,,VZIREQ03,SESS-000289
1000000306,0001,false,false,000000000030000131,2000,SP02,2026-01-15T00:00:00,3.000,EA,0.000,0.00,2000008199,00010,423988895,261,,,VZIREQ01,SESS-000290
1000000307,0001,false,false,000000000030000131,2000,SP02,2026-02-19T00:00:00,3.000,EA,0.000,0.00,2000008200,00010,421797254,261,,,VZIREQ05,SESS-000291
1000000308,0001,false,true,000000000030000132,4000,SP04,2026-06-14T00:00:00,4.000,EA,4.000,465275.00,2000008201,00010,449448865,261,,,VZIREQ03,
1000000309,0001,false,false,000000000030000133,3000,SP03,2026-03-30T00:00:00,1.000,EA,0.000,0.00,2000008202,00010,436439364,261,,,VZIREQ04,SESS-000292
1000000310,0001,false,true,000000000030000133,3000,SP03,2025-10-31T00:00:00,3.000,EA,3.000,306479.94,2000008203,00010,435924937,261,,,VZIREQ03,SESS-000293
1000000311,0001,false,false,000000000030000134,2000,SP02,2026-05-18T00:00:00,3.000,EA,0.000,0.00,2000008204,00010,426349739,261,,,VZIREQ02,SESS-000294
1000000312,0001,false,true,000000000030000134,2000,SP02,2025-12-27T00:00:00,4.000,EA,4.000,441688.00,2000008205,00010,426119414,261,,,VZIREQ04,SESS-000295
1000000313,0001,false,false,000000000030000134,2000,SP02,2025-12-29T00:00:00,4.000,EA,0.000,0.00,2000008206,00010,422983977,261,,,VZIREQ01,SESS-000296
1000000314,0001,false,true,000000000030000135,4000,SP04,2025-11-09T00:00:00,2.000,EA,2.000,229143.66,2000008207,00010,449356013,261,,,VZIREQ01,SESS-000297
1000000315,0001,false,true,000000000030000136,3000,SP03,2026-03-01T00:00:00,4.000,EA,4.000,683016.00,2000008208,00010,434307354,261,,,VZIREQ03,SESS-000298
1000000316,0001,false,true,000000000030000136,3000,SP03,2026-05-07T00:00:00,3.000,EA,3.000,512262.00,2000008209,00010,431181133,261,,,VZIREQ03,SESS-000299
1000000317,0001,false,false,000000000030000137,2000,SP02,2025-11-21T00:00:00,2.000,EA,0.000,0.00,2000008210,00010,427528868,261,,,VZIREQ02,SESS-000300
1000000318,0001,false,false,000000000030000137,3000,SP03,2025-09-22T00:00:00,2.000,EA,0.000,0.00,2000008211,00010,435287511,261,,,VZIREQ05,SESS-000301
1000000319,0001,false,true,000000000030000138,4000,SP04,2026-02-26T00:00:00,2.000,EA,2.000,112442.66,2000008212,00010,447383631,261,,,VZIREQ03,SESS-000302
1000000320,0001,false,false,000000000030000139,3000,SP03,2025-11-24T00:00:00,3.000,EA,2.000,285638.24,2000008213,00010,432928307,261,,,VZIREQ05,SESS-000303
1000000321,0001,false,false,000000000030000139,3000,SP03,2026-05-07T00:00:00,2.000,EA,0.000,0.00,2000008214,00010,436215899,261,,,VZIREQ04,SESS-000304
1000000322,0001,false,false,000000000030000139,1000,SP01,2026-08-03T00:00:00,4.000,EA,0.000,0.00,2000008215,00010,419512231,261,,,VZIREQ03,SESS-000305
1000000323,0001,false,false,000000000030000139,1000,SP01,2026-03-11T00:00:00,4.000,EA,0.000,0.00,2000008216,00010,416130397,261,,,VZIREQ05,SESS-000306
