Matnr,Werks,Lgort,Labst,Insme,Speme,Lgpbe
000000000030000050,1000,SP01,2.000,0.000,0.000,E-09-5
000000000010000235,2000,SP02,7.000,0.000,0.000,E-07-3
000000000010000236,4000,SP04,74.000,0.000,0.000,D-07-2
000000000010000237,4000,SP04,146.000,0.000,0.000,E-15-1
000000000010000238,2000,SP02,0.000,0.000,0.000,A-18-5
000000000030000051,4000,SP04,5.000,0.000,0.000,D-10-4
000000000010000239,1000,SP01,0.000,0.000,0.000,B-22-1
000000000010000240,3000,SP03,2.000,0.000,0.000,D-02-2
000000000010000241,4000,SP04,0.000,0.000,0.000,A-15-2
000000000010000241,3000,SP03,5.000,0.000,0.000,C-18-3
000000000030000052,1000,SP01,0.000,0.000,0.000,E-17-3
000000000010000242,1000,SP01,0.000,0.000,0.000,D-23-2
000000000030000053,3000,SP03,0.000,0.000,0.000,B-06-5
000000000030000053,4000,SP04,1.000,0.000,0.000,B-16-5
000000000010000243,4000,SP04,0.000,0.000,0.000,D-13-6
000000000010000243,3000,SP03,0.000,0.000,0.000,D-10-4
000000000080000058,1000,SP01,3.000,0.000,0.000,C-13-5
000000000010000244,3000,SP03,0.000,0.000,0.000,A-03-3
000000000010000245,1000,SP01,30.000,0.000,0.000,D-06-3
000000000010000246,4000,SP04,0.000,0.000,0.000,D-18-1
000000000030000054,1000,SP01,3.000,0.000,0.000,B-20-4
000000000030000054,4000,SP04,0.000,0.000,0.000,D-02-1
000000000030000055,2000,SP02,0.000,0.000,0.000,E-22-3
000000000010000247,2000,SP02,0.000,0.000,0.000,C-22-2
000000000080000059,2000,SP02,0.000,0.000,0.000,A-21-3
000000000010000248,4000,SP04,3.000,0.000,0.000,E-16-1
000000000010000249,2000,SP02,1.000,0.000,0.000,B-19-5
000000000010000250,1000,SP01,43.000,0.000,0.000,C-24-3
000000000010000251,3000,SP03,34.000,0.000,0.000,A-11-5
000000000010000252,1000,SP01,78.000,0.000,0.000,C-24-5
000000000010000253,3000,SP03,3.000,0.000,0.000,A-22-5
000000000090000012,3000,SP03,39.000,0.000,0.000,C-18-5
000000000010000254,3000,SP03,14.000,0.000,0.000,C-02-4
000000000010000254,2000,SP02,8.000,0.000,0.000,A-24-2
000000000010000255,2000,SP02,145.000,0.000,0.000,A-04-4
000000000090000013,4000,SP04,21.000,0.000,0.000,D-23-6
000000000080000060,3000,SP03,2.000,0.000,0.000,C-18-2
000000000090000014,4000,SP04,15.000,0.000,0.000,B-07-1
000000000090000014,3000,SP03,25.000,0.000,0.000,A-16-3
000000000030000056,4000,SP04,3.000,0.000,0.000,E-03-1
000000000010000256,2000,SP02,23.000,0.000,0.000,B-21-3
000000000030000057,2000,SP02,1.000,0.000,0.000,D-14-2
000000000030000058,2000,SP02,1.000,0.000,0.000,E-02-4
000000000010000257,1000,SP01,4.000,0.000,0.000,A-15-3
000000000010000258,3000,SP03,35.000,0.000,0.000,D-16-3
000000000010000259,4000,SP04,9.000,0.000,0.000,B-13-6
000000000010000260,3000,SP03,18.000,0.000,0.000,D-12-2
000000000080000061,2000,SP02,9.000,0.000,0.000,D-03-6
000000000080000061,3000,SP03,4.000,0.000,0.000,D-18-4
000000000080000062,3000,SP03,5.000,0.000,0.000,A-22-1
000000000080000063,2000,SP02,6.000,1.000,0.000,E-14-4
000000000080000063,3000,SP03,10.000,0.000,0.000,E-06-3
000000000010000261,1000,SP01,9.000,0.000,0.000,D-12-2
000000000080000064,4000,SP04,2.000,0.000,0.000,C-01-4
000000000010000262,1000,SP01,0.000,0.000,0.000,C-22-4
000000000010000262,3000,SP03,0.000,0.000,0.000,D-16-1
000000000010000263,4000,SP04,45.000,0.000,0.000,D-18-1
000000000030000059,1000,SP01,0.000,0.000,0.000,A-02-6
000000000010000264,4000,SP04,0.000,0.000,0.000,D-11-1
000000000010000265,2000,SP02,0.000,0.000,0.000,D-09-5
000000000010000265,3000,SP03,0.000,0.000,0.000,C-07-2
000000000010000266,1000,SP01,55.000,0.000,0.000,B-06-2
000000000010000267,3000,SP03,0.000,0.000,0.000,D-14-5
000000000010000268,2000,SP02,4.000,0.000,0.000,E-23-5
000000000010000268,4000,SP04,12.000,0.000,0.000,D-23-5
000000000010000269,2000,SP02,8.000,0.000,0.000,D-18-4
000000000010000269,1000,SP01,8.000,0.000,0.000,C-19-4
000000000010000270,1000,SP01,12.000,0.000,0.000,B-14-1
000000000010000271,2000,SP02,4.000,0.000,0.000,C-08-3
000000000010000272,1000,SP01,15.000,0.000,0.000,B-09-5
000000000010000273,2000,SP02,8.000,0.000,0.000,A-02-5
000000000010000274,3000,SP03,0.000,0.000,0.000,E-09-6
000000000080000065,4000,SP04,4.000,0.000,0.000,E-10-3
000000000080000065,3000,SP03,3.000,0.000,0.000,A-07-1
000000000010000275,3000,SP03,1.000,0.000,0.000,D-07-4
000000000030000060,1000,SP01,0.000,0.000,0.000,B-19-3
000000000030000061,3000,SP03,2.000,0.000,0.000,B-02-6
000000000080000066,1000,SP01,2.000,0.000,0.000,E-18-2
000000000080000066,4000,SP04,9.000,0.000,0.000,D-08-2
000000000010000276,2000,SP02,67.000,0.000,0.000,A-21-2
000000000010000277,4000,SP04,6.000,0.000,0.000,C-03-2
000000000010000278,2000,SP02,2.000,0.000,0.000,E-13-1
000000000010000279,1000,SP01,0.000,0.000,0.000,A-07-2
000000000010000279,2000,SP02,0.000,0.000,0.000,B-06-6
000000000030000062,2000,SP02,4.000,0.000,0.000,B-22-4
000000000010000280,1000,SP01,22.000,0.000,0.000,B-14-5
000000000030000063,4000,SP04,0.000,0.000,0.000,D-20-4
000000000030000064,1000,SP01,3.000,0.000,0.000,B-12-1
000000000010000281,3000,SP03,0.000,0.000,0.000,A-03-1
000000000010000281,2000,SP02,0.000,0.000,0.000,E-06-3
000000000010000282,3000,SP03,0.000,0.000,0.000,A-09-5
000000000010000283,3000,SP03,17.000,0.000,0.000,B-11-6
000000000030000065,1000,SP01,0.000,0.000,0.000,E-11-2
000000000010000284,2000,SP02,0.000,0.000,0.000,C-07-6
000000000010000284,4000,SP04,0.000,0.000,0.000,B-12-5
000000000010000285,1000,SP01,105.000,0.000,0.000,B-17-1
000000000080000067,2000,SP02,0.000,0.000,0.000,A-01-5
000000000080000067,3000,SP03,7.000,0.000,0.000,C-12-1
000000000010000286,4000,SP04,7.000,0.000,0.000,D-21-3
000000000080000068,3000,SP03,15.000,0.000,0.000,A-11-1
000000000080000069,2000,SP02,17.000,0.000,0.000,C-09-4
000000000080000069,4000,SP04,9.000,0.000,0.000,E-02-4
000000000090000015,1000,SP01,20.000,0.000,0.000,C-06-3
000000000010000287,2000,SP02,3.000,0.000,0.000,B-02-2
000000000080000070,4000,SP04,14.000,0.000,0.000,E-20-4
000000000080000070,2000,SP02,17.000,1.000,0.000,A-13-2
000000000010000288,3000,SP03,5.000,0.000,0.000,E-12-2
000000000010000288,1000,SP01,8.000,0.000,0.000,B-19-2
000000000010000289,4000,SP04,131.000,0.000,0.000,D-24-2
000000000010000290,2000,SP02,303.000,0.000,0.000,B-21-1
000000000010000291,2000,SP02,1.000,0.000,0.000,D-21-5
000000000010000292,2000,SP02,13.000,0.000,0.000,D-13-1
000000000080000071,1000,SP01,1.000,0.000,0.000,D-02-5
000000000080000072,1000,SP01,5.000,0.000,0.000,A-17-6
000000000010000293,4000,SP04,9.000,0.000,0.000,E-05-5
000000000010000293,3000,SP03,4.000,0.000,0.000,C-19-5
000000000080000073,3000,SP03,46.000,0.000,0.000,B-07-4
000000000010000294,2000,SP02,0.000,0.000,0.000,E-04-4
000000000010000294,3000,SP03,0.000,0.000,0.000,C-07-5
000000000010000295,1000,SP01,30.000,0.000,0.000,A-01-4
000000000010000296,4000,SP04,26.000,0.000,0.000,D-10-3
000000000010000296,3000,SP03,8.000,0.000,0.000,E-20-1
000000000030000066,4000,SP04,0.000,0.000,0.000,A-16-3
000000000010000297,2000,SP02,0.000,0.000,0.000,C-15-6
000000000010000297,1000,SP01,15.000,0.000,0.000,D-20-1
000000000010000298,2000,SP02,19.000,0.000,0.000,A-23-5
000000000010000299,2000,SP02,0.000,0.000,0.000,D-12-2
000000000010000300,1000,SP01,79.000,0.000,0.000,A-07-2
000000000010000301,1000,SP01,10.000,0.000,0.000,C-20-6
000000000010000302,3000,SP03,4.000,0.000,0.000,C-18-4
000000000010000302,1000,SP01,3.000,0.000,0.000,D-22-1
000000000080000074,2000,SP02,11.000,0.000,0.000,C-14-2
000000000010000303,3000,SP03,2.000,0.000,0.000,D-19-2
000000000010000303,2000,SP02,13.000,0.000,0.000,B-15-5
000000000080000075,2000,SP02,6.000,0.000,0.000,A-05-2
000000000010000304,2000,SP02,41.000,0.000,0.000,D-03-3
000000000090000016,2000,SP02,21.000,0.000,0.000,C-21-2
000000000090000017,4000,SP04,20.000,0.000,0.000,E-24-3
000000000010000305,1000,SP01,0.000,0.000,0.000,E-12-5
000000000010000306,2000,SP02,17.000,0.000,0.000,A-18-3
000000000010000307,2000,SP02,0.000,0.000,0.000,D-15-5
000000000080000076,4000,SP04,5.000,0.000,0.000,E-15-6
000000000030000067,1000,SP01,0.000,0.000,0.000,C-20-3
000000000010000308,1000,SP01,4.000,0.000,0.000,D-18-4
000000000030000068,2000,SP02,0.000,0.000,0.000,D-21-6
000000000030000068,1000,SP01,1.000,0.000,0.000,E-05-4
000000000010000309,4000,SP04,4.000,0.000,0.000,A-07-4
000000000080000077,2000,SP02,6.000,0.000,0.000,C-24-2
000000000010000310,1000,SP01,0.000,0.000,0.000,B-11-6
000000000080000078,2000,SP02,3.000,0.000,0.000,B-12-2
000000000010000311,3000,SP03,0.000,0.000,0.000,C-09-6
000000000010000311,1000,SP01,4.000,0.000,0.000,E-21-5
000000000030000069,2000,SP02,5.000,0.000,0.000,C-08-2
000000000030000070,3000,SP03,1.000,0.000,0.000,C-05-1
000000000010000312,4000,SP04,54.000,0.000,0.000,A-01-6
000000000010000313,4000,SP04,0.000,0.000,0.000,C-02-1
000000000010000314,2000,SP02,0.000,0.000,0.000,E-23-5
000000000080000079,2000,SP02,28.000,0.000,0.000,B-07-3
000000000010000315,3000,SP03,6.000,0.000,0.000,B-06-2
000000000010000316,1000,SP01,1.000,0.000,0.000,D-12-1
000000000010000316,2000,SP02,5.000,0.000,0.000,C-13-3
000000000010000317,1000,SP01,0.000,0.000,0.000,A-12-1
000000000010000317,4000,SP04,0.000,0.000,0.000,E-08-4
000000000010000318,1000,SP01,79.000,0.000,0.000,B-17-1
000000000010000319,2000,SP02,2.000,0.000,0.000,D-12-6
000000000010000320,4000,SP04,4.000,0.000,0.000,D-11-5
000000000080000080,4000,SP04,4.000,1.000,0.000,E-22-4
000000000010000321,3000,SP03,0.000,0.000,0.000,D-01-2
000000000010000321,1000,SP01,0.000,0.000,0.000,B-21-5
000000000010000322,3000,SP03,14.000,0.000,0.000,D-10-1
000000000010000323,1000,SP01,0.000,0.000,0.000,C-01-2
000000000010000324,2000,SP02,0.000,0.000,0.000,D-07-6
000000000080000081,1000,SP01,5.000,0.000,0.000,B-15-2
000000000030000071,3000,SP03,3.000,0.000,0.000,D-06-2
000000000010000325,1000,SP01,148.000,0.000,0.000,B-11-2
000000000010000326,3000,SP03,0.000,0.000,0.000,D-22-4
000000000030000072,3000,SP03,0.000,0.000,0.000,E-06-1
000000000010000327,2000,SP02,47.000,0.000,0.000,E-10-6
000000000010000327,1000,SP01,25.000,0.000,0.000,B-16-3
000000000030000073,3000,SP03,2.000,0.000,0.000,C-10-6
000000000010000328,3000,SP03,14.000,0.000,0.000,C-24-2
000000000010000329,1000,SP01,80.000,0.000,0.000,B-17-3
000000000010000330,2000,SP02,3.000,0.000,0.000,E-15-4
000000000010000330,4000,SP04,4.000,0.000,0.000,E-24-6
000000000010000331,1000,SP01,0.000,0.000,0.000,E-06-3
000000000010000331,3000,SP03,37.000,0.000,0.000,D-07-4
000000000010000332,2000,SP02,22.000,0.000,0.000,B-08-2
000000000030000074,3000,SP03,0.000,0.000,0.000,E-14-1
000000000010000333,4000,SP04,9.000,0.000,0.000,C-12-3
000000000080000082,1000,SP01,33.000,0.000,0.000,A-10-6
000000000030000075,3000,SP03,3.000,0.000,0.000,B-13-3
000000000010000334,4000,SP04,51.000,0.000,0.000,B-13-5
000000000010000335,2000,SP02,218.000,0.000,0.000,D-13-6
000000000010000336,4000,SP04,9.000,0.000,0.000,B-11-2
000000000010000337,1000,SP01,13.000,0.000,0.000,B-07-5
000000000010000338,4000,SP04,0.000,0.000,0.000,C-17-6
000000000010000339,3000,SP03,0.000,0.000,0.000,C-20-6
000000000030000076,4000,SP04,3.000,0.000,0.000,B-21-5
000000000010000340,2000,SP02,51.000,0.000,0.000,A-02-3
000000000090000018,3000,SP03,11.000,0.000,0.000,E-14-3
000000000090000018,1000,SP01,39.000,0.000,0.000,E-13-2
000000000010000341,2000,SP02,34.000,0.000,0.000,E-13-3
000000000030000077,1000,SP01,4.000,0.000,0.000,D-04-5
000000000010000342,3000,SP03,0.000,0.000,0.000,E-19-3
000000000010000343,3000,SP03,2.000,0.000,0.000,C-15-1
000000000090000019,4000,SP04,8.000,0.000,0.000,E-18-2
000000000010000344,2000,SP02,1.000,0.000,0.000,D-12-5
000000000010000344,4000,SP04,1.000,0.000,0.000,A-06-5
000000000010000345,3000,SP03,2.000,0.000,0.000,D-13-5
000000000030000078,3000,SP03,0.000,0.000,0.000,B-23-1
000000000030000078,4000,SP04,3.000,0.000,0.000,A-24-2
000000000080000083,1000,SP01,4.000,0.000,0.000,B-05-3
000000000080000083,3000,SP03,7.000,0.000,0.000,A-07-3
000000000010000346,1000,SP01,84.000,0.000,0.000,B-20-6
000000000010000347,3000,SP03,8.000,0.000,0.000,C-10-1
000000000010000348,1000,SP01,0.000,0.000,0.000,E-07-6
000000000030000079,3000,SP03,0.000,0.000,0.000,E-06-5
000000000010000349,1000,SP01,11.000,0.000,0.000,A-17-6
000000000010000350,2000,SP02,0.000,0.000,0.000,C-18-6
000000000030000080,3000,SP03,0.000,0.000,0.000,A-22-6
000000000010000351,1000,SP01,14.000,0.000,0.000,D-18-6
000000000010000351,4000,SP04,321.000,0.000,0.000,B-01-6
000000000090000020,2000,SP02,21.000,0.000,0.000,C-02-5
000000000090000020,3000,SP03,5.000,0.000,0.000,A-04-1
000000000010000352,3000,SP03,4.000,0.000,0.000,C-02-2
000000000010000353,4000,SP04,6.000,0.000,0.000,C-14-6
000000000010000354,4000,SP04,4.000,0.000,0.000,A-07-3
000000000010000354,1000,SP01,4.000,0.000,0.000,B-05-5
000000000010000355,3000,SP03,23.000,0.000,0.000,A-13-5
000000000010000356,1000,SP01,3.000,0.000,0.000,E-21-5
000000000010000356,4000,SP04,9.000,0.000,0.000,D-10-5
000000000010000357,3000,SP03,1.000,0.000,0.000,C-06-6
000000000010000357,4000,SP04,10.000,0.000,0.000,B-12-1
000000000010000358,4000,SP04,33.000,0.000,0.000,B-08-5
000000000080000084,3000,SP03,17.000,0.000,0.000,D-20-3
000000000010000359,3000,SP03,3.000,0.000,0.000,C-05-1
000000000010000359,4000,SP04,16.000,0.000,0.000,A-10-3
000000000010000360,4000,SP04,17.000,0.000,0.000,A-15-4
000000000010000361,4000,SP04,8.000,0.000,0.000,C-13-5
000000000010000362,4000,SP04,117.000,0.000,0.000,E-24-4
000000000010000363,3000,SP03,167.000,0.000,0.000,D-09-5
000000000010000363,1000,SP01,69.000,0.000,0.000,D-06-5
000000000010000364,3000,SP03,15.000,0.000,0.000,C-07-5
000000000010000364,1000,SP01,7.000,0.000,0.000,D-22-2
000000000010000365,1000,SP01,4.000,0.000,0.000,A-08-4
000000000010000365,2000,SP02,51.000,0.000,0.000,B-22-4
000000000010000366,4000,SP04,8.000,0.000,0.000,D-21-3
000000000080000085,4000,SP04,6.000,0.000,0.000,B-10-3
000000000010000367,4000,SP04,151.000,0.000,0.000,E-20-3
000000000030000081,1000,SP01,2.000,0.000,0.000,E-22-5
000000000010000368,1000,SP01,0.000,0.000,0.000,A-03-5
000000000010000369,4000,SP04,96.000,0.000,0.000,D-20-2
000000000010000370,3000,SP03,5.000,0.000,0.000,E-03-6
000000000010000370,4000,SP04,8.000,0.000,0.000,E-01-5
000000000030000082,4000,SP04,0.000,0.000,0.000,C-10-6
000000000080000086,1000,SP01,8.000,0.000,0.000,D-06-3
000000000010000371,1000,SP01,0.000,0.000,0.000,E-24-2
000000000080000087,3000,SP03,1.000,0.000,0.000,B-17-1
000000000010000372,4000,SP04,142.000,0.000,0.000,E-07-6
000000000010000372,1000,SP01,23.000,0.000,0.000,D-09-2
000000000010000373,4000,SP04,0.000,0.000,0.000,A-18-4
000000000080000088,1000,SP01,0.000,0.000,0.000,B-08-4
000000000010000374,3000,SP03,0.000,0.000,0.000,E-01-5
000000000010000374,4000,SP04,0.000,0.000,0.000,E-11-4
000000000010000375,4000,SP04,6.000,0.000,0.000,E-08-5
000000000030000083,3000,SP03,4.000,0.000,0.000,D-07-6
000000000010000376,3000,SP03,4.000,0.000,0.000,C-13-5
000000000010000376,1000,SP01,13.000,0.000,0.000,C-17-5
000000000010000377,2000,SP02,99.000,0.000,0.000,C-11-1
000000000010000378,2000,SP02,102.000,0.000,0.000,A-24-6
000000000010000379,3000,SP03,0.000,0.000,0.000,D-20-5
000000000010000380,1000,SP01,45.000,0.000,0.000,E-21-1
000000000010000381,4000,SP04,8.000,0.000,0.000,B-23-4
000000000030000084,2000,SP02,1.000,0.000,0.000,B-17-1
000000000010000382,2000,SP02,4.000,0.000,0.000,E-23-6
000000000010000383,1000,SP01,0.000,0.000,0.000,C-13-6
000000000010000384,4000,SP04,6.000,0.000,0.000,D-19-1
000000000030000085,4000,SP04,0.000,0.000,0.000,E-19-1
000000000080000089,3000,SP03,3.000,1.000,0.000,D-16-4
000000000080000090,3000,SP03,2.000,0.000,0.000,E-16-1
000000000080000090,1000,SP01,1.000,0.000,0.000,A-13-4
000000000010000385,2000,SP02,117.000,0.000,0.000,D-11-3
000000000030000086,1000,SP01,0.000,0.000,0.000,D-11-1
000000000030000087,1000,SP01,1.000,0.000,0.000,B-21-6
000000000010000386,2000,SP02,26.000,0.000,0.000,C-03-5
000000000010000387,1000,SP01,0.000,0.000,0.000,B-11-1
000000000010000387,2000,SP02,0.000,0.000,0.000,A-17-2
000000000090000021,1000,SP01,22.000,0.000,0.000,E-03-2
000000000080000091,3000,SP03,4.000,0.000,0.000,B-02-5
000000000010000388,1000,SP01,0.000,0.000,0.000,B-08-2
000000000010000389,1000,SP01,0.000,0.000,0.000,B-20-2
000000000010000390,1000,SP01,0.000,0.000,0.000,B-07-2
000000000010000390,2000,SP02,0.000,0.000,0.000,D-14-3
000000000080000092,3000,SP03,4.000,1.000,0.000,C-15-5
000000000080000092,1000,SP01,13.000,0.000,0.000,B-05-3
000000000030000088,1000,SP01,8.000,0.000,0.000,B-02-3
000000000010000391,4000,SP04,13.000,0.000,0.000,C-15-2
000000000010000392,2000,SP02,12.000,0.000,0.000,B-04-1
000000000010000393,3000,SP03,80.000,0.000,0.000,E-11-3
000000000010000393,2000,SP02,15.000,0.000,0.000,B-14-2
000000000010000394,2000,SP02,10.000,0.000,0.000,C-07-1
000000000010000394,4000,SP04,13.000,0.000,0.000,E-21-1
000000000010000395,1000,SP01,2.000,0.000,0.000,A-08-5
000000000010000395,4000,SP04,3.000,0.000,0.000,A-15-5
000000000030000089,2000,SP02,2.000,0.000,0.000,E-20-3
000000000010000396,3000,SP03,13.000,0.000,0.000,B-20-5
000000000090000022,1000,SP01,14.000,0.000,0.000,A-03-4
000000000090000022,2000,SP02,28.000,0.000,0.000,A-04-6
000000000030000090,2000,SP02,6.000,0.000,0.000,C-09-4
000000000010000397,1000,SP01,41.000,0.000,0.000,D-19-2
000000000010000398,2000,SP02,0.000,0.000,0.000,A-11-6
000000000010000399,2000,SP02,61.000,0.000,0.000,B-07-4
000000000010000400,4000,SP04,0.000,0.000,0.000,E-24-2
000000000010000401,4000,SP04,25.000,0.000,0.000,E-23-2
000000000080000093,3000,SP03,5.000,0.000,0.000,B-15-5
000000000010000402,3000,SP03,0.000,0.000,0.000,B-07-1
000000000010000402,4000,SP04,0.000,0.000,0.000,A-22-4
000000000010000403,3000,SP03,59.000,0.000,0.000,E-21-2
000000000010000404,3000,SP03,149.000,0.000,0.000,D-03-5
000000000080000094,1000,SP01,0.000,0.000,0.000,C-01-2
000000000010000405,1000,SP01,0.000,0.000,0.000,D-24-3
000000000030000091,1000,SP01,0.000,0.000,0.000,A-24-5
000000000010000406,3000,SP03,0.000,0.000,0.000,E-22-2
000000000010000406,1000,SP01,7.000,0.000,0.000,B-24-6
000000000030000092,3000,SP03,4.000,0.000,0.000,D-22-4
000000000010000407,4000,SP04,0.000,0.000,0.000,A-14-4
000000000030000093,1000,SP01,0.000,0.000,0.000,B-04-3
000000000080000095,2000,SP02,31.000,0.000,0.000,E-15-2
000000000010000408,2000,SP02,110.000,0.000,0.000,E-05-1
000000000080000096,3000,SP03,5.000,0.000,0.000,A-08-4
000000000080000096,4000,SP04,8.000,0.000,0.000,A-09-3
000000000010000409,2000,SP02,3.000,0.000,0.000,C-08-4
000000000080000097,2000,SP02,0.000,0.000,0.000,C-10-5
000000000080000097,4000,SP04,7.000,0.000,0.000,E-13-1
000000000010000410,3000,SP03,102.000,0.000,0.000,D-08-4
000000000010000410,4000,SP04,121.000,0.000,0.000,E-02-3
000000000010000411,4000,SP04,2.000,0.000,0.000,C-09-6
000000000030000094,2000,SP02,5.000,0.000,0.000,A-23-2
000000000080000098,1000,SP01,3.000,0.000,0.000,C-08-5
000000000080000098,3000,SP03,6.000,1.000,0.000,A-06-3
000000000010000412,3000,SP03,13.000,0.000,0.000,B-06-3
000000000010000412,1000,SP01,19.000,0.000,0.000,B-23-5
000000000010000413,1000,SP01,11.000,0.000,0.000,D-01-5
000000000030000095,2000,SP02,6.000,0.000,0.000,E-03-4
000000000030000095,1000,SP01,0.000,0.000,0.000,A-21-5
000000000010000414,3000,SP03,3.000,0.000,0.000,A-12-5
000000000010000414,1000,SP01,4.000,0.000,0.000,E-11-2
000000000010000415,1000,SP01,0.000,0.000,0.000,B-12-5
000000000010000416,4000,SP04,0.000,0.000,0.000,E-03-4
000000000010000417,3000,SP03,80.000,0.000,0.000,E-01-6
000000000010000417,4000,SP04,26.000,0.000,0.000,E-09-5
000000000080000099,3000,SP03,4.000,0.000,0.000,B-21-3
000000000010000418,4000,SP04,1.000,0.000,0.000,D-18-2
000000000010000419,2000,SP02,5.000,0.000,0.000,E-22-5
000000000010000420,1000,SP01,0.000,0.000,0.000,C-07-5
000000000010000420,4000,SP04,0.000,0.000,0.000,A-21-3
000000000010000421,4000,SP04,12.000,0.000,0.000,A-18-2
000000000010000421,2000,SP02,16.000,0.000,0.000,A-24-2
000000000010000422,1000,SP01,3.000,0.000,0.000,B-09-1
000000000010000423,4000,SP04,1.000,0.000,0.000,A-11-3
000000000080000100,4000,SP04,0.000,0.000,0.000,A-17-5
000000000080000100,1000,SP01,16.000,0.000,0.000,C-17-1
000000000010000424,2000,SP02,0.000,0.000,0.000,E-03-2
000000000010000425,1000,SP01,0.000,0.000,0.000,A-16-1
000000000010000426,1000,SP01,6.000,0.000,0.000,C-17-1
000000000010000427,4000,SP04,62.000,0.000,0.000,B-24-2
000000000010000428,3000,SP03,2.000,0.000,0.000,E-10-6
000000000010000429,2000,SP02,0.000,0.000,0.000,E-17-2
000000000010000429,1000,SP01,0.000,0.000,0.000,A-13-6
000000000030000096,2000,SP02,0.000,0.000,0.000,E-20-5
000000000030000097,3000,SP03,3.000,0.000,0.000,D-05-1
000000000010000430,2000,SP02,5.000,0.000,0.000,C-24-3
000000000010000431,2000,SP02,0.000,0.000,0.000,B-01-4
000000000010000432,2000,SP02,56.000,0.000,0.000,C-02-3
000000000010000433,2000,SP02,8.000,0.000,0.000,B-08-4
000000000010000434,1000,SP01,2.000,0.000,0.000,D-13-3
000000000010000434,2000,SP02,6.000,0.000,0.000,C-13-5
000000000010000435,1000,SP01,0.000,0.000,0.000,A-20-5
000000000010000436,4000,SP04,6.000,0.000,0.000,B-04-5
000000000010000437,1000,SP01,0.000,0.000,0.000,E-08-4
000000000010000438,4000,SP04,57.000,0.000,0.000,C-11-4
000000000010000439,3000,SP03,4.000,0.000,0.000,B-07-1
000000000080000101,4000,SP04,38.000,0.000,0.000,A-23-2
000000000010000440,3000,SP03,72.000,0.000,0.000,D-24-3
000000000010000441,4000,SP04,0.000,0.000,0.000,D-21-5
000000000030000098,1000,SP01,0.000,0.000,0.000,C-14-5
000000000080000102,4000,SP04,2.000,0.000,0.000,E-10-6
000000000030000099,3000,SP03,6.000,0.000,0.000,A-20-6
000000000030000099,2000,SP02,2.000,0.000,0.000,D-03-4
000000000030000100,1000,SP01,0.000,0.000,0.000,E-20-1
000000000080000103,1000,SP01,6.000,0.000,0.000,A-23-4
000000000010000442,3000,SP03,9.000,0.000,0.000,C-09-5
000000000090000023,3000,SP03,22.000,0.000,0.000,A-04-6
000000000030000101,2000,SP02,2.000,0.000,0.000,A-15-6
000000000080000104,4000,SP04,6.000,0.000,0.000,A-18-2
000000000080000104,3000,SP03,5.000,0.000,0.000,B-13-2
000000000010000443,3000,SP03,11.000,0.000,0.000,D-20-4
000000000030000102,1000,SP01,4.000,0.000,0.000,D-08-4
000000000080000105,3000,SP03,8.000,0.000,0.000,A-08-1
000000000080000105,4000,SP04,3.000,0.000,0.000,E-09-2
000000000010000444,3000,SP03,0.000,0.000,0.000,C-23-2
000000000030000103,1000,SP01,0.000,0.000,0.000,B-08-5
000000000010000445,3000,SP03,0.000,0.000,0.000,D-12-4
000000000010000446,1000,SP01,8.000,0.000,0.000,E-01-4
000000000010000447,2000,SP02,0.000,0.000,0.000,E-20-3
000000000010000448,2000,SP02,7.000,0.000,0.000,B-20-3
000000000010000448,1000,SP01,21.000,0.000,0.000,D-03-5
000000000010000449,2000,SP02,2.000,0.000,0.000,C-01-1
000000000010000450,3000,SP03,4.000,0.000,0.000,E-04-2
000000000010000451,4000,SP04,0.000,0.000,0.000,E-22-1
000000000010000451,2000,SP02,0.000,0.000,0.000,A-13-1
000000000080000106,3000,SP03,15.000,0.000,0.000,A-07-3
000000000010000452,3000,SP03,0.000,0.000,0.000,A-12-3
000000000010000453,3000,SP03,0.000,0.000,0.000,E-04-3
000000000010000453,2000,SP02,0.000,0.000,0.000,A-09-5
000000000030000104,3000,SP03,0.000,0.000,0.000,D-21-1
000000000030000104,4000,SP04,0.000,0.000,0.000,B-03-3
000000000010000454,4000,SP04,5.000,0.000,0.000,A-08-1
000000000010000454,1000,SP01,3.000,0.000,0.000,B-13-2
000000000010000455,4000,SP04,10.000,0.000,0.000,D-11-5
000000000030000105,2000,SP02,0.000,0.000,0.000,B-18-2
000000000010000456,2000,SP02,7.000,0.000,0.000,A-04-6
000000000010000457,2000,SP02,2.000,0.000,0.000,E-07-3
000000000010000457,3000,SP03,3.000,0.000,0.000,B-03-1
000000000010000458,1000,SP01,1.000,0.000,0.000,A-02-5
000000000010000458,3000,SP03,3.000,0.000,0.000,D-11-6
000000000090000024,1000,SP01,27.000,0.000,0.000,B-14-4
000000000010000459,4000,SP04,131.000,0.000,0.000,A-24-5
000000000010000460,1000,SP01,86.000,0.000,0.000,C-01-6
000000000010000460,3000,SP03,25.000,0.000,0.000,C-06-4
000000000010000461,3000,SP03,2.000,0.000,0.000,A-15-6
000000000010000462,3000,SP03,125.000,0.000,0.000,E-18-2
000000000010000463,1000,SP01,13.000,0.000,0.000,E-20-1
000000000010000463,4000,SP04,6.000,0.000,0.000,E-10-5
000000000010000464,4000,SP04,0.000,0.000,0.000,C-10-6
000000000010000465,4000,SP04,7.000,0.000,0.000,A-07-3
