Ebeln,Ebelp,Loekz,Txz01,Matnr,Werks,Lgort,Bednr,Menge,Meins,Netpr,Peinh,Netwr,Elikz,Pstyp,Knttp,Plifz,Banfn,Bnfpo
4500002809,00010,,SPARE FOR PU-611,000000000010000460,3000,SP03,,150.000,EA,8560.89,1.000,1284133.50,true,0,,9.000,2000002809,00010
4500002810,00010,,SPARE FOR ML-202,000000000010000460,3000,SP03,,148.000,EA,8560.89,1.000,1267011.72,true,0,,9.000,2000002810,00010
4500002811,00010,,SPARE FOR SC-701,000000000010000460,3000,SP03,,160.000,EA,8560.89,1.000,1369742.40,true,0,,9.000,2000002811,00010
4500002812,00010,,SPARE FOR CV-501,000000000010000460,3000,SP03,,148.000,EA,8560.89,1.000,1267011.72,false,0,,9.000,2000002812,00010
4500002813,00010,,SPARE FOR TH-401,000000000010000461,3000,SP03,,2.000,EA,47563.40,1.000,95126.80,true,0,,11.000,2000002813,00010
4500002814,00010,,SPARE FOR CV-501,000000000010000461,3000,SP03,,2.000,EA,47563.40,1.000,95126.80,true,0,,11.000,2000002814,00010
4500002815,00010,,SPARE FOR CR-102,000000000010000461,3000,SP03,,2.000,EA,47563.40,1.000,95126.80,true,0,,11.000,2000002815,00010
4500002816,00010,,SPARE FOR CV-502,000000000010000462,3000,SP03,,144.000,EA,16717.26,1.000,2407285.44,true,0,,12.000,2000002816,00010
4500002817,00010,,SPARE FOR FA-810,000000000010000462,3000,SP03,,133.000,EA,16717.26,1.000,2223395.58,true,0,,12.000,2000002817,00010
4500002818,00010,,SPARE FOR FA-810,000000000010000462,3000,SP03,,144.000,EA,16717.26,1.000,2407285.44,true,0,,12.000,2000002818,00010
4500002819,00010,,SPARE FOR CR-102,000000000010000462,3000,SP03,,144.000,EA,16717.26,1.000,2407285.44,false,0,,12.000,2000002819,00010
4500002820,00010,,SPARE FOR CR-101,000000000010000462,3000,SP03,,144.000,EA,16717.26,1.000,2407285.44,true,0,,12.000,2000002820,00010
4500002821,00010,,SPARE FOR FL-310,000000000010000463,1000,SP01,,10.000,EA,42345.18,1.000,423451.80,true,0,,136.000,2000002821,00010
4500002822,00010,,SPARE FOR CR-101,000000000010000463,1000,SP01,,10.000,EA,42345.18,1.000,423451.80,true,0,,136.000,2000002822,00010
4500002823,00010,,SPARE FOR PU-610,000000000010000463,1000,SP01,,10.000,EA,42345.18,1.000,423451.80,true,0,,136.000,2000002823,00010
4500002824,00010,,SPARE FOR FL-310,000000000010000463,4000,SP04,,10.000,EA,42345.18,1.000,423451.80,true,0,,136.000,2000002824,00010
4500002825,00010,,SPARE FOR CR-101,000000000010000463,4000,SP04,,10.000,EA,42345.18,1.000,423451.80,true,0,,136.000,2000002825,00010
4500002826,00010,,SPARE FOR CR-101,000000000010000463,4000,SP04,,10.000,EA,42345.18,1.000,423451.80,false,0,,136.000,2000002826,00010
4500002827,00010,,SPARE FOR ML-201,000000000010000464,4000,SP04,,3.000,EA,177452.72,1.000,532358.16,false,0,,30.000,2000002827,00010
4500002828,00010,,SPARE FOR PU-611,000000000010000464,4000,SP04,,3.000,EA,177452.72,1.000,532358.16,true,0,,30.000,2000002828,00010
4500002829,00010,,SPARE FOR ML-202,000000000010000464,4000,SP04,,3.000,EA,177452.72,1.000,532358.16,true,0,,30.000,2000002829,00010
4500002830,00010,,SPARE FOR CV-502,000000000010000464,4000,SP04,,3.000,EA,177452.72,1.000,532358.16,true,0,,30.000,2000002830,00010
4500002831,00010,,SPARE FOR ML-201,000000000010000464,4000,SP04,,3.000,EA,177452.72,1.000,532358.16,true,0,,30.000,2000002831,00010
4500002832,00010,,SPARE FOR ML-202,000000000010000464,4000,SP04,,4.000,EA,177452.72,1.000,709810.88,false,0,,30.000,2000002832,00010
4500002833,00010,,SPARE FOR TH-401,000000000010000465,4000,SP04,,18.000,EA,7789.22,1.000,140205.96,true,0,,24.000,2000002833,00010
4500002834,00010,,SPARE FOR CR-101,000000000010000465,4000,SP04,,18.000,EA,7789.22,1.000,140205.96,true,0,,24.000,2000002834,00010
4500002835,00010,,SPARE FOR TH-401,000000000010000465,4000,SP04,,18.000,EA,7789.22,1.000,140205.96,false,0,,24.000,2000002835,00010
4500002836,00010,,SPARE FOR ML-202,000000000010000465,4000,SP04,,18.000,EA,7789.22,1.000,140205.96,true,0,,24.000,2000002836,00010
4500002837,00010,,SPARE FOR CV-502,000000000010000465,3000,SP03,,8.000,EA,7789.22,1.000,62313.76,true,0,,24.000,2000002837,00010
4500002838,00010,,SPARE FOR PU-611,000000000010000465,3000,SP03,,11.000,EA,7789.22,1.000,85681.42,true,0,,24.000,2000002838,00010
4500002839,00010,,SPARE FOR FA-810,000000000010000465,3000,SP03,,10.000,EA,7789.22,1.000,77892.20,true,0,,24.000,2000002839,00010
4500002840,00010,,SPARE FOR ML-202,000000000010000465,3000,SP03,,11.000,EA,7789.22,1.000,85681.42,true,0,,24.000,2000002840,00010
4500002841,00010,,SPARE FOR ML-201,000000000010000466,1000,SP01,,16.000,EA,173019.66,1.000,2768314.56,false,0,,174.000,2000002841,00010
4500002842,00010,,SPARE FOR CV-502,000000000010000466,1000,SP01,,16.000,EA,173019.66,1.000,2768314.56,false,0,,174.000,2000002842,00010
4500002843,00010,,SPARE FOR CR-102,000000000010000466,1000,SP01,,17.000,EA,173019.66,1.000,2941334.22,false,0,,174.000,2000002843,00010
4500002844,00010,,SPARE FOR FA-810,000000000010000466,1000,SP01,,25.000,EA,173019.66,1.000,4325491.50,false,0,,174.000,2000002844,00010
4500002845,00010,,SPARE FOR CV-502,000000000010000466,4000,SP04,,5.000,EA,173019.66,1.000,865098.30,true,0,,174.000,2000002845,00010
4500002846,00010,,SPARE FOR ML-201,000000000010000466,4000,SP04,,5.000,EA,173019.66,1.000,865098.30,true,0,,174.000,2000002846,00010
4500002847,00010,,SPARE FOR TH-401,000000000010000466,4000,SP04,,5.000,EA,173019.66,1.000,865098.30,false,0,,174.000,2000002847,00010
4500002848,00010,,SPARE FOR ML-202,000000000080000107,4000,SP04,,7.000,EA,81868.59,1.000,573080.13,true,0,,91.000,2000002848,00010
4500002849,00010,,SPARE FOR PU-610,000000000080000107,4000,SP04,,9.000,EA,81868.59,1.000,736817.31,false,0,,91.000,2000002849,00010
4500002850,00010,,SPARE FOR FL-310,000000000080000107,4000,SP04,,12.000,EA,81868.59,1.000,982423.08,true,0,,91.000,2000002850,00010
4500002851,00010,,SPARE FOR CV-502,000000000080000107,4000,SP04,,10.000,EA,81868.59,1.000,818685.90,true,0,,91.000,2000002851,00010
4500002852,00010,,SPARE FOR CV-501,000000000080000107,3000,SP03,,14.000,EA,81868.59,1.000,1146160.26,true,0,,91.000,2000002852,00010
4500002853,00010,,SPARE FOR CR-102,000000000080000107,3000,SP03,,15.000,EA,81868.59,1.000,1228028.85,false,0,,91.000,2000002853,00010
4500002854,00010,,SPARE FOR PU-610,000000000010000469,3000,SP03,,265.000,EA,3623.42,1.000,960206.30,true,0,,84.000,2000002854,00010
4500002855,00010,,SPARE FOR PU-611,000000000010000469,3000,SP03,,231.000,EA,3623.42,1.000,837010.02,true,0,,84.000,2000002855,00010
4500002856,00010,,SPARE FOR TH-401,000000000010000469,3000,SP03,,243.000,EA,3623.42,1.000,880491.06,true,0,,84.000,2000002856,00010
4500002857,00010,,SPARE FOR PU-610,000000000010000469,3000,SP03,,245.000,EA,3623.42,1.000,887737.90,false,0,,84.000,2000002857,00010
4500002858,00010,,SPARE FOR CR-101,000000000010000470,3000,SP03,,6.000,EA,83354.14,1.000,500124.84,false,0,,194.000,2000002858,00010
4500002859,00010,,SPARE FOR SC-701,000000000010000470,3000,SP03,,7.000,EA,83354.14,1.000,583478.98,true,0,,194.000,2000002859,00010
4500002860,00010,,SPARE FOR CV-502,000000000010000470,3000,SP03,,6.000,EA,83354.14,1.000,500124.84,false,0,,194.000,2000002860,00010
4500002861,00010,,SPARE FOR ML-201,000000000010000470,3000,SP03,,7.000,EA,83354.14,1.000,583478.98,false,0,,194.000,2000002861,00010
4500002862,00010,,SPARE FOR CR-102,000000000010000470,2000,SP02,,14.000,EA,83354.14,1.000,1166957.96,true,0,,194.000,2000002862,00010
4500002863,00010,,SPARE FOR ML-201,000000000010000470,2000,SP02,,12.000,EA,83354.14,1.000,1000249.68,true,0,,194.000,2000002863,00010
4500002864,00010,,SPARE FOR CV-501,000000000010000470,2000,SP02,,12.000,EA,83354.14,1.000,1000249.68,false,0,,194.000,2000002864,00010
4500002865,00010,,SPARE FOR FA-810,000000000010000471,4000,SP04,,1.000,EA,21405.40,1.000,21405.40,true,0,,29.000,2000002865,00010
4500002866,00010,,SPARE FOR SC-701,000000000010000471,4000,SP04,,1.000,EA,21405.40,1.000,21405.40,false,0,,29.000,2000002866,00010
4500002867,00010,,SPARE FOR FL-310,000000000010000471,4000,SP04,,1.000,EA,21405.40,1.000,21405.40,false,0,,29.000,2000002867,00010
4500002868,00010,,SPARE FOR PU-610,000000000010000471,4000,SP04,,1.000,EA,21405.40,1.000,21405.40,true,0,,29.000,2000002868,00010
4500002869,00010,,SPARE FOR FA-810,000000000010000471,2000,SP02,,2.000,EA,21405.40,1.000,42810.80,true,0,,29.000,2000002869,00010
4500002870,00010,,SPARE FOR SC-701,000000000010000471,2000,SP02,,2.000,EA,21405.40,1.000,42810.80,true,0,,29.000,2000002870,00010
4500002871,00010,,SPARE FOR PU-611,000000000080000108,3000,SP03,,7.000,EA,307714.68,1.000,2154002.76,true,0,,52.000,2000002871,00010
4500002872,00010,,SPARE FOR FA-810,000000000080000108,3000,SP03,,5.000,EA,307714.68,1.000,1538573.40,true,0,,52.000,2000002872,00010
4500002873,00010,,SPARE FOR PU-611,000000000080000108,3000,SP03,,5.000,EA,307714.68,1.000,1538573.40,true,0,,52.000,2000002873,00010
4500002874,00010,,SPARE FOR CV-501,000000000080000108,3000,SP03,,5.000,EA,307714.68,1.000,1538573.40,false,0,,52.000,2000002874,00010
4500002875,00010,,SPARE FOR ML-201,000000000080000108,3000,SP03,,11.000,EA,307714.68,1.000,3384861.48,false,0,,52.000,2000002875,00010
4500002876,00010,,SPARE FOR ML-201,000000000080000108,3000,SP03,,7.000,EA,307714.68,1.000,2154002.76,true,0,,52.000,2000002876,00010
4500002877,00010,,SPARE FOR PU-611,000000000080000108,3000,SP03,,5.000,EA,307714.68,1.000,1538573.40,false,0,,52.000,2000002877,00010
4500002878,00010,,SPARE FOR CR-101,000000000080000108,3000,SP03,,5.000,EA,307714.68,1.000,1538573.40,true,0,,52.000,2000002878,00010
4500002879,00010,,SPARE FOR PU-611,000000000080000108,4000,SP04,,8.000,EA,307714.68,1.000,2461717.44,true,0,,52.000,2000002879,00010
4500002880,00010,,SPARE FOR PU-611,000000000080000108,4000,SP04,,7.000,EA,307714.68,1.000,2154002.76,true,0,,52.000,2000002880,00010
4500002881,00010,,SPARE FOR TH-401,000000000080000108,4000,SP04,,8.000,EA,307714.68,1.000,2461717.44,true,0,,52.000,2000002881,00010
4500002882,00010,,SPARE FOR FA-810,000000000010000472,1000,SP01,,11.000,EA,155091.79,1.000,1706009.69,true,0,,103.000,2000002882,00010
4500002883,00010,,SPARE FOR ML-201,000000000010000472,1000,SP01,,11.000,EA,155091.79,1.000,1706009.69,true,0,,103.000,2000002883,00010
4500002884,00010,,SPARE FOR PU-611,000000000010000472,1000,SP01,,11.000,EA,155091.79,1.000,1706009.69,true,0,,103.000,2000002884,00010
4500002885,00010,,SPARE FOR ML-202,000000000010000472,1000,SP01,,13.000,EA,155091.79,1.000,2016193.27,false,0,,103.000,2000002885,00010
4500002886,00010,,SPARE FOR ML-202,000000000080000109,2000,SP02,,6.000,EA,226116.58,1.000,1356699.48,true,0,,53.000,2000002886,00010
4500002887,00010,,SPARE FOR ML-202,000000000080000109,2000,SP02,,5.000,EA,226116.58,1.000,1130582.90,true,0,,53.000,2000002887,00010
4500002888,00010,,SPARE FOR FL-310,000000000080000109,2000,SP02,,5.000,EA,226116.58,1.000,1130582.90,true,0,,53.000,2000002888,00010
4500002889,00010,,SPARE FOR PU-610,000000000080000109,2000,SP02,,4.000,EA,226116.58,1.000,904466.32,true,0,,53.000,2000002889,00010
4500002890,00010,,SPARE FOR TH-401,000000000080000109,2000,SP02,,5.000,EA,226116.58,1.000,1130582.90,false,0,,53.000,2000002890,00010
4500002891,00010,,SPARE FOR TH-401,000000000080000109,2000,SP02,,5.000,EA,226116.58,1.000,1130582.90,false,0,,53.000,2000002891,00010
4500002892,00010,,SPARE FOR PU-610,000000000080000109,2000,SP02,,5.000,EA,226116.58,1.000,1130582.90,true,0,,53.000,2000002892,00010
4500002893,00010,,SPARE FOR TH-401,000000000080000109,4000,SP04,,8.000,EA,226116.58,1.000,1808932.64,false,0,,53.000,2000002893,00010
4500002894,00010,,SPARE FOR PU-610,000000000080000109,4000,SP04,,8.000,EA,226116.58,1.000,1808932.64,true,0,,53.000,2000002894,00010
4500002895,00010,,SPARE FOR CR-102,000000000080000109,4000,SP04,,7.000,EA,226116.58,1.000,1582816.06,false,0,,53.000,2000002895,00010
4500002896,00010,,SPARE FOR PU-610,000000000080000109,4000,SP04,,8.000,EA,226116.58,1.000,1808932.64,true,0,,53.000,2000002896,00010
4500002897,00010,,SPARE FOR PU-611,000000000080000110,2000,SP02,,8.000,EA,22929.05,1.000,183432.40,false,0,,21.000,2000002897,00010
4500002898,00010,,SPARE FOR ML-202,000000000080000110,2000,SP02,,8.000,EA,22929.05,1.000,183432.40,true,0,,21.000,2000002898,00010
4500002899,00010,,SPARE FOR TH-401,000000000080000110,2000,SP02,,4.000,EA,22929.05,1.000,91716.20,true,0,,21.000,2000002899,00010
4500002900,00010,,SPARE FOR CV-501,000000000080000110,2000,SP02,,6.000,EA,22929.05,1.000,137574.30,true,0,,21.000,2000002900,00010
4500002901,00010,,SPARE FOR ML-202,000000000080000110,2000,SP02,,6.000,EA,22929.05,1.000,137574.30,true,0,,21.000,2000002901,00010
4500002902,00010,,SPARE FOR CV-501,000000000080000110,2000,SP02,,7.000,EA,22929.05,1.000,160503.35,true,0,,21.000,2000002902,00010
4500002903,00010,,SPARE FOR CR-102,000000000080000110,2000,SP02,,4.000,EA,22929.05,1.000,91716.20,true,0,,21.000,2000002903,00010
4500002904,00010,,SPARE FOR PU-611,000000000080000110,2000,SP02,,9.000,EA,22929.05,1.000,206361.45,true,0,,21.000,2000002904,00010
4500002905,00010,,SPARE FOR PU-610,000000000080000110,2000,SP02,,5.000,EA,22929.05,1.000,114645.25,false,0,,21.000,2000002905,00010
4500002906,00010,,SPARE FOR ML-202,000000000080000110,1000,SP01,,8.000,EA,22929.05,1.000,183432.40,true,0,,21.000,2000002906,00010
4500002907,00010,,SPARE FOR FA-810,000000000080000110,1000,SP01,,7.000,EA,22929.05,1.000,160503.35,true,0,,21.000,2000002907,00010
4500002908,00010,,SPARE FOR CR-102,000000000080000110,1000,SP01,,7.000,EA,22929.05,1.000,160503.35,true,0,,21.000,2000002908,00010
4500002909,00010,,SPARE FOR ML-202,000000000080000110,1000,SP01,,8.000,EA,22929.05,1.000,183432.40,false,0,,21.000,2000002909,00010
4500002910,00010,,SPARE FOR PU-611,000000000080000110,1000,SP01,,8.000,EA,22929.05,1.000,183432.40,false,0,,21.000,2000002910,00010
4500002911,00010,,SPARE FOR SC-701,000000000080000111,4000,SP04,,3.000,EA,307705.11,1.000,923115.33,true,0,,35.000,2000002911,00010
4500002912,00010,,SPARE FOR FL-310,000000000080000111,4000,SP04,,3.000,EA,307705.11,1.000,923115.33,true,0,,35.000,2000002912,00010
4500002913,00010,,SPARE FOR SC-701,000000000080000111,4000,SP04,,2.000,EA,307705.11,1.000,615410.22,true,0,,35.000,2000002913,00010
4500002914,00010,,SPARE FOR TH-401,000000000080000111,4000,SP04,,2.000,EA,307705.11,1.000,615410.22,true,0,,35.000,2000002914,00010
4500002915,00010,,SPARE FOR FA-810,000000000080000111,4000,SP04,,2.000,EA,307705.11,1.000,615410.22,true,0,,35.000,2000002915,00010
4500002916,00010,,SPARE FOR PU-611,000000000080000111,4000,SP04,,2.000,EA,307705.11,1.000,615410.22,true,0,,35.000,2000002916,00010
4500002917,00010,,SPARE FOR SC-701,000000000080000111,4000,SP04,,2.000,EA,307705.11,1.000,615410.22,true,0,,35.000,2000002917,00010
4500002918,00010,,SPARE FOR PU-611,000000000080000111,4000,SP04,,2.000,EA,307705.11,1.000,615410.22,true,0,,35.000,2000002918,00010
4500002919,00010,,SPARE FOR CR-102,000000000010000476,2000,SP02,,193.000,EA,288529.78,1.000,55686247.54,false,0,,43.000,2000002919,00010
4500002920,00010,,SPARE FOR PU-611,000000000010000476,2000,SP02,,221.000,EA,288529.78,1.000,63765081.38,true,0,,43.000,2000002920,00010
4500002921,00010,,SPARE FOR CV-501,000000000010000476,2000,SP02,,208.000,EA,288529.78,1.000,60014194.24,true,0,,43.000,2000002921,00010
4500002922,00010,,SPARE FOR CV-502,000000000010000476,2000,SP02,,179.000,EA,288529.78,1.000,51646830.62,false,0,,43.000,2000002922,00010
4500002923,00010,,SPARE FOR FA-810,000000000010000476,2000,SP02,,196.000,EA,288529.78,1.000,56551836.88,false,0,,43.000,2000002923,00010
4500002924,00010,,SPARE FOR PU-610,000000000010000476,2000,SP02,,237.000,EA,288529.78,1.000,68381557.86,true,0,,43.000,2000002924,00010
4500002925,00010,,SPARE FOR CR-101,000000000010000476,2000,SP02,,189.000,EA,288529.78,1.000,54532128.42,true,0,,43.000,2000002925,00010
4500002926,00010,,SPARE FOR TH-401,000000000010000476,2000,SP02,,187.000,EA,288529.78,1.000,53955068.86,false,0,,43.000,2000002926,00010
4500002927,00010,,SPARE FOR ML-201,000000000010000477,1000,SP01,,113.000,EA,9397.71,1.000,1061941.23,true,0,,63.000,2000002927,00010
4500002928,00010,,SPARE FOR PU-610,000000000010000477,1000,SP01,,82.000,EA,9397.71,1.000,770612.22,true,0,,63.000,2000002928,00010
4500002929,00010,,SPARE FOR FL-310,000000000010000477,1000,SP01,,88.000,EA,9397.71,1.000,826998.48,false,0,,63.000,2000002929,00010
4500002930,00010,,SPARE FOR CV-502,000000000010000477,1000,SP01,,151.000,EA,9397.71,1.000,1419054.21,true,0,,63.000,2000002930,00010
4500002931,00010,,SPARE FOR CR-101,000000000010000477,1000,SP01,,81.000,EA,9397.71,1.000,761214.51,false,0,,63.000,2000002931,00010
4500002932,00010,,SPARE FOR SC-701,000000000010000477,1000,SP01,,118.000,EA,9397.71,1.000,1108929.78,false,0,,63.000,2000002932,00010
4500002933,00010,,SPARE FOR FA-810,000000000010000477,1000,SP01,,147.000,EA,9397.71,1.000,1381463.37,true,0,,63.000,2000002933,00010
4500002934,00010,,SPARE FOR CV-502,000000000010000477,1000,SP01,,78.000,EA,9397.71,1.000,733021.38,true,0,,63.000,2000002934,00010
4500002935,00010,,SPARE FOR FA-810,000000000010000477,1000,SP01,,90.000,EA,9397.71,1.000,845793.90,false,0,,63.000,2000002935,00010
4500002936,00010,,SPARE FOR FA-810,000000000010000479,4000,SP04,,5.000,EA,146165.28,1.000,730826.40,true,0,,16.000,2000002936,00010
4500002937,00010,,SPARE FOR FL-310,000000000010000479,4000,SP04,,2.000,EA,146165.28,1.000,292330.56,true,0,,16.000,2000002937,00010
4500002938,00010,,SPARE FOR SC-701,000000000010000479,4000,SP04,,6.000,EA,146165.28,1.000,876991.68,true,0,,16.000,2000002938,00010
4500002939,00010,,SPARE FOR CV-502,000000000010000479,4000,SP04,,6.000,EA,146165.28,1.000,876991.68,true,0,,16.000,2000002939,00010
4500002940,00010,,SPARE FOR CV-501,000000000010000479,4000,SP04,,2.000,EA,146165.28,1.000,292330.56,false,0,,16.000,2000002940,00010
4500002941,00010,,SPARE FOR ML-201,000000000010000479,4000,SP04,,2.000,EA,146165.28,1.000,292330.56,true,0,,16.000,2000002941,00010
4500002942,00010,,SPARE FOR PU-611,000000000010000479,4000,SP04,,2.000,EA,146165.28,1.000,292330.56,true,0,,16.000,2000002942,00010
4500002943,00010,,SPARE FOR PU-610,000000000010000479,4000,SP04,,5.000,EA,146165.28,1.000,730826.40,true,0,,16.000,2000002943,00010
4500002944,00010,,SPARE FOR CR-102,000000000010000479,4000,SP04,,2.000,EA,146165.28,1.000,292330.56,true,0,,16.000,2000002944,00010
4500002945,00010,,SPARE FOR PU-611,000000000010000479,4000,SP04,,6.000,EA,146165.28,1.000,876991.68,false,0,,16.000,2000002945,00010
4500002946,00010,,SPARE FOR CV-502,000000000010000479,4000,SP04,,3.000,EA,146165.28,1.000,438495.84,true,0,,16.000,2000002946,00010
4500002947,00010,,SPARE FOR ML-202,000000000010000479,1000,SP01,,7.000,EA,146165.28,1.000,1023156.96,true,0,,16.000,2000002947,00010
4500002948,00010,,SPARE FOR FA-810,000000000010000479,1000,SP01,,6.000,EA,146165.28,1.000,876991.68,true,0,,16.000,2000002948,00010
4500002949,00010,,SPARE FOR FA-810,000000000010000479,1000,SP01,,7.000,EA,146165.28,1.000,1023156.96,true,0,,16.000,2000002949,00010
4500002950,00010,,SPARE FOR FL-310,000000000010000480,4000,SP04,,3.000,EA,52459.05,1.000,157377.15,true,0,,47.000,2000002950,00010
4500002951,00010,,SPARE FOR CR-101,000000000010000480,4000,SP04,,2.000,EA,52459.05,1.000,104918.10,true,0,,47.000,2000002951,00010
4500002952,00010,,SPARE FOR ML-202,000000000010000480,4000,SP04,,2.000,EA,52459.05,1.000,104918.10,true,0,,47.000,2000002952,00010
4500002953,00010,,SPARE FOR TH-401,000000000010000480,4000,SP04,,2.000,EA,52459.05,1.000,104918.10,false,0,,47.000,2000002953,00010
4500002954,00010,,SPARE FOR CR-102,000000000010000481,3000,SP03,,6.000,EA,151570.56,1.000,909423.36,true,0,,14.000,2000002954,00010
4500002955,00010,,SPARE FOR SC-701,000000000010000481,3000,SP03,,8.000,EA,151570.56,1.000,1212564.48,true,0,,14.000,2000002955,00010
4500002956,00010,,SPARE FOR TH-401,000000000010000481,3000,SP03,,8.000,EA,151570.56,1.000,1212564.48,false,0,,14.000,2000002956,00010
4500002957,00010,,SPARE FOR ML-202,000000000010000481,3000,SP03,,8.000,EA,151570.56,1.000,1212564.48,false,0,,14.000,2000002957,00010
4500002958,00010,,SPARE FOR FL-310,000000000010000481,3000,SP03,,8.000,EA,151570.56,1.000,1212564.48,true,0,,14.000,2000002958,00010
4500002959,00010,,SPARE FOR TH-401,000000000010000481,3000,SP03,,8.000,EA,151570.56,1.000,1212564.48,true,0,,14.000,2000002959,00010
4500002960,00010,,SPARE FOR CR-102,000000000010000483,3000,SP03,,21.000,EA,281811.90,1.000,5918049.90,false,0,,119.000,2000002960,00010
4500002961,00010,,SPARE FOR FA-810,000000000010000483,3000,SP03,,21.000,EA,281811.90,1.000,5918049.90,false,0,,119.000,2000002961,00010
4500002962,00010,,SPARE FOR CV-501,000000000010000483,3000,SP03,,21.000,EA,281811.90,1.000,5918049.90,false,0,,119.000,2000002962,00010
4500002963,00010,,SPARE FOR PU-611,000000000010000483,3000,SP03,,17.000,EA,281811.90,1.000,4790802.30,true,0,,119.000,2000002963,00010
4500002964,00010,,SPARE FOR CV-502,000000000010000483,3000,SP03,,18.000,EA,281811.90,1.000,5072614.20,false,0,,119.000,2000002964,00010
4500002965,00010,,SPARE FOR TH-401,000000000010000483,3000,SP03,,18.000,EA,281811.90,1.000,5072614.20,false,0,,119.000,2000002965,00010
4500002966,00010,,SPARE FOR PU-611,000000000010000484,3000,SP03,,7.000,EA,102130.03,1.000,714910.21,false,0,,37.000,2000002966,00010
4500002967,00010,,SPARE FOR ML-201,000000000010000484,3000,SP03,,7.000,EA,102130.03,1.000,714910.21,true,0,,37.000,2000002967,00010
4500002968,00010,,SPARE FOR SC-701,000000000010000484,3000,SP03,,6.000,EA,102130.03,1.000,612780.18,false,0,,37.000,2000002968,00010
4500002969,00010,,SPARE FOR TH-401,000000000010000484,3000,SP03,,6.000,EA,102130.03,1.000,612780.18,false,0,,37.000,2000002969,00010
4500002970,00010,,SPARE FOR CV-502,000000000010000484,3000,SP03,,6.000,EA,102130.03,1.000,612780.18,true,0,,37.000,2000002970,00010
4500002971,00010,,SPARE FOR FL-310,000000000010000484,3000,SP03,,5.000,EA,102130.03,1.000,510650.15,true,0,,37.000,2000002971,00010
4500002972,00010,,SPARE FOR FL-310,000000000010000484,3000,SP03,,6.000,EA,102130.03,1.000,612780.18,true,0,,37.000,2000002972,00010
4500002973,00010,,SPARE FOR FL-310,000000000010000484,2000,SP02,,5.000,EA,102130.03,1.000,510650.15,true,0,,37.000,2000002973,00010
4500002974,00010,,SPARE FOR ML-202,000000000010000484,2000,SP02,,6.000,EA,102130.03,1.000,612780.18,false,0,,37.000,2000002974,00010
4500002975,00010,,SPARE FOR FL-310,000000000010000484,2000,SP02,,10.000,EA,102130.03,1.000,1021300.30,true,0,,37.000,2000002975,00010
4500002976,00010,,SPARE FOR FA-810,000000000010000484,2000,SP02,,8.000,EA,102130.03,1.000,817040.24,true,0,,37.000,2000002976,00010
4500002977,00010,,SPARE FOR PU-610,000000000010000484,2000,SP02,,5.000,EA,102130.03,1.000,510650.15,true,0,,37.000,2000002977,00010
4500002978,00010,,SPARE FOR CR-101,000000000010000484,2000,SP02,,9.000,EA,102130.03,1.000,919170.27,true,0,,37.000,2000002978,00010
4500002979,00010,,SPARE FOR ML-202,000000000010000486,2000,SP02,,50.000,EA,21350.89,1.000,1067544.50,true,0,,35.000,2000002979,00010
4500002980,00010,,SPARE FOR PU-610,000000000010000486,2000,SP02,,41.000,EA,21350.89,1.000,875386.49,true,0,,35.000,2000002980,00010
4500002981,00010,,SPARE FOR PU-610,000000000010000486,2000,SP02,,50.000,EA,21350.89,1.000,1067544.50,false,0,,35.000,2000002981,00010
4500002982,00010,,SPARE FOR TH-401,000000000010000486,2000,SP02,,67.000,EA,21350.89,1.000,1430509.63,true,0,,35.000,2000002982,00010
4500002983,00010,,SPARE FOR FL-310,000000000010000486,2000,SP02,,49.000,EA,21350.89,1.000,1046193.61,false,0,,35.000,2000002983,00010
4500002984,00010,,SPARE FOR TH-401,000000000010000486,2000,SP02,,53.000,EA,21350.89,1.000,1131597.17,true,0,,35.000,2000002984,00010
4500002985,00010,,SPARE FOR CV-502,000000000010000486,2000,SP02,,46.000,EA,21350.89,1.000,982140.94,true,0,,35.000,2000002985,00010
4500002986,00010,,SPARE FOR CV-501,000000000010000486,2000,SP02,,43.000,EA,21350.89,1.000,918088.27,true,0,,35.000,2000002986,00010
4500002987,00010,,SPARE FOR CR-102,000000000010000488,3000,SP03,,1.000,EA,26359.29,1.000,26359.29,true,0,,53.000,2000002987,00010
4500002988,00010,,SPARE FOR ML-201,000000000010000489,1000,SP01,,14.000,EA,104226.91,1.000,1459176.74,false,0,,239.000,2000002988,00010
4500002989,00010,,SPARE FOR CR-102,000000000010000489,1000,SP01,,20.000,EA,104226.91,1.000,2084538.20,true,0,,239.000,2000002989,00010
4500002990,00010,,SPARE FOR FA-810,000000000010000489,1000,SP01,,12.000,EA,104226.91,1.000,1250722.92,false,0,,239.000,2000002990,00010
4500002991,00010,,SPARE FOR CV-502,000000000010000491,4000,SP04,,160.000,EA,20312.97,1.000,3250075.20,true,0,,49.000,2000002991,00010
4500002992,00010,,SPARE FOR CR-101,000000000010000491,4000,SP04,,123.000,EA,20312.97,1.000,2498495.31,true,0,,49.000,2000002992,00010
4500002993,00010,,SPARE FOR FL-310,000000000010000491,4000,SP04,,122.000,EA,20312.97,1.000,2478182.34,true,0,,49.000,2000002993,00010
4500002994,00010,,SPARE FOR FA-810,000000000010000491,4000,SP04,,149.000,EA,20312.97,1.000,3026632.53,false,0,,49.000,2000002994,00010
