Ebeln,Ebelp,Zekkn,Vgabe,Gjahr,Belnr,Buzei,Bewtp,Bwart,Budat,Menge,Dmbtr,Shkzg,Cpudt,Matnr,Werks
4500001022,00010,01,2,2025,5100000515,0001,Q,,2025-03-11T00:00:00,5.000,1385661.65,S,2025-03-30T00:00:00,000000000080000047,4000
4500001024,00010,01,1,2025,4900003117,0001,E,101,2025-10-07T00:00:00,5.000,1385661.65,S,2025-10-07T00:00:00,000000000080000047,4000
4500001024,00010,01,2,2025,5100000516,0001,Q,,2025-10-15T00:00:00,5.000,1385661.65,S,2025-10-14T00:00:00,000000000080000047,4000
4500001027,00010,01,1,2026,4900003120,0001,E,101,2026-03-14T00:00:00,8.000,2217058.64,S,2026-03-14T00:00:00,000000000080000047,4000
4500001028,00010,01,1,2026,4900003122,0001,E,101,2026-06-22T00:00:00,3.000,831396.99,S,2026-06-22T00:00:00,000000000080000047,4000
4500001028,00010,01,2,2026,5100000517,0001,Q,,2026-07-05T00:00:00,3.000,831396.99,S,2026-07-09T00:00:00,000000000080000047,4000
4500001029,00010,01,1,2026,4900003124,0001,E,101,2026-08-14T00:00:00,5.000,1385661.65,S,2026-08-14T00:00:00,000000000080000047,4000
4500001029,00010,01,2,2026,5100000518,0001,Q,,2026-08-29T00:00:00,5.000,1385661.65,S,2026-08-22T00:00:00,000000000080000047,4000
4500001031,00010,01,1,2024,4900003126,0001,E,101,2024-09-21T00:00:00,4.000,1108529.32,S,2024-09-21T00:00:00,000000000080000047,2000
4500001032,00010,01,1,2025,4900003130,0001,E,101,2025-05-26T00:00:00,5.000,1385661.65,S,2025-05-26T00:00:00,000000000080000047,2000
4500001032,00010,01,2,2025,5100000519,0001,Q,,2025-06-09T00:00:00,5.000,1385661.65,S,2025-06-19T00:00:00,000000000080000047,2000
4500001034,00010,01,1,2025,4900003135,0001,E,101,2025-12-01T00:00:00,4.000,1108529.32,S,2025-12-01T00:00:00,000000000080000047,2000
4500001034,00010,01,2,2025,5100000520,0001,Q,,2025-12-08T00:00:00,4.000,1108529.32,S,2025-12-22T00:00:00,000000000080000047,2000
4500001035,00010,01,1,2025,4900003141,0001,E,101,2025-04-24T00:00:00,19.000,2784157.59,S,2025-04-24T00:00:00,000000000010000166,3000
4500001035,00010,01,2,2025,5100000521,0001,Q,,2025-05-21T00:00:00,19.000,2784157.59,S,2025-05-15T00:00:00,000000000010000166,3000
4500001036,00010,01,1,2025,4900003147,0001,E,101,2025-10-28T00:00:00,8.000,1172276.88,S,2025-10-28T00:00:00,000000000010000166,3000
4500001036,00010,01,2,2025,5100000522,0001,Q,,2025-11-13T00:00:00,8.000,1172276.88,S,2025-11-20T00:00:00,000000000010000166,3000
4500001038,00010,01,1,2026,4900003150,0001,E,101,2026-02-13T00:00:00,18.000,2637622.98,S,2026-02-13T00:00:00,000000000010000166,3000
4500001038,00010,01,2,2026,5100000523,0001,Q,,2026-03-11T00:00:00,18.000,2637622.98,S,2026-03-04T00:00:00,000000000010000166,3000
4500001040,00010,01,1,2024,4900003155,0001,E,101,2024-11-17T00:00:00,6.000,701768.82,S,2024-11-17T00:00:00,000000000010000168,3000
4500001040,00010,01,2,2024,5100000524,0001,Q,,2024-11-25T00:00:00,6.000,701768.82,S,2024-12-04T00:00:00,000000000010000168,3000
4500001041,00010,01,1,2025,4900003158,0001,E,101,2025-01-05T00:00:00,7.000,818730.29,S,2025-01-05T00:00:00,000000000010000168,3000
4500001042,00010,01,1,2025,4900003162,0001,E,101,2025-08-17T00:00:00,7.000,818730.29,S,2025-08-17T00:00:00,000000000010000168,3000
4500001042,00010,01,2,2025,5100000525,0001,Q,,2025-08-21T00:00:00,7.000,818730.29,S,2025-08-20T00:00:00,000000000010000168,3000
4500001043,00010,01,1,2026,4900003167,0001,E,101,2026-07-25T00:00:00,5.000,584807.35,S,2026-07-25T00:00:00,000000000010000168,3000
4500001043,00010,01,2,2026,5100000526,0001,Q,,2026-08-21T00:00:00,5.000,584807.35,S,2026-08-11T00:00:00,000000000010000168,3000
4500001044,00010,01,1,2024,4900003169,0001,E,101,2024-10-24T00:00:00,2.000,233922.94,S,2024-10-24T00:00:00,000000000010000168,4000
4500001047,00010,01,1,2025,4900003171,0001,E,101,2025-05-27T00:00:00,1.000,116961.47,S,2025-05-27T00:00:00,000000000010000168,4000
4500001047,00010,01,2,2025,5100000527,0001,Q,,2025-06-24T00:00:00,1.000,116961.47,S,2025-06-09T00:00:00,000000000010000168,4000
4500001048,00010,01,1,2025,4900003173,0001,E,101,2025-10-09T00:00:00,2.000,233922.94,S,2025-10-09T00:00:00,000000000010000168,4000
4500001051,00010,01,1,2025,4900003178,0001,E,101,2025-02-26T00:00:00,5.000,3472197.20,S,2025-02-26T00:00:00,000000000010000169,3000
4500001051,00010,01,2,2025,5100000528,0001,Q,,2025-03-16T00:00:00,5.000,3472197.20,S,2025-03-28T00:00:00,000000000010000169,3000
4500001053,00010,01,1,2025,4900003183,0001,E,101,2025-10-25T00:00:00,8.000,5555515.52,S,2025-10-25T00:00:00,000000000010000169,3000
4500001054,00010,01,1,2026,4900003188,0001,E,101,2026-07-19T00:00:00,3.000,2083318.32,S,2026-07-19T00:00:00,000000000010000169,3000
4500001054,00010,01,2,2026,5100000529,0001,Q,,2026-08-16T00:00:00,3.000,2083318.32,S,2026-08-05T00:00:00,000000000010000169,3000
4500001055,00010,01,1,2026,4900003189,0001,E,101,2026-08-31T00:00:00,4.000,2777757.76,S,2026-08-31T00:00:00,000000000010000169,3000
4500001055,00010,01,2,2026,5100000530,0001,Q,,2026-09-06T00:00:00,4.000,2777757.76,S,2026-09-07T00:00:00,000000000010000169,3000
4500001056,00010,01,1,2026,4900003194,0001,E,101,2026-02-21T00:00:00,3.000,77440.74,S,2026-02-21T00:00:00,000000000010000170,1000
4500001056,00010,01,2,2026,5100000531,0001,Q,,2026-02-26T00:00:00,3.000,77440.74,S,2026-03-21T00:00:00,000000000010000170,1000
4500001059,00010,01,1,2026,4900003197,0001,E,101,2026-08-06T00:00:00,4.000,103254.32,S,2026-08-06T00:00:00,000000000010000170,1000
4500001059,00010,01,2,2026,5100000532,0001,Q,,2026-08-23T00:00:00,4.000,103254.32,S,2026-08-26T00:00:00,000000000010000170,1000
4500001061,00010,01,1,2024,4900003201,0001,E,101,2024-11-02T00:00:00,15.000,4577122.35,S,2024-11-02T00:00:00,000000000080000048,3000
4500001061,00010,01,2,2024,5100000533,0001,Q,,2024-11-16T00:00:00,15.000,4577122.35,S,2024-11-05T00:00:00,000000000080000048,3000
4500001062,00010,01,1,2025,4900003207,0001,E,101,2025-09-12T00:00:00,14.000,4271980.86,S,2025-09-12T00:00:00,000000000080000048,3000
4500001062,00010,01,2,2025,5100000534,0001,Q,,2025-09-27T00:00:00,14.000,4271980.86,S,2025-10-06T00:00:00,000000000080000048,3000
4500001063,00010,01,1,2026,4900003212,0001,E,101,2026-05-12T00:00:00,16.000,4882263.84,S,2026-05-12T00:00:00,000000000080000048,3000
4500001063,00010,01,2,2026,5100000535,0001,Q,,2026-06-02T00:00:00,16.000,4882263.84,S,2026-06-07T00:00:00,000000000080000048,3000
4500001064,00010,01,1,2025,4900003218,0001,E,101,2025-02-14T00:00:00,7.000,3571369.13,S,2025-02-14T00:00:00,000000000010000171,1000
4500001064,00010,01,2,2025,5100000536,0001,Q,,2025-03-15T00:00:00,7.000,3571369.13,S,2025-03-06T00:00:00,000000000010000171,1000
4500001065,00010,01,1,2025,4900003221,0001,E,101,2025-11-01T00:00:00,5.000,2550977.95,S,2025-11-01T00:00:00,000000000010000171,1000
4500001065,00010,01,2,2025,5100000537,0001,Q,,2025-11-04T00:00:00,5.000,2550977.95,S,2025-11-20T00:00:00,000000000010000171,1000
4500001066,00010,01,1,2026,4900003228,0001,E,101,2026-07-09T00:00:00,5.000,2550977.95,S,2026-07-09T00:00:00,000000000010000171,1000
4500001066,00010,01,2,2026,5100000538,0001,Q,,2026-07-18T00:00:00,5.000,2550977.95,S,2026-07-23T00:00:00,000000000010000171,1000
4500001071,00010,01,1,2025,4900003230,0001,E,101,2025-01-14T00:00:00,1.000,140208.10,S,2025-01-14T00:00:00,000000000010000172,2000
4500001071,00010,01,2,2025,5100000539,0001,Q,,2025-01-31T00:00:00,1.000,140208.10,S,2025-02-02T00:00:00,000000000010000172,2000
4500001072,00010,01,1,2025,4900003233,0001,E,101,2025-06-25T00:00:00,3.000,420624.30,S,2025-06-25T00:00:00,000000000010000172,2000
4500001072,00010,01,2,2025,5100000540,0001,Q,,2025-07-20T00:00:00,3.000,420624.30,S,2025-07-06T00:00:00,000000000010000172,2000
4500001073,00010,01,1,2025,4900003235,0001,E,101,2025-09-04T00:00:00,3.000,420624.30,S,2025-09-04T00:00:00,000000000010000172,2000
4500001073,00010,01,2,2025,5100000541,0001,Q,,2025-09-19T00:00:00,3.000,420624.30,S,2025-09-12T00:00:00,000000000010000172,2000
4500001074,00010,01,1,2026,4900003238,0001,E,101,2026-01-10T00:00:00,3.000,420624.30,S,2026-01-10T00:00:00,000000000010000172,2000
4500001077,00010,01,1,2026,4900003243,0001,E,101,2026-07-12T00:00:00,3.000,420624.30,S,2026-07-12T00:00:00,000000000010000172,2000
4500001077,00010,01,2,2026,5100000542,0001,Q,,2026-07-20T00:00:00,3.000,420624.30,S,2026-07-15T00:00:00,000000000010000172,2000
4500001079,00010,01,1,2024,4900003246,0001,E,101,2024-12-01T00:00:00,5.000,701040.50,S,2024-12-01T00:00:00,000000000010000172,3000
4500001081,00010,01,1,2025,4900003250,0001,E,101,2025-06-15T00:00:00,6.000,841248.60,S,2025-06-15T00:00:00,000000000010000172,3000
4500001081,00010,01,2,2025,5100000543,0001,Q,,2025-06-30T00:00:00,6.000,841248.60,S,2025-07-09T00:00:00,000000000010000172,3000
4500001082,00010,01,1,2025,4900003254,0001,E,101,2025-12-27T00:00:00,5.000,701040.50,S,2025-12-27T00:00:00,000000000010000172,3000
4500001083,00010,01,1,2026,4900003256,0001,E,101,2026-05-05T00:00:00,4.000,560832.40,S,2026-05-05T00:00:00,000000000010000172,3000
4500001085,00010,01,1,2025,4900003259,0001,E,101,2025-06-21T00:00:00,2.000,79450.52,S,2025-06-21T00:00:00,000000000010000173,4000
4500001084,00010,01,1,2025,4900003260,0001,E,101,2025-06-30T00:00:00,1.000,39725.26,S,2025-06-30T00:00:00,000000000010000173,4000
4500001084,00010,01,2,2025,5100000544,0001,Q,,2025-07-27T00:00:00,1.000,39725.26,S,2025-07-30T00:00:00,000000000010000173,4000
4500001086,00010,01,1,2025,4900003262,0001,E,101,2025-11-08T00:00:00,1.000,39725.26,S,2025-11-08T00:00:00,000000000010000173,4000
4500001087,00010,01,1,2026,4900003264,0001,E,101,2026-03-03T00:00:00,2.000,79450.52,S,2026-03-03T00:00:00,000000000010000173,4000
4500001087,00010,01,2,2026,5100000545,0001,Q,,2026-03-18T00:00:00,2.000,79450.52,S,2026-03-08T00:00:00,000000000010000173,4000
4500001088,00010,01,1,2024,4900003267,0001,E,101,2024-12-12T00:00:00,18.000,1504143.90,S,2024-12-12T00:00:00,000000000080000049,3000
4500001090,00010,01,1,2025,4900003273,0001,E,101,2025-11-21T00:00:00,23.000,1921961.65,S,2025-11-21T00:00:00,000000000080000049,3000
4500001090,00010,01,2,2025,5100000546,0001,Q,,2025-12-07T00:00:00,23.000,1921961.65,S,2025-12-05T00:00:00,000000000080000049,3000
4500001093,00010,01,1,2024,4900003279,0001,E,101,2024-11-09T00:00:00,4.000,37520.56,S,2024-11-09T00:00:00,000000000010000174,3000
4500001094,00010,01,1,2025,4900003285,0001,E,101,2025-12-01T00:00:00,5.000,46900.70,S,2025-12-01T00:00:00,000000000010000174,3000
4500001094,00010,01,2,2025,5100000547,0001,Q,,2025-12-21T00:00:00,5.000,46900.70,S,2025-12-15T00:00:00,000000000010000174,3000
4500001095,00010,01,1,2026,4900003287,0001,E,101,2026-03-09T00:00:00,5.000,46900.70,S,2026-03-09T00:00:00,000000000010000174,3000
4500001095,00010,01,2,2026,5100000548,0001,Q,,2026-04-04T00:00:00,5.000,46900.70,S,2026-04-01T00:00:00,000000000010000174,3000
4500001097,00010,01,1,2025,4900003291,0001,E,101,2025-03-10T00:00:00,13.000,2179652.93,S,2025-03-10T00:00:00,000000000010000175,1000
4500001097,00010,01,2,2025,5100000549,0001,Q,,2025-03-30T00:00:00,13.000,2179652.93,S,2025-04-01T00:00:00,000000000010000175,1000
4500001099,00010,01,1,2026,4900003298,0001,E,101,2026-01-06T00:00:00,9.000,1508990.49,S,2026-01-06T00:00:00,000000000010000175,1000
4500001099,00010,01,2,2026,5100000550,0001,Q,,2026-01-25T00:00:00,9.000,1508990.49,S,2026-01-11T00:00:00,000000000010000175,1000
4500001100,00010,01,1,2026,4900003301,0001,E,101,2026-05-13T00:00:00,17.000,2850315.37,S,2026-05-13T00:00:00,000000000010000175,1000
4500001100,00010,01,2,2026,5100000551,0001,Q,,2026-06-03T00:00:00,17.000,2850315.37,S,2026-05-28T00:00:00,000000000010000175,1000
4500001102,00010,01,1,2025,4900003310,0001,E,101,2025-06-08T00:00:00,12.000,236860.32,S,2025-06-08T00:00:00,000000000010000177,1000
4500001102,00010,01,2,2025,5100000552,0001,Q,,2025-06-29T00:00:00,12.000,236860.32,S,2025-06-30T00:00:00,000000000010000177,1000
4500001104,00010,01,1,2026,4900003312,0001,E,101,2026-02-23T00:00:00,10.000,197383.60,S,2026-02-23T00:00:00,000000000010000177,1000
4500001104,00010,01,2,2026,5100000553,0001,Q,,2026-03-18T00:00:00,10.000,197383.60,S,2026-03-15T00:00:00,000000000010000177,1000
4500001105,00010,01,1,2024,4900003318,0001,E,101,2024-11-10T00:00:00,154.000,127046.92,S,2024-11-10T00:00:00,000000000010000178,1000
4500001105,00010,01,2,2024,5100000554,0001,Q,,2024-11-16T00:00:00,154.000,127046.92,S,2024-12-01T00:00:00,000000000010000178,1000
4500001106,00010,01,1,2025,4900003324,0001,E,101,2025-04-07T00:00:00,123.000,101472.54,S,2025-04-07T00:00:00,000000000010000178,1000
4500001106,00010,01,2,2025,5100000555,0001,Q,,2025-04-13T00:00:00,123.000,101472.54,S,2025-05-07T00:00:00,000000000010000178,1000
4500001107,00010,01,1,2025,4900003330,0001,E,101,2025-09-28T00:00:00,147.000,121272.06,S,2025-09-28T00:00:00,000000000010000178,1000
4500001107,00010,01,2,2025,5100000556,0001,Q,,2025-10-02T00:00:00,147.000,121272.06,S,2025-10-18T00:00:00,000000000010000178,1000
4500001109,00010,01,1,2026,4900003337,0001,E,101,2026-03-23T00:00:00,162.000,133646.76,S,2026-03-23T00:00:00,000000000010000178,1000
4500001109,00010,01,2,2026,5100000557,0001,Q,,2026-04-04T00:00:00,162.000,133646.76,S,2026-04-02T00:00:00,000000000010000178,1000
4500001111,00010,01,1,2025,4900003347,0001,E,101,2025-05-09T00:00:00,14.000,780711.54,S,2025-05-09T00:00:00,000000000010000179,2000
4500001112,00010,01,1,2026,4900003355,0001,E,101,2026-08-23T00:00:00,14.000,780711.54,S,2026-08-23T00:00:00,000000000010000179,2000
4500001112,00010,01,2,2026,5100000558,0001,Q,,2026-09-07T00:00:00,14.000,780711.54,S,2026-09-05T00:00:00,000000000010000179,2000
4500001114,00010,01,1,2024,4900003356,0001,E,101,2024-12-04T00:00:00,8.000,2001310.24,S,2024-12-04T00:00:00,000000000080000050,3000
4500001114,00010,01,2,2024,5100000559,0001,Q,,2024-12-25T00:00:00,8.000,2001310.24,S,2024-12-23T00:00:00,000000000080000050,3000
4500001116,00010,01,1,2025,4900003359,0001,E,101,2025-04-18T00:00:00,10.000,2501637.80,S,2025-04-18T00:00:00,000000000080000050,3000
4500001117,00010,01,1,2025,4900003362,0001,E,101,2025-09-19T00:00:00,5.000,1250818.90,S,2025-09-19T00:00:00,000000000080000050,3000
4500001117,00010,01,2,2025,5100000560,0001,Q,,2025-10-11T00:00:00,5.000,1250818.90,S,2025-10-12T00:00:00,000000000080000050,3000
4500001118,00010,01,1,2026,4900003365,0001,E,101,2026-05-16T00:00:00,9.000,2251474.02,S,2026-05-16T00:00:00,000000000080000050,3000
4500001118,00010,01,2,2026,5100000561,0001,Q,,2026-05-26T00:00:00,9.000,2251474.02,S,2026-05-27T00:00:00,000000000080000050,3000
4500001119,00010,01,1,2026,4900003368,0001,E,101,2026-08-14T00:00:00,8.000,2001310.24,S,2026-08-14T00:00:00,000000000080000050,3000
4500001119,00010,01,2,2026,5100000562,0001,Q,,2026-08-29T00:00:00,8.000,2001310.24,S,2026-08-19T00:00:00,000000000080000050,3000
4500001121,00010,01,1,2024,4900003371,0001,E,101,2024-12-10T00:00:00,15.000,3952427.55,S,2024-12-10T00:00:00,000000000080000051,2000
4500001122,00010,01,1,2025,4900003378,0001,E,101,2025-12-19T00:00:00,11.000,2898446.87,S,2025-12-19T00:00:00,000000000080000051,2000
4500001122,00010,01,2,2025,5100000563,0001,Q,,2025-12-28T00:00:00,11.000,2898446.87,S,2026-01-16T00:00:00,000000000080000051,2000
4500001124,00010,01,1,2025,4900003386,0001,E,101,2025-01-08T00:00:00,25.000,239180.75,S,2025-01-08T00:00:00,000000000010000180,3000
4500001125,00010,01,1,2025,4900003390,0001,E,101,2025-03-20T00:00:00,24.000,229613.52,S,2025-03-20T00:00:00,000000000010000180,3000
4500001125,00010,01,2,2025,5100000564,0001,Q,,2025-04-10T00:00:00,24.000,229613.52,S,2025-04-04T00:00:00,000000000010000180,3000
4500001126,00010,01,1,2025,4900003394,0001,E,101,2025-06-10T00:00:00,20.000,191344.60,S,2025-06-10T00:00:00,000000000010000180,3000
4500001126,00010,01,2,2025,5100000565,0001,Q,,2025-07-06T00:00:00,20.000,191344.60,S,2025-07-06T00:00:00,000000000010000180,3000
4500001127,00010,01,1,2025,4900003397,0001,E,101,2025-08-20T00:00:00,25.000,239180.75,S,2025-08-20T00:00:00,000000000010000180,3000
4500001127,00010,01,2,2025,5100000566,0001,Q,,2025-09-14T00:00:00,25.000,239180.75,S,2025-08-25T00:00:00,000000000010000180,3000
4500001128,00010,01,1,2025,4900003401,0001,E,101,2025-12-08T00:00:00,16.000,153075.68,S,2025-12-08T00:00:00,000000000010000180,3000
4500001128,00010,01,2,2025,5100000567,0001,Q,,2025-12-27T00:00:00,16.000,153075.68,S,2025-12-11T00:00:00,000000000010000180,3000
4500001130,00010,01,1,2026,4900003404,0001,E,101,2026-04-20T00:00:00,25.000,239180.75,S,2026-04-20T00:00:00,000000000010000180,3000
4500001130,00010,01,2,2026,5100000568,0001,Q,,2026-05-06T00:00:00,25.000,239180.75,S,2026-05-15T00:00:00,000000000010000180,3000
4500001132,00010,01,1,2026,4900003408,0001,E,101,2026-07-17T00:00:00,25.000,239180.75,S,2026-07-17T00:00:00,000000000010000180,3000
4500001132,00010,01,2,2026,5100000569,0001,Q,,2026-08-13T00:00:00,25.000,239180.75,S,2026-08-04T00:00:00,000000000010000180,3000
4500001134,00010,01,1,2025,4900003413,0001,E,101,2025-09-07T00:00:00,1.000,30663.83,S,2025-09-07T00:00:00,000000000010000181,3000
4500001134,00010,01,2,2025,5100000570,0001,Q,,2025-10-01T00:00:00,1.000,30663.83,S,2025-09-19T00:00:00,000000000010000181,3000
4500001136,00010,01,1,2025,4900003415,0001,E,101,2025-12-18T00:00:00,1.000,30663.83,S,2025-12-18T00:00:00,000000000010000181,3000
4500001136,00010,01,2,2025,5100000571,0001,Q,,2025-12-21T00:00:00,1.000,30663.83,S,2026-01-17T00:00:00,000000000010000181,3000
4500001138,00010,01,1,2026,4900003417,0001,E,101,2026-05-04T00:00:00,1.000,30663.83,S,2026-05-04T00:00:00,000000000010000181,3000
4500001140,00010,01,1,2025,4900003420,0001,E,101,2025-02-07T00:00:00,5.000,1156886.95,S,2025-02-07T00:00:00,000000000080000052,4000
4500001140,00010,01,2,2025,5100000572,0001,Q,,2025-02-25T00:00:00,5.000,1156886.95,S,2025-02-10T00:00:00,000000000080000052,4000
4500001142,00010,01,1,2026,4900003425,0001,E,101,2026-03-17T00:00:00,4.000,925509.56,S,2026-03-17T00:00:00,000000000080000052,4000
4500001143,00010,01,1,2026,4900003426,0001,E,101,2026-06-23T00:00:00,10.000,2313773.90,S,2026-06-23T00:00:00,000000000080000052,4000
4500001143,00010,01,2,2026,5100000573,0001,Q,,2026-07-18T00:00:00,10.000,2313773.90,S,2026-07-21T00:00:00,000000000080000052,4000
4500001144,00010,01,1,2024,4900003429,0001,E,101,2024-11-15T00:00:00,98.000,91510.44,S,2024-11-15T00:00:00,000000000010000185,3000
4500001144,00010,01,2,2024,5100000574,0001,Q,,2024-12-15T00:00:00,98.000,91510.44,S,2024-11-20T00:00:00,000000000010000185,3000
4500001146,00010,01,1,2025,4900003433,0001,E,101,2025-01-24T00:00:00,112.000,104583.36,S,2025-01-24T00:00:00,000000000010000185,3000
4500001146,00010,01,2,2025,5100000575,0001,Q,,2025-01-31T00:00:00,112.000,104583.36,S,2025-02-09T00:00:00,000000000010000185,3000
4500001147,00010,01,1,2025,4900003436,0001,E,101,2025-04-14T00:00:00,87.000,81238.86,S,2025-04-14T00:00:00,000000000010000185,3000
4500001147,00010,01,2,2025,5100000576,0001,Q,,2025-05-03T00:00:00,87.000,81238.86,S,2025-05-08T00:00:00,000000000010000185,3000
4500001148,00010,01,1,2025,4900003440,0001,E,101,2025-06-12T00:00:00,53.000,49490.34,S,2025-06-12T00:00:00,000000000010000185,3000
4500001148,00010,01,2,2025,5100000577,0001,Q,,2025-07-02T00:00:00,53.000,49490.34,S,2025-07-04T00:00:00,000000000010000185,3000
4500001149,00010,01,1,2025,4900003443,0001,E,101,2025-09-01T00:00:00,99.000,92444.22,S,2025-09-01T00:00:00,000000000010000185,3000
4500001149,00010,01,2,2025,5100000578,0001,Q,,2025-09-15T00:00:00,99.000,92444.22,S,2025-09-25T00:00:00,000000000010000185,3000
4500001151,00010,01,1,2025,4900003448,0001,E,101,2025-12-25T00:00:00,136.000,126994.08,S,2025-12-25T00:00:00,000000000010000185,3000
4500001153,00010,01,1,2026,4900003453,0001,E,101,2026-05-06T00:00:00,82.000,76569.96,S,2026-05-06T00:00:00,000000000010000185,3000
4500001155,00010,01,1,2026,4900003457,0001,E,101,2026-09-07T00:00:00,124.000,115788.72,S,2026-09-07T00:00:00,000000000010000185,3000
4500001155,00010,01,2,2026,5100000579,0001,Q,,2026-09-07T00:00:00,124.000,115788.72,S,2026-09-07T00:00:00,000000000010000185,3000
4500001156,00010,01,1,2024,4900003460,0001,E,101,2024-10-28T00:00:00,110.000,102715.80,S,2024-10-28T00:00:00,000000000010000185,2000
4500001156,00010,01,2,2024,5100000580,0001,Q,,2024-11-02T00:00:00,110.000,102715.80,S,2024-11-11T00:00:00,000000000010000185,2000
4500001157,00010,01,1,2025,4900003466,0001,E,101,2025-04-24T00:00:00,115.000,107384.70,S,2025-04-24T00:00:00,000000000010000185,2000
4500001157,00010,01,2,2025,5100000581,0001,Q,,2025-04-27T00:00:00,115.000,107384.70,S,2025-05-02T00:00:00,000000000010000185,2000
4500001159,00010,01,1,2025,4900003472,0001,E,101,2025-11-18T00:00:00,57.000,53225.46,S,2025-11-18T00:00:00,000000000010000185,2000
4500001160,00010,01,1,2026,4900003475,0001,E,101,2026-01-13T00:00:00,122.000,113921.16,S,2026-01-13T00:00:00,000000000010000185,2000
4500001160,00010,01,2,2026,5100000582,0001,Q,,2026-01-19T00:00:00,122.000,113921.16,S,2026-02-11T00:00:00,000000000010000185,2000
4500001161,00010,01,1,2026,4900003482,0001,E,101,2026-07-11T00:00:00,60.000,56026.80,S,2026-07-11T00:00:00,000000000010000185,2000
4500001163,00010,01,1,2024,4900003490,0001,E,101,2024-11-13T00:00:00,5.000,1375992.65,S,2024-11-13T00:00:00,000000000080000053,1000
4500001163,00010,01,2,2024,5100000583,0001,Q,,2024-12-10T00:00:00,5.000,1375992.65,S,2024-12-05T00:00:00,000000000080000053,1000
4500001164,00010,01,1,2025,4900003495,0001,E,101,2025-08-13T00:00:00,4.000,1100794.12,S,2025-08-13T00:00:00,000000000080000053,1000
4500001164,00010,01,2,2025,5100000584,0001,Q,,2025-08-27T00:00:00,4.000,1100794.12,S,2025-08-24T00:00:00,000000000080000053,1000
4500001167,00010,01,1,2026,4900003498,0001,E,101,2026-05-26T00:00:00,7.000,1926389.71,S,2026-05-26T00:00:00,000000000080000053,1000
4500001167,00010,01,2,2026,5100000585,0001,Q,,2026-06-09T00:00:00,7.000,1926389.71,S,2026-06-04T00:00:00,000000000080000053,1000
4500001168,00010,01,1,2025,4900003501,0001,E,101,2025-01-18T00:00:00,6.000,929892.78,S,2025-01-18T00:00:00,000000000010000189,4000
4500001172,00010,01,1,2025,4900003505,0001,E,101,2025-12-01T00:00:00,6.000,929892.78,S,2025-12-01T00:00:00,000000000010000189,4000
4500001173,00010,01,1,2025,4900003512,0001,E,101,2025-01-04T00:00:00,3.000,288416.76,S,2025-01-04T00:00:00,000000000010000190,2000
4500001173,00010,01,2,2025,5100000586,0001,Q,,2025-02-01T00:00:00,3.000,288416.76,S,2025-01-17T00:00:00,000000000010000190,2000
4500001174,00010,01,1,2025,4900003516,0001,E,101,2025-08-17T00:00:00,3.000,288416.76,S,2025-08-17T00:00:00,000000000010000190,2000
4500001176,00010,01,1,2025,4900003517,0001,E,101,2025-11-07T00:00:00,8.000,769111.36,S,2025-11-07T00:00:00,000000000010000190,2000
4500001178,00010,01,1,2024,4900003525,0001,E,101,2024-11-04T00:00:00,69.000,8644519.41,S,2024-11-04T00:00:00,000000000010000191,1000
4500001178,00010,01,2,2024,5100000587,0001,Q,,2024-11-10T00:00:00,69.000,8644519.41,S,2024-11-24T00:00:00,000000000010000191,1000
4500001179,00010,01,1,2025,4900003529,0001,E,101,2025-02-18T00:00:00,63.000,7892822.07,S,2025-02-18T00:00:00,000000000010000191,1000
4500001180,00010,01,1,2025,4900003533,0001,E,101,2025-04-28T00:00:00,60.000,7516973.40,S,2025-04-28T00:00:00,000000000010000191,1000
4500001180,00010,01,2,2025,5100000588,0001,Q,,2025-05-01T00:00:00,60.000,7516973.40,S,2025-05-03T00:00:00,000000000010000191,1000
4500001181,00010,01,1,2025,4900003536,0001,E,101,2025-06-13T00:00:00,117.000,14658098.13,S,2025-06-13T00:00:00,000000000010000191,1000
4500001181,00010,01,2,2025,5100000589,0001,Q,,2025-07-13T00:00:00,117.000,14658098.13,S,2025-06-25T00:00:00,000000000010000191,1000
4500001182,00010,01,1,2025,4900003541,0001,E,101,2025-10-26T00:00:00,43.000,5387164.27,S,2025-10-26T00:00:00,000000000010000191,1000
4500001184,00010,01,1,2026,4900003544,0001,E,101,2026-01-11T00:00:00,81.000,10147914.09,S,2026-01-11T00:00:00,000000000010000191,1000
4500001184,00010,01,2,2026,5100000590,0001,Q,,2026-02-06T00:00:00,81.000,10147914.09,S,2026-01-25T00:00:00,000000000010000191,1000
4500001185,00010,01,1,2026,4900003547,0001,E,101,2026-03-18T00:00:00,63.000,7892822.07,S,2026-03-18T00:00:00,000000000010000191,1000
4500001185,00010,01,2,2026,5100000591,0001,Q,,2026-03-25T00:00:00,63.000,7892822.07,S,2026-04-08T00:00:00,000000000010000191,1000
4500001186,00010,01,1,2026,4900003551,0001,E,101,2026-06-14T00:00:00,48.000,6013578.72,S,2026-06-14T00:00:00,000000000010000191,1000
4500001186,00010,01,2,2026,5100000592,0001,Q,,2026-07-02T00:00:00,48.000,6013578.72,S,2026-06-25T00:00:00,000000000010000191,1000
4500001187,00010,01,1,2026,4900003554,0001,E,101,2026-07-25T00:00:00,102.000,12778854.78,S,2026-07-25T00:00:00,000000000010000191,1000
