Mblnr,Mjahr,Zeile,Bwart,Matnr,Werks,Lgort,Lifnr,Shkzg,Dmbtr,Menge,Meins,Ebeln,Ebelp,Sgtxt,Wempf,Kostl,Aufnr,Rsnum,Rspos,Umwrk,Umlgo,Grund,BudatMkpf,CpudtMkpf
4900008008,2025,0001,201,000000000080000099,3000,SP03,,H,811331.88,3.000,EA,,,CHANGEOUT ML-201,VZIREQ05,3000-MECH,,,,,,,2025-07-07T00:00:00,2025-07-07T00:00:00
4900008009,2025,0001,201,000000000080000099,3000,SP03,,H,811331.88,3.000,EA,,,ISSUED TO CV-501,VZIREQ02,3000-MECH,,,,,,,2025-08-03T00:00:00,2025-08-03T00:00:00
4900008010,2025,0001,101,000000000080000099,3000,SP03,0001000048,S,2163551.68,8.000,EA,4500002574,00010,GR AGAINST PO,,,,,,,,,2025-09-12T00:00:00,2025-09-12T00:00:00
4900008011,2025,0001,261,000000000080000099,3000,SP03,,H,811331.88,3.000,EA,,,BREAKDOWN REPL TH-401,VZIREQ05,,433851809,,,,,,2025-10-27T00:00:00,2025-10-27T00:00:00
4900008012,2025,0001,261,000000000080000099,3000,SP03,,H,270443.96,1.000,EA,,,BREAKDOWN REPL SC-701,VZIREQ01,,438444515,,,,,,2025-11-30T00:00:00,2025-11-30T00:00:00
4900008013,2025,0001,201,000000000080000099,3000,SP03,,H,540887.92,2.000,EA,,,BREAKDOWN REPL PU-611,VZIREQ01,3000-MECH,,,,,,,2025-12-03T00:00:00,2025-12-03T00:00:00
4900008014,2026,0001,261,000000000080000099,3000,SP03,,H,540887.92,2.000,EA,,,CHANGEOUT CV-502,VZIREQ05,,432753829,,,,,,2026-03-11T00:00:00,2026-03-11T00:00:00
4900008015,2026,0001,101,000000000080000099,3000,SP03,0001000048,S,1622663.76,6.000,EA,4500002575,00010,GR AGAINST PO,,,,,,,,,2026-04-17T00:00:00,2026-04-17T00:00:00
4900008016,2026,0001,201,000000000080000099,3000,SP03,,H,540887.92,2.000,EA,,,BREAKDOWN REPL TH-401,VZIREQ03,3000-MECH,,,,,,,2026-06-08T00:00:00,2026-06-08T00:00:00
4900008017,2026,0001,261,000000000080000099,3000,SP03,,H,270443.96,1.000,EA,,,ISSUED TO PU-611,VZIREQ05,,438901507,,,,,,2026-07-13T00:00:00,2026-07-13T00:00:00
4900008018,2026,0001,261,000000000080000099,3000,SP03,,H,540887.92,2.000,EA,,,ISSUED TO CR-102,VZIREQ03,,433257798,,,,,,2026-08-21T00:00:00,2026-08-21T00:00:00
4900008019,2024,0001,261,000000000010000418,4000,SP04,,H,945609.40,2.000,EA,,,ISSUED TO PU-610,VZIREQ05,,444135853,,,,,,2024-11-04T00:00:00,2024-11-04T00:00:00
4900008020,2025,0001,261,000000000010000418,4000,SP04,,H,472804.70,1.000,EA,,,ISSUED TO PU-611,VZIREQ01,,449346712,,,,,,2025-01-25T00:00:00,2025-01-25T00:00:00
4900008021,2025,0001,101,000000000010000418,4000,SP04,0001000005,S,2364023.50,5.000,EA,4500002576,00010,GR AGAINST PO,,,,,,,,,2025-04-03T00:00:00,2025-04-03T00:00:00
4900008022,2025,0001,201,000000000010000418,4000,SP04,,H,945609.40,2.000,EA,,,ISSUED TO PU-610,VZIREQ04,4000-MECH,,,,,,,2025-04-12T00:00:00,2025-04-12T00:00:00
4900008023,2025,0001,261,000000000010000418,4000,SP04,,H,945609.40,2.000,EA,,,BREAKDOWN REPL TH-401,VZIREQ05,,443770196,,,,,,2025-06-22T00:00:00,2025-06-22T00:00:00
4900008024,2025,0001,261,000000000010000418,4000,SP04,,H,472804.70,1.000,EA,,,ISSUED TO ML-201,VZIREQ05,,446526904,,,,,,2025-11-14T00:00:00,2025-11-14T00:00:00
4900008025,2025,0001,101,000000000010000418,4000,SP04,0001000005,S,2364023.50,5.000,EA,4500002577,00010,GR AGAINST PO,,,,,,,,,2025-12-12T00:00:00,2025-12-12T00:00:00
4900008026,2026,0001,201,000000000010000418,4000,SP04,,H,945609.40,2.000,EA,,,CHANGEOUT TH-401,VZIREQ05,4000-MECH,,,,,,,2026-01-06T00:00:00,2026-01-06T00:00:00
4900008027,2026,0001,261,000000000010000418,4000,SP04,,H,472804.70,1.000,EA,,,CHANGEOUT PU-610,VZIREQ05,,444584481,,,,,,2026-03-31T00:00:00,2026-03-31T00:00:00
4900008028,2026,0001,201,000000000010000418,4000,SP04,,H,472804.70,1.000,EA,,,BREAKDOWN REPL FA-810,VZIREQ04,4000-MECH,,,,,,,2026-04-03T00:00:00,2026-04-03T00:00:00
4900008029,2026,0001,201,000000000010000418,4000,SP04,,H,945609.40,2.000,EA,,,BREAKDOWN REPL TH-401,VZIREQ01,4000-MECH,,,,,,,2026-06-14T00:00:00,2026-06-14T00:00:00
4900008030,2026,0001,261,000000000010000418,4000,SP04,,H,472804.70,1.000,EA,,,BREAKDOWN REPL TH-401,VZIREQ01,,445591133,,,,,,2026-07-28T00:00:00,2026-07-28T00:00:00
4900008031,2024,0001,261,000000000010000419,2000,SP02,,H,16677.66,1.000,EA,,,ISSUED TO CR-102,VZIREQ01,,422532697,,,,,,2024-10-04T00:00:00,2024-10-04T00:00:00
4900008032,2024,0001,261,000000000010000419,2000,SP02,,H,16677.66,1.000,EA,,,ISSUED TO CV-501,VZIREQ04,,423979984,,,,,,2024-11-09T00:00:00,2024-11-09T00:00:00
4900008033,2025,0001,261,000000000010000419,2000,SP02,,H,16677.66,1.000,EA,,,CHANGEOUT FL-310,VZIREQ04,,423072593,,,,,,2025-01-27T00:00:00,2025-01-27T00:00:00
4900008034,2025,0001,261,000000000010000419,2000,SP02,,H,16677.66,1.000,EA,,,CHANGEOUT ML-201,VZIREQ04,,424024273,,,,,,2025-04-11T00:00:00,2025-04-11T00:00:00
4900008035,2025,0001,101,000000000010000419,2000,SP02,0001000033,S,66710.64,4.000,EA,4500002581,00010,GR AGAINST PO,,,,,,,,,2025-05-15T00:00:00,2025-05-15T00:00:00
4900008036,2025,0001,261,000000000010000419,2000,SP02,,H,16677.66,1.000,EA,,,ISSUED TO CV-501,VZIREQ04,,422317713,,,,,,2025-05-23T00:00:00,2025-05-23T00:00:00
4900008037,2025,0001,201,000000000010000419,2000,SP02,,H,16677.66,1.000,EA,,,BREAKDOWN REPL CV-502,VZIREQ01,2000-MECH,,,,,,,2025-06-07T00:00:00,2025-06-07T00:00:00
4900008038,2025,0001,261,000000000010000419,2000,SP02,,H,16677.66,1.000,EA,,,CHANGEOUT ML-201,VZIREQ05,,424827327,,,,,,2025-08-14T00:00:00,2025-08-14T00:00:00
4900008039,2025,0001,261,000000000010000419,2000,SP02,,H,16677.66,1.000,EA,,,CHANGEOUT ML-201,VZIREQ03,,426686990,,,,,,2025-09-19T00:00:00,2025-09-19T00:00:00
4900008040,2025,0001,101,000000000010000419,2000,SP02,0001000033,S,116743.62,7.000,EA,4500002582,00010,GR AGAINST PO,,,,,,,,,2025-10-16T00:00:00,2025-10-16T00:00:00
4900008041,2026,0001,261,000000000010000419,2000,SP02,,H,16677.66,1.000,EA,,,ISSUED TO FL-310,VZIREQ02,,427883421,,,,,,2026-02-08T00:00:00,2026-02-08T00:00:00
4900008042,2026,0001,261,000000000010000419,2000,SP02,,H,16677.66,1.000,EA,,,CHANGEOUT ML-202,VZIREQ01,,427633500,,,,,,2026-05-03T00:00:00,2026-05-03T00:00:00
4900008043,2026,0001,261,000000000010000419,2000,SP02,,H,16677.66,1.000,EA,,,CHANGEOUT PU-610,VZIREQ04,,425837190,,,,,,2026-08-30T00:00:00,2026-08-30T00:00:00
4900008044,2024,0001,201,000000000010000421,4000,SP04,,H,162427.38,6.000,EA,,,BREAKDOWN REPL FA-810,VZIREQ03,4000-MECH,,,,,,,2024-09-07T00:00:00,2024-09-07T00:00:00
4900008045,2024,0001,101,000000000010000421,4000,SP04,0001000037,S,324854.76,12.000,EA,4500002584,00010,GR AGAINST PO,,,,,,,,,2024-10-15T00:00:00,2024-10-15T00:00:00
4900008046,2024,0001,201,000000000010000421,4000,SP04,,H,135356.15,5.000,EA,,,ISSUED TO CV-502,VZIREQ01,4000-MECH,,,,,,,2024-11-14T00:00:00,2024-11-14T00:00:00
4900008047,2025,0001,201,000000000010000421,4000,SP04,,H,162427.38,6.000,EA,,,ISSUED TO CV-501,VZIREQ01,4000-MECH,,,,,,,2025-01-05T00:00:00,2025-01-05T00:00:00
4900008048,2025,0001,101,000000000010000421,4000,SP04,0001000037,S,297783.53,11.000,EA,4500002585,00010,GR AGAINST PO,,,,,,,,,2025-02-12T00:00:00,2025-02-12T00:00:00
4900008049,2025,0001,261,000000000010000421,4000,SP04,,H,162427.38,6.000,EA,,,ISSUED TO ML-202,VZIREQ04,,447245464,,,,,,2025-04-03T00:00:00,2025-04-03T00:00:00
4900008050,2025,0001,101,000000000010000421,4000,SP04,0001000037,S,162427.38,6.000,EA,4500002586,00010,GR AGAINST PO,,,,,,,,,2025-05-08T00:00:00,2025-05-08T00:00:00
4900008051,2025,0001,261,000000000010000421,4000,SP04,,H,54142.46,2.000,EA,,,CHANGEOUT TH-401,VZIREQ05,,443540015,,,,,,2025-06-19T00:00:00,2025-06-19T00:00:00
4900008052,2025,0001,201,000000000010000421,4000,SP04,,H,54142.46,2.000,EA,,,BREAKDOWN REPL SC-701,VZIREQ04,4000-MECH,,,,,,,2025-10-29T00:00:00,2025-10-29T00:00:00
4900008053,2025,0001,261,000000000010000421,4000,SP04,,H,108284.92,4.000,EA,,,CHANGEOUT CV-501,VZIREQ05,,441463470,,,,,,2025-11-24T00:00:00,2025-11-24T00:00:00
4900008054,2025,0001,261,000000000010000421,4000,SP04,,H,108284.92,4.000,EA,,,CHANGEOUT CV-502,VZIREQ02,,446289592,,,,,,2025-12-03T00:00:00,2025-12-03T00:00:00
4900008055,2026,0001,101,000000000010000421,4000,SP04,0001000037,S,108284.92,4.000,EA,4500002587,00010,GR AGAINST PO,,,,,,,,,2026-01-02T00:00:00,2026-01-02T00:00:00
4900008056,2026,0001,261,000000000010000421,4000,SP04,,H,54142.46,2.000,EA,,,BREAKDOWN REPL CR-101,VZIREQ02,,448748759,,,,,,2026-01-10T00:00:00,2026-01-10T00:00:00
4900008057,2026,0001,101,000000000010000421,4000,SP04,0001000037,S,216569.84,8.000,EA,4500002588,00010,GR AGAINST PO,,,,,,,,,2026-01-12T00:00:00,2026-01-12T00:00:00
4900008058,2026,0001,201,000000000010000421,4000,SP04,,H,81213.69,3.000,EA,,,BREAKDOWN REPL FA-810,VZIREQ03,4000-MECH,,,,,,,2026-02-26T00:00:00,2026-02-26T00:00:00
4900008059,2026,0001,261,000000000010000421,4000,SP04,,H,108284.92,4.000,EA,,,BREAKDOWN REPL ML-202,VZIREQ05,,448327486,,,,,,2026-06-13T00:00:00,2026-06-13T00:00:00
4900008060,2026,0001,101,000000000010000421,4000,SP04,0001000037,S,243641.07,9.000,EA,4500002589,00010,GR AGAINST PO,,,,,,,,,2026-07-12T00:00:00,2026-07-12T00:00:00
4900008061,2026,0001,261,000000000010000421,4000,SP04,,H,81213.69,3.000,EA,,,CHANGEOUT FA-810,VZIREQ02,,443804317,,,,,,2026-07-14T00:00:00,2026-07-14T00:00:00
4900008062,2026,0001,261,000000000010000421,4000,SP04,,H,81213.69,3.000,EA,,,BREAKDOWN REPL FA-810,VZIREQ01,,445693618,,,,,,2026-08-06T00:00:00,2026-08-06T00:00:00
4900008063,2024,0001,201,000000000010000421,2000,SP02,,H,54142.46,2.000,EA,,,CHANGEOUT CV-501,VZIREQ01,2000-MECH,,,,,,,2024-09-22T00:00:00,2024-09-22T00:00:00
4900008064,2024,0001,101,000000000010000421,2000,SP02,0001000037,S,216569.84,8.000,EA,4500002591,00010,GR AGAINST PO,,,,,,,,,2024-10-31T00:00:00,2024-10-31T00:00:00
4900008065,2024,0001,261,000000000010000421,2000,SP02,,H,135356.15,5.000,EA,,,BREAKDOWN REPL FA-810,VZIREQ02,,429739951,,,,,,2024-11-12T00:00:00,2024-11-12T00:00:00
4900008066,2025,0001,201,000000000010000421,2000,SP02,,H,162427.38,6.000,EA,,,CHANGEOUT ML-202,VZIREQ02,2000-MECH,,,,,,,2025-02-10T00:00:00,2025-02-10T00:00:00
4900008067,2025,0001,201,000000000010000421,2000,SP02,,H,189498.61,7.000,EA,,,CHANGEOUT TH-401,VZIREQ02,2000-MECH,,,,,,,2025-03-01T00:00:00,2025-03-01T00:00:00
4900008068,2025,0001,101,000000000010000421,2000,SP02,0001000037,S,297783.53,11.000,EA,4500002592,00010,GR AGAINST PO,,,,,,,,,2025-03-23T00:00:00,2025-03-23T00:00:00
4900008069,2025,0001,101,000000000010000421,2000,SP02,0001000037,S,487282.14,18.000,EA,4500002593,00010,GR AGAINST PO,,,,,,,,,2025-04-03T00:00:00,2025-04-03T00:00:00
4900008070,2025,0001,201,000000000010000421,2000,SP02,,H,162427.38,6.000,EA,,,CHANGEOUT PU-610,VZIREQ03,2000-MECH,,,,,,,2025-07-05T00:00:00,2025-07-05T00:00:00
4900008071,2025,0001,261,000000000010000421,2000,SP02,,H,81213.69,3.000,EA,,,CHANGEOUT FL-310,VZIREQ03,,429263543,,,,,,2025-08-16T00:00:00,2025-08-16T00:00:00
4900008072,2025,0001,261,000000000010000421,2000,SP02,,H,162427.38,6.000,EA,,,CHANGEOUT TH-401,VZIREQ02,,425688083,,,,,,2025-10-12T00:00:00,2025-10-12T00:00:00
4900008073,2026,0001,261,000000000010000421,2000,SP02,,H,135356.15,5.000,EA,,,CHANGEOUT CV-501,VZIREQ01,,424398159,,,,,,2026-02-28T00:00:00,2026-02-28T00:00:00
4900008074,2026,0001,261,000000000010000421,2000,SP02,,H,108284.92,4.000,EA,,,ISSUED TO TH-401,VZIREQ02,,424186919,,,,,,2026-03-26T00:00:00,2026-03-26T00:00:00
4900008075,2026,0001,101,000000000010000421,2000,SP02,0001000037,S,243641.07,9.000,EA,4500002594,00010,GR AGAINST PO,,,,,,,,,2026-04-10T00:00:00,2026-04-10T00:00:00
4900008076,2026,0001,261,000000000010000421,2000,SP02,,H,54142.46,2.000,EA,,,BREAKDOWN REPL SC-701,VZIREQ03,,426598730,,,,,,2026-04-11T00:00:00,2026-04-11T00:00:00
4900008077,2026,0001,101,000000000010000421,2000,SP02,0001000037,S,162427.38,6.000,EA,4500002596,00010,GR AGAINST PO,,,,,,,,,2026-06-30T00:00:00,2026-06-30T00:00:00
4900008078,2026,0001,201,000000000010000421,2000,SP02,,H,54142.46,2.000,EA,,,CHANGEOUT FL-310,VZIREQ03,2000-MECH,,,,,,,2026-09-06T00:00:00,2026-09-06T00:00:00
4900008079,2024,0001,261,000000000010000422,1000,SP01,,H,141788.30,2.000,EA,,,BREAKDOWN REPL CV-502,VZIREQ02,,417090946,,,,,,2024-12-26T00:00:00,2024-12-26T00:00:00
4900008080,2025,0001,261,000000000010000422,1000,SP01,,H,141788.30,2.000,EA,,,CHANGEOUT CV-502,VZIREQ01,,418208277,,,,,,2025-07-17T00:00:00,2025-07-17T00:00:00
4900008081,2025,0001,201,000000000010000422,1000,SP01,,H,141788.30,2.000,EA,,,CHANGEOUT PU-611,VZIREQ03,1000-MECH,,,,,,,2025-09-20T00:00:00,2025-09-20T00:00:00
4900008082,2026,0001,201,000000000010000422,1000,SP01,,H,141788.30,2.000,EA,,,CHANGEOUT SC-701,VZIREQ05,1000-MECH,,,,,,,2026-01-26T00:00:00,2026-01-26T00:00:00
4900008083,2026,0001,261,000000000010000422,1000,SP01,,H,141788.30,2.000,EA,,,CHANGEOUT CR-101,VZIREQ02,,415915587,,,,,,2026-08-14T00:00:00,2026-08-14T00:00:00
4900008084,2024,0001,201,000000000010000423,4000,SP04,,H,125123.51,1.000,EA,,,ISSUED TO CV-502,VZIREQ03,4000-MECH,,,,,,,2024-11-02T00:00:00,2024-11-02T00:00:00
4900008085,2025,0001,261,000000000010000423,4000,SP04,,H,125123.51,1.000,EA,,,BREAKDOWN REPL CV-502,VZIREQ04,,447408705,,,,,,2025-09-11T00:00:00,2025-09-11T00:00:00
4900008086,2026,0001,201,000000000010000423,4000,SP04,,H,125123.51,1.000,EA,,,BREAKDOWN REPL SC-701,VZIREQ05,4000-MECH,,,,,,,2026-02-06T00:00:00,2026-02-06T00:00:00
4900008087,2026,0001,101,000000000010000423,4000,SP04,0001000035,S,125123.51,1.000,EA,4500002598,00010,GR AGAINST PO,,,,,,,,,2026-03-27T00:00:00,2026-03-27T00:00:00
4900008088,2024,0001,261,000000000080000100,4000,SP04,,H,454292.02,2.000,EA,,,CHANGEOUT SC-701,VZIREQ01,,441754636,,,,,,2024-09-27T00:00:00,2024-09-27T00:00:00
4900008089,2024,0001,101,000000000080000100,4000,SP04,0001000036,S,681438.03,3.000,EA,4500002599,00010,GR AGAINST PO,,,,,,,,,2024-12-08T00:00:00,2024-12-08T00:00:00
4900008090,2025,0001,201,000000000080000100,4000,SP04,,H,454292.02,2.000,EA,,,ISSUED TO CR-101,VZIREQ04,4000-MECH,,,,,,,2025-01-08T00:00:00,2025-01-08T00:00:00
4900008091,2025,0001,101,000000000080000100,4000,SP04,0001000036,S,454292.02,2.000,EA,4500002600,00010,GR AGAINST PO,,,,,,,,,2025-03-04T00:00:00,2025-03-04T00:00:00
4900008092,2025,0001,201,000000000080000100,4000,SP04,,H,227146.01,1.000,EA,,,CHANGEOUT ML-202,VZIREQ03,4000-MECH,,,,,,,2025-05-28T00:00:00,2025-05-28T00:00:00
4900008093,2025,0001,201,000000000080000100,4000,SP04,,H,227146.01,1.000,EA,,,CHANGEOUT PU-610,VZIREQ04,4000-MECH,,,,,,,2025-06-06T00:00:00,2025-06-06T00:00:00
4900008094,2025,0001,101,000000000080000100,4000,SP04,0001000036,S,454292.02,2.000,EA,4500002601,00010,GR AGAINST PO,,,,,,,,,2025-07-19T00:00:00,2025-07-19T00:00:00
4900008095,2025,0001,261,000000000080000100,4000,SP04,,H,227146.01,1.000,EA,,,CHANGEOUT PU-610,VZIREQ05,,447046212,,,,,,2025-10-04T00:00:00,2025-10-04T00:00:00
4900008096,2026,0001,261,000000000080000100,4000,SP04,,H,454292.02,2.000,EA,,,CHANGEOUT SC-701,VZIREQ03,,448732720,,,,,,2026-01-08T00:00:00,2026-01-08T00:00:00
4900008097,2026,0001,101,000000000080000100,4000,SP04,0001000036,S,681438.03,3.000,EA,4500002602,00010,GR AGAINST PO,,,,,,,,,2026-03-06T00:00:00,2026-03-06T00:00:00
4900008098,2026,0001,261,000000000080000100,4000,SP04,,H,227146.01,1.000,EA,,,BREAKDOWN REPL CV-502,VZIREQ04,,441309834,,,,,,2026-06-26T00:00:00,2026-06-26T00:00:00
4900008099,2026,0001,201,000000000080000100,4000,SP04,,H,454292.02,2.000,EA,,,ISSUED TO ML-201,VZIREQ03,4000-MECH,,,,,,,2026-08-30T00:00:00,2026-08-30T00:00:00
4900008100,2024,0001,201,000000000080000100,1000,SP01,,H,908584.04,4.000,EA,,,ISSUED TO FL-310,VZIREQ01,1000-MECH,,,,,,,2024-09-06T00:00:00,2024-09-06T00:00:00
4900008101,2024,0001,261,000000000080000100,1000,SP01,,H,908584.04,4.000,EA,,,BREAKDOWN REPL SC-701,VZIREQ03,,415976255,,,,,,2024-10-02T00:00:00,2024-10-02T00:00:00
4900008102,2024,0001,101,000000000080000100,1000,SP01,0001000036,S,2725752.12,12.000,EA,4500002604,00010,GR AGAINST PO,,,,,,,,,2024-11-17T00:00:00,2024-11-17T00:00:00
4900008103,2025,0001,201,000000000080000100,1000,SP01,,H,454292.02,2.000,EA,,,CHANGEOUT CR-102,VZIREQ02,1000-MECH,,,,,,,2025-01-11T00:00:00,2025-01-11T00:00:00
4900008104,2025,0001,201,000000000080000100,1000,SP01,,H,1135730.05,5.000,EA,,,BREAKDOWN REPL CR-101,VZIREQ01,1000-MECH,,,,,,,2025-02-27T00:00:00,2025-02-27T00:00:00
4900008105,2025,0001,261,000000000080000100,1000,SP01,,H,908584.04,4.000,EA,,,CHANGEOUT CV-502,VZIREQ04,,417559470,,,,,,2025-03-21T00:00:00,2025-03-21T00:00:00
4900008106,2025,0001,261,000000000080000100,1000,SP01,,H,454292.02,2.000,EA,,,CHANGEOUT CV-502,VZIREQ02,,419168834,,,,,,2025-04-23T00:00:00,2025-04-23T00:00:00
4900008107,2025,0001,101,000000000080000100,1000,SP01,0001000036,S,2498606.11,11.000,EA,4500002605,00010,GR AGAINST PO,,,,,,,,,2025-04-30T00:00:00,2025-04-30T00:00:00
4900008108,2025,0001,201,000000000080000100,1000,SP01,,H,454292.02,2.000,EA,,,CHANGEOUT FA-810,VZIREQ03,1000-MECH,,,,,,,2025-05-21T00:00:00,2025-05-21T00:00:00
4900008109,2025,0001,261,000000000080000100,1000,SP01,,H,681438.03,3.000,EA,,,CHANGEOUT PU-610,VZIREQ05,,417822715,,,,,,2025-07-04T00:00:00,2025-07-04T00:00:00
4900008110,2025,0001,101,000000000080000100,1000,SP01,0001000036,S,1817168.08,8.000,EA,4500002606,00010,GR AGAINST PO,,,,,,,,,2025-07-07T00:00:00,2025-07-07T00:00:00
4900008111,2025,0001,261,000000000080000100,1000,SP01,,H,908584.04,4.000,EA,,,BREAKDOWN REPL TH-401,VZIREQ03,,414404454,,,,,,2025-10-25T00:00:00,2025-10-25T00:00:00
4900008112,2025,0001,261,000000000080000100,1000,SP01,,H,908584.04,4.000,EA,,,CHANGEOUT PU-611,VZIREQ05,,416553145,,,,,,2025-11-02T00:00:00,2025-11-02T00:00:00
4900008113,2025,0001,101,000000000080000100,1000,SP01,0001000036,S,2498606.11,11.000,EA,4500002607,00010,GR AGAINST PO,,,,,,,,,2025-12-28T00:00:00,2025-12-28T00:00:00
4900008114,2026,0001,201,000000000080000100,1000,SP01,,H,681438.03,3.000,EA,,,BREAKDOWN REPL CR-102,VZIREQ04,1000-MECH,,,,,,,2026-02-01T00:00:00,2026-02-01T00:00:00
4900008115,2026,0001,261,000000000080000100,1000,SP01,,H,1135730.05,5.000,EA,,,BREAKDOWN REPL CV-502,VZIREQ02,,416554243,,,,,,2026-04-30T00:00:00,2026-04-30T00:00:00
4900008116,2026,0001,101,000000000080000100,1000,SP01,0001000036,S,1817168.08,8.000,EA,4500002609,00010,GR AGAINST PO,,,,,,,,,2026-07-21T00:00:00,2026-07-21T00:00:00
4900008117,2024,0001,261,000000000010000424,2000,SP02,,H,237142.48,2.000,EA,,,CHANGEOUT FA-810,VZIREQ03,,425176222,,,,,,2024-10-03T00:00:00,2024-10-03T00:00:00
4900008118,2024,0001,201,000000000010000425,1000,SP01,,H,379890.24,3.000,EA,,,CHANGEOUT ML-201,VZIREQ05,1000-MECH,,,,,,,2024-09-10T00:00:00,2024-09-10T00:00:00
4900008119,2025,0001,261,000000000010000426,1000,SP01,,H,1366361.42,2.000,EA,,,CHANGEOUT ML-201,VZIREQ04,,419787697,,,,,,2025-01-04T00:00:00,2025-01-04T00:00:00
4900008120,2025,0001,261,000000000010000426,1000,SP01,,H,1366361.42,2.000,EA,,,BREAKDOWN REPL ML-202,VZIREQ03,,417444603,,,,,,2025-09-10T00:00:00,2025-09-10T00:00:00
4900008121,2026,0001,201,000000000010000426,1000,SP01,,H,1366361.42,2.000,EA,,,ISSUED TO ML-201,VZIREQ05,1000-MECH,,,,,,,2026-02-15T00:00:00,2026-02-15T00:00:00
4900008122,2026,0001,261,000000000010000426,1000,SP01,,H,1366361.42,2.000,EA,,,ISSUED TO ML-202,VZIREQ03,,419704897,,,,,,2026-05-17T00:00:00,2026-05-17T00:00:00
4900008123,2024,0001,261,000000000010000427,4000,SP04,,H,71420.40,17.000,EA,,,CHANGEOUT ML-202,VZIREQ03,,442196796,,,,,,2024-09-09T00:00:00,2024-09-09T00:00:00
4900008124,2024,0001,261,000000000010000427,4000,SP04,,H,201657.60,48.000,EA,,,BREAKDOWN REPL ML-202,VZIREQ03,,449795923,,,,,,2024-10-26T00:00:00,2024-10-26T00:00:00
4900008125,2024,0001,201,000000000010000427,4000,SP04,,H,84024.00,20.000,EA,,,BREAKDOWN REPL FA-810,VZIREQ02,4000-MECH,,,,,,,2024-11-02T00:00:00,2024-11-02T00:00:00
4900008126,2024,0001,101,000000000010000427,4000,SP04,0001000049,S,714204.00,170.000,EA,4500002610,00010,GR AGAINST PO,,,,,,,,,2024-11-07T00:00:00,2024-11-07T00:00:00
4900008127,2024,0001,201,000000000010000427,4000,SP04,,H,205858.80,49.000,EA,,,ISSUED TO CV-502,VZIREQ02,4000-MECH,,,,,,,2024-12-01T00:00:00,2024-12-01T00:00:00
4900008128,2025,0001,261,000000000010000427,4000,SP04,,H,155444.40,37.000,EA,,,CHANGEOUT SC-701,VZIREQ04,,443912479,,,,,,2025-01-09T00:00:00,2025-01-09T00:00:00
4900008129,2025,0001,261,000000000010000427,4000,SP04,,H,193255.20,46.000,EA,,,BREAKDOWN REPL CR-101,VZIREQ01,,445992421,,,,,,2025-02-03T00:00:00,2025-02-03T00:00:00
4900008130,2025,0001,201,000000000010000427,4000,SP04,,H,159645.60,38.000,EA,,,CHANGEOUT FA-810,VZIREQ02,4000-MECH,,,,,,,2025-03-11T00:00:00,2025-03-11T00:00:00
4900008131,2025,0001,101,000000000010000427,4000,SP04,0001000049,S,798228.00,190.000,EA,4500002611,00010,GR AGAINST PO,,,,,,,,,2025-03-31T00:00:00,2025-03-31T00:00:00
4900008132,2025,0001,201,000000000010000427,4000,SP04,,H,252072.00,60.000,EA,,,BREAKDOWN REPL ML-202,VZIREQ02,4000-MECH,,,,,,,2025-04-16T00:00:00,2025-04-16T00:00:00
4900008133,2025,0001,261,000000000010000427,4000,SP04,,H,134438.40,32.000,EA,,,BREAKDOWN REPL CV-502,VZIREQ05,,445211852,,,,,,2025-05-06T00:00:00,2025-05-06T00:00:00
4900008134,2025,0001,261,000000000010000427,4000,SP04,,H,201657.60,48.000,EA,,,ISSUED TO SC-701,VZIREQ01,,442384015,,,,,,2025-06-08T00:00:00,2025-06-08T00:00:00
4900008135,2025,0001,261,000000000010000427,4000,SP04,,H,147042.00,35.000,EA,,,CHANGEOUT CV-502,VZIREQ03,,449879485,,,,,,2025-07-01T00:00:00,2025-07-01T00:00:00
4900008136,2025,0001,101,000000000010000427,4000,SP04,0001000049,S,735210.00,175.000,EA,4500002612,00010,GR AGAINST PO,,,,,,,,,2025-07-14T00:00:00,2025-07-14T00:00:00
4900008137,2025,0001,201,000000000010000427,4000,SP04,,H,168048.00,40.000,EA,,,CHANGEOUT PU-611,VZIREQ04,4000-MECH,,,,,,,2025-08-31T00:00:00,2025-08-31T00:00:00
4900008138,2025,0001,201,000000000010000427,4000,SP04,,H,163846.80,39.000,EA,,,CHANGEOUT ML-202,VZIREQ04,4000-MECH,,,,,,,2025-09-30T00:00:00,2025-09-30T00:00:00
4900008139,2025,0001,201,000000000010000427,4000,SP04,,H,163846.80,39.000,EA,,,BREAKDOWN REPL TH-401,VZIREQ01,4000-MECH,,,,,,,2025-10-10T00:00:00,2025-10-10T00:00:00
4900008140,2025,0001,201,000000000010000427,4000,SP04,,H,96627.60,23.000,EA,,,ISSUED TO CR-102,VZIREQ03,4000-MECH,,,,,,,2025-11-27T00:00:00,2025-11-27T00:00:00
4900008141,2025,0001,261,000000000010000427,4000,SP04,,H,205858.80,49.000,EA,,,CHANGEOUT FL-310,VZIREQ04,,448653505,,,,,,2025-12-26T00:00:00,2025-12-26T00:00:00
4900008142,2026,0001,101,000000000010000427,4000,SP04,0001000049,S,798228.00,190.000,EA,4500002613,00010,GR AGAINST PO,,,,,,,,,2026-01-10T00:00:00,2026-01-10T00:00:00
