Matnr,Werks,Lvorm,Dismm,Dispo,Plifz,Webaz,Minbe,Eisbe,Bstmi,Bstma,Mabst
000000000010000295,1000,false,VB,007,92.000,0.000,14.510,8.136,1.292,7.750,14.510
000000000010000296,4000,false,PD,009,116.000,2.000,23.452,13.523,1.458,8.750,26.465
000000000010000296,3000,false,VB,008,116.000,0.000,6.852,3.913,1.375,8.250,14.784
000000000030000066,4000,false,PD,007,60.000,3.000,0.000,0.000,2.542,15.250,0.000
000000000010000297,2000,false,VB,007,98.000,3.000,1.922,1.232,1.000,3.000,7.722
000000000010000297,1000,false,VB,007,98.000,0.000,12.336,8.600,1.000,4.000,13.424
000000000010000298,2000,false,PD,003,134.000,2.000,5.850,3.469,1.167,7.000,23.504
000000000010000299,2000,false,PD,002,50.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010000300,1000,false,PD,010,47.000,1.000,29.345,5.103,33.792,202.750,221.444
000000000010000301,1000,false,VB,001,209.000,0.000,10.833,4.595,1.000,3.250,10.833
000000000010000302,3000,false,PD,010,217.000,1.000,8.836,3.073,1.375,8.250,31.081
000000000010000302,1000,false,PD,004,217.000,0.000,3.259,0.897,1.000,3.750,6.194
000000000080000074,2000,false,VB,010,25.000,3.000,8.332,5.783,2.417,14.500,9.741
000000000010000303,3000,false,PD,006,81.000,2.000,6.806,4.959,1.000,2.750,10.248
000000000010000303,2000,false,PD,007,81.000,1.000,11.979,7.642,1.167,7.000,20.425
000000000080000075,2000,false,VB,007,28.000,1.000,4.858,3.322,1.875,11.250,12.340
000000000010000304,2000,false,PD,008,50.000,3.000,39.440,8.308,15.042,90.250,129.961
000000000090000016,2000,false,ND,005,48.000,0.000,0.000,0.000,1.000,1.000,1.000
000000000090000017,4000,false,ND,002,33.000,3.000,0.000,0.000,1.000,1.000,1.000
000000000010000305,1000,false,VB,006,128.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010000306,2000,false,VB,009,132.000,3.000,10.671,4.926,1.583,9.500,18.152
000000000010000307,2000,false,PD,005,123.000,2.000,8.809,4.909,1.833,11.000,26.663
000000000080000076,4000,false,PD,010,25.000,0.000,3.279,2.622,1.000,3.500,5.126
000000000030000067,1000,false,PD,003,42.000,1.000,0.000,0.000,1.083,6.500,0.000
000000000010000308,1000,false,VB,007,0.000,3.000,2.650,1.685,1.083,6.500,4.153
000000000030000068,2000,false,PD,009,17.000,3.000,0.000,0.000,1.042,6.250,0.000
000000000030000068,1000,false,PD,009,17.000,2.000,0.000,0.000,2.417,14.500,0.000
000000000010000309,4000,false,VB,004,72.000,2.000,1.394,1.092,1.000,1.500,4.641
000000000080000077,2000,false,VB,009,52.000,1.000,2.351,1.632,1.000,4.000,7.389
000000000010000310,1000,false,VB,005,34.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000080000078,2000,false,PD,004,29.000,1.000,3.826,2.838,1.417,8.500,14.161
000000000010000311,3000,false,PD,007,0.000,3.000,6.579,1.798,11.958,71.750,40.932
000000000010000311,1000,false,VB,003,12.000,2.000,8.898,2.459,11.708,70.250,66.536
000000000030000069,2000,false,PD,004,42.000,2.000,0.000,0.000,1.000,4.500,0.000
000000000030000070,3000,false,PD,005,74.000,3.000,0.000,0.000,2.208,13.250,0.000
000000000010000312,4000,false,VB,003,32.000,2.000,60.781,18.794,23.875,143.250,150.161
000000000010000313,4000,false,PD,005,32.000,3.000,1.005,0.765,1.000,2.500,4.707
000000000010000314,2000,false,PD,008,70.000,0.000,7.429,4.620,1.708,10.250,19.049
000000000080000079,2000,false,PD,006,147.000,2.000,19.173,11.224,1.042,6.250,24.278
000000000010000315,3000,false,VB,002,167.000,3.000,5.019,2.691,1.000,2.250,5.107
000000000010000316,1000,false,PD,005,39.000,0.000,6.234,3.116,1.792,10.750,9.503
000000000010000316,2000,false,VB,001,39.000,3.000,1.362,0.822,1.042,6.250,5.787
000000000010000317,1000,false,PD,008,19.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010000317,4000,false,PD,003,19.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010000318,1000,false,VB,009,12.000,3.000,13.913,3.563,37.917,227.500,159.683
000000000010000319,2000,false,PD,006,21.000,1.000,1.402,1.220,1.000,1.000,1.796
000000000010000320,4000,false,PD,002,58.000,1.000,0.877,0.617,1.000,1.250,3.245
000000000080000080,4000,false,VB,005,35.000,0.000,3.018,1.741,1.000,4.250,7.075
000000000010000321,3000,false,VB,005,98.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010000321,1000,false,PD,010,98.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000010000322,3000,false,VB,006,132.000,1.000,11.714,5.482,1.042,6.250,11.714
000000000010000323,1000,false,VB,004,80.000,2.000,17.002,9.093,2.042,12.250,18.042
000000000010000324,2000,false,VB,009,80.000,2.000,5.642,3.772,1.000,3.500,8.008
000000000080000081,1000,false,PD,008,12.000,3.000,2.629,1.944,1.542,9.250,6.133
000000000030000071,3000,false,PD,006,46.000,1.000,0.000,0.000,1.000,2.500,0.000
000000000010000325,1000,false,PD,008,69.000,1.000,52.143,15.298,25.542,153.250,186.223
000000000010000326,3000,false,VB,006,45.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000030000072,3000,false,PD,005,32.000,2.000,0.000,0.000,1.708,10.250,0.000
000000000010000327,2000,false,PD,002,10.000,1.000,10.265,2.801,20.375,122.250,112.103
000000000010000327,1000,false,PD,007,10.000,0.000,14.017,5.088,34.458,206.750,117.589
000000000030000073,3000,false,PD,001,27.000,3.000,0.000,0.000,1.000,2.500,0.000
000000000010000328,3000,false,VB,001,172.000,1.000,15.408,6.583,1.750,10.500,22.763
000000000010000329,1000,false,PD,009,110.000,2.000,81.873,11.282,15.958,95.750,98.836
000000000010000330,2000,false,VB,004,91.000,2.000,2.617,1.773,1.000,1.500,3.762
000000000010000330,4000,false,VB,006,91.000,0.000,2.808,2.052,1.000,1.000,2.808
000000000010000331,1000,false,VB,009,25.000,2.000,10.383,2.100,19.542,117.250,67.294
000000000010000331,3000,false,VB,001,25.000,0.000,26.451,5.771,16.750,100.500,92.591
000000000010000332,2000,false,VB,001,132.000,2.000,13.436,6.079,2.083,12.500,36.384
000000000030000074,3000,false,PD,001,46.000,3.000,0.000,0.000,1.833,11.000,0.000
000000000010000333,4000,false,PD,008,161.000,0.000,10.659,5.764,1.000,4.500,17.313
000000000080000082,1000,false,PD,010,60.000,3.000,14.191,6.868,2.375,14.250,15.532
000000000030000075,3000,false,PD,010,19.000,3.000,0.000,0.000,2.792,16.750,0.000
000000000010000334,4000,false,PD,002,21.000,0.000,35.781,9.897,21.375,128.250,128.600
000000000010000335,2000,false,VB,004,139.000,1.000,294.753,43.429,30.958,185.750,414.966
000000000010000336,4000,false,VB,002,60.000,1.000,7.834,4.080,1.375,8.250,12.680
000000000010000337,1000,false,PD,006,33.000,0.000,2.711,1.676,1.417,8.500,13.349
000000000010000338,4000,false,VB,006,64.000,2.000,1.787,1.198,1.000,3.250,7.120
000000000010000339,3000,false,VB,004,47.000,3.000,16.166,10.301,2.333,14.000,23.765
000000000030000076,4000,false,PD,007,33.000,1.000,0.000,0.000,1.833,11.000,0.000
000000000010000340,2000,false,VB,008,51.000,0.000,91.826,17.383,37.875,227.250,171.734
000000000090000018,3000,false,ND,006,58.000,2.000,0.000,0.000,1.000,1.000,1.000
000000000090000018,1000,false,ND,006,58.000,1.000,0.000,0.000,1.000,1.000,1.000
000000000010000341,2000,false,VB,004,93.000,3.000,38.151,8.794,8.500,51.000,92.108
000000000030000077,1000,false,PD,005,143.000,3.000,0.000,0.000,1.000,6.000,0.000
000000000010000342,3000,false,PD,005,37.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000010000343,3000,false,VB,005,0.000,1.000,1.013,0.787,1.000,1.000,1.987
000000000090000019,4000,false,ND,006,10.000,0.000,0.000,0.000,1.000,1.000,1.000
000000000010000344,2000,false,VB,001,16.000,2.000,0.540,0.375,1.000,1.750,1.077
000000000010000344,4000,false,VB,007,16.000,1.000,0.676,0.484,1.000,1.500,0.869
000000000010000345,3000,false,PD,010,31.000,2.000,4.152,2.993,1.000,5.750,5.747
000000000030000078,3000,false,PD,005,34.000,0.000,0.000,0.000,1.000,4.500,0.000
000000000030000078,4000,false,PD,005,34.000,2.000,0.000,0.000,1.167,7.000,0.000
000000000080000083,1000,false,PD,007,35.000,3.000,1.978,1.342,1.333,8.000,8.079
000000000080000083,3000,false,VB,001,35.000,2.000,5.182,3.737,1.375,8.250,7.282
000000000010000346,1000,false,PD,005,77.000,2.000,88.024,13.174,18.042,108.250,118.679
000000000010000347,3000,false,PD,001,215.000,2.000,12.755,3.978,1.083,6.500,21.813
000000000010000348,1000,false,PD,003,58.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000030000079,3000,false,PD,003,43.000,3.000,0.000,0.000,1.000,3.250,0.000
000000000010000349,1000,false,VB,008,28.000,2.000,4.392,2.596,1.542,9.250,10.916
000000000010000350,2000,false,VB,003,22.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000030000080,3000,false,PD,003,40.000,3.000,0.000,0.000,1.000,4.000,0.000
000000000010000351,1000,false,PD,007,141.000,0.000,74.894,14.483,25.750,154.500,200.029
000000000010000351,4000,false,VB,007,141.000,3.000,370.471,91.266,37.417,224.500,370.471
000000000090000020,2000,false,ND,001,41.000,1.000,0.000,0.000,1.000,1.000,1.000
000000000090000020,3000,false,ND,008,41.000,2.000,0.000,0.000,1.000,1.000,1.000
000000000010000352,3000,false,VB,003,59.000,2.000,3.884,2.309,1.000,3.500,7.114
000000000010000353,4000,false,VB,001,113.000,2.000,10.920,6.027,1.667,10.000,16.471
000000000010000354,4000,false,VB,004,22.000,3.000,4.540,2.784,1.375,8.250,4.873
000000000010000354,1000,false,VB,010,22.000,3.000,0.516,0.309,1.000,3.750,4.770
000000000010000355,3000,false,VB,006,59.000,1.000,13.831,6.064,2.292,13.750,26.246
000000000010000356,1000,false,VB,002,84.000,0.000,5.541,3.287,1.000,3.000,6.794
000000000010000356,4000,false,PD,002,84.000,0.000,8.258,4.649,1.000,5.000,11.087
000000000010000357,3000,false,VB,010,78.000,3.000,5.412,2.837,1.500,9.000,20.918
000000000010000357,4000,false,PD,007,78.000,2.000,5.857,2.850,1.042,6.250,9.612
000000000010000358,4000,false,VB,005,9.000,2.000,13.226,4.039,21.458,128.750,53.247
000000000080000084,3000,false,PD,001,39.000,1.000,3.017,1.590,2.333,14.000,17.834
000000000010000359,3000,false,PD,008,41.000,2.000,4.011,2.257,1.000,4.750,8.071
000000000010000359,4000,false,VB,005,41.000,1.000,6.577,3.769,1.208,7.250,9.839
000000000010000360,4000,false,PD,010,47.000,2.000,8.518,4.566,1.458,8.750,16.605
000000000010000361,4000,false,PD,004,139.000,3.000,6.480,3.017,1.292,7.750,12.218
000000000010000362,4000,false,VB,007,38.000,2.000,76.341,15.181,31.875,191.250,164.834
000000000010000363,3000,false,VB,005,105.000,3.000,131.124,27.823,34.458,206.750,299.000
000000000010000363,1000,false,PD,004,105.000,1.000,71.913,19.416,21.042,126.250,138.791
000000000010000364,3000,false,PD,006,58.000,2.000,5.999,3.244,1.250,7.500,15.041
000000000010000364,1000,false,PD,006,58.000,1.000,4.369,2.559,1.000,4.250,8.876
000000000010000365,1000,false,VB,004,74.000,3.000,43.905,11.798,20.750,124.500,106.757
000000000010000365,2000,false,PD,003,74.000,3.000,58.201,15.031,16.833,101.000,97.689
000000000010000366,4000,false,PD,010,213.000,0.000,5.669,2.745,1.000,2.500,5.669
000000000080000085,4000,false,VB,006,31.000,1.000,4.402,3.468,1.083,6.500,7.907
000000000010000367,4000,false,VB,006,111.000,1.000,173.551,21.362,25.542,153.250,213.679
000000000030000081,1000,false,PD,004,120.000,2.000,0.000,0.000,1.000,4.000,0.000
000000000010000368,1000,false,VB,003,49.000,2.000,26.021,5.639,25.125,150.750,116.112
000000000010000369,4000,false,PD,010,93.000,1.000,144.452,35.280,22.208,133.250,231.721
000000000010000370,3000,false,PD,002,128.000,1.000,7.886,4.179,1.000,3.250,9.524
000000000010000370,4000,false,VB,009,128.000,3.000,7.830,3.434,1.042,6.250,11.450
000000000030000082,4000,false,PD,005,9.000,0.000,0.000,0.000,1.000,4.250,0.000
000000000080000086,1000,false,PD,005,27.000,3.000,6.837,4.549,1.708,10.250,9.700
000000000010000371,1000,false,VB,004,142.000,3.000,19.670,12.793,1.000,6.000,19.670
000000000080000087,3000,false,PD,002,15.000,3.000,2.426,1.686,1.000,5.250,3.968
000000000010000372,4000,false,PD,007,78.000,1.000,114.528,17.384,33.167,199.000,251.077
000000000010000372,1000,false,VB,009,78.000,3.000,57.856,8.957,11.708,70.250,117.639
000000000010000373,4000,false,PD,007,21.000,0.000,0.453,0.312,1.000,1.500,2.029
000000000080000088,1000,false,VB,008,21.000,3.000,1.474,1.011,1.000,6.000,7.579
000000000010000374,3000,false,PD,005,56.000,0.000,1.877,1.220,1.000,4.000,9.502
000000000010000374,4000,false,PD,002,56.000,2.000,8.794,5.399,1.458,8.750,9.883
000000000010000375,4000,false,PD,007,56.000,2.000,5.476,4.464,1.000,2.500,9.030
000000000030000083,3000,false,PD,003,109.000,0.000,0.000,0.000,1.375,8.250,0.000
000000000010000376,3000,false,VB,001,51.000,2.000,4.641,2.694,1.000,5.500,6.354
000000000010000376,1000,false,PD,007,51.000,3.000,8.990,5.246,1.333,8.000,13.443
000000000010000377,2000,false,PD,001,37.000,2.000,35.049,11.789,14.958,89.750,110.524
000000000010000378,2000,false,PD,005,0.000,0.000,100.390,13.326,15.708,94.250,123.542
000000000010000379,3000,false,VB,001,33.000,1.000,4.030,2.954,1.000,4.750,5.236
000000000010000380,1000,false,PD,002,149.000,2.000,25.534,13.053,1.875,11.250,37.859
000000000010000381,4000,false,VB,001,213.000,1.000,7.896,2.917,1.000,2.500,7.896
000000000030000084,2000,false,PD,003,35.000,3.000,0.000,0.000,1.083,6.500,0.000
000000000010000382,2000,false,PD,007,57.000,0.000,1.167,0.739,1.000,2.000,4.255
000000000010000383,1000,false,VB,007,132.000,0.000,3.832,2.587,1.000,3.250,9.798
000000000010000384,4000,false,PD,001,151.000,1.000,7.999,3.119,1.000,5.500,8.814
000000000030000085,4000,false,PD,002,60.000,1.000,0.000,0.000,1.500,9.000,0.000
000000000080000089,3000,false,PD,005,31.000,3.000,2.071,1.480,1.000,3.250,4.153
000000000080000090,3000,false,VB,010,13.000,0.000,0.602,0.463,1.000,2.000,2.903
000000000080000090,1000,false,PD,008,13.000,2.000,3.398,2.377,1.542,9.250,5.107
000000000010000385,2000,false,PD,007,126.000,3.000,176.256,23.692,37.250,223.500,502.739
000000000030000086,1000,false,PD,009,7.000,2.000,0.000,0.000,1.500,9.000,0.000
000000000030000087,1000,false,PD,004,11.000,3.000,0.000,0.000,2.458,14.750,0.000
000000000010000386,2000,false,PD,003,36.000,2.000,79.262,15.868,38.167,229.000,238.023
000000000010000387,1000,false,VB,004,0.000,3.000,14.527,10.130,1.000,3.750,14.527
000000000010000387,2000,false,PD,006,139.000,0.000,17.346,11.135,1.000,6.000,28.191
000000000090000021,1000,false,ND,007,54.000,2.000,0.000,0.000,1.000,1.000,1.000
000000000080000091,3000,false,VB,003,30.000,3.000,4.343,2.981,1.292,7.750,7.446
000000000010000388,1000,false,VB,005,34.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000010000389,1000,false,PD,008,44.000,2.000,1.234,0.818,1.000,2.000,2.641
000000000010000390,1000,false,VB,010,87.000,3.000,19.116,12.382,1.375,8.250,21.482
000000000010000390,2000,false,VB,005,87.000,0.000,23.820,14.459,2.042,12.250,32.003
000000000080000092,3000,false,VB,001,50.000,1.000,1.430,0.730,1.000,4.750,5.587
000000000080000092,1000,false,VB,010,50.000,0.000,8.879,4.271,1.583,9.500,12.347
000000000030000088,1000,false,PD,006,22.000,2.000,0.000,0.000,2.583,15.500,0.000
000000000010000391,4000,false,VB,009,90.000,1.000,7.814,5.088,1.042,6.250,20.012
000000000010000392,2000,false,VB,008,209.000,2.000,15.754,6.524,1.000,6.000,20.841
000000000010000393,3000,false,PD,002,7.000,3.000,4.585,2.100,20.208,121.250,79.913
000000000010000393,2000,false,PD,009,7.000,0.000,13.989,6.086,24.667,148.000,140.507
000000000010000394,2000,false,VB,005,124.000,2.000,5.885,3.940,1.000,2.500,8.050
000000000010000394,4000,false,PD,005,124.000,1.000,10.882,6.728,1.000,3.500,10.882
000000000010000395,1000,false,VB,008,9.000,1.000,0.757,0.607,1.000,3.000,2.490
000000000010000395,4000,false,VB,006,9.000,0.000,2.394,1.835,1.250,7.500,5.772
000000000030000089,2000,false,PD,009,9.000,1.000,0.000,0.000,1.167,7.000,0.000
000000000010000396,3000,false,VB,002,178.000,0.000,11.423,5.545,1.000,5.500,19.293
000000000090000022,1000,false,ND,007,21.000,3.000,0.000,0.000,1.000,1.000,1.000
000000000090000022,2000,false,ND,010,21.000,0.000,0.000,0.000,1.000,1.000,1.000
000000000030000090,2000,false,PD,004,42.000,2.000,0.000,0.000,1.333,8.000,0.000
000000000010000397,1000,false,PD,010,23.000,1.000,37.611,10.799,20.292,121.750,86.003
000000000010000398,2000,false,VB,001,20.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010000399,2000,false,VB,001,39.000,0.000,64.284,15.606,25.125,150.750,114.330
000000000010000400,4000,false,PD,005,85.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010000401,4000,false,VB,010,8.000,2.000,8.032,3.574,9.583,57.500,51.752
000000000080000093,3000,false,PD,003,16.000,1.000,5.848,4.293,2.083,12.500,11.700
000000000010000402,3000,false,PD,010,150.000,3.000,23.195,12.442,1.708,10.250,40.728
000000000010000402,4000,false,PD,009,150.000,0.000,50.041,26.428,2.667,16.000,50.041
000000000010000403,3000,false,VB,003,42.000,2.000,54.707,11.700,19.000,114.000,91.372
000000000010000404,3000,false,PD,007,110.000,3.000,209.185,23.952,38.625,231.750,466.242
000000000080000094,1000,false,VB,002,43.000,2.000,1.293,0.998,1.000,2.500,3.355
000000000010000405,1000,false,VB,007,99.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000030000091,1000,false,PD,007,56.000,2.000,0.000,0.000,1.000,5.250,0.000
000000000010000406,3000,false,PD,007,214.000,1.000,2.797,1.121,1.000,3.500,9.089
000000000010000406,1000,false,VB,002,214.000,1.000,3.427,1.585,1.000,2.750,9.724
000000000030000092,3000,false,PD,003,63.000,2.000,0.000,0.000,1.583,9.500,0.000
000000000010000407,4000,false,VB,001,10.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000030000093,1000,false,PD,006,130.000,3.000,0.000,0.000,1.667,10.000,0.000
000000000080000095,2000,false,VB,010,114.000,0.000,26.993,15.232,1.792,10.750,26.993
000000000010000408,2000,false,VB,003,45.000,0.000,20.866,3.111,26.625,159.750,109.893
000000000080000096,3000,false,VB,006,27.000,1.000,2.949,2.038,1.167,7.000,8.116
000000000080000096,4000,false,PD,003,27.000,0.000,2.410,1.648,1.292,7.750,11.067
000000000010000409,2000,false,VB,009,45.000,3.000,3.543,2.332,1.000,3.500,4.113
000000000080000097,2000,false,PD,009,19.000,3.000,2.413,1.873,1.000,4.750,4.788
000000000080000097,4000,false,VB,003,19.000,1.000,4.344,2.778,1.583,9.500,5.625
000000000010000410,3000,false,PD,010,49.000,1.000,60.611,15.082,20.750,124.500,100.763
000000000010000410,4000,false,PD,001,49.000,2.000,87.012,23.623,23.292,139.750,194.400
000000000010000411,4000,false,PD,005,83.000,1.000,2.217,1.640,1.000,1.000,2.372
000000000030000094,2000,false,PD,007,33.000,0.000,0.000,0.000,1.792,10.750,0.000
000000000080000098,1000,false,VB,009,13.000,1.000,1.584,1.287,1.000,2.500,3.580
000000000080000098,3000,false,PD,003,13.000,0.000,3.520,2.505,1.333,8.000,7.261
000000000010000412,3000,false,VB,001,141.000,1.000,10.737,6.004,1.167,7.000,19.874
000000000010000412,1000,false,VB,009,141.000,1.000,22.768,12.176,1.333,8.000,28.396
000000000010000413,1000,false,VB,004,177.000,2.000,11.947,5.311,1.083,6.500,23.032
000000000030000095,2000,false,PD,004,141.000,3.000,0.000,0.000,1.833,11.000,0.000
000000000030000095,1000,false,PD,007,141.000,3.000,0.000,0.000,1.542,9.250,0.000
000000000010000414,3000,false,PD,006,25.000,0.000,2.629,1.454,1.000,5.250,4.707
000000000010000414,1000,false,VB,010,25.000,0.000,2.256,1.388,1.000,3.750,4.479
000000000010000415,1000,false,VB,002,45.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000010000416,4000,false,VB,005,12.000,3.000,3.294,1.114,12.417,74.500,34.280
000000000010000417,3000,false,PD,006,22.000,2.000,29.076,6.051,26.083,156.500,139.387
000000000010000417,4000,false,VB,005,22.000,2.000,34.769,8.518,33.000,198.000,110.022
000000000080000099,3000,false,PD,007,29.000,1.000,4.746,3.017,1.250,7.500,11.921
000000000010000418,4000,false,VB,006,0.000,1.000,5.907,2.559,1.000,3.750,8.681
000000000010000419,2000,false,VB,008,181.000,2.000,5.490,2.653,1.000,2.750,8.047
000000000010000420,1000,false,VB,009,44.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010000420,4000,false,PD,006,44.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000010000421,4000,false,PD,010,32.000,2.000,12.318,8.417,2.083,12.500,17.318
000000000010000421,2000,false,VB,010,32.000,1.000,12.289,8.818,2.000,12.000,13.867
000000000010000422,1000,false,PD,002,119.000,0.000,4.427,2.495,1.000,2.500,5.678
000000000010000423,4000,false,PD,007,44.000,3.000,0.584,0.465,1.000,1.000,1.415
000000000080000100,4000,false,VB,004,40.000,2.000,1.528,1.000,1.000,3.750,3.032
000000000080000100,1000,false,VB,007,40.000,0.000,9.257,5.683,1.750,10.500,16.518
000000000010000424,2000,false,VB,004,42.000,3.000,7.505,5.251,1.667,10.000,20.420
000000000010000425,1000,false,PD,005,46.000,2.000,7.278,4.834,1.333,8.000,10.263
000000000010000426,1000,false,VB,003,98.000,1.000,3.920,2.430,1.000,2.000,4.750
000000000010000427,4000,false,VB,010,11.000,2.000,20.840,6.017,39.792,238.750,190.004
000000000010000428,3000,false,VB,010,55.000,0.000,2.787,1.468,1.000,4.000,4.402
000000000010000429,2000,false,VB,002,103.000,2.000,14.546,8.592,1.125,6.750,20.607
000000000010000429,1000,false,VB,009,103.000,1.000,8.105,4.543,1.000,4.000,8.863
000000000030000096,2000,false,PD,010,70.000,0.000,0.000,0.000,1.125,6.750,0.000
000000000030000097,3000,false,PD,006,27.000,2.000,0.000,0.000,1.000,3.750,0.000
000000000010000430,2000,false,VB,003,139.000,0.000,4.251,3.252,1.000,1.000,4.251
000000000010000431,2000,false,VB,010,52.000,1.000,4.431,2.904,1.000,5.750,9.056
000000000010000432,2000,false,PD,004,52.000,3.000,69.487,20.032,16.500,99.000,77.298
000000000010000433,2000,false,PD,010,66.000,0.000,4.579,2.960,1.542,9.250,23.275
000000000010000434,1000,false,VB,001,0.000,0.000,1.170,0.798,1.000,1.250,1.726
000000000010000434,2000,false,PD,010,43.000,2.000,2.400,1.575,1.000,3.000,3.882
000000000010000435,1000,false,PD,004,59.000,2.000,79.149,13.578,25.042,150.250,127.722
000000000010000436,4000,false,VB,005,19.000,3.000,2.613,1.545,1.792,10.750,11.695
000000000010000437,1000,false,VB,003,78.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010000438,4000,false,PD,001,32.000,2.000,36.376,6.737,22.750,136.500,82.887
000000000010000439,3000,false,PD,006,12.000,2.000,0.468,0.341,1.000,4.500,5.319
000000000080000101,4000,false,VB,002,144.000,3.000,29.915,19.339,1.333,8.000,29.915
000000000010000440,3000,false,PD,010,129.000,3.000,96.619,10.277,14.375,86.250,116.151
000000000010000441,4000,false,PD,002,94.000,1.000,12.751,8.649,1.083,6.500,21.508
000000000030000098,1000,false,PD,008,21.000,1.000,0.000,0.000,1.000,2.250,0.000
000000000080000102,4000,false,PD,005,22.000,1.000,5.278,3.475,1.417,8.500,5.982
000000000030000099,3000,false,PD,003,115.000,2.000,0.000,0.000,1.000,5.500,0.000
000000000030000099,2000,false,PD,002,115.000,3.000,0.000,0.000,2.167,13.000,0.000
000000000030000100,1000,false,PD,010,50.000,2.000,0.000,0.000,1.000,3.000,0.000
000000000080000103,1000,false,PD,005,8.000,2.000,2.179,1.743,1.083,6.500,6.467
000000000010000442,3000,false,PD,001,120.000,1.000,5.401,2.775,1.000,6.000,18.623
000000000090000023,3000,false,ND,009,13.000,0.000,0.000,0.000,1.000,1.000,1.000
000000000030000101,2000,false,PD,001,9.000,1.000,0.000,0.000,1.083,6.500,0.000
000000000080000104,4000,false,PD,003,12.000,0.000,1.476,1.037,1.542,9.250,6.504
000000000080000104,3000,false,VB,008,12.000,2.000,2.113,1.455,1.458,8.750,8.342
000000000010000443,3000,false,VB,010,72.000,2.000,7.648,5.849,1.000,3.250,10.753
000000000030000102,1000,false,PD,010,52.000,2.000,0.000,0.000,1.000,4.000,0.000
000000000080000105,3000,false,PD,003,13.000,2.000,3.071,2.134,2.000,12.000,8.219
000000000080000105,4000,false,VB,003,13.000,1.000,2.104,1.603,1.000,4.250,5.177
000000000010000444,3000,false,PD,001,16.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000030000103,1000,false,PD,001,68.000,0.000,0.000,0.000,1.000,5.500,0.000
000000000010000445,3000,false,VB,004,45.000,2.000,70.103,13.759,24.500,147.000,110.666
000000000010000446,1000,false,VB,004,138.000,1.000,2.421,1.320,1.000,1.250,4.477
000000000010000447,2000,false,VB,005,122.000,3.000,12.327,7.809,1.000,5.000,13.501
000000000010000448,2000,false,VB,005,78.000,3.000,35.701,10.583,17.458,104.750,118.142
000000000010000448,1000,false,VB,006,78.000,2.000,25.791,5.547,8.875,53.250,66.467
000000000010000449,2000,false,VB,001,23.000,2.000,0.667,0.558,1.000,1.500,1.726
000000000010000450,3000,false,PD,007,149.000,3.000,5.659,2.216,1.000,2.750,6.349
000000000010000451,4000,false,PD,003,48.000,1.000,2.120,1.644,1.000,2.500,3.761
000000000010000451,2000,false,PD,008,48.000,1.000,5.399,4.193,1.000,3.000,5.539
000000000080000106,3000,false,VB,004,74.000,3.000,12.320,8.517,1.000,5.500,12.635
000000000010000452,3000,false,VB,008,77.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010000453,3000,false,VB,008,51.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000010000453,2000,false,PD,002,51.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000030000104,3000,false,PD,004,31.000,3.000,0.000,0.000,1.000,5.750,0.000
000000000030000104,4000,false,PD,009,31.000,3.000,0.000,0.000,1.000,4.750,0.000
000000000010000454,4000,false,VB,003,50.000,1.000,1.309,0.705,1.000,4.000,5.185
000000000010000454,1000,false,VB,007,50.000,2.000,0.789,0.578,1.000,1.000,2.589
000000000010000455,4000,false,VB,004,25.000,3.000,4.184,2.714,2.250,13.500,12.708
000000000030000105,2000,false,PD,009,51.000,0.000,0.000,0.000,2.042,12.250,0.000
000000000010000456,2000,false,VB,004,216.000,1.000,10.905,3.594,1.000,6.000,10.905
000000000010000457,2000,false,PD,010,32.000,2.000,2.262,1.456,1.000,3.000,3.100
000000000010000457,3000,false,PD,003,32.000,0.000,1.646,1.094,1.000,4.500,6.016
000000000010000458,1000,false,PD,010,117.000,1.000,2.374,1.343,1.000,2.500,6.693
000000000010000458,3000,false,VB,008,117.000,2.000,1.870,1.194,1.000,1.500,3.928
000000000090000024,1000,false,ND,004,41.000,1.000,0.000,0.000,1.000,1.000,1.000
000000000010000459,4000,false,VB,002,120.000,3.000,36.156,4.578,16.917,101.500,165.845
