Objectclas,Objectid,Changenr,Tabname,Tabkey,Fname,Chngind,Value_new,Value_old
MATERIAL,000000000010000382,0001000149,MARC,0000000000100003822000,MABST,U,2.700,4.255
MATERIAL,000000000080000089,0001000150,MARC,0000000000800000893000,MINBE,U,2.000,2.071
MATERIAL,000000000080000089,0001000150,MARC,0000000000800000893000,MABST,U,3.600,4.153
MATERIAL,000000000080000091,0001000151,MARC,0000000000800000913000,MINBE,U,4.100,4.343
MATERIAL,000000000080000091,0001000151,MARC,0000000000800000913000,MABST,U,8.000,7.446
MATERIAL,000000000010000393,0001000152,MARC,0000000000100003933000,MINBE,U,8.500,4.585
MATERIAL,000000000010000393,0001000152,MARC,0000000000100003933000,MABST,U,69.100,79.913
MATERIAL,000000000010000394,0001000153,MARC,0000000000100003942000,MINBE,U,5.100,5.885
MATERIAL,000000000010000394,0001000153,MARC,0000000000100003942000,MABST,U,6.300,8.050
MATERIAL,000000000010000395,0001000154,MARC,0000000000100003954000,MINBE,U,1.600,2.394
MATERIAL,000000000010000395,0001000154,MARC,0000000000100003954000,MABST,U,5.300,5.772
MATERIAL,000000000080000093,0001000155,MARC,0000000000800000933000,MINBE,U,4.100,5.848
MATERIAL,000000000080000093,0001000155,MARC,0000000000800000933000,MABST,U,10.300,11.700
MATERIAL,000000000010000402,0001000156,MARC,0000000000100004024000,MINBE,U,27.800,50.041
MATERIAL,000000000010000402,0001000156,MARC,0000000000100004024000,MABST,U,35.800,50.041
MATERIAL,000000000080000094,0001000157,MARC,0000000000800000941000,MINBE,U,2.600,1.293
MATERIAL,000000000080000094,0001000157,MARC,0000000000800000941000,MABST,U,3.900,3.355
MATERIAL,000000000080000095,0001000158,MARC,0000000000800000952000,MINBE,U,15.400,26.993
MATERIAL,000000000080000095,0001000158,MARC,0000000000800000952000,MABST,U,20.800,26.993
MATERIAL,000000000080000096,0001000159,MARC,0000000000800000963000,MINBE,U,3.300,2.949
MATERIAL,000000000080000096,0001000159,MARC,0000000000800000963000,MABST,U,6.800,8.116
MATERIAL,000000000010000409,0001000160,MARC,0000000000100004092000,MINBE,U,2.600,3.543
MATERIAL,000000000010000409,0001000160,MARC,0000000000100004092000,MABST,U,4.300,4.113
MATERIAL,000000000010000410,0001000161,MARC,0000000000100004103000,MINBE,U,44.500,60.611
MATERIAL,000000000010000410,0001000161,MARC,0000000000100004103000,MABST,U,106.800,100.763
MATERIAL,000000000080000099,0001000162,MARC,0000000000800000993000,MINBE,U,3.300,4.746
MATERIAL,000000000080000099,0001000162,MARC,0000000000800000993000,MABST,U,7.000,11.921
MATERIAL,000000000010000421,0001000163,MARC,0000000000100004212000,MINBE,U,7.400,12.289
MATERIAL,000000000010000421,0001000163,MARC,0000000000100004212000,MABST,U,13.400,13.867
MATERIAL,000000000080000100,0001000164,MARC,0000000000800001004000,MINBE,U,2.400,1.528
MATERIAL,000000000080000100,0001000164,MARC,0000000000800001004000,MABST,U,4.300,3.032
MATERIAL,000000000010000429,0001000165,MARC,0000000000100004292000,MINBE,U,9.300,14.546
MATERIAL,000000000010000429,0001000165,MARC,0000000000100004292000,MABST,U,12.700,20.607
MATERIAL,000000000030000096,0001000166,MARC,0000000000300000962000,MINBE,U,6.600,0.000
MATERIAL,000000000030000096,0001000166,MARC,0000000000300000962000,MABST,U,10.000,0.000
MATERIAL,000000000010000430,0001000167,MARC,0000000000100004302000,MINBE,U,3.300,4.251
MATERIAL,000000000010000430,0001000167,MARC,0000000000100004302000,MABST,U,3.800,4.251
MATERIAL,000000000010000433,0001000168,MARC,0000000000100004332000,MINBE,U,9.400,4.579
MATERIAL,000000000010000433,0001000168,MARC,0000000000100004332000,MABST,U,14.000,23.275
MATERIAL,000000000010000435,0001000169,MARC,0000000000100004351000,MINBE,U,58.600,79.149
MATERIAL,000000000010000435,0001000169,MARC,0000000000100004351000,MABST,U,133.700,127.722
MATERIAL,000000000010000436,0001000170,MARC,0000000000100004364000,MINBE,U,2.700,2.613
MATERIAL,000000000010000436,0001000170,MARC,0000000000100004364000,MABST,U,8.100,11.695
MATERIAL,000000000010000441,0001000171,MARC,0000000000100004414000,MINBE,U,10.400,12.751
MATERIAL,000000000010000441,0001000171,MARC,0000000000100004414000,MABST,U,13.700,21.508
MATERIAL,000000000080000102,0001000172,MARC,0000000000800001024000,MINBE,U,3.000,5.278
MATERIAL,000000000080000102,0001000172,MARC,0000000000800001024000,MABST,U,7.200,5.982
MATERIAL,000000000080000105,0001000173,MARC,0000000000800001053000,MINBE,U,2.800,3.071
MATERIAL,000000000080000105,0001000173,MARC,0000000000800001053000,MABST,U,8.800,8.219
MATERIAL,000000000010000449,0001000174,MARC,0000000000100004492000,MINBE,U,1.200,0.667
MATERIAL,000000000010000449,0001000174,MARC,0000000000100004492000,MABST,U,1.900,1.726
MATERIAL,000000000010000450,0001000175,MARC,0000000000100004503000,MINBE,U,3.600,5.659
MATERIAL,000000000010000450,0001000175,MARC,0000000000100004503000,MABST,U,5.000,6.349
MATERIAL,000000000010000454,0001000176,MARC,0000000000100004544000,MINBE,U,2.400,1.309
MATERIAL,000000000010000454,0001000176,MARC,0000000000100004544000,MABST,U,4.400,5.185
MATERIAL,000000000010000456,0001000177,MARC,0000000000100004562000,MINBE,U,10.600,10.905
MATERIAL,000000000010000456,0001000177,MARC,0000000000100004562000,MABST,U,13.600,10.905
MATERIAL,000000000010000458,0001000178,MARC,0000000000100004583000,MINBE,U,2.700,1.870
MATERIAL,000000000010000458,0001000178,MARC,0000000000100004583000,MABST,U,3.500,3.928
MATERIAL,000000000010000462,0001000179,MARC,0000000000100004623000,MINBE,U,12.600,16.716
MATERIAL,000000000010000462,0001000179,MARC,0000000000100004623000,MABST,U,80.600,143.929
MATERIAL,000000000010000465,0001000180,MARC,0000000000100004653000,MINBE,U,4.700,7.142
MATERIAL,000000000010000465,0001000180,MARC,0000000000100004653000,MABST,U,9.900,14.687
MATERIAL,000000000010000466,0001000181,MARC,0000000000100004661000,MINBE,U,12.300,9.251
MATERIAL,000000000010000466,0001000181,MARC,0000000000100004661000,MABST,U,16.300,24.984
MATERIAL,000000000080000107,0001000182,MARC,0000000000800001074000,MINBE,U,8.100,14.173
MATERIAL,000000000080000107,0001000182,MARC,0000000000800001074000,MABST,U,11.200,14.173
MATERIAL,000000000010000470,0001000183,MARC,0000000000100004703000,MINBE,U,5.500,3.447
MATERIAL,000000000010000470,0001000183,MARC,0000000000100004703000,MABST,U,6.900,9.267
MATERIAL,000000000010000470,0001000184,MARC,0000000000100004702000,MINBE,U,15.800,20.448
MATERIAL,000000000010000470,0001000184,MARC,0000000000100004702000,MABST,U,19.600,31.011
MATERIAL,000000000010000471,0001000185,MARC,0000000000100004712000,MINBE,U,0.600,0.791
MATERIAL,000000000010000471,0001000185,MARC,0000000000100004712000,MABST,U,1.400,1.729
MATERIAL,000000000080000108,0001000186,MARC,0000000000800001084000,MINBE,U,3.700,1.710
MATERIAL,000000000080000108,0001000186,MARC,0000000000800001084000,MABST,U,6.200,7.888
MATERIAL,000000000080000110,0001000187,MARC,0000000000800001102000,MINBE,U,3.800,5.996
MATERIAL,000000000080000110,0001000187,MARC,0000000000800001102000,MABST,U,10.300,8.190
MATERIAL,000000000080000111,0001000188,MARC,0000000000800001114000,MINBE,U,2.200,3.224
MATERIAL,000000000080000111,0001000188,MARC,0000000000800001114000,MABST,U,4.200,3.458
MATERIAL,000000000010000477,0001000189,MARC,0000000000100004771000,MINBE,U,99.300,91.153
MATERIAL,000000000010000477,0001000189,MARC,0000000000100004771000,MABST,U,207.200,157.824
MATERIAL,000000000010000482,0001000190,MARC,0000000000100004823000,MINBE,U,7.000,10.289
MATERIAL,000000000010000482,0001000190,MARC,0000000000100004823000,MABST,U,9.000,10.289
MATERIAL,000000000010000491,0001000191,MARC,0000000000100004914000,MINBE,U,73.700,123.109
MATERIAL,000000000010000491,0001000191,MARC,0000000000100004914000,MABST,U,191.300,237.975
MATERIAL,000000000010000494,0001000192,MARC,0000000000100004943000,MINBE,U,89.900,105.405
MATERIAL,000000000010000494,0001000192,MARC,0000000000100004943000,MABST,U,196.000,243.061
MATERIAL,000000000010000495,0001000193,MARC,0000000000100004952000,MINBE,U,1.300,1.677
MATERIAL,000000000010000495,0001000193,MARC,0000000000100004952000,MABST,U,1.700,2.108
MATERIAL,000000000030000110,0001000194,MARC,0000000000300001104000,MINBE,U,2.700,0.000
MATERIAL,000000000030000110,0001000194,MARC,0000000000300001104000,MABST,U,4.200,0.000
MATERIAL,000000000010000496,0001000195,MARC,0000000000100004963000,MINBE,U,17.200,13.592
MATERIAL,000000000010000496,0001000195,MARC,0000000000100004963000,MABST,U,52.700,72.670
MATERIAL,000000000010000498,0001000196,MARC,0000000000100004981000,MINBE,U,27.900,24.995
MATERIAL,000000000010000498,0001000196,MARC,0000000000100004981000,MABST,U,61.800,44.659
MATERIAL,000000000010000499,0001000197,MARC,0000000000100004994000,MINBE,U,13.500,13.189
MATERIAL,000000000010000499,0001000197,MARC,0000000000100004994000,MABST,U,49.900,39.995
MATERIAL,000000000010000500,0001000198,MARC,0000000000100005001000,MINBE,U,3.900,5.340
MATERIAL,000000000010000500,0001000198,MARC,0000000000100005001000,MABST,U,6.800,5.940
MATERIAL,000000000010000506,0001000199,MARC,0000000000100005063000,MINBE,U,5.700,6.202
MATERIAL,000000000010000506,0001000199,MARC,0000000000100005063000,MABST,U,10.100,12.640
MATERIAL,000000000010000507,0001000200,MARC,0000000000100005074000,MINBE,U,9.900,15.322
MATERIAL,000000000010000507,0001000200,MARC,0000000000100005074000,MABST,U,12.400,21.437
MATERIAL,000000000010000509,0001000201,MARC,0000000000100005094000,MINBE,U,3.100,1.581
MATERIAL,000000000010000509,0001000201,MARC,0000000000100005094000,MABST,U,4.800,5.635
MATERIAL,000000000010000510,0001000202,MARC,0000000000100005102000,MINBE,U,13.900,17.760
MATERIAL,000000000010000510,0001000202,MARC,0000000000100005102000,MABST,U,73.700,101.044
MATERIAL,000000000010000511,0001000203,MARC,0000000000100005112000,MINBE,U,0.900,1.306
MATERIAL,000000000010000511,0001000203,MARC,0000000000100005112000,MABST,U,1.600,1.836
MATERIAL,000000000030000113,0001000204,MARC,0000000000300001133000,MINBE,U,13.000,0.000
MATERIAL,000000000030000113,0001000204,MARC,0000000000300001133000,MABST,U,16.500,0.000
MATERIAL,000000000010000513,0001000205,MARC,0000000000100005132000,MINBE,U,0.500,0.606
MATERIAL,000000000010000513,0001000205,MARC,0000000000100005132000,MABST,U,1.000,1.415
MATERIAL,000000000010000516,0001000206,MARC,0000000000100005162000,MINBE,U,116.100,50.476
MATERIAL,000000000010000516,0001000206,MARC,0000000000100005162000,MABST,U,214.600,208.716
MATERIAL,000000000010000518,0001000207,MARC,0000000000100005182000,MINBE,U,3.000,3.432
MATERIAL,000000000010000518,0001000207,MARC,0000000000100005182000,MABST,U,6.800,7.319
MATERIAL,000000000010000521,0001000208,MARC,0000000000100005214000,MINBE,U,13.100,20.267
MATERIAL,000000000010000521,0001000208,MARC,0000000000100005214000,MABST,U,17.900,22.054
MATERIAL,000000000010000524,0001000209,MARC,0000000000100005241000,MINBE,U,48.000,28.108
MATERIAL,000000000010000524,0001000209,MARC,0000000000100005241000,MABST,U,73.500,94.912
MATERIAL,000000000010000526,0001000210,MARC,0000000000100005263000,MINBE,U,10.600,4.809
MATERIAL,000000000010000526,0001000210,MARC,0000000000100005263000,MABST,U,16.000,25.137
MATERIAL,000000000010000528,0001000211,MARC,0000000000100005281000,MINBE,U,2.400,2.625
MATERIAL,000000000010000528,0001000211,MARC,0000000000100005281000,MABST,U,3.600,6.445
MATERIAL,000000000010000531,0001000212,MARC,0000000000100005313000,MINBE,U,13.000,7.894
MATERIAL,000000000010000531,0001000212,MARC,0000000000100005313000,MABST,U,17.400,18.381
MATERIAL,000000000010000531,0001000213,MARC,0000000000100005314000,MINBE,U,7.200,4.453
MATERIAL,000000000010000531,0001000213,MARC,0000000000100005314000,MABST,U,9.800,15.673
MATERIAL,000000000080000115,0001000214,MARC,0000000000800001153000,MINBE,U,2.100,2.785
MATERIAL,000000000080000115,0001000214,MARC,0000000000800001153000,MABST,U,4.500,3.284
MATERIAL,000000000030000116,0001000215,MARC,0000000000300001164000,MINBE,U,2.000,0.000
MATERIAL,000000000030000116,0001000215,MARC,0000000000300001164000,MABST,U,3.500,0.000
MATERIAL,000000000010000536,0001000216,MARC,0000000000100005362000,MINBE,U,2.900,3.536
MATERIAL,000000000010000536,0001000216,MARC,0000000000100005362000,MABST,U,4.700,3.536
MATERIAL,000000000010000538,0001000217,MARC,0000000000100005384000,MINBE,U,105.600,100.157
MATERIAL,000000000010000538,0001000217,MARC,0000000000100005384000,MABST,U,163.800,122.597
MATERIAL,000000000030000120,0001000218,MARC,0000000000300001202000,MINBE,U,1.300,0.000
MATERIAL,000000000030000120,0001000218,MARC,0000000000300001202000,MABST,U,2.800,0.000
MATERIAL,000000000080000119,0001000219,MARC,0000000000800001194000,MINBE,U,2.600,1.202
MATERIAL,000000000080000119,0001000219,MARC,0000000000800001194000,MABST,U,4.100,4.740
MATERIAL,000000000010000545,0001000220,MARC,0000000000100005453000,MINBE,U,25.800,24.668
MATERIAL,000000000010000545,0001000220,MARC,0000000000100005453000,MABST,U,60.900,64.853
MATERIAL,000000000010000552,0001000221,MARC,0000000000100005524000,MINBE,U,5.100,7.293
MATERIAL,000000000010000552,0001000221,MARC,0000000000100005524000,MABST,U,7.700,7.293
MATERIAL,000000000010000556,0001000222,MARC,0000000000100005564000,MINBE,U,1.700,1.256
MATERIAL,000000000010000556,0001000222,MARC,0000000000100005564000,MABST,U,2.200,2.341
MATERIAL,000000000010000559,0001000223,MARC,0000000000100005594000,MINBE,U,3.500,4.108
MATERIAL,000000000010000559,0001000223,MARC,0000000000100005594000,MABST,U,7.100,11.749
MATERIAL,000000000010000560,0001000224,MARC,0000000000100005603000,MINBE,U,2.500,2.628
MATERIAL,000000000010000560,0001000224,MARC,0000000000100005603000,MABST,U,5.000,8.960
MATERIAL,000000000010000564,0001000225,MARC,0000000000100005642000,MINBE,U,5.900,8.087
MATERIAL,000000000010000564,0001000225,MARC,0000000000100005642000,MABST,U,7.500,9.290
MATERIAL,000000000010000565,0001000226,MARC,0000000000100005653000,MINBE,U,80.800,108.778
MATERIAL,000000000010000565,0001000226,MARC,0000000000100005653000,MABST,U,167.300,155.680
MATERIAL,000000000010000570,0001000227,MARC,0000000000100005701000,MINBE,U,55.900,88.813
MATERIAL,000000000010000570,0001000227,MARC,0000000000100005701000,MABST,U,155.800,169.264
MATERIAL,000000000010000573,0001000228,MARC,0000000000100005731000,MINBE,U,7.100,4.326
MATERIAL,000000000010000573,0001000228,MARC,0000000000100005731000,MABST,U,11.800,10.269
MATERIAL,000000000010000574,0001000229,MARC,0000000000100005743000,MINBE,U,0.500,0.598
MATERIAL,000000000010000574,0001000229,MARC,0000000000100005743000,MABST,U,1.500,2.088
MATERIAL,000000000080000127,0001000230,MARC,0000000000800001271000,MINBE,U,3.300,5.354
MATERIAL,000000000080000127,0001000230,MARC,0000000000800001271000,MABST,U,5.500,5.739
MATERIAL,000000000010000576,0001000231,MARC,0000000000100005761000,MINBE,U,1.100,0.716
MATERIAL,000000000010000576,0001000231,MARC,0000000000100005761000,MABST,U,2.700,1.888
MATERIAL,000000000010000581,0001000232,MARC,0000000000100005814000,MINBE,U,31.500,42.691
MATERIAL,000000000010000581,0001000232,MARC,0000000000100005814000,MABST,U,61.500,63.573
MATERIAL,000000000010000586,0001000233,MARC,0000000000100005864000,MINBE,U,10.700,12.190
MATERIAL,000000000010000586,0001000233,MARC,0000000000100005864000,MABST,U,14.900,14.965
MATERIAL,000000000010000592,0001000234,MARC,0000000000100005923000,MINBE,U,20.900,18.905
MATERIAL,000000000010000592,0001000234,MARC,0000000000100005923000,MABST,U,27.500,38.324
MATERIAL,000000000010000593,0001000235,MARC,0000000000100005933000,MINBE,U,2.300,0.963
MATERIAL,000000000010000593,0001000235,MARC,0000000000100005933000,MABST,U,6.500,6.799
MATERIAL,000000000010000598,0001000236,MARC,0000000000100005981000,MINBE,U,3.600,4.829
MATERIAL,000000000010000598,0001000236,MARC,0000000000100005981000,MABST,U,5.000,7.376
MATERIAL,000000000080000134,0001000237,MARC,0000000000800001342000,MINBE,U,6.700,4.530
MATERIAL,000000000080000134,0001000237,MARC,0000000000800001342000,MABST,U,12.100,19.370
MATERIAL,000000000010000605,0001000238,MARC,0000000000100006053000,MINBE,U,18.600,27.586
MATERIAL,000000000010000605,0001000238,MARC,0000000000100006053000,MABST,U,70.800,116.466
MATERIAL,000000000010000611,0001000239,MARC,0000000000100006111000,MINBE,U,0.800,1.386
MATERIAL,000000000010000611,0001000239,MARC,0000000000100006111000,MABST,U,1.400,2.392
MATERIAL,000000000010000614,0001000240,MARC,0000000000100006142000,MINBE,U,18.500,10.791
MATERIAL,000000000010000614,0001000240,MARC,0000000000100006142000,MABST,U,23.800,20.751
MATERIAL,000000000010000617,0001000241,MARC,0000000000100006172000,MINBE,U,14.900,17.717
MATERIAL,000000000010000617,0001000241,MARC,0000000000100006172000,MABST,U,21.500,17.717
MATERIAL,000000000010000625,0001000242,MARC,0000000000100006254000,MINBE,U,6.700,7.210
MATERIAL,000000000010000625,0001000242,MARC,0000000000100006254000,MABST,U,8.400,13.324
MATERIAL,000000000010000632,0001000243,MARC,0000000000100006324000,MINBE,U,2.900,2.239
MATERIAL,000000000010000632,0001000243,MARC,0000000000100006324000,MABST,U,5.800,5.982
MATERIAL,000000000080000142,0001000244,MARC,0000000000800001424000,MINBE,U,2.800,4.042
MATERIAL,000000000080000142,0001000244,MARC,0000000000800001424000,MABST,U,5.900,6.593
MATERIAL,000000000010000634,0001000245,MARC,0000000000100006341000,MINBE,U,14.500,11.226
MATERIAL,000000000010000634,0001000245,MARC,0000000000100006341000,MABST,U,119.000,154.463
MATERIAL,000000000010000636,0001000246,MARC,0000000000100006362000,MINBE,U,4.200,5.342
MATERIAL,000000000010000636,0001000246,MARC,0000000000100006362000,MABST,U,5.200,5.378
MATERIAL,000000000030000142,0001000247,MARC,0000000000300001422000,MINBE,U,8.800,0.000
MATERIAL,000000000030000142,0001000247,MARC,0000000000300001422000,MABST,U,15.100,0.000
MATERIAL,000000000080000144,0001000248,MARC,0000000000800001441000,MINBE,U,6.000,8.870
MATERIAL,000000000080000144,0001000248,MARC,0000000000800001441000,MABST,U,7.600,8.870
MATERIAL,000000000010000639,0001000249,MARC,0000000000100006392000,MINBE,U,17.100,14.109
MATERIAL,000000000010000639,0001000249,MARC,0000000000100006392000,MABST,U,22.700,15.965
MATERIAL,000000000010000642,0001000250,MARC,0000000000100006424000,MINBE,U,25.500,19.276
MATERIAL,000000000010000642,0001000250,MARC,0000000000100006424000,MABST,U,68.800,116.834
MATERIAL,000000000030000144,0001000251,MARC,0000000000300001444000,MINBE,U,8.000,0.000
MATERIAL,000000000030000144,0001000251,MARC,0000000000300001444000,MABST,U,13.800,0.000
MATERIAL,000000000010000648,0001000252,MARC,0000000000100006482000,MINBE,U,5.400,7.514
MATERIAL,000000000010000648,0001000252,MARC,0000000000100006482000,MABST,U,6.900,11.224
MATERIAL,000000000010000649,0001000253,MARC,0000000000100006491000,MINBE,U,4.900,4.992
MATERIAL,000000000010000649,0001000253,MARC,0000000000100006491000,MABST,U,8.500,13.575
MATERIAL,000000000010000652,0001000254,MARC,0000000000100006522000,MINBE,U,10.100,11.357
MATERIAL,000000000010000652,0001000254,MARC,0000000000100006522000,MABST,U,13.600,15.689
MATERIAL,000000000010000653,0001000255,MARC,0000000000100006532000,MINBE,U,6.400,11.095
MATERIAL,000000000010000653,0001000255,MARC,0000000000100006532000,MABST,U,8.700,14.540
MATERIAL,000000000080000145,0001000256,MARC,0000000000800001453000,MINBE,U,3.000,5.130
MATERIAL,000000000080000145,0001000256,MARC,0000000000800001453000,MABST,U,5.900,7.439
MATERIAL,000000000080000145,0001000257,MARC,0000000000800001452000,MINBE,U,3.500,3.232
MATERIAL,000000000080000145,0001000257,MARC,0000000000800001452000,MABST,U,6.500,5.586
MATERIAL,000000000010000657,0001000258,MARC,0000000000100006571000,MINBE,U,6.400,3.768
MATERIAL,000000000010000657,0001000258,MARC,0000000000100006571000,MABST,U,10.000,9.042
MATERIAL,000000000010000659,0001000259,MARC,0000000000100006592000,MINBE,U,15.600,18.301
MATERIAL,000000000010000659,0001000259,MARC,0000000000100006592000,MABST,U,20.900,28.478
MATERIAL,000000000010000660,0001000260,MARC,0000000000100006602000,MINBE,U,3.900,3.599
MATERIAL,000000000010000660,0001000260,MARC,0000000000100006602000,MABST,U,5.000,8.303
MATERIAL,000000000010000661,0001000261,MARC,0000000000100006612000,MINBE,U,6.200,9.646
MATERIAL,000000000010000661,0001000261,MARC,0000000000100006612000,MABST,U,8.700,13.521
MATERIAL,000000000010000662,0001000262,MARC,0000000000100006621000,MINBE,U,8.900,5.522
MATERIAL,000000000010000662,0001000262,MARC,0000000000100006621000,MABST,U,13.400,12.485
MATERIAL,000000000010000664,0001000263,MARC,0000000000100006641000,MINBE,U,4.800,7.913
MATERIAL,000000000010000664,0001000263,MARC,0000000000100006641000,MABST,U,9.300,16.386
MATERIAL,000000000010000667,0001000264,MARC,0000000000100006673000,MINBE,U,0.800,1.208
MATERIAL,000000000010000667,0001000264,MARC,0000000000100006673000,MABST,U,1.200,1.678
MATERIAL,000000000010000669,0001000265,MARC,0000000000100006691000,MINBE,U,9.800,6.117
MATERIAL,000000000010000669,0001000265,MARC,0000000000100006691000,MABST,U,12.300,22.192
MATERIAL,000000000010000669,0001000266,MARC,0000000000100006693000,MINBE,U,11.300,7.079
MATERIAL,000000000010000669,0001000266,MARC,0000000000100006693000,MABST,U,14.600,17.178
MATERIAL,000000000010000672,0001000267,MARC,0000000000100006722000,MINBE,U,27.300,34.274
MATERIAL,000000000010000672,0001000267,MARC,0000000000100006722000,MABST,U,55.400,92.089
MATERIAL,000000000010000677,0001000268,MARC,0000000000100006774000,MINBE,U,31.600,25.018
MATERIAL,000000000010000677,0001000268,MARC,0000000000100006774000,MABST,U,73.600,63.633
MATERIAL,000000000030000154,0001000269,MARC,0000000000300001543000,MINBE,U,15.300,0.000
MATERIAL,000000000030000154,0001000269,MARC,0000000000300001543000,MABST,U,21.200,0.000
MATERIAL,000000000030000155,0001000270,MARC,0000000000300001552000,MINBE,U,7.100,0.000
MATERIAL,000000000030000155,0001000270,MARC,0000000000300001552000,MABST,U,10.700,0.000
MATERIAL,000000000010000681,0001000271,MARC,0000000000100006811000,MINBE,U,5.200,3.276
MATERIAL,000000000010000681,0001000271,MARC,0000000000100006811000,MABST,U,8.600,10.746
MATERIAL,000000000010000682,0001000272,MARC,0000000000100006824000,MINBE,U,9.800,17.246
MATERIAL,000000000010000682,0001000272,MARC,0000000000100006824000,MABST,U,35.200,36.587
MATERIAL,000000000080000153,0001000273,MARC,0000000000800001534000,MINBE,U,2.600,3.130
MATERIAL,000000000080000153,0001000273,MARC,0000000000800001534000,MABST,U,7.500,12.168
MATERIAL,000000000010000688,0001000274,MARC,0000000000100006883000,MINBE,U,41.100,73.175
MATERIAL,000000000010000688,0001000274,MARC,0000000000100006883000,MABST,U,116.000,111.211
MATERIAL,000000000010000689,0001000275,MARC,0000000000100006894000,MINBE,U,5.800,9.423
MATERIAL,000000000010000689,0001000275,MARC,0000000000100006894000,MABST,U,7.000,10.640
MATERIAL,000000000080000156,0001000276,MARC,0000000000800001563000,MINBE,U,3.900,3.913
MATERIAL,000000000080000156,0001000276,MARC,0000000000800001563000,MABST,U,8.800,10.196
MATERIAL,000000000080000157,0001000277,MARC,0000000000800001572000,MINBE,U,2.600,1.147
MATERIAL,000000000080000157,0001000277,MARC,0000000000800001572000,MABST,U,5.700,4.042
MATERIAL,000000000010000699,0001000278,MARC,0000000000100006994000,MINBE,U,44.300,70.235
MATERIAL,000000000010000699,0001000278,MARC,0000000000100006994000,MABST,U,150.900,271.366
MATERIAL,000000000080000160,0001000279,MARC,0000000000800001604000,MINBE,U,3.300,5.365
MATERIAL,000000000080000160,0001000279,MARC,0000000000800001604000,MABST,U,5.400,5.365
MATERIAL,000000000010000718,0001000280,MARC,0000000000100007183000,MINBE,U,23.900,34.948
MATERIAL,000000000010000718,0001000280,MARC,0000000000100007183000,MABST,U,54.300,71.748
MATERIAL,000000000010000719,0001000281,MARC,0000000000100007191000,MINBE,U,0.800,0.653
MATERIAL,000000000010000719,0001000281,MARC,0000000000100007191000,MABST,U,1.400,1.620
MATERIAL,000000000010000720,0001000282,MARC,0000000000100007201000,MINBE,U,5.800,10.557
MATERIAL,000000000010000720,0001000282,MARC,0000000000100007201000,MABST,U,8.100,12.582
MATERIAL,000000000010000721,0001000283,MARC,0000000000100007212000,MINBE,U,57.900,76.798
MATERIAL,000000000010000721,0001000283,MARC,0000000000100007212000,MABST,U,162.400,261.546
MATERIAL,000000000010000727,0001000284,MARC,0000000000100007273000,MINBE,U,1.400,2.190
MATERIAL,000000000010000727,0001000284,MARC,0000000000100007273000,MABST,U,1.800,2.190
MATERIAL,000000000010000730,0001000285,MARC,0000000000100007302000,MINBE,U,8.000,8.656
MATERIAL,000000000010000730,0001000285,MARC,0000000000100007302000,MABST,U,10.200,8.656
MATERIAL,000000000010000733,0001000286,MARC,0000000000100007332000,MINBE,U,1.900,2.119
MATERIAL,000000000010000733,0001000286,MARC,0000000000100007332000,MABST,U,3.400,4.685
MATERIAL,000000000080000164,0001000287,MARC,0000000000800001644000,MINBE,U,6.600,6.627
MATERIAL,000000000080000164,0001000287,MARC,0000000000800001644000,MABST,U,11.700,10.514
MATERIAL,000000000010000737,0001000288,MARC,0000000000100007373000,MINBE,U,81.600,140.096
MATERIAL,000000000010000737,0001000288,MARC,0000000000100007373000,MABST,U,190.700,209.627
MATERIAL,000000000010000739,0001000289,MARC,0000000000100007393000,MINBE,U,6.400,3.996
MATERIAL,000000000010000739,0001000289,MARC,0000000000100007393000,MABST,U,12.500,12.105
MATERIAL,000000000080000165,0001000290,MARC,0000000000800001652000,MINBE,U,5.200,8.881
MATERIAL,000000000080000165,0001000290,MARC,0000000000800001652000,MABST,U,8.400,10.673
MATERIAL,000000000010000744,0001000291,MARC,0000000000100007443000,MINBE,U,8.400,4.187
MATERIAL,000000000010000744,0001000291,MARC,0000000000100007443000,MABST,U,14.000,18.641
MATERIAL,000000000010000745,0001000292,MARC,0000000000100007454000,MINBE,U,1.200,1.803
MATERIAL,000000000010000745,0001000292,MARC,0000000000100007454000,MABST,U,1.700,2.264
MATERIAL,000000000010000745,0001000293,MARC,0000000000100007453000,MINBE,U,1.600,2.119
MATERIAL,000000000010000745,0001000293,MARC,0000000000100007453000,MABST,U,2.400,2.119
MATERIAL,000000000080000167,0001000294,MARC,0000000000800001674000,MINBE,U,1.700,1.701
MATERIAL,000000000080000167,0001000294,MARC,0000000000800001674000,MABST,U,4.500,7.795
MATERIAL,000000000010000751,0001000295,MARC,0000000000100007512000,MINBE,U,2.400,1.220
MATERIAL,000000000010000751,0001000295,MARC,0000000000100007512000,MABST,U,3.900,5.179
MATERIAL,000000000010000752,0001000296,MARC,0000000000100007521000,MINBE,U,4.400,7.236
MATERIAL,000000000010000752,0001000296,MARC,0000000000100007521000,MABST,U,5.800,7.236
MATERIAL,000000000080000171,0001000297,MARC,0000000000800001714000,MINBE,U,11.400,14.092
MATERIAL,000000000080000171,0001000297,MARC,0000000000800001714000,MABST,U,16.900,14.340
MATERIAL,000000000080000171,0001000298,MARC,0000000000800001711000,MINBE,U,17.000,25.107
MATERIAL,000000000080000171,0001000298,MARC,0000000000800001711000,MABST,U,26.000,44.517
MATERIAL,000000000010000756,0001000299,MARC,0000000000100007562000,MINBE,U,5.000,2.773
