Banfn,Bnfpo,Bsart,Loekz,Statu,Frgkz,Frgzu,Ekgrp,Ernam,Afnam,Txz01,Matnr,Werks,Lgort,Bednr,Matkl,Reswk,Menge,Meins,Badat,Lfdat,Preis,Peinh,Flief,Ebeln,Ebelp,Bsmng,Ebakz,Rsnum
2000001968,00010,NB,,B,2,X,Z02,VZIREQ03,VZIREQ05,SPARE FOR CV-502,000000000010000333,4000,SP04,,ELEC-MOTR,,8.000,EA,2024-09-01T00:00:00,2025-02-09T00:00:00,41815.90,1.000,,4500001968,00010,8.000,true,
2000001969,00010,NB,,B,2,X,Z02,VZIREQ02,VZIREQ01,SPARE FOR ML-201,000000000010000333,4000,SP04,,ELEC-MOTR,,8.000,EA,2025-10-08T00:00:00,2026-03-18T00:00:00,41815.90,1.000,,4500001969,00010,8.000,true,
2000001970,00010,NB,,B,2,X,Z01,VZIREQ03,VZIREQ05,SPARE FOR TH-401,000000000010000333,4000,SP04,,ELEC-MOTR,,8.000,EA,2026-07-01T00:00:00,2026-12-09T00:00:00,41815.90,1.000,,4500001970,00010,8.000,true,
2000001971,00010,NB,,B,2,X,Z02,VZIREQ05,VZIREQ05,SPARE FOR CV-501,000000000010000333,4000,SP04,,ELEC-MOTR,,8.000,EA,2026-08-05T00:00:00,2027-01-13T00:00:00,41815.90,1.000,,4500001971,00010,8.000,true,
2000001972,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ01,SPARE FOR FL-310,000000000080000082,1000,SP01,,MECH-SEAL,,7.000,EA,2024-09-21T00:00:00,2024-11-20T00:00:00,42390.46,1.000,,4500001972,00010,7.000,true,
2000001973,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ03,SPARE FOR CR-102,000000000080000082,1000,SP01,,MECH-SEAL,,15.000,EA,2024-12-20T00:00:00,2025-02-18T00:00:00,42390.46,1.000,,4500001973,00010,15.000,true,
2000001974,00010,NB,,B,2,X,Z01,VZIREQ03,VZIREQ05,SPARE FOR FA-810,000000000080000082,1000,SP01,,MECH-SEAL,,13.000,EA,2025-06-16T00:00:00,2025-08-15T00:00:00,42390.46,1.000,,4500001974,00010,13.000,true,
2000001975,00010,NB,,B,2,X,Z03,VZIREQ03,VZIREQ05,SPARE FOR PU-611,000000000080000082,1000,SP01,,MECH-SEAL,,7.000,EA,2025-11-26T00:00:00,2026-01-25T00:00:00,42390.46,1.000,,4500001975,00010,7.000,true,
2000001976,00010,NB,,B,2,X,Z02,VZIREQ01,VZIREQ04,SPARE FOR TH-401,000000000080000082,1000,SP01,,MECH-SEAL,,12.000,EA,2026-04-01T00:00:00,2026-05-31T00:00:00,42390.46,1.000,,4500001976,00010,12.000,true,
2000001977,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ03,SPARE FOR ML-201,000000000080000082,1000,SP01,,MECH-SEAL,,12.000,EA,2026-05-10T00:00:00,2026-07-09T00:00:00,42390.46,1.000,,4500001977,00010,12.000,true,
2000001978,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ04,SPARE FOR ML-201,000000000080000082,1000,SP01,,MECH-SEAL,,21.000,EA,2026-07-03T00:00:00,2026-09-01T00:00:00,42390.46,1.000,,4500001978,00010,21.000,true,
2000001979,00010,NB,,B,2,X,Z02,VZIREQ03,VZIREQ04,SPARE FOR ML-202,000000000010000334,4000,SP04,,ELEC-MOTR,,113.000,EA,2024-09-20T00:00:00,2024-10-11T00:00:00,15102.70,1.000,,4500001979,00010,113.000,true,
2000001980,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ01,SPARE FOR ML-202,000000000010000334,4000,SP04,,ELEC-MOTR,,104.000,EA,2025-03-30T00:00:00,2025-04-20T00:00:00,15102.70,1.000,,4500001980,00010,104.000,true,
2000001981,00010,NB,,B,2,X,Z03,VZIREQ02,VZIREQ01,SPARE FOR CR-102,000000000010000334,4000,SP04,,ELEC-MOTR,,115.000,EA,2025-07-20T00:00:00,2025-08-10T00:00:00,15102.70,1.000,,4500001981,00010,115.000,true,
2000001982,00010,NB,,B,2,X,Z03,VZIREQ02,VZIREQ05,SPARE FOR ML-202,000000000010000334,4000,SP04,,ELEC-MOTR,,110.000,EA,2025-12-10T00:00:00,2025-12-31T00:00:00,15102.70,1.000,,4500001982,00010,110.000,true,
2000001983,00010,NB,,B,2,X,Z01,VZIREQ02,VZIREQ01,SPARE FOR ML-202,000000000010000334,4000,SP04,,ELEC-MOTR,,117.000,EA,2026-05-17T00:00:00,2026-06-07T00:00:00,15102.70,1.000,,4500001983,00010,117.000,true,
2000001984,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ04,SPARE FOR FA-810,000000000010000335,2000,SP02,,MILL-LINR,,177.000,EA,2024-09-19T00:00:00,2025-02-05T00:00:00,277216.48,1.000,,4500001984,00010,177.000,true,
2000001985,00010,NB,,B,2,X,Z02,VZIREQ03,VZIREQ03,SPARE FOR PU-610,000000000010000335,2000,SP02,,MILL-LINR,,170.000,EA,2025-03-10T00:00:00,2025-07-27T00:00:00,277216.48,1.000,,4500001985,00010,170.000,true,
2000001986,00010,NB,,B,2,X,Z01,VZIREQ03,VZIREQ05,SPARE FOR TH-401,000000000010000335,2000,SP02,,MILL-LINR,,319.000,EA,2025-07-25T00:00:00,2025-12-11T00:00:00,277216.48,1.000,,4500001986,00010,319.000,true,
2000001987,00010,NB,,B,2,X,Z03,VZIREQ04,VZIREQ02,SPARE FOR PU-611,000000000010000335,2000,SP02,,MILL-LINR,,173.000,EA,2026-06-07T00:00:00,2026-10-24T00:00:00,277216.48,1.000,,4500001987,00010,173.000,true,
2000001988,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ01,SPARE FOR ML-201,000000000010000336,4000,SP04,,ELEC-MOTR,,7.000,EA,2024-09-21T00:00:00,2024-11-20T00:00:00,367670.42,1.000,,4500001988,00010,7.000,true,
2000001989,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ01,SPARE FOR FL-310,000000000010000336,4000,SP04,,ELEC-MOTR,,6.000,EA,2024-11-25T00:00:00,2025-01-24T00:00:00,367670.42,1.000,,4500001989,00010,6.000,true,
2000001990,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ01,SPARE FOR CR-101,000000000010000336,4000,SP04,,ELEC-MOTR,,6.000,EA,2025-01-30T00:00:00,2025-03-31T00:00:00,367670.42,1.000,,4500001990,00010,6.000,true,
2000001991,00010,NB,,B,2,X,Z02,VZIREQ03,VZIREQ02,SPARE FOR CR-101,000000000010000336,4000,SP04,,ELEC-MOTR,,6.000,EA,2025-10-01T00:00:00,2025-11-30T00:00:00,367670.42,1.000,,4500001991,00010,6.000,true,
2000001992,00010,NB,,B,2,X,Z02,VZIREQ03,VZIREQ03,SPARE FOR SC-701,000000000010000336,4000,SP04,,ELEC-MOTR,,6.000,EA,2025-11-12T00:00:00,2026-01-11T00:00:00,367670.42,1.000,,4500001992,00010,6.000,true,
2000001993,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ01,SPARE FOR PU-611,000000000010000336,4000,SP04,,ELEC-MOTR,,9.000,EA,2026-04-05T00:00:00,2026-06-04T00:00:00,367670.42,1.000,,4500001993,00010,9.000,true,
2000001994,00010,NB,,B,2,X,Z03,VZIREQ03,VZIREQ01,SPARE FOR CR-101,000000000010000337,1000,SP01,,HYDR-ASSY,,12.000,EA,2024-11-29T00:00:00,2025-01-01T00:00:00,290355.93,1.000,,4500001994,00010,12.000,true,
2000001995,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ01,SPARE FOR ML-202,000000000010000337,1000,SP01,,HYDR-ASSY,,11.000,EA,2025-06-07T00:00:00,2025-07-10T00:00:00,290355.93,1.000,,4500001995,00010,11.000,true,
2000001996,00010,NB,,B,2,X,Z02,VZIREQ01,VZIREQ04,SPARE FOR ML-201,000000000010000337,1000,SP01,,HYDR-ASSY,,11.000,EA,2025-07-13T00:00:00,2025-08-15T00:00:00,290355.93,1.000,,4500001996,00010,11.000,true,
2000001997,00010,NB,,B,2,X,Z03,VZIREQ02,VZIREQ01,SPARE FOR ML-201,000000000010000337,1000,SP01,,HYDR-ASSY,,11.000,EA,2025-08-26T00:00:00,2025-09-28T00:00:00,290355.93,1.000,,4500001997,00010,11.000,true,
2000001998,00010,NB,,B,2,X,Z03,VZIREQ04,VZIREQ03,SPARE FOR CV-501,000000000010000337,1000,SP01,,HYDR-ASSY,,13.000,EA,2026-01-16T00:00:00,2026-02-18T00:00:00,290355.93,1.000,,4500001998,00010,13.000,true,
2000001999,00010,NB,,B,2,X,Z03,VZIREQ05,VZIREQ04,SPARE FOR FL-310,000000000010000340,2000,SP02,,MECH-PUMP,,111.000,EA,2024-09-08T00:00:00,2024-10-29T00:00:00,4317.32,1.000,,4500001999,00010,111.000,true,
2000002000,00010,NB,,B,2,X,Z03,VZIREQ02,VZIREQ04,SPARE FOR ML-202,000000000010000340,2000,SP02,,MECH-PUMP,,123.000,EA,2024-12-30T00:00:00,2025-02-19T00:00:00,4317.32,1.000,,4500002000,00010,123.000,true,
2000002001,00010,NB,,B,2,X,Z02,VZIREQ02,VZIREQ03,SPARE FOR TH-401,000000000010000340,2000,SP02,,MECH-PUMP,,93.000,EA,2025-03-26T00:00:00,2025-05-16T00:00:00,4317.32,1.000,,4500002001,00010,93.000,true,
2000002002,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ02,SPARE FOR CR-101,000000000010000340,2000,SP02,,MECH-PUMP,,126.000,EA,2025-04-22T00:00:00,2025-06-12T00:00:00,4317.32,1.000,,4500002002,00010,126.000,true,
2000002003,00010,NB,,B,2,X,Z01,VZIREQ02,VZIREQ01,SPARE FOR TH-401,000000000010000340,2000,SP02,,MECH-PUMP,,172.000,EA,2025-05-17T00:00:00,2025-07-07T00:00:00,4317.32,1.000,,4500002003,00010,172.000,true,
2000002004,00010,NB,,B,2,X,Z01,VZIREQ03,VZIREQ01,SPARE FOR PU-610,000000000010000340,2000,SP02,,MECH-PUMP,,172.000,EA,2025-06-06T00:00:00,2025-07-27T00:00:00,4317.32,1.000,,4500002004,00010,172.000,true,
2000002005,00010,NB,,B,2,X,Z02,VZIREQ05,VZIREQ03,SPARE FOR CR-101,000000000010000340,2000,SP02,,MECH-PUMP,,112.000,EA,2025-11-28T00:00:00,2026-01-18T00:00:00,4317.32,1.000,,4500002005,00010,112.000,true,
2000002006,00010,NB,,B,2,X,Z02,VZIREQ01,VZIREQ01,SPARE FOR FL-310,000000000010000340,2000,SP02,,MECH-PUMP,,89.000,EA,2026-01-28T00:00:00,2026-03-20T00:00:00,4317.32,1.000,,4500002006,00010,89.000,true,
2000002007,00010,NB,,B,2,X,Z03,VZIREQ04,VZIREQ01,SPARE FOR CV-501,000000000010000340,2000,SP02,,MECH-PUMP,,106.000,EA,2026-04-04T00:00:00,2026-05-25T00:00:00,4317.32,1.000,,4500002007,00010,106.000,true,
2000002008,00010,NB,,B,2,X,Z02,VZIREQ03,VZIREQ02,SPARE FOR ML-202,000000000010000340,2000,SP02,,MECH-PUMP,,121.000,EA,2026-09-07T00:00:00,2026-10-28T00:00:00,4317.32,1.000,,4500002008,00010,121.000,true,
2000002009,00010,NB,,B,2,X,Z03,VZIREQ03,VZIREQ02,SPARE FOR FL-310,000000000010000341,2000,SP02,,ELEC-CTRL,,62.000,EA,2024-09-19T00:00:00,2024-12-21T00:00:00,15109.73,1.000,,4500002009,00010,62.000,true,
2000002010,00010,NB,,B,2,X,Z01,VZIREQ04,VZIREQ04,SPARE FOR CR-101,000000000010000341,2000,SP02,,ELEC-CTRL,,72.000,EA,2024-10-15T00:00:00,2025-01-16T00:00:00,15109.73,1.000,,4500002010,00010,72.000,true,
2000002011,00010,NB,,B,2,X,Z03,VZIREQ03,VZIREQ01,SPARE FOR CR-102,000000000010000341,2000,SP02,,ELEC-CTRL,,62.000,EA,2025-06-16T00:00:00,2025-09-17T00:00:00,15109.73,1.000,,4500002011,00010,62.000,true,
2000002012,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ04,SPARE FOR ML-201,000000000010000341,2000,SP02,,ELEC-CTRL,,59.000,EA,2026-02-24T00:00:00,2026-05-28T00:00:00,15109.73,1.000,,4500002012,00010,59.000,true,
2000002013,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ05,SPARE FOR PU-610,000000000010000341,2000,SP02,,ELEC-CTRL,,58.000,EA,2026-08-25T00:00:00,2026-11-26T00:00:00,15109.73,1.000,,4500002013,00010,58.000,true,
2000002014,00010,NB,,B,2,X,Z03,VZIREQ02,VZIREQ04,SPARE FOR PU-611,000000000010000343,3000,SP03,,INST-XMTR,,2.000,EA,2025-10-03T00:00:00,2025-11-03T00:00:00,115784.54,1.000,,4500002014,00010,2.000,true,
2000002015,00010,NB,,B,2,X,Z03,VZIREQ02,VZIREQ03,SPARE FOR PU-610,000000000010000343,3000,SP03,,INST-XMTR,,2.000,EA,2025-11-08T00:00:00,2025-12-09T00:00:00,115784.54,1.000,,4500002015,00010,2.000,true,
2000002016,00010,NB,,B,2,X,Z01,VZIREQ02,VZIREQ05,SPARE FOR CV-501,000000000010000344,2000,SP02,,MILL-LINR,,1.000,EA,2025-02-06T00:00:00,2025-02-22T00:00:00,35548.40,1.000,,4500002016,00010,1.000,true,
2000002017,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ03,SPARE FOR SC-701,000000000010000344,2000,SP02,,MILL-LINR,,1.000,EA,2025-03-12T00:00:00,2025-03-28T00:00:00,35548.40,1.000,,4500002017,00010,1.000,true,
2000002018,00010,NB,,B,2,X,Z02,VZIREQ02,VZIREQ05,SPARE FOR CR-102,000000000010000344,2000,SP02,,MILL-LINR,,1.000,EA,2025-05-15T00:00:00,2025-05-31T00:00:00,35548.40,1.000,,4500002018,00010,1.000,true,
2000002019,00010,NB,,B,2,X,Z02,VZIREQ01,VZIREQ05,SPARE FOR FA-810,000000000010000344,2000,SP02,,MILL-LINR,,1.000,EA,2025-09-25T00:00:00,2025-10-11T00:00:00,35548.40,1.000,,4500002019,00010,1.000,true,
2000002020,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ05,SPARE FOR CV-501,000000000010000344,2000,SP02,,MILL-LINR,,1.000,EA,2026-06-18T00:00:00,2026-07-04T00:00:00,35548.40,1.000,,4500002020,00010,1.000,true,
2000002021,00010,NB,,B,2,X,Z01,VZIREQ02,VZIREQ01,SPARE FOR TH-401,000000000010000344,4000,SP04,,MILL-LINR,,1.000,EA,2025-01-12T00:00:00,2025-01-28T00:00:00,35548.40,1.000,,4500002021,00010,1.000,true,
2000002022,00010,NB,,B,2,X,Z01,VZIREQ03,VZIREQ02,SPARE FOR FA-810,000000000010000344,4000,SP04,,MILL-LINR,,1.000,EA,2025-03-10T00:00:00,2025-03-26T00:00:00,35548.40,1.000,,4500002022,00010,1.000,true,
2000002023,00010,NB,,B,2,X,Z03,VZIREQ05,VZIREQ02,SPARE FOR CR-101,000000000010000344,4000,SP04,,MILL-LINR,,1.000,EA,2025-05-18T00:00:00,2025-06-03T00:00:00,35548.40,1.000,,4500002023,00010,1.000,true,
2000002024,00010,NB,,B,2,X,Z02,VZIREQ01,VZIREQ02,SPARE FOR ML-201,000000000010000344,4000,SP04,,MILL-LINR,,1.000,EA,2026-02-11T00:00:00,2026-02-27T00:00:00,35548.40,1.000,,4500002024,00010,1.000,true,
2000002025,00010,NB,,B,2,X,Z01,VZIREQ04,VZIREQ02,SPARE FOR PU-611,000000000010000344,4000,SP04,,MILL-LINR,,1.000,EA,2026-07-13T00:00:00,2026-07-29T00:00:00,35548.40,1.000,,4500002025,00010,1.000,true,
2000002026,00010,NB,,B,2,X,Z01,VZIREQ03,VZIREQ05,SPARE FOR CV-501,000000000010000345,3000,SP03,,MECH-PUMP,,2.000,EA,2024-09-18T00:00:00,2024-10-19T00:00:00,54343.07,1.000,,4500002026,00010,2.000,true,
2000002027,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ05,SPARE FOR CR-102,000000000010000345,3000,SP03,,MECH-PUMP,,4.000,EA,2024-10-21T00:00:00,2024-11-21T00:00:00,54343.07,1.000,,4500002027,00010,4.000,true,
2000002028,00010,NB,,B,2,X,Z01,VZIREQ04,VZIREQ04,SPARE FOR CR-102,000000000010000345,3000,SP03,,MECH-PUMP,,4.000,EA,2025-06-23T00:00:00,2025-07-24T00:00:00,54343.07,1.000,,4500002028,00010,4.000,true,
2000002029,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ02,SPARE FOR PU-610,000000000010000345,3000,SP03,,MECH-PUMP,,5.000,EA,2025-12-05T00:00:00,2026-01-05T00:00:00,54343.07,1.000,,4500002029,00010,5.000,true,
2000002030,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ05,SPARE FOR TH-401,000000000010000345,3000,SP03,,MECH-PUMP,,3.000,EA,2026-01-15T00:00:00,2026-02-15T00:00:00,54343.07,1.000,,4500002030,00010,3.000,true,
2000002031,00010,NB,,B,2,X,Z01,VZIREQ03,VZIREQ02,SPARE FOR PU-611,000000000010000345,3000,SP03,,MECH-PUMP,,3.000,EA,2026-02-28T00:00:00,2026-03-31T00:00:00,54343.07,1.000,,4500002031,00010,3.000,true,
2000002032,00010,NB,,B,2,X,Z02,VZIREQ02,VZIREQ05,SPARE FOR CR-101,000000000010000345,3000,SP03,,MECH-PUMP,,3.000,EA,2026-05-21T00:00:00,2026-06-21T00:00:00,54343.07,1.000,,4500002032,00010,3.000,true,
2000002033,00010,NB,,B,2,X,Z01,VZIREQ03,VZIREQ04,SPARE FOR CR-102,000000000010000345,3000,SP03,,MECH-PUMP,,4.000,EA,2026-07-03T00:00:00,2026-08-03T00:00:00,54343.07,1.000,,4500002033,00010,4.000,true,
2000002034,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ02,SPARE FOR ML-201,000000000010000345,3000,SP03,,MECH-PUMP,,4.000,EA,2026-08-14T00:00:00,2026-09-14T00:00:00,54343.07,1.000,,4500002034,00010,4.000,true,
2000002035,00010,NB,,B,2,X,Z02,VZIREQ01,VZIREQ03,SPARE FOR SC-701,000000000080000083,1000,SP01,,ELEC-CTRL,,8.000,EA,2024-12-04T00:00:00,2025-01-08T00:00:00,256548.29,1.000,,4500002035,00010,8.000,true,
2000002036,00010,NB,,B,2,X,Z03,VZIREQ05,VZIREQ05,SPARE FOR ML-202,000000000080000083,1000,SP01,,ELEC-CTRL,,8.000,EA,2025-06-06T00:00:00,2025-07-11T00:00:00,256548.29,1.000,,4500002036,00010,8.000,true,
2000002037,00010,NB,,B,2,X,Z03,VZIREQ05,VZIREQ04,SPARE FOR PU-610,000000000080000083,1000,SP01,,ELEC-CTRL,,8.000,EA,2025-09-14T00:00:00,2025-10-19T00:00:00,256548.29,1.000,,4500002037,00010,8.000,true,
2000002038,00010,NB,,B,2,X,Z01,VZIREQ04,VZIREQ03,SPARE FOR CV-502,000000000080000083,1000,SP01,,ELEC-CTRL,,8.000,EA,2026-01-31T00:00:00,2026-03-07T00:00:00,256548.29,1.000,,4500002038,00010,8.000,true,
2000002039,00010,NB,,B,2,X,Z03,VZIREQ05,VZIREQ05,SPARE FOR SC-701,000000000080000083,3000,SP03,,ELEC-CTRL,,3.000,EA,2024-09-02T00:00:00,2024-10-07T00:00:00,256548.29,1.000,,4500002039,00010,3.000,true,
2000002040,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ03,SPARE FOR FA-810,000000000080000083,3000,SP03,,ELEC-CTRL,,8.000,EA,2025-05-13T00:00:00,2025-06-17T00:00:00,256548.29,1.000,,4500002040,00010,8.000,true,
2000002041,00010,NB,,B,2,X,Z03,VZIREQ03,VZIREQ01,SPARE FOR FA-810,000000000080000083,3000,SP03,,ELEC-CTRL,,8.000,EA,2025-06-02T00:00:00,2025-07-07T00:00:00,256548.29,1.000,,4500002041,00010,8.000,true,
2000002042,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ02,SPARE FOR CR-101,000000000080000083,3000,SP03,,ELEC-CTRL,,4.000,EA,2025-08-09T00:00:00,2025-09-13T00:00:00,256548.29,1.000,,4500002042,00010,4.000,true,
2000002043,00010,NB,,B,2,X,Z01,VZIREQ04,VZIREQ05,SPARE FOR PU-611,000000000080000083,3000,SP03,,ELEC-CTRL,,8.000,EA,2025-09-16T00:00:00,2025-10-21T00:00:00,256548.29,1.000,,4500002043,00010,8.000,true,
2000002044,00010,NB,,B,2,X,Z01,VZIREQ04,VZIREQ04,SPARE FOR CR-101,000000000080000083,3000,SP03,,ELEC-CTRL,,6.000,EA,2026-02-11T00:00:00,2026-03-18T00:00:00,256548.29,1.000,,4500002044,00010,6.000,true,
2000002045,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ04,SPARE FOR CV-501,000000000010000346,1000,SP01,,MECH-GBOX,,64.000,EA,2024-09-19T00:00:00,2024-12-05T00:00:00,599007.13,1.000,,4500002045,00010,64.000,true,
2000002046,00010,NB,,B,2,X,Z03,VZIREQ04,VZIREQ02,SPARE FOR PU-610,000000000010000346,1000,SP01,,MECH-GBOX,,83.000,EA,2024-10-21T00:00:00,2025-01-06T00:00:00,599007.13,1.000,,4500002046,00010,83.000,true,
2000002047,00010,NB,,B,2,X,Z01,VZIREQ03,VZIREQ02,SPARE FOR TH-401,000000000010000346,1000,SP01,,MECH-GBOX,,55.000,EA,2025-01-13T00:00:00,2025-03-31T00:00:00,599007.13,1.000,,4500002047,00010,55.000,true,
2000002048,00010,NB,,B,2,X,Z03,VZIREQ04,VZIREQ03,SPARE FOR ML-202,000000000010000346,1000,SP01,,MECH-GBOX,,55.000,EA,2025-04-30T00:00:00,2025-07-16T00:00:00,599007.13,1.000,,4500002048,00010,55.000,true,
2000002049,00010,NB,,B,2,X,Z03,VZIREQ03,VZIREQ04,SPARE FOR PU-611,000000000010000346,1000,SP01,,MECH-GBOX,,73.000,EA,2025-05-05T00:00:00,2025-07-21T00:00:00,599007.13,1.000,,4500002049,00010,73.000,true,
2000002050,00010,NB,,B,2,X,Z01,VZIREQ02,VZIREQ04,SPARE FOR FA-810,000000000010000346,1000,SP01,,MECH-GBOX,,59.000,EA,2025-08-28T00:00:00,2025-11-13T00:00:00,599007.13,1.000,,4500002050,00010,59.000,true,
2000002051,00010,NB,,B,2,X,Z03,VZIREQ04,VZIREQ02,SPARE FOR FA-810,000000000010000346,1000,SP01,,MECH-GBOX,,106.000,EA,2025-10-18T00:00:00,2026-01-03T00:00:00,599007.13,1.000,,4500002051,00010,106.000,true,
2000002052,00010,NB,,B,2,X,Z02,VZIREQ02,VZIREQ01,SPARE FOR SC-701,000000000010000346,1000,SP01,,MECH-GBOX,,53.000,EA,2026-05-10T00:00:00,2026-07-26T00:00:00,599007.13,1.000,,4500002052,00010,53.000,true,
2000002053,00010,NB,,B,2,X,Z01,VZIREQ02,VZIREQ01,SPARE FOR CV-501,000000000010000346,1000,SP01,,MECH-GBOX,,48.000,EA,2026-08-22T00:00:00,2026-11-07T00:00:00,599007.13,1.000,,4500002053,00010,48.000,true,
2000002054,00010,NB,,B,2,X,Z02,VZIREQ02,VZIREQ02,SPARE FOR TH-401,000000000010000347,3000,SP03,,INST-XMTR,,11.000,EA,2024-09-14T00:00:00,2025-04-17T00:00:00,281924.07,1.000,,4500002054,00010,11.000,true,
2000002055,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ02,SPARE FOR PU-610,000000000010000347,3000,SP03,,INST-XMTR,,21.000,EA,2025-03-23T00:00:00,2025-10-24T00:00:00,281924.07,1.000,,4500002055,00010,21.000,true,
2000002056,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ04,SPARE FOR FA-810,000000000010000347,3000,SP03,,INST-XMTR,,10.000,EA,2025-04-17T00:00:00,2025-11-18T00:00:00,281924.07,1.000,,4500002056,00010,10.000,true,
2000002057,00010,NB,,B,2,X,Z03,VZIREQ03,VZIREQ05,SPARE FOR CR-101,000000000010000347,3000,SP03,,INST-XMTR,,10.000,EA,2025-05-06T00:00:00,2025-12-07T00:00:00,281924.07,1.000,,4500002057,00010,10.000,true,
2000002058,00010,NB,,B,2,X,Z02,VZIREQ05,VZIREQ02,SPARE FOR ML-201,000000000010000347,3000,SP03,,INST-XMTR,,10.000,EA,2026-02-05T00:00:00,2026-09-08T00:00:00,281924.07,1.000,,4500002058,00010,10.000,true,
2000002059,00010,NB,,B,2,X,Z02,VZIREQ02,VZIREQ04,SPARE FOR CV-501,000000000010000347,3000,SP03,,INST-XMTR,,12.000,EA,2026-03-08T00:00:00,2026-10-09T00:00:00,281924.07,1.000,,4500002059,00010,12.000,true,
2000002060,00010,NB,,B,2,X,Z01,VZIREQ04,VZIREQ04,SPARE FOR ML-202,000000000010000349,1000,SP01,,ELEC-CTRL,,9.000,EA,2024-09-12T00:00:00,2024-10-10T00:00:00,153503.85,1.000,,4500002060,00010,9.000,true,
2000002061,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ02,SPARE FOR ML-202,000000000010000349,1000,SP01,,ELEC-CTRL,,9.000,EA,2024-10-21T00:00:00,2024-11-18T00:00:00,153503.85,1.000,,4500002061,00010,9.000,true,
2000002062,00010,NB,,B,2,X,Z03,VZIREQ04,VZIREQ01,SPARE FOR TH-401,000000000010000349,1000,SP01,,ELEC-CTRL,,11.000,EA,2024-12-02T00:00:00,2024-12-30T00:00:00,153503.85,1.000,,4500002062,00010,11.000,true,
2000002063,00010,NB,,B,2,X,Z03,VZIREQ04,VZIREQ05,SPARE FOR CV-502,000000000010000349,1000,SP01,,ELEC-CTRL,,11.000,EA,2025-01-18T00:00:00,2025-02-15T00:00:00,153503.85,1.000,,4500002063,00010,11.000,true,
2000002064,00010,NB,,B,2,X,Z03,VZIREQ04,VZIREQ03,SPARE FOR FL-310,000000000010000349,1000,SP01,,ELEC-CTRL,,9.000,EA,2025-04-13T00:00:00,2025-05-11T00:00:00,153503.85,1.000,,4500002064,00010,9.000,true,
2000002065,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ04,SPARE FOR PU-611,000000000010000349,1000,SP01,,ELEC-CTRL,,10.000,EA,2026-04-01T00:00:00,2026-04-29T00:00:00,153503.85,1.000,,4500002065,00010,10.000,true,
2000002066,00010,NB,,B,2,X,Z03,VZIREQ05,VZIREQ04,SPARE FOR CV-501,000000000010000349,1000,SP01,,ELEC-CTRL,,10.000,EA,2026-05-24T00:00:00,2026-06-21T00:00:00,153503.85,1.000,,4500002066,00010,10.000,true,
2000002067,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ05,SPARE FOR CV-501,000000000010000351,1000,SP01,,HYDR-ASSY,,149.000,EA,2024-09-06T00:00:00,2025-01-25T00:00:00,21896.14,1.000,,4500002067,00010,149.000,true,
2000002068,00010,NB,,B,2,X,Z02,VZIREQ05,VZIREQ04,SPARE FOR FA-810,000000000010000351,1000,SP01,,HYDR-ASSY,,141.000,EA,2025-03-05T00:00:00,2025-07-24T00:00:00,21896.14,1.000,,4500002068,00010,141.000,true,
2000002069,00010,NB,,B,2,X,Z03,VZIREQ05,VZIREQ04,SPARE FOR SC-701,000000000010000351,1000,SP01,,HYDR-ASSY,,148.000,EA,2025-10-24T00:00:00,2026-03-14T00:00:00,21896.14,1.000,,4500002069,00010,148.000,true,
2000002070,00010,NB,,B,2,X,Z02,VZIREQ02,VZIREQ02,SPARE FOR SC-701,000000000010000351,1000,SP01,,HYDR-ASSY,,141.000,EA,2026-06-19T00:00:00,2026-11-07T00:00:00,21896.14,1.000,,4500002070,00010,141.000,true,
