Objectclas,Objectid,Changenr,Username,Udate,Utime,Tcode
MATERIAL,000000000010000727,0001000284,VZIINV01,2026-05-19T00:00:00,14:14:00,MM02
MATERIAL,000000000010000730,0001000285,VZIINV02,2026-05-29T00:00:00,14:09:00,MM02
MATERIAL,000000000010000733,0001000286,VZIINV01,2026-07-04T00:00:00,09:04:00,MM02
MATERIAL,000000000080000164,0001000287,VZIINV02,2026-08-01T00:00:00,15:36:00,MM02
MATERIAL,000000000010000737,0001000288,VZIINV02,2026-08-02T00:00:00,09:48:00,MM02
MATERIAL,000000000010000739,0001000289,VZIINV02,2026-09-07T00:00:00,12:37:00,MM02
MATERIAL,000000000080000165,0001000290,VZIINV01,2026-07-07T00:00:00,13:28:00,MM02
MATERIAL,000000000010000744,0001000291,VZIINV02,2026-07-28T00:00:00,11:39:00,MM02
MATERIAL,000000000010000745,0001000292,VZIINV01,2026-07-23T00:00:00,14:54:00,MM02
MATERIAL,000000000010000745,0001000293,VZIINV02,2026-07-07T00:00:00,16:49:00,MM02
MATERIAL,000000000080000167,0001000294,VZIINV02,2026-07-16T00:00:00,09:46:00,MM02
MATERIAL,000000000010000751,0001000295,VZIINV02,2026-09-03T00:00:00,11:07:00,MM02
MATERIAL,000000000010000752,0001000296,VZIINV01,2026-06-04T00:00:00,07:02:00,MM02
MATERIAL,000000000080000171,0001000297,VZIINV01,2026-08-17T00:00:00,12:24:00,MM02
MATERIAL,000000000080000171,0001000298,VZIINV01,2026-09-07T00:00:00,09:17:00,MM02
MATERIAL,000000000010000756,0001000299,VZIINV01,2026-08-15T00:00:00,15:50:00,MM02
MATERIAL,000000000080000172,0001000300,VZIINV01,2026-08-05T00:00:00,15:49:00,MM02
MATERIAL,000000000080000173,0001000301,VZIINV01,2026-09-07T00:00:00,07:50:00,MM02
MATERIAL,000000000010000761,0001000302,VZIINV01,2026-08-20T00:00:00,13:29:00,MM02
MATERIAL,000000000010000766,0001000303,VZIINV02,2026-09-02T00:00:00,13:18:00,MM02
MATERIAL,000000000080000176,0001000304,VZIINV01,2026-08-14T00:00:00,08:40:00,MM02
MATERIAL,000000000010000771,0001000305,VZIINV01,2026-05-30T00:00:00,11:21:00,MM02
MATERIAL,000000000080000177,0001000306,VZIINV01,2026-09-01T00:00:00,08:19:00,MM02
MATERIAL,000000000010000776,0001000307,VZIINV02,2026-07-16T00:00:00,13:53:00,MM02
MATERIAL,000000000080000179,0001000308,VZIINV02,2026-07-11T00:00:00,14:18:00,MM02
MATERIAL,000000000080000179,0001000309,VZIINV01,2026-06-16T00:00:00,12:47:00,MM02
MATERIAL,000000000010000780,0001000310,VZIINV01,2026-06-09T00:00:00,17:14:00,MM02
MATERIAL,000000000010000782,0001000311,VZIINV02,2026-07-21T00:00:00,17:20:00,MM02
MATERIAL,000000000010000784,0001000312,VZIINV01,2026-06-29T00:00:00,09:16:00,MM02
MATERIAL,000000000030000180,0001000313,VZIINV01,2026-09-06T00:00:00,16:54:00,MM02
MATERIAL,000000000080000180,0001000314,VZIINV02,2026-05-24T00:00:00,13:23:00,MM02
MATERIAL,000000000010000786,0001000315,VZIINV02,2026-05-29T00:00:00,08:04:00,MM02
MATERIAL,000000000010000790,0001000316,VZIINV01,2026-06-01T00:00:00,12:27:00,MM02
MATERIAL,000000000030000181,0001000317,VZIINV01,2026-08-05T00:00:00,11:24:00,MM02
MATERIAL,000000000010000798,0001000318,VZIINV01,2026-06-28T00:00:00,10:04:00,MM02
MATERIAL,000000000030000184,0001000319,VZIINV02,2026-05-27T00:00:00,10:28:00,MM02
MATERIAL,000000000010000799,0001000320,VZIINV02,2026-07-25T00:00:00,16:12:00,MM02
MATERIAL,000000000080000183,0001000321,VZIINV01,2026-05-22T00:00:00,10:56:00,MM02
MATERIAL,000000000010000801,0001000322,VZIINV01,2026-05-31T00:00:00,17:22:00,MM02
MATERIAL,000000000010000802,0001000323,VZIINV02,2026-06-17T00:00:00,09:27:00,MM02
MATERIAL,000000000010000803,0001000324,VZIINV01,2026-06-03T00:00:00,12:39:00,MM02
MATERIAL,000000000010000807,0001000325,VZIINV01,2026-07-21T00:00:00,09:39:00,MM02
MATERIAL,000000000030000187,0001000326,VZIINV02,2026-07-27T00:00:00,07:03:00,MM02
MATERIAL,000000000010000811,0001000327,VZIINV01,2026-06-14T00:00:00,13:55:00,MM02
MATERIAL,000000000010000815,0001000328,VZIINV02,2026-06-27T00:00:00,07:54:00,MM02
MATERIAL,000000000030000190,0001000329,VZIINV02,2026-08-29T00:00:00,14:30:00,MM02
MATERIAL,000000000010000816,0001000330,VZIINV01,2026-08-21T00:00:00,12:35:00,MM02
MATERIAL,000000000010000817,0001000331,VZIINV02,2026-08-10T00:00:00,08:11:00,MM02
MATERIAL,000000000010000829,0001000332,VZIINV02,2026-08-13T00:00:00,12:33:00,MM02
MATERIAL,000000000080000188,0001000333,VZIINV02,2026-08-03T00:00:00,16:34:00,MM02
MATERIAL,000000000010000834,0001000334,VZIINV02,2026-08-03T00:00:00,07:34:00,MM02
MATERIAL,000000000080000190,0001000335,VZIINV01,2026-09-03T00:00:00,12:58:00,MM02
MATERIAL,000000000030000201,0001000336,VZIINV01,2026-08-25T00:00:00,09:04:00,MM02
MATERIAL,000000000010000850,0001000337,VZIINV02,2026-06-11T00:00:00,08:54:00,MM02
MATERIAL,000000000010000851,0001000338,VZIINV01,2026-07-12T00:00:00,17:26:00,MM02
MATERIAL,000000000010000854,0001000339,VZIINV01,2026-06-15T00:00:00,12:01:00,MM02
MATERIAL,000000000010000859,0001000340,VZIINV02,2026-08-06T00:00:00,12:48:00,MM02
MATERIAL,000000000010000864,0001000341,VZIINV02,2026-08-22T00:00:00,08:02:00,MM02
MATERIAL,000000000010000864,0001000342,VZIINV01,2026-05-31T00:00:00,13:55:00,MM02
MATERIAL,000000000010000865,0001000343,VZIINV01,2026-06-26T00:00:00,09:05:00,MM02
MATERIAL,000000000010000867,0001000344,VZIINV01,2026-08-21T00:00:00,09:13:00,MM02
MATERIAL,000000000010000871,0001000345,VZIINV01,2026-06-07T00:00:00,11:19:00,MM02
MATERIAL,000000000080000199,0001000346,VZIINV01,2026-09-07T00:00:00,14:17:00,MM02
MATERIAL,000000000010000880,0001000347,VZIINV01,2026-09-01T00:00:00,13:01:00,MM02
MATERIAL,000000000010000886,0001000348,VZIINV01,2026-08-18T00:00:00,12:31:00,MM02
MATERIAL,000000000010000887,0001000349,VZIINV01,2026-05-21T00:00:00,17:27:00,MM02
MATERIAL,000000000010000893,0001000350,VZIINV02,2026-06-08T00:00:00,08:55:00,MM02
MATERIAL,000000000010000894,0001000351,VZIINV01,2026-09-07T00:00:00,13:52:00,MM02
MATERIAL,000000000080000201,0001000352,VZIINV01,2026-06-12T00:00:00,13:44:00,MM02
MATERIAL,000000000080000202,0001000353,VZIINV02,2026-06-10T00:00:00,17:56:00,MM02
MATERIAL,000000000010000903,0001000354,VZIINV01,2026-07-01T00:00:00,09:07:00,MM02
MATERIAL,000000000010000904,0001000355,VZIINV02,2026-08-05T00:00:00,07:59:00,MM02
MATERIAL,000000000010000905,0001000356,VZIINV01,2026-08-15T00:00:00,14:22:00,MM02
MATERIAL,000000000080000204,0001000357,VZIINV02,2026-07-13T00:00:00,09:37:00,MM02
MATERIAL,000000000030000224,0001000358,VZIINV01,2026-09-05T00:00:00,15:49:00,MM02
MATERIAL,000000000080000206,0001000359,VZIINV02,2026-06-09T00:00:00,10:24:00,MM02
MATERIAL,000000000080000208,0001000360,VZIINV01,2026-08-14T00:00:00,17:51:00,MM02
MATERIAL,000000000010000917,0001000361,VZIINV02,2026-08-26T00:00:00,17:35:00,MM02
MATERIAL,000000000010000918,0001000362,VZIINV01,2026-08-04T00:00:00,08:06:00,MM02
MATERIAL,000000000080000210,0001000363,VZIINV02,2026-05-16T00:00:00,12:26:00,MM02
MATERIAL,000000000010000931,0001000364,VZIINV01,2026-06-24T00:00:00,07:28:00,MM02
MATERIAL,000000000010000932,0001000365,VZIINV01,2026-09-07T00:00:00,13:16:00,MM02
MATERIAL,000000000080000219,0001000366,VZIINV01,2026-06-16T00:00:00,11:09:00,MM02
MATERIAL,000000000080000220,0001000367,VZIINV01,2026-07-16T00:00:00,13:04:00,MM02
MATERIAL,000000000010000939,0001000368,VZIINV02,2026-07-23T00:00:00,11:32:00,MM02
MATERIAL,000000000010000943,0001000369,VZIINV01,2026-06-09T00:00:00,17:14:00,MM02
MATERIAL,000000000010000948,0001000370,VZIINV02,2026-08-11T00:00:00,09:43:00,MM02
MATERIAL,000000000080000225,0001000371,VZIINV01,2026-07-26T00:00:00,08:00:00,MM02
MATERIAL,000000000080000227,0001000372,VZIINV01,2026-06-06T00:00:00,09:01:00,MM02
MATERIAL,000000000010000952,0001000373,VZIINV01,2026-06-13T00:00:00,07:48:00,MM02
MATERIAL,000000000010000954,0001000374,VZIINV01,2026-06-27T00:00:00,15:23:00,MM02
MATERIAL,000000000010000958,0001000375,VZIINV02,2026-07-06T00:00:00,09:24:00,MM02
MATERIAL,000000000080000232,0001000376,VZIINV02,2026-06-14T00:00:00,07:29:00,MM02
MATERIAL,000000000010000963,0001000377,VZIINV02,2026-07-04T00:00:00,12:56:00,MM02
MATERIAL,000000000010000969,0001000378,VZIINV02,2026-05-31T00:00:00,07:59:00,MM02
MATERIAL,000000000010000970,0001000379,VZIINV01,2026-06-27T00:00:00,12:55:00,MM02
MATERIAL,000000000010000972,0001000380,VZIINV01,2026-06-01T00:00:00,15:09:00,MM02
MATERIAL,000000000010000973,0001000381,VZIINV01,2026-05-21T00:00:00,14:49:00,MM02
MATERIAL,000000000010000975,0001000382,VZIINV01,2026-07-08T00:00:00,14:03:00,MM02
MATERIAL,000000000010000982,0001000383,VZIINV02,2026-06-25T00:00:00,17:55:00,MM02
MATERIAL,000000000080000237,0001000384,VZIINV01,2026-08-01T00:00:00,17:31:00,MM02
MATERIAL,000000000010000989,0001000385,VZIINV02,2026-06-15T00:00:00,13:13:00,MM02
MATERIAL,000000000080000240,0001000386,VZIINV02,2026-09-03T00:00:00,08:07:00,MM02
MATERIAL,000000000010000994,0001000387,VZIINV02,2026-07-13T00:00:00,08:01:00,MM02
MATERIAL,000000000010000996,0001000388,VZIINV01,2026-08-01T00:00:00,10:53:00,MM02
MATERIAL,000000000010000997,0001000389,VZIINV01,2026-06-18T00:00:00,10:56:00,MM02
MATERIAL,000000000010000998,0001000390,VZIINV02,2026-08-19T00:00:00,10:02:00,MM02
MATERIAL,000000000010000999,0001000391,VZIINV02,2026-06-18T00:00:00,07:04:00,MM02
MATERIAL,000000000010001002,0001000392,VZIINV02,2026-07-24T00:00:00,13:46:00,MM02
MATERIAL,000000000080000241,0001000393,VZIINV02,2026-09-07T00:00:00,07:18:00,MM02
MATERIAL,000000000080000241,0001000394,VZIINV02,2026-07-17T00:00:00,10:36:00,MM02
MATERIAL,000000000010001007,0001000395,VZIINV01,2026-06-13T00:00:00,16:06:00,MM02
MATERIAL,000000000010001008,0001000396,VZIINV01,2026-05-31T00:00:00,11:11:00,MM02
MATERIAL,000000000010001009,0001000397,VZIINV02,2026-07-22T00:00:00,10:32:00,MM02
MATERIAL,000000000080000244,0001000398,VZIINV02,2026-09-03T00:00:00,13:39:00,MM02
MATERIAL,000000000080000245,0001000399,VZIINV01,2026-08-13T00:00:00,08:01:00,MM02
MATERIAL,000000000080000248,0001000400,VZIINV02,2026-07-20T00:00:00,15:56:00,MM02
MATERIAL,000000000080000250,0001000401,VZIINV02,2026-07-17T00:00:00,10:23:00,MM02
MATERIAL,000000000080000252,0001000402,VZIINV01,2026-09-07T00:00:00,12:24:00,MM02
MATERIAL,000000000010001022,0001000403,VZIINV01,2026-08-15T00:00:00,10:45:00,MM02
MATERIAL,000000000080000253,0001000404,VZIINV01,2026-06-02T00:00:00,10:52:00,MM02
MATERIAL,000000000010001024,0001000405,VZIINV01,2026-05-31T00:00:00,13:53:00,MM02
MATERIAL,000000000010001027,0001000406,VZIINV02,2026-07-10T00:00:00,14:25:00,MM02
MATERIAL,000000000010001028,0001000407,VZIINV01,2026-08-19T00:00:00,12:07:00,MM02
MATERIAL,000000000010001031,0001000408,VZIINV01,2026-08-26T00:00:00,11:45:00,MM02
MATERIAL,000000000010001034,0001000409,VZIINV01,2026-07-22T00:00:00,14:18:00,MM02
MATERIAL,000000000010001037,0001000410,VZIINV02,2026-06-06T00:00:00,09:23:00,MM02
MATERIAL,000000000010001044,0001000411,VZIINV02,2026-08-20T00:00:00,08:55:00,MM02
MATERIAL,000000000010001046,0001000412,VZIINV02,2026-08-29T00:00:00,16:02:00,MM02
MATERIAL,000000000080000260,0001000413,VZIINV01,2026-06-04T00:00:00,11:49:00,MM02
MATERIAL,000000000030000266,0001000414,VZIINV02,2026-08-10T00:00:00,10:06:00,MM02
MATERIAL,000000000010001058,0001000415,VZIINV01,2026-06-22T00:00:00,09:33:00,MM02
MATERIAL,000000000010001059,0001000416,VZIINV01,2026-06-16T00:00:00,09:27:00,MM02
MATERIAL,000000000080000262,0001000417,VZIINV02,2026-08-30T00:00:00,17:58:00,MM02
MATERIAL,000000000010001062,0001000418,VZIINV01,2026-07-15T00:00:00,15:07:00,MM02
MATERIAL,000000000010001063,0001000419,VZIINV01,2026-07-06T00:00:00,14:06:00,MM02
MATERIAL,000000000010001064,0001000420,VZIINV02,2026-05-22T00:00:00,13:20:00,MM02
MATERIAL,000000000010001066,0001000421,VZIINV02,2026-08-19T00:00:00,16:45:00,MM02
MATERIAL,000000000010001068,0001000422,VZIINV01,2026-06-03T00:00:00,12:41:00,MM02
MATERIAL,000000000010001075,0001000423,VZIINV01,2026-09-06T00:00:00,07:23:00,MM02
MATERIAL,000000000010001078,0001000424,VZIINV02,2026-05-22T00:00:00,11:10:00,MM02
MATERIAL,000000000080000264,0001000425,VZIINV02,2026-05-19T00:00:00,15:57:00,MM02
MATERIAL,000000000010001080,0001000426,VZIINV01,2026-08-28T00:00:00,10:10:00,MM02
MATERIAL,000000000030000272,0001000427,VZIINV01,2026-05-27T00:00:00,15:30:00,MM02
MATERIAL,000000000010001086,0001000428,VZIINV02,2026-06-06T00:00:00,09:07:00,MM02
MATERIAL,000000000010001089,0001000429,VZIINV02,2026-06-23T00:00:00,10:25:00,MM02
MATERIAL,000000000010001090,0001000430,VZIINV01,2026-08-21T00:00:00,11:57:00,MM02
MATERIAL,000000000010001093,0001000431,VZIINV02,2026-08-28T00:00:00,08:57:00,MM02
MATERIAL,000000000010001097,0001000432,VZIINV01,2026-05-25T00:00:00,11:25:00,MM02
MATERIAL,000000000080000265,0001000433,VZIINV01,2026-07-27T00:00:00,16:48:00,MM02
MATERIAL,000000000010001100,0001000434,VZIINV01,2026-08-03T00:00:00,09:29:00,MM02
MATERIAL,000000000010001105,0001000435,VZIINV01,2026-08-06T00:00:00,10:56:00,MM02
MATERIAL,000000000010001108,0001000436,VZIINV02,2026-07-30T00:00:00,15:01:00,MM02
MATERIAL,000000000010001112,0001000437,VZIINV01,2026-08-03T00:00:00,11:00:00,MM02
MATERIAL,000000000010001114,0001000438,VZIINV02,2026-06-23T00:00:00,11:00:00,MM02
MATERIAL,000000000080000271,0001000439,VZIINV02,2026-08-21T00:00:00,12:06:00,MM02
MATERIAL,000000000010001115,0001000440,VZIINV01,2026-05-26T00:00:00,09:02:00,MM02
MATERIAL,000000000010001116,0001000441,VZIINV02,2026-08-12T00:00:00,09:51:00,MM02
MATERIAL,000000000010001117,0001000442,VZIINV01,2026-06-22T00:00:00,09:44:00,MM02
MATERIAL,000000000010001121,0001000443,VZIINV01,2026-07-22T00:00:00,07:35:00,MM02
MATERIAL,000000000010001125,0001000444,VZIINV02,2026-07-14T00:00:00,17:39:00,MM02
MATERIAL,000000000010001135,0001000445,VZIINV02,2026-06-04T00:00:00,09:23:00,MM02
MATERIAL,000000000080000276,0001000446,VZIINV02,2026-07-04T00:00:00,16:50:00,MM02
MATERIAL,000000000010001136,0001000447,VZIINV01,2026-08-09T00:00:00,07:26:00,MM02
MATERIAL,000000000010001137,0001000448,VZIINV02,2026-08-22T00:00:00,11:56:00,MM02
MATERIAL,000000000010001139,0001000449,VZIINV02,2026-08-09T00:00:00,09:13:00,MM02
MATERIAL,000000000010001145,0001000450,VZIINV02,2026-05-30T00:00:00,17:11:00,MM02
MATERIAL,000000000080000279,0001000451,VZIINV01,2026-06-25T00:00:00,16:09:00,MM02
MATERIAL,000000000010001149,0001000452,VZIINV02,2026-05-30T00:00:00,17:47:00,MM02
MATERIAL,000000000010001151,0001000453,VZIINV02,2026-07-01T00:00:00,13:22:00,MM02
MATERIAL,000000000010001156,0001000454,VZIINV01,2026-06-17T00:00:00,11:36:00,MM02
MATERIAL,000000000010001157,0001000455,VZIINV01,2026-07-05T00:00:00,12:09:00,MM02
MATERIAL,000000000010001158,0001000456,VZIINV02,2026-06-21T00:00:00,16:10:00,MM02
MATERIAL,000000000010001160,0001000457,VZIINV02,2026-05-25T00:00:00,17:25:00,MM02
MATERIAL,000000000010001179,0001000458,VZIINV02,2026-06-02T00:00:00,10:58:00,MM02
MATERIAL,000000000010001186,0001000459,VZIINV01,2026-09-07T00:00:00,17:10:00,MM02
MATERIAL,000000000010001187,0001000460,VZIINV01,2026-06-25T00:00:00,07:56:00,MM02
MATERIAL,000000000010001189,0001000461,VZIINV01,2026-08-24T00:00:00,16:16:00,MM02
MATERIAL,000000000080000287,0001000462,VZIINV02,2026-05-29T00:00:00,15:44:00,MM02
MATERIAL,000000000010001193,0001000463,VZIINV02,2026-09-06T00:00:00,15:06:00,MM02
MATERIAL,000000000010001194,0001000464,VZIINV02,2026-05-30T00:00:00,11:15:00,MM02
MATERIAL,000000000010001195,0001000465,VZIINV02,2026-07-19T00:00:00,14:41:00,MM02
MATERIAL,000000000010001196,0001000466,VZIINV02,2026-07-05T00:00:00,07:33:00,MM02
MATERIAL,000000000010001200,0001000467,VZIINV02,2026-08-08T00:00:00,14:04:00,MM02
MATERIAL,000000000010001201,0001000468,VZIINV01,2026-06-14T00:00:00,10:34:00,MM02
MATERIAL,000000000010001209,0001000469,VZIINV02,2026-08-29T00:00:00,14:53:00,MM02
MATERIAL,000000000010001210,0001000470,VZIINV02,2026-06-01T00:00:00,13:51:00,MM02
MATERIAL,000000000010001222,0001000471,VZIINV02,2026-07-31T00:00:00,08:08:00,MM02
MATERIAL,000000000030000302,0001000472,VZIINV02,2026-08-17T00:00:00,15:38:00,MM02
MATERIAL,000000000080000292,0001000473,VZIINV01,2026-06-15T00:00:00,16:01:00,MM02
MATERIAL,000000000010001227,0001000474,VZIINV02,2026-07-19T00:00:00,08:56:00,MM02
MATERIAL,000000000010001230,0001000475,VZIINV01,2026-08-04T00:00:00,16:24:00,MM02
MATERIAL,000000000010001235,0001000476,VZIINV02,2026-06-30T00:00:00,17:40:00,MM02
MATERIAL,000000000010001239,0001000477,VZIINV01,2026-08-17T00:00:00,15:02:00,MM02
MATERIAL,000000000080000294,0001000478,VZIINV02,2026-05-28T00:00:00,16:33:00,MM02
MATERIAL,000000000010001241,0001000479,VZIINV02,2026-08-10T00:00:00,17:02:00,MM02
MATERIAL,000000000010001253,0001000480,VZIINV01,2026-06-26T00:00:00,15:53:00,MM02
MATERIAL,000000000010001254,0001000481,VZIINV02,2026-07-12T00:00:00,14:30:00,MM02
MATERIAL,000000000010001260,0001000482,VZIINV02,2026-08-19T00:00:00,14:08:00,MM02
MATERIAL,000000000010001261,0001000483,VZIINV02,2026-06-26T00:00:00,08:14:00,MM02
MATERIAL,000000000010001271,0001000484,VZIINV02,2026-06-25T00:00:00,16:48:00,MM02
MATERIAL,000000000010001274,0001000485,VZIINV01,2026-08-09T00:00:00,17:51:00,MM02
MATERIAL,000000000010001278,0001000486,VZIINV01,2026-07-15T00:00:00,13:55:00,MM02
MATERIAL,000000000010001279,0001000487,VZIINV01,2026-06-30T00:00:00,12:47:00,MM02
MATERIAL,000000000010001286,0001000488,VZIINV01,2026-09-07T00:00:00,15:28:00,MM02
MATERIAL,000000000010001289,0001000489,VZIINV02,2026-06-18T00:00:00,12:36:00,MM02
MATERIAL,000000000010001292,0001000490,VZIINV01,2026-07-30T00:00:00,12:11:00,MM02
MATERIAL,000000000010001296,0001000491,VZIINV01,2026-07-07T00:00:00,15:33:00,MM02
