id,rr_id,material_id,plant,origin,status,statement,declared_by,declared_at,chain_snapshot,created_at
61,226,187,Gamsberg,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,7,2026-08-11T09:18:35.097269+00:00,"{""detected_at"": ""2026-08-11T09:18:35.097269+00:00"", ""plant"": ""Gamsberg"", ""chain_count"": 1, ""materials"": [{""material_id"": 187, ""material_code"": ""80-10187"", ""material_description"": ""Ball Mill Grinding Media, 40mm, forged steel balls"", ""plant"": ""Gamsberg"", ""is_repairable"": true, ""has_active_chain"": true, ""total_quantity_under_repair"": 2.0, ""earliest_expected_return"": ""2026-07-22"", ""chains"": [{""material_id"": 187, ""material_code"": ""80-10187"", ""material_description"": ""Ball Mill Grinding Media, 40mm, forged steel balls"", ""material_group"": ""Milling Components"", ""plant"": ""Gamsberg"", ""repair_pr_number"": ""RPR-2017"", ""repair_pr_id"": 17, ""repair_po_number"": ""RPO-3015"", ""repair_po_id"": 15, ""supplier_id"": 13, ""vendor"": ""Namaqua Seals & Sealing Systems (Pty) Ltd"", ""quantity_under_repair"": 2.0, ""repair_value"": 18282.74, ""opened_at"": ""2026-06-03"", ""expected_return"": ""2026-07-22"", ""days_open"": 84, ""days_overdue"": 35, ""overdue"": true, ""stage"": ""AT_VENDOR""}]}]}",2026-08-11T09:18:35.097269+00:00
62,229,187,BMM,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,13,2026-06-11T00:18:35.097269+00:00,,2026-06-10T00:18:35.097269+00:00
63,231,43,Gamsberg,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,1,2026-08-05T17:18:35.097269+00:00,"{""detected_at"": ""2026-08-05T17:18:35.097269+00:00"", ""plant"": ""Gamsberg"", ""chain_count"": 1, ""materials"": [{""material_id"": 43, ""material_code"": ""80-10043"", ""material_description"": ""Ball Valve, 150mm (6\""), full bore, stainless trim"", ""plant"": ""Gamsberg"", ""is_repairable"": true, ""has_active_chain"": true, ""total_quantity_under_repair"": 3.0, ""earliest_expected_return"": ""2026-09-05"", ""chains"": [{""material_id"": 43, ""material_code"": ""80-10043"", ""material_description"": ""Ball Valve, 150mm (6\""), full bore, stainless trim"", ""material_group"": ""Valves"", ""plant"": ""Gamsberg"", ""repair_pr_number"": ""RPR-2041"", ""repair_pr_id"": 41, ""repair_po_number"": ""RPO-3036"", ""repair_po_id"": 36, ""supplier_id"": 18, ""vendor"": ""Karoo Electromechanical Ltd (Pty) Ltd"", ""quantity_under_repair"": 3.0, ""repair_value"": 18312.9, ""opened_at"": ""2026-08-10"", ""expected_return"": ""2026-09-05"", ""days_open"": 16, ""days_overdue"": 0, ""overdue"": false, ""stage"": ""AT_VENDOR""}]}]}",2026-08-05T17:18:35.097269+00:00
64,233,58,BMM,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,13,2026-04-13T13:18:35.097269+00:00,,2026-04-11T13:18:35.097269+00:00
65,236,30,BMM,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,13,2026-07-09T04:18:35.097269+00:00,,2026-07-08T04:18:35.097269+00:00
66,237,58,BMM,MRP,PENDING,,,,"{""detected_at"": ""2026-08-11T19:18:35.097269+00:00"", ""plant"": ""BMM"", ""chain_count"": 1, ""materials"": [{""material_id"": 58, ""material_code"": ""80-10058"", ""material_description"": ""Pinch Valve, 100mm (4\""), slurry service"", ""plant"": ""BMM"", ""is_repairable"": true, ""has_active_chain"": true, ""total_quantity_under_repair"": 3.0, ""earliest_expected_return"": ""2026-09-11"", ""chains"": [{""material_id"": 58, ""material_code"": ""80-10058"", ""material_description"": ""Pinch Valve, 100mm (4\""), slurry service"", ""material_group"": ""Valves"", ""plant"": ""BMM"", ""repair_pr_number"": ""RPR-2045"", ""repair_pr_id"": 45, ""repair_po_number"": ""RPO-3040"", ""repair_po_id"": 40, ""supplier_id"": 35, ""vendor"": ""Lowveld Engineering Supplies (Pty) Ltd"", ""quantity_under_repair"": 3.0, ""repair_value"": 78653.52, ""opened_at"": ""2026-08-13"", ""expected_return"": ""2026-09-11"", ""days_open"": 13, ""days_overdue"": 0, ""overdue"": false, ""stage"": ""AT_VENDOR""}]}]}",2026-08-11T19:18:35.097269+00:00
67,239,51,Gamsberg,MRP,PENDING,,,,"{""detected_at"": ""2026-08-21T02:18:35.097269+00:00"", ""plant"": ""Gamsberg"", ""chain_count"": 1, ""materials"": [{""material_id"": 51, ""material_code"": ""80-10051"", ""material_description"": ""Mill Trunnion Bearing Liner, discharge end"", ""plant"": ""Gamsberg"", ""is_repairable"": true, ""has_active_chain"": true, ""total_quantity_under_repair"": 3.0, ""earliest_expected_return"": ""2026-09-04"", ""chains"": [{""material_id"": 51, ""material_code"": ""80-10051"", ""material_description"": ""Mill Trunnion Bearing Liner, discharge end"", ""material_group"": ""Milling Components"", ""plant"": ""Gamsberg"", ""repair_pr_number"": ""RPR-2034"", ""repair_pr_id"": 34, ""repair_po_number"": ""RPO-3030"", ""repair_po_id"": 30, ""supplier_id"": 10, ""vendor"": ""Upington Industrial Supplies (Pty) Ltd"", ""quantity_under_repair"": 3.0, ""repair_value"": 190413.9, ""opened_at"": ""2026-08-02"", ""expected_return"": ""2026-09-04"", ""days_open"": 24, ""days_overdue"": 0, ""overdue"": false, ""stage"": ""AT_VENDOR""}]}]}",2026-08-21T02:18:35.097269+00:00
68,240,82,BMM,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,3,2026-08-09T09:18:35.097269+00:00,"{""detected_at"": ""2026-08-09T09:18:35.097269+00:00"", ""plant"": ""BMM"", ""chain_count"": 1, ""materials"": [{""material_id"": 82, ""material_code"": ""80-10082"", ""material_description"": ""Knife Gate Valve, 100mm (4\""), rubber lined"", ""plant"": ""BMM"", ""is_repairable"": true, ""has_active_chain"": true, ""total_quantity_under_repair"": 2.0, ""earliest_expected_return"": ""2026-08-03"", ""chains"": [{""material_id"": 82, ""material_code"": ""80-10082"", ""material_description"": ""Knife Gate Valve, 100mm (4\""), rubber lined"", ""material_group"": ""Valves"", ""plant"": ""BMM"", ""repair_pr_number"": ""RPR-2011"", ""repair_pr_id"": 11, ""repair_po_number"": ""RPO-3010"", ""repair_po_id"": 10, ""supplier_id"": 31, ""vendor"": ""Northern Cape Mining Equipment Traders (Pty) Ltd"", ""quantity_under_repair"": 2.0, ""repair_value"": 6972.8, ""opened_at"": ""2026-06-19"", ""expected_return"": ""2026-08-03"", ""days_open"": 68, ""days_overdue"": 23, ""overdue"": true, ""stage"": ""AT_VENDOR""}]}]}",2026-08-09T09:18:35.097269+00:00
69,248,38,BMM,MRP,PENDING,,,,,2026-07-03T15:18:35.097269+00:00
70,250,181,Gamsberg,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,24,2026-07-24T09:18:35.097269+00:00,,2026-07-21T09:18:35.097269+00:00
71,266,132,Gamsberg,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,1,2026-05-19T23:18:35.097269+00:00,,2026-05-19T23:18:35.097269+00:00
72,267,99,Gamsberg,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,12,2026-05-10T04:18:35.097269+00:00,,2026-05-08T04:18:35.097269+00:00
73,272,70,Gamsberg,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,16,2026-08-22T07:18:35.097269+00:00,,2026-08-22T07:18:35.097269+00:00
74,274,43,Gamsberg,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,13,2026-01-04T05:18:35.097269+00:00,,2026-01-02T05:18:35.097269+00:00
75,275,97,Gamsberg,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,12,2025-12-23T02:18:35.097269+00:00,,2025-12-19T02:18:35.097269+00:00
76,278,70,BMM,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,2,2026-08-24T18:18:35.097269+00:00,"{""detected_at"": ""2026-08-24T18:18:35.097269+00:00"", ""plant"": ""BMM"", ""chain_count"": 1, ""materials"": [{""material_id"": 70, ""material_code"": ""80-10070"", ""material_description"": ""Jaw Crusher Fixed Jaw Plate, wave-profile, manganese steel"", ""plant"": ""BMM"", ""is_repairable"": true, ""has_active_chain"": true, ""total_quantity_under_repair"": 1.0, ""earliest_expected_return"": ""2026-08-03"", ""chains"": [{""material_id"": 70, ""material_code"": ""80-10070"", ""material_description"": ""Jaw Crusher Fixed Jaw Plate, wave-profile, manganese steel"", ""material_group"": ""Crusher Components"", ""plant"": ""BMM"", ""repair_pr_number"": ""RPR-2031"", ""repair_pr_id"": 31, ""repair_po_number"": ""RPO-3027"", ""repair_po_id"": 27, ""supplier_id"": 31, ""vendor"": ""Northern Cape Mining Equipment Traders (Pty) Ltd"", ""quantity_under_repair"": 1.0, ""repair_value"": 11471.22, ""opened_at"": ""2026-06-03"", ""expected_return"": ""2026-08-03"", ""days_open"": 84, ""days_overdue"": 23, ""overdue"": true, ""stage"": ""AT_VENDOR""}]}]}",2026-08-24T18:18:35.097269+00:00
77,279,82,Gamsberg,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,14,2026-07-05T12:18:35.097269+00:00,,2026-07-05T12:18:35.097269+00:00
78,280,82,Gamsberg,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,5,2026-07-31T18:18:35.097269+00:00,,2026-07-27T18:18:35.097269+00:00
79,281,51,Gamsberg,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,11,2026-08-17T17:18:35.097269+00:00,"{""detected_at"": ""2026-08-17T17:18:35.097269+00:00"", ""plant"": ""Gamsberg"", ""chain_count"": 1, ""materials"": [{""material_id"": 51, ""material_code"": ""80-10051"", ""material_description"": ""Mill Trunnion Bearing Liner, discharge end"", ""plant"": ""Gamsberg"", ""is_repairable"": true, ""has_active_chain"": true, ""total_quantity_under_repair"": 2.0, ""earliest_expected_return"": ""2026-07-29"", ""chains"": [{""material_id"": 51, ""material_code"": ""80-10051"", ""material_description"": ""Mill Trunnion Bearing Liner, discharge end"", ""material_group"": ""Milling Components"", ""plant"": ""Gamsberg"", ""repair_pr_number"": ""RPR-2046"", ""repair_pr_id"": 46, ""repair_po_number"": ""RPO-3041"", ""repair_po_id"": 41, ""supplier_id"": 23, ""vendor"": ""Karoo Pump Solutions (Pty) Ltd"", ""quantity_under_repair"": 2.0, ""repair_value"": 126942.6, ""opened_at"": ""2026-05-29"", ""expected_return"": ""2026-07-29"", ""days_open"": 89, ""days_overdue"": 28, ""overdue"": true, ""stage"": ""AT_VENDOR""}]}]}",2026-08-17T17:18:35.097269+00:00
80,284,58,Gamsberg,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,12,2026-02-08T03:18:35.097269+00:00,,2026-02-07T03:18:35.097269+00:00
81,285,83,Gamsberg,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,5,2026-03-01T20:18:35.097269+00:00,,2026-03-01T20:18:35.097269+00:00
82,290,132,BMM,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,24,2026-01-07T18:18:35.097269+00:00,,2026-01-06T18:18:35.097269+00:00
83,293,186,Gamsberg,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,5,2026-01-18T03:18:35.097269+00:00,,2026-01-16T03:18:35.097269+00:00
84,294,132,Gamsberg,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,11,2026-04-11T22:18:35.097269+00:00,,2026-04-11T22:18:35.097269+00:00
85,295,99,Gamsberg,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,12,2026-07-17T12:18:35.097269+00:00,,2026-07-14T12:18:35.097269+00:00
86,297,37,Gamsberg,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,18,2026-08-08T14:18:35.097269+00:00,"{""detected_at"": ""2026-08-08T14:18:35.097269+00:00"", ""plant"": ""Gamsberg"", ""chain_count"": 1, ""materials"": [{""material_id"": 37, ""material_code"": ""80-10037"", ""material_description"": ""Centrifugal Slurry Pump Impeller, Low-flow metering, hard metal"", ""plant"": ""Gamsberg"", ""is_repairable"": true, ""has_active_chain"": true, ""total_quantity_under_repair"": 2.0, ""earliest_expected_return"": ""2026-08-14"", ""chains"": [{""material_id"": 37, ""material_code"": ""80-10037"", ""material_description"": ""Centrifugal Slurry Pump Impeller, Low-flow metering, hard metal"", ""material_group"": ""Pumps"", ""plant"": ""Gamsberg"", ""repair_pr_number"": ""RPR-2007"", ""repair_pr_id"": 7, ""repair_po_number"": ""RPO-3006"", ""repair_po_id"": 6, ""supplier_id"": 39, ""vendor"": ""Highveld Electromechanical Ltd (Pty) Ltd"", ""quantity_under_repair"": 2.0, ""repair_value"": 47692.88, ""opened_at"": ""2026-06-26"", ""expected_return"": ""2026-08-14"", ""days_open"": 61, ""days_overdue"": 12, ""overdue"": true, ""stage"": ""AT_VENDOR""}]}]}",2026-08-08T14:18:35.097269+00:00
87,301,171,Gamsberg,MRP,PENDING,,,,"{""detected_at"": ""2026-08-09T05:18:35.097269+00:00"", ""plant"": ""Gamsberg"", ""chain_count"": 1, ""materials"": [{""material_id"": 171, ""material_code"": ""80-10171"", ""material_description"": ""Motor Drive Coupling, elastomeric, rated for 11kW"", ""plant"": ""Gamsberg"", ""is_repairable"": true, ""has_active_chain"": true, ""total_quantity_under_repair"": 1.0, ""earliest_expected_return"": ""2026-09-13"", ""chains"": [{""material_id"": 171, ""material_code"": ""80-10171"", ""material_description"": ""Motor Drive Coupling, elastomeric, rated for 11kW"", ""material_group"": ""Motors"", ""plant"": ""Gamsberg"", ""repair_pr_number"": ""RPR-2043"", ""repair_pr_id"": 43, ""repair_po_number"": ""RPO-3038"", ""repair_po_id"": 38, ""supplier_id"": 7, ""vendor"": ""Vaal Mining Equipment Traders (Pty) Ltd"", ""quantity_under_repair"": 1.0, ""repair_value"": 5077.14, ""opened_at"": ""2026-08-12"", ""expected_return"": ""2026-09-13"", ""days_open"": 14, ""days_overdue"": 0, ""overdue"": false, ""stage"": ""AT_VENDOR""}]}]}",2026-08-09T05:18:35.097269+00:00
88,302,176,Gamsberg,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,9,2026-01-23T01:18:35.097269+00:00,,2026-01-23T01:18:35.097269+00:00
89,313,184,BMM,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,1,2026-08-27T09:58:23.365373+00:00,"{""detected_at"": ""2026-08-24T13:18:35.097269+00:00"", ""plant"": ""BMM"", ""chain_count"": 1, ""materials"": [{""material_id"": 184, ""material_code"": ""80-10184"", ""material_description"": ""Diaphragm Dosing Pump Head Assembly, Medium duty"", ""plant"": ""BMM"", ""is_repairable"": true, ""has_active_chain"": true, ""total_quantity_under_repair"": 3.0, ""earliest_expected_return"": ""2026-07-22"", ""chains"": [{""material_id"": 184, ""material_code"": ""80-10184"", ""material_description"": ""Diaphragm Dosing Pump Head Assembly, Medium duty"", ""material_group"": ""Pumps"", ""plant"": ""BMM"", ""repair_pr_number"": ""RPR-2023"", ""repair_pr_id"": 23, ""repair_po_number"": ""RPO-3019"", ""repair_po_id"": 19, ""supplier_id"": 20, ""vendor"": ""Aggeneys Bearing & Drive Co (Pty) Ltd"", ""quantity_under_repair"": 3.0, ""repair_value"": 36307.74, ""opened_at"": ""2026-06-11"", ""expected_return"": ""2026-07-22"", ""days_open"": 76, ""days_overdue"": 35, ""overdue"": true, ""stage"": ""AT_VENDOR""}]}]}",2026-08-24T13:18:35.097269+00:00
90,318,126,BMM,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,10,2026-02-08T09:18:35.097269+00:00,,2026-02-08T09:18:35.097269+00:00
91,321,142,BMM,MRP,PENDING,,,,"{""detected_at"": ""2026-08-10T22:18:35.097269+00:00"", ""plant"": ""BMM"", ""chain_count"": 1, ""materials"": [{""material_id"": 142, ""material_code"": ""80-10142"", ""material_description"": ""Seal Support System, API Plan 32, shaft 100mm"", ""plant"": ""BMM"", ""is_repairable"": true, ""has_active_chain"": true, ""total_quantity_under_repair"": 1.0, ""earliest_expected_return"": ""2026-07-23"", ""chains"": [{""material_id"": 142, ""material_code"": ""80-10142"", ""material_description"": ""Seal Support System, API Plan 32, shaft 100mm"", ""material_group"": ""Mechanical Seals"", ""plant"": ""BMM"", ""repair_pr_number"": ""RPR-2037"", ""repair_pr_id"": 37, ""repair_po_number"": ""RPO-3033"", ""repair_po_id"": 33, ""supplier_id"": 27, ""vendor"": ""Lowveld Electromechanical Ltd (Pty) Ltd"", ""quantity_under_repair"": 1.0, ""repair_value"": 19745.97, ""opened_at"": ""2026-06-06"", ""expected_return"": ""2026-07-23"", ""days_open"": 81, ""days_overdue"": 34, ""overdue"": true, ""stage"": ""AT_VENDOR""}]}]}",2026-08-10T22:18:35.097269+00:00
92,325,188,Gamsberg,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,9,2026-04-09T10:18:35.097269+00:00,,2026-04-09T10:18:35.097269+00:00
93,326,179,BMM,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,21,2026-08-08T23:18:35.097269+00:00,,2026-08-08T23:18:35.097269+00:00
94,329,43,Gamsberg,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,11,2026-04-27T04:18:35.097269+00:00,,2026-04-27T04:18:35.097269+00:00
95,340,37,Gamsberg,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,17,2026-07-31T20:18:35.097269+00:00,"{""detected_at"": ""2026-07-31T20:18:35.097269+00:00"", ""plant"": ""Gamsberg"", ""chain_count"": 1, ""materials"": [{""material_id"": 37, ""material_code"": ""80-10037"", ""material_description"": ""Centrifugal Slurry Pump Impeller, Low-flow metering, hard metal"", ""plant"": ""Gamsberg"", ""is_repairable"": true, ""has_active_chain"": true, ""total_quantity_under_repair"": 2.0, ""earliest_expected_return"": ""2026-08-14"", ""chains"": [{""material_id"": 37, ""material_code"": ""80-10037"", ""material_description"": ""Centrifugal Slurry Pump Impeller, Low-flow metering, hard metal"", ""material_group"": ""Pumps"", ""plant"": ""Gamsberg"", ""repair_pr_number"": ""RPR-2007"", ""repair_pr_id"": 7, ""repair_po_number"": ""RPO-3006"", ""repair_po_id"": 6, ""supplier_id"": 39, ""vendor"": ""Highveld Electromechanical Ltd (Pty) Ltd"", ""quantity_under_repair"": 2.0, ""repair_value"": 47692.88, ""opened_at"": ""2026-06-26"", ""expected_return"": ""2026-08-14"", ""days_open"": 61, ""days_overdue"": 12, ""overdue"": true, ""stage"": ""AT_VENDOR""}]}]}",2026-07-31T20:18:35.097269+00:00
96,342,171,Gamsberg,MRP,PENDING,,,,"{""detected_at"": ""2026-08-15T09:18:35.097269+00:00"", ""plant"": ""Gamsberg"", ""chain_count"": 1, ""materials"": [{""material_id"": 171, ""material_code"": ""80-10171"", ""material_description"": ""Motor Drive Coupling, elastomeric, rated for 11kW"", ""plant"": ""Gamsberg"", ""is_repairable"": true, ""has_active_chain"": true, ""total_quantity_under_repair"": 1.0, ""earliest_expected_return"": ""2026-09-13"", ""chains"": [{""material_id"": 171, ""material_code"": ""80-10171"", ""material_description"": ""Motor Drive Coupling, elastomeric, rated for 11kW"", ""material_group"": ""Motors"", ""plant"": ""Gamsberg"", ""repair_pr_number"": ""RPR-2043"", ""repair_pr_id"": 43, ""repair_po_number"": ""RPO-3038"", ""repair_po_id"": 38, ""supplier_id"": 7, ""vendor"": ""Vaal Mining Equipment Traders (Pty) Ltd"", ""quantity_under_repair"": 1.0, ""repair_value"": 5077.14, ""opened_at"": ""2026-08-12"", ""expected_return"": ""2026-09-13"", ""days_open"": 14, ""days_overdue"": 0, ""overdue"": false, ""stage"": ""AT_VENDOR""}]}]}",2026-08-15T09:18:35.097269+00:00
97,344,99,Gamsberg,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,12,2026-03-10T20:18:35.097269+00:00,,2026-03-06T20:18:35.097269+00:00
98,345,130,Gamsberg,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,17,2025-12-01T09:18:35.097269+00:00,,2025-12-01T09:18:35.097269+00:00
99,356,176,BMM,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,22,2026-08-14T23:18:35.097269+00:00,,2026-08-14T23:18:35.097269+00:00
100,359,184,Gamsberg,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,12,2026-04-24T08:18:35.097269+00:00,,2026-04-21T08:18:35.097269+00:00
101,361,34,BMM,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,21,2026-08-16T12:18:35.097269+00:00,"{""detected_at"": ""2026-08-16T12:18:35.097269+00:00"", ""plant"": ""BMM"", ""chain_count"": 1, ""materials"": [{""material_id"": 34, ""material_code"": ""80-10034"", ""material_description"": ""Knife Gate Valve, 40mm (1.5\""), rubber lined"", ""plant"": ""BMM"", ""is_repairable"": true, ""has_active_chain"": true, ""total_quantity_under_repair"": 1.0, ""earliest_expected_return"": ""2026-08-07"", ""chains"": [{""material_id"": 34, ""material_code"": ""80-10034"", ""material_description"": ""Knife Gate Valve, 40mm (1.5\""), rubber lined"", ""material_group"": ""Valves"", ""plant"": ""BMM"", ""repair_pr_number"": ""RPR-2036"", ""repair_pr_id"": 36, ""repair_po_number"": ""RPO-3032"", ""repair_po_id"": 32, ""supplier_id"": 23, ""vendor"": ""Karoo Pump Solutions (Pty) Ltd"", ""quantity_under_repair"": 1.0, ""repair_value"": 14358.4, ""opened_at"": ""2026-06-24"", ""expected_return"": ""2026-08-07"", ""days_open"": 63, ""days_overdue"": 19, ""overdue"": true, ""stage"": ""AT_VENDOR""}]}]}",2026-08-16T12:18:35.097269+00:00
102,363,83,BMM,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,5,2026-04-14T02:18:35.097269+00:00,,2026-04-10T02:18:35.097269+00:00
103,368,99,BMM,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,3,2026-04-22T19:18:35.097269+00:00,,2026-04-22T19:18:35.097269+00:00
104,377,82,Gamsberg,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,11,2025-11-29T08:18:35.097269+00:00,,2025-11-29T08:18:35.097269+00:00
105,382,59,Gamsberg,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,18,2026-08-09T23:18:35.097269+00:00,"{""detected_at"": ""2026-08-09T23:18:35.097269+00:00"", ""plant"": ""Gamsberg"", ""chain_count"": 1, ""materials"": [{""material_id"": 59, ""material_code"": ""80-10059"", ""material_description"": ""TEFC Induction Motor, 110kW, 4-pole, IE3"", ""plant"": ""Gamsberg"", ""is_repairable"": true, ""has_active_chain"": true, ""total_quantity_under_repair"": 2.0, ""earliest_expected_return"": ""2026-10-03"", ""chains"": [{""material_id"": 59, ""material_code"": ""80-10059"", ""material_description"": ""TEFC Induction Motor, 110kW, 4-pole, IE3"", ""material_group"": ""Motors"", ""plant"": ""Gamsberg"", ""repair_pr_number"": ""RPR-2039"", ""repair_pr_id"": 39, ""repair_po_number"": ""RPO-3035"", ""repair_po_id"": 35, ""supplier_id"": 3, ""vendor"": ""Springbok Engineering Supplies (Pty) Ltd"", ""quantity_under_repair"": 2.0, ""repair_value"": 57892.0, ""opened_at"": ""2026-08-16"", ""expected_return"": ""2026-10-03"", ""days_open"": 10, ""days_overdue"": 0, ""overdue"": false, ""stage"": ""AT_VENDOR""}]}]}",2026-08-09T23:18:35.097269+00:00
106,388,186,BMM,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,8,2026-04-02T21:18:35.097269+00:00,,2026-04-02T21:18:35.097269+00:00
107,400,142,BMM,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,24,2026-05-13T08:18:35.097269+00:00,,2026-05-09T08:18:35.097269+00:00
108,406,58,Gamsberg,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,24,2026-05-21T20:18:35.097269+00:00,,2026-05-17T20:18:35.097269+00:00
109,418,58,Gamsberg,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,5,2026-02-07T21:18:35.097269+00:00,,2026-02-05T21:18:35.097269+00:00
110,421,186,BMM,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,8,2025-12-15T04:18:35.097269+00:00,,2025-12-15T04:18:35.097269+00:00
111,424,179,BMM,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,24,2026-04-06T21:18:35.097269+00:00,,2026-04-02T21:18:35.097269+00:00
112,429,83,Gamsberg,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,24,2026-03-28T09:18:35.097269+00:00,,2026-03-26T09:18:35.097269+00:00
113,430,76,Gamsberg,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,13,2026-05-10T22:18:35.097269+00:00,,2026-05-10T22:18:35.097269+00:00
114,431,30,Gamsberg,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,5,2026-01-29T04:18:35.097269+00:00,,2026-01-28T04:18:35.097269+00:00
115,432,181,Gamsberg,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,13,2026-06-23T20:18:35.097269+00:00,,2026-06-23T20:18:35.097269+00:00
116,435,59,BMM,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,24,2026-08-01T12:18:35.097269+00:00,,2026-07-28T12:18:35.097269+00:00
117,443,154,BMM,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,24,2026-03-07T17:18:35.097269+00:00,,2026-03-06T17:18:35.097269+00:00
118,446,171,Gamsberg,MRP,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,13,2026-07-18T02:18:35.097269+00:00,,2026-07-14T02:18:35.097269+00:00
119,447,112,BMM,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,10,2026-01-10T04:18:35.097269+00:00,,2026-01-10T04:18:35.097269+00:00
120,448,142,BMM,MRP,PENDING,,,,"{""detected_at"": ""2026-08-13T01:18:35.097269+00:00"", ""plant"": ""BMM"", ""chain_count"": 1, ""materials"": [{""material_id"": 142, ""material_code"": ""80-10142"", ""material_description"": ""Seal Support System, API Plan 32, shaft 100mm"", ""plant"": ""BMM"", ""is_repairable"": true, ""has_active_chain"": true, ""total_quantity_under_repair"": 1.0, ""earliest_expected_return"": ""2026-07-23"", ""chains"": [{""material_id"": 142, ""material_code"": ""80-10142"", ""material_description"": ""Seal Support System, API Plan 32, shaft 100mm"", ""material_group"": ""Mechanical Seals"", ""plant"": ""BMM"", ""repair_pr_number"": ""RPR-2037"", ""repair_pr_id"": 37, ""repair_po_number"": ""RPO-3033"", ""repair_po_id"": 33, ""supplier_id"": 27, ""vendor"": ""Lowveld Electromechanical Ltd (Pty) Ltd"", ""quantity_under_repair"": 1.0, ""repair_value"": 19745.97, ""opened_at"": ""2026-06-06"", ""expected_return"": ""2026-07-23"", ""days_open"": 81, ""days_overdue"": 34, ""overdue"": true, ""stage"": ""AT_VENDOR""}]}]}",2026-08-13T01:18:35.097269+00:00
121,449,76,Gamsberg,MANUAL,COMPLETE,I confirm the existing item has been assessed and cannot be repaired.,24,2026-06-24T09:18:35.097269+00:00,,2026-06-24T09:18:35.097269+00:00
