id,user_id,action,entity_type,entity_id,old_value,new_value,timestamp,ip_address,device_metadata
717,17,RR_CREATED,RR,150,,"{""rr_number"": ""RR-1150""}",2026-04-10T11:46:36.003322+00:00,,synthetic-seed
718,3,DOA_APPROVED,RR,150,,,2026-04-13T11:46:36.003322+00:00,,synthetic-seed
719,24,PR_CREATED,PR,135,,"{""pr_number"": ""PR-2135""}",2026-04-23T11:46:36.003322+00:00,,synthetic-seed
720,24,RFQ_CLOSED,PR,135,,,2026-05-01T11:46:36.003322+00:00,,synthetic-seed
721,24,PO_CREATED,PO,115,,"{""po_number"": ""PO-3115""}",2026-05-02T11:46:36.003322+00:00,,synthetic-seed
722,2,RR_CREATED,RR,151,,"{""rr_number"": ""RR-1151""}",2026-02-14T19:46:36.003322+00:00,,synthetic-seed
723,2,DOA_APPROVED,RR,151,,,2026-02-16T19:46:36.003322+00:00,,synthetic-seed
724,13,PR_CREATED,PR,136,,"{""pr_number"": ""PR-2136""}",2026-02-18T19:46:36.003322+00:00,,synthetic-seed
725,13,PO_CREATED,PO,116,,"{""po_number"": ""PO-3116""}",2026-02-19T19:46:36.003322+00:00,,synthetic-seed
726,20,RR_CREATED,RR,152,,"{""rr_number"": ""RR-1152""}",2026-07-21T08:46:36.003322+00:00,,synthetic-seed
727,15,DOA_APPROVED,RR,152,,,2026-07-22T08:46:36.003322+00:00,,synthetic-seed
728,24,PR_CREATED,PR,137,,"{""pr_number"": ""PR-2137""}",2026-07-25T08:46:36.003322+00:00,,synthetic-seed
729,24,RFQ_CLOSED,PR,137,,,2026-08-03T08:46:36.003322+00:00,,synthetic-seed
730,3,NFA_APPROVED,PR,137,,,2026-08-06T08:46:36.003322+00:00,,synthetic-seed
731,24,PO_CREATED,PO,117,,"{""po_number"": ""PO-3117""}",2026-08-07T08:46:36.003322+00:00,,synthetic-seed
732,8,RR_CREATED,RR,153,,"{""rr_number"": ""RR-1153""}",2026-07-27T23:46:36.003322+00:00,,synthetic-seed
733,2,DOA_APPROVED,RR,153,,,2026-08-14T23:46:36.003322+00:00,,synthetic-seed
734,12,PR_CREATED,PR,138,,"{""pr_number"": ""PR-2138""}",2026-08-17T23:46:36.003322+00:00,,synthetic-seed
735,12,PO_CREATED,PO,118,,"{""po_number"": ""PO-3118""}",2026-08-18T23:46:36.003322+00:00,,synthetic-seed
736,3,RR_CREATED,RR,154,,"{""rr_number"": ""RR-1154""}",2026-01-16T17:46:36.003322+00:00,,synthetic-seed
737,2,DOA_APPROVED,RR,154,,,2026-01-19T17:46:36.003322+00:00,,synthetic-seed
738,5,PR_CREATED,PR,139,,"{""pr_number"": ""PR-2139""}",2026-01-20T17:46:36.003322+00:00,,synthetic-seed
739,3,NFA_APPROVED,PR,139,,,2026-01-24T17:46:36.003322+00:00,,synthetic-seed
740,5,PO_CREATED,PO,119,,"{""po_number"": ""PO-3119""}",2026-01-25T17:46:36.003322+00:00,,synthetic-seed
741,11,RR_CREATED,RR,155,,"{""rr_number"": ""RR-1155""}",2026-03-27T02:46:36.003322+00:00,,synthetic-seed
742,2,DOA_APPROVED,RR,155,,,2026-03-28T02:46:36.003322+00:00,,synthetic-seed
743,12,PR_CREATED,PR,140,,"{""pr_number"": ""PR-2140""}",2026-03-30T02:46:36.003322+00:00,,synthetic-seed
744,12,RFQ_CLOSED,PR,140,,,2026-04-05T02:46:36.003322+00:00,,synthetic-seed
745,3,NFA_APPROVED,PR,140,,,2026-04-29T02:46:36.003322+00:00,,synthetic-seed
746,13,RR_CREATED,RR,156,,"{""rr_number"": ""RR-1156""}",2026-04-01T08:46:36.003322+00:00,,synthetic-seed
747,2,APPROVAL_ESCALATED,RR,156,,,2026-04-03T08:46:36.003322+00:00,,synthetic-seed
748,14,RR_CREATED,RR,157,,"{""rr_number"": ""RR-1157""}",2026-05-20T20:46:36.003322+00:00,,synthetic-seed
749,2,DOA_APPROVED,RR,157,,,2026-05-24T20:46:36.003322+00:00,,synthetic-seed
750,12,PR_CREATED,PR,141,,"{""pr_number"": ""PR-2141""}",2026-05-26T20:46:36.003322+00:00,,synthetic-seed
751,12,RFQ_CLOSED,PR,141,,,2026-06-03T20:46:36.003322+00:00,,synthetic-seed
752,15,NFA_APPROVED,PR,141,,,2026-06-13T20:46:36.003322+00:00,,synthetic-seed
753,12,PO_CREATED,PO,120,,"{""po_number"": ""PO-3120""}",2026-06-14T20:46:36.003322+00:00,,synthetic-seed
754,23,RR_CREATED,RR,158,,"{""rr_number"": ""RR-1158""}",2026-04-04T23:46:36.003322+00:00,,synthetic-seed
755,21,RR_CREATED,RR,159,,"{""rr_number"": ""RR-1159""}",2026-06-11T06:46:36.003322+00:00,,synthetic-seed
756,2,DOA_APPROVED,RR,159,,,2026-06-13T06:46:36.003322+00:00,,synthetic-seed
757,13,PR_CREATED,PR,142,,"{""pr_number"": ""PR-2142""}",2026-06-26T06:46:36.003322+00:00,,synthetic-seed
758,13,RFQ_CLOSED,PR,142,,,2026-07-06T06:46:36.003322+00:00,,synthetic-seed
759,3,NFA_APPROVED,PR,142,,,2026-07-10T06:46:36.003322+00:00,,synthetic-seed
760,13,PO_CREATED,PO,121,,"{""po_number"": ""PO-3121""}",2026-07-11T06:46:36.003322+00:00,,synthetic-seed
761,23,RR_CREATED,RR,160,,"{""rr_number"": ""RR-1160""}",2026-07-13T11:46:36.003322+00:00,,synthetic-seed
762,2,DOA_APPROVED,RR,160,,,2026-07-16T11:46:36.003322+00:00,,synthetic-seed
763,13,PR_CREATED,PR,143,,"{""pr_number"": ""PR-2143""}",2026-07-18T11:46:36.003322+00:00,,synthetic-seed
764,22,RR_CREATED,RR,161,,"{""rr_number"": ""RR-1161""}",2026-03-07T21:46:36.003322+00:00,,synthetic-seed
765,15,DOA_APPROVED,RR,161,,,2026-03-09T21:46:36.003322+00:00,,synthetic-seed
766,5,PR_CREATED,PR,144,,"{""pr_number"": ""PR-2144""}",2026-03-12T21:46:36.003322+00:00,,synthetic-seed
767,5,RFQ_CLOSED,PR,144,,,2026-03-19T21:46:36.003322+00:00,,synthetic-seed
768,5,PO_CREATED,PO,122,,"{""po_number"": ""PO-3122""}",2026-03-28T06:46:36.003322+00:00,,synthetic-seed
769,23,RR_CREATED,RR,162,,"{""rr_number"": ""RR-1162""}",2026-02-12T15:46:36.003322+00:00,,synthetic-seed
770,2,DOA_APPROVED,RR,162,,,2026-02-15T15:46:36.003322+00:00,,synthetic-seed
771,12,PR_CREATED,PR,145,,"{""pr_number"": ""PR-2145""}",2026-02-16T15:46:36.003322+00:00,,synthetic-seed
772,12,RFQ_CLOSED,PR,145,,,2026-02-22T15:46:36.003322+00:00,,synthetic-seed
773,15,NFA_APPROVED,PR,145,,,2026-02-27T15:46:36.003322+00:00,,synthetic-seed
774,12,PO_CREATED,PO,123,,"{""po_number"": ""PO-3123""}",2026-02-28T15:46:36.003322+00:00,,synthetic-seed
775,4,RR_CREATED,RR,163,,"{""rr_number"": ""RR-1163""}",2025-12-26T14:46:36.003322+00:00,,synthetic-seed
776,15,DOA_APPROVED,RR,163,,,2025-12-29T14:46:36.003322+00:00,,synthetic-seed
777,24,PR_CREATED,PR,146,,"{""pr_number"": ""PR-2146""}",2025-12-31T14:46:36.003322+00:00,,synthetic-seed
778,24,PO_CREATED,PO,124,,"{""po_number"": ""PO-3124""}",2026-01-01T14:46:36.003322+00:00,,synthetic-seed
779,12,RR_CREATED,RR,164,,"{""rr_number"": ""RR-1164""}",2026-06-30T06:46:36.003322+00:00,,synthetic-seed
780,2,DOA_APPROVED,RR,164,,,2026-07-02T06:46:36.003322+00:00,,synthetic-seed
781,12,PR_CREATED,PR,147,,"{""pr_number"": ""PR-2147""}",2026-07-25T06:46:36.003322+00:00,,synthetic-seed
782,12,PO_CREATED,PO,125,,"{""po_number"": ""PO-3125""}",2026-07-26T06:46:36.003322+00:00,,synthetic-seed
783,15,RR_CREATED,RR,165,,"{""rr_number"": ""RR-1165""}",2026-07-14T06:46:36.003322+00:00,,synthetic-seed
784,3,DOA_APPROVED,RR,165,,,2026-07-17T06:46:36.003322+00:00,,synthetic-seed
785,5,PR_CREATED,PR,148,,"{""pr_number"": ""PR-2148""}",2026-07-18T06:46:36.003322+00:00,,synthetic-seed
786,5,PO_CREATED,PO,126,,"{""po_number"": ""PO-3126""}",2026-07-19T06:46:36.003322+00:00,,synthetic-seed
787,19,RR_CREATED,RR,166,,"{""rr_number"": ""RR-1166""}",2026-01-16T23:46:36.003322+00:00,,synthetic-seed
788,2,DOA_APPROVED,RR,166,,,2026-01-19T23:46:36.003322+00:00,,synthetic-seed
789,12,PR_CREATED,PR,149,,"{""pr_number"": ""PR-2149""}",2026-01-20T23:46:36.003322+00:00,,synthetic-seed
790,12,RFQ_CLOSED,PR,149,,,2026-01-30T23:46:36.003322+00:00,,synthetic-seed
791,15,NFA_APPROVED,PR,149,,,2026-03-02T12:46:36.003322+00:00,,synthetic-seed
792,12,PO_CREATED,PO,127,,"{""po_number"": ""PO-3127""}",2026-03-03T12:46:36.003322+00:00,,synthetic-seed
793,20,RR_CREATED,RR,167,,"{""rr_number"": ""RR-1167""}",2025-12-11T09:46:36.003322+00:00,,synthetic-seed
794,2,DOA_APPROVED,RR,167,,,2025-12-14T09:46:36.003322+00:00,,synthetic-seed
795,24,PR_CREATED,PR,150,,"{""pr_number"": ""PR-2150""}",2025-12-16T09:46:36.003322+00:00,,synthetic-seed
796,24,RFQ_CLOSED,PR,150,,,2025-12-25T09:46:36.003322+00:00,,synthetic-seed
797,19,RR_CREATED,RR,168,,"{""rr_number"": ""RR-1168""}",2026-03-17T10:46:36.003322+00:00,,synthetic-seed
798,15,APPROVAL_ESCALATED,RR,168,,,2026-03-19T10:46:36.003322+00:00,,synthetic-seed
799,10,RR_CREATED,RR,169,,"{""rr_number"": ""RR-1169""}",2026-07-30T19:46:36.003322+00:00,,synthetic-seed
800,15,RR_CREATED,RR,170,,"{""rr_number"": ""RR-1170""}",2026-07-26T19:46:36.003322+00:00,,synthetic-seed
801,3,DOA_APPROVED,RR,170,,,2026-07-29T19:46:36.003322+00:00,,synthetic-seed
802,12,PR_CREATED,PR,151,,"{""pr_number"": ""PR-2151""}",2026-08-01T19:46:36.003322+00:00,,synthetic-seed
803,12,RFQ_CLOSED,PR,151,,,2026-08-07T19:46:36.003322+00:00,,synthetic-seed
804,18,RR_CREATED,RR,171,,"{""rr_number"": ""RR-1171""}",2025-12-09T18:46:36.003322+00:00,,synthetic-seed
805,2,DOA_APPROVED,RR,171,,,2025-12-12T18:46:36.003322+00:00,,synthetic-seed
806,24,PR_CREATED,PR,152,,"{""pr_number"": ""PR-2152""}",2025-12-15T18:46:36.003322+00:00,,synthetic-seed
807,24,RFQ_CLOSED,PR,152,,,2025-12-21T18:46:36.003322+00:00,,synthetic-seed
808,24,PO_CREATED,PO,128,,"{""po_number"": ""PO-3128""}",2025-12-22T18:46:36.003322+00:00,,synthetic-seed
809,6,RR_CREATED,RR,172,,"{""rr_number"": ""RR-1172""}",2026-06-22T07:46:36.003322+00:00,,synthetic-seed
810,2,DOA_APPROVED,RR,172,,,2026-06-23T07:46:36.003322+00:00,,synthetic-seed
811,12,PR_CREATED,PR,153,,"{""pr_number"": ""PR-2153""}",2026-06-24T07:46:36.003322+00:00,,synthetic-seed
812,15,NFA_APPROVED,PR,153,,,2026-06-29T07:46:36.003322+00:00,,synthetic-seed
813,12,PO_CREATED,PO,129,,"{""po_number"": ""PO-3129""}",2026-06-30T07:46:36.003322+00:00,,synthetic-seed
814,3,RR_CREATED,RR,173,,"{""rr_number"": ""RR-1173""}",2026-03-25T10:46:36.003322+00:00,,synthetic-seed
815,2,DOA_APPROVED,RR,173,,,2026-03-28T10:46:36.003322+00:00,,synthetic-seed
816,5,PR_CREATED,PR,154,,"{""pr_number"": ""PR-2154""}",2026-03-31T10:46:36.003322+00:00,,synthetic-seed
817,5,RFQ_CLOSED,PR,154,,,2026-04-06T10:46:36.003322+00:00,,synthetic-seed
818,3,NFA_APPROVED,PR,154,,,2026-04-16T10:46:36.003322+00:00,,synthetic-seed
819,5,PO_CREATED,PO,130,,"{""po_number"": ""PO-3130""}",2026-04-17T10:46:36.003322+00:00,,synthetic-seed
820,23,RR_CREATED,RR,174,,"{""rr_number"": ""RR-1174""}",2026-06-12T14:46:36.003322+00:00,,synthetic-seed
821,2,DOA_APPROVED,RR,174,,,2026-06-13T14:46:36.003322+00:00,,synthetic-seed
822,5,PR_CREATED,PR,155,,"{""pr_number"": ""PR-2155""}",2026-06-15T14:46:36.003322+00:00,,synthetic-seed
823,15,NFA_APPROVED,PR,155,,,2026-06-21T14:46:36.003322+00:00,,synthetic-seed
824,5,PO_CREATED,PO,131,,"{""po_number"": ""PO-3131""}",2026-06-22T14:46:36.003322+00:00,,synthetic-seed
825,10,RR_CREATED,RR,175,,"{""rr_number"": ""RR-1175""}",2026-04-04T08:46:36.003322+00:00,,synthetic-seed
826,13,RR_CREATED,RR,176,,"{""rr_number"": ""RR-1176""}",2025-12-07T20:46:36.003322+00:00,,synthetic-seed
827,15,DOA_APPROVED,RR,176,,,2026-01-10T20:46:36.003322+00:00,,synthetic-seed
828,5,PR_CREATED,PR,156,,"{""pr_number"": ""PR-2156""}",2026-01-13T20:46:36.003322+00:00,,synthetic-seed
829,5,RFQ_CLOSED,PR,156,,,2026-01-23T20:46:36.003322+00:00,,synthetic-seed
830,3,NFA_APPROVED,PR,156,,,2026-01-29T20:46:36.003322+00:00,,synthetic-seed
831,5,PO_CREATED,PO,132,,"{""po_number"": ""PO-3132""}",2026-01-30T20:46:36.003322+00:00,,synthetic-seed
832,9,RR_CREATED,RR,177,,"{""rr_number"": ""RR-1177""}",2026-05-28T12:46:36.003322+00:00,,synthetic-seed
833,2,DOA_APPROVED,RR,177,,,2026-05-31T12:46:36.003322+00:00,,synthetic-seed
834,13,PR_CREATED,PR,157,,"{""pr_number"": ""PR-2157""}",2026-06-02T12:46:36.003322+00:00,,synthetic-seed
835,13,RFQ_CLOSED,PR,157,,,2026-06-10T12:46:36.003322+00:00,,synthetic-seed
836,13,PO_CREATED,PO,133,,"{""po_number"": ""PO-3133""}",2026-06-11T12:46:36.003322+00:00,,synthetic-seed
837,12,RR_CREATED,RR,178,,"{""rr_number"": ""RR-1178""}",2026-01-06T02:46:36.003322+00:00,,synthetic-seed
838,3,DOA_APPROVED,RR,178,,,2026-01-08T02:46:36.003322+00:00,,synthetic-seed
839,13,PR_CREATED,PR,158,,"{""pr_number"": ""PR-2158""}",2026-01-11T02:46:36.003322+00:00,,synthetic-seed
840,3,NFA_APPROVED,PR,158,,,2026-01-15T02:46:36.003322+00:00,,synthetic-seed
841,13,PO_CREATED,PO,134,,"{""po_number"": ""PO-3134""}",2026-01-16T02:46:36.003322+00:00,,synthetic-seed
842,13,RR_CREATED,RR,179,,"{""rr_number"": ""RR-1179""}",2026-06-12T20:46:36.003322+00:00,,synthetic-seed
843,14,RR_CREATED,RR,180,,"{""rr_number"": ""RR-1180""}",2026-04-15T11:46:36.003322+00:00,,synthetic-seed
844,2,DOA_APPROVED,RR,180,,,2026-05-03T11:46:36.003322+00:00,,synthetic-seed
845,13,PR_CREATED,PR,159,,"{""pr_number"": ""PR-2159""}",2026-05-05T11:46:36.003322+00:00,,synthetic-seed
846,13,RFQ_CLOSED,PR,159,,,2026-05-13T11:46:36.003322+00:00,,synthetic-seed
847,13,PO_CREATED,PO,135,,"{""po_number"": ""PO-3135""}",2026-05-18T11:46:36.003322+00:00,,synthetic-seed
848,18,RR_CREATED,RR,181,,"{""rr_number"": ""RR-1181""}",2026-01-12T03:46:36.003322+00:00,,synthetic-seed
849,2,DOA_APPROVED,RR,181,,,2026-01-13T03:46:36.003322+00:00,,synthetic-seed
850,24,PR_CREATED,PR,160,,"{""pr_number"": ""PR-2160""}",2026-01-15T03:46:36.003322+00:00,,synthetic-seed
851,24,RFQ_CLOSED,PR,160,,,2026-03-01T03:46:36.003322+00:00,,synthetic-seed
852,15,NFA_APPROVED,PR,160,,,2026-03-11T03:46:36.003322+00:00,,synthetic-seed
853,1,RR_CREATED,RR,182,,"{""rr_number"": ""RR-1182""}",2026-08-23T09:46:36.003322+00:00,,synthetic-seed
854,2,DOA_APPROVED,RR,182,,,2026-08-25T09:46:36.003322+00:00,,synthetic-seed
855,5,PR_CREATED,PR,161,,"{""pr_number"": ""PR-2161""}",2026-08-27T09:46:36.003322+00:00,,synthetic-seed
856,5,RFQ_CLOSED,PR,161,,,2026-09-27T09:46:36.003322+00:00,,synthetic-seed
857,15,NFA_APPROVED,PR,161,,,2026-10-02T09:46:36.003322+00:00,,synthetic-seed
858,5,PO_CREATED,PO,136,,"{""po_number"": ""PO-3136""}",2026-10-03T09:46:36.003322+00:00,,synthetic-seed
859,10,RR_CREATED,RR,183,,"{""rr_number"": ""RR-1183""}",2026-03-08T06:46:36.003322+00:00,,synthetic-seed
860,2,DOA_APPROVED,RR,183,,,2026-03-12T06:46:36.003322+00:00,,synthetic-seed
861,12,PR_CREATED,PR,162,,"{""pr_number"": ""PR-2162""}",2026-03-14T06:46:36.003322+00:00,,synthetic-seed
862,12,RFQ_CLOSED,PR,162,,,2026-03-23T06:46:36.003322+00:00,,synthetic-seed
863,3,NFA_APPROVED,PR,162,,,2026-04-04T06:46:36.003322+00:00,,synthetic-seed
864,12,PO_CREATED,PO,137,,"{""po_number"": ""PO-3137""}",2026-04-05T06:46:36.003322+00:00,,synthetic-seed
865,8,RR_CREATED,RR,184,,"{""rr_number"": ""RR-1184""}",2026-05-27T12:46:36.003322+00:00,,synthetic-seed
866,15,DOA_APPROVED,RR,184,,,2026-05-29T12:46:36.003322+00:00,,synthetic-seed
867,13,PR_CREATED,PR,163,,"{""pr_number"": ""PR-2163""}",2026-05-31T12:46:36.003322+00:00,,synthetic-seed
868,21,RR_CREATED,RR,185,,"{""rr_number"": ""RR-1185""}",2026-06-24T01:46:36.003322+00:00,,synthetic-seed
869,12,RR_CREATED,RR,186,,"{""rr_number"": ""RR-1186""}",2026-01-28T06:46:36.003322+00:00,,synthetic-seed
870,15,DOA_APPROVED,RR,186,,,2026-02-01T06:46:36.003322+00:00,,synthetic-seed
871,5,PR_CREATED,PR,164,,"{""pr_number"": ""PR-2164""}",2026-02-04T06:46:36.003322+00:00,,synthetic-seed
872,5,RFQ_CLOSED,PR,164,,,2026-03-05T06:46:36.003322+00:00,,synthetic-seed
873,5,PO_CREATED,PO,138,,"{""po_number"": ""PO-3138""}",2026-03-06T06:46:36.003322+00:00,,synthetic-seed
874,12,RR_CREATED,RR,187,,"{""rr_number"": ""RR-1187""}",2026-03-15T23:46:36.003322+00:00,,synthetic-seed
875,2,DOA_APPROVED,RR,187,,,2026-03-19T23:46:36.003322+00:00,,synthetic-seed
876,24,PR_CREATED,PR,165,,"{""pr_number"": ""PR-2165""}",2026-04-07T23:46:36.003322+00:00,,synthetic-seed
877,15,NFA_APPROVED,PR,165,,,2026-04-12T23:46:36.003322+00:00,,synthetic-seed
878,24,PO_CREATED,PO,139,,"{""po_number"": ""PO-3139""}",2026-04-13T23:46:36.003322+00:00,,synthetic-seed
879,16,RR_CREATED,RR,188,,"{""rr_number"": ""RR-1188""}",2026-05-14T19:46:36.003322+00:00,,synthetic-seed
880,2,APPROVAL_ESCALATED,RR,188,,,2026-05-16T19:46:36.003322+00:00,,synthetic-seed
881,1,RR_CREATED,RR,189,,"{""rr_number"": ""RR-1189""}",2026-07-25T19:46:36.003322+00:00,,synthetic-seed
882,9,RR_CREATED,RR,190,,"{""rr_number"": ""RR-1190""}",2026-07-06T00:46:36.003322+00:00,,synthetic-seed
883,2,DOA_APPROVED,RR,190,,,2026-07-07T00:46:36.003322+00:00,,synthetic-seed
884,12,PR_CREATED,PR,166,,"{""pr_number"": ""PR-2166""}",2026-07-19T00:46:36.003322+00:00,,synthetic-seed
885,15,NFA_APPROVED,PR,166,,,2026-07-22T00:46:36.003322+00:00,,synthetic-seed
886,12,PO_CREATED,PO,140,,"{""po_number"": ""PO-3140""}",2026-07-23T00:46:36.003322+00:00,,synthetic-seed
887,17,RR_CREATED,RR,191,,"{""rr_number"": ""RR-1191""}",2026-04-27T13:46:36.003322+00:00,,synthetic-seed
888,15,DOA_APPROVED,RR,191,,,2026-05-13T13:46:36.003322+00:00,,synthetic-seed
889,24,PR_CREATED,PR,167,,"{""pr_number"": ""PR-2167""}",2026-05-15T13:46:36.003322+00:00,,synthetic-seed
890,24,RFQ_CLOSED,PR,167,,,2026-05-25T13:46:36.003322+00:00,,synthetic-seed
891,3,NFA_APPROVED,PR,167,,,2026-06-06T13:46:36.003322+00:00,,synthetic-seed
892,24,PO_CREATED,PO,141,,"{""po_number"": ""PO-3141""}",2026-06-07T13:46:36.003322+00:00,,synthetic-seed
893,15,RR_CREATED,RR,192,,"{""rr_number"": ""RR-1192""}",2025-12-14T03:46:36.003322+00:00,,synthetic-seed
894,3,DOA_APPROVED,RR,192,,,2025-12-15T03:46:36.003322+00:00,,synthetic-seed
895,12,PR_CREATED,PR,168,,"{""pr_number"": ""PR-2168""}",2026-01-07T03:46:36.003322+00:00,,synthetic-seed
896,12,RFQ_CLOSED,PR,168,,,2026-01-16T03:46:36.003322+00:00,,synthetic-seed
897,12,PO_CREATED,PO,142,,"{""po_number"": ""PO-3142""}",2026-01-17T03:46:36.003322+00:00,,synthetic-seed
898,20,RR_CREATED,RR,193,,"{""rr_number"": ""RR-1193""}",2025-12-19T22:46:36.003322+00:00,,synthetic-seed
899,15,DOA_APPROVED,RR,193,,,2026-01-03T22:46:36.003322+00:00,,synthetic-seed
900,24,PR_CREATED,PR,169,,"{""pr_number"": ""PR-2169""}",2026-01-04T22:46:36.003322+00:00,,synthetic-seed
901,24,PO_CREATED,PO,143,,"{""po_number"": ""PO-3143""}",2026-01-05T22:46:36.003322+00:00,,synthetic-seed
902,14,RR_CREATED,RR,194,,"{""rr_number"": ""RR-1194""}",2026-01-12T01:46:36.003322+00:00,,synthetic-seed
903,15,DOA_APPROVED,RR,194,,,2026-01-14T01:46:36.003322+00:00,,synthetic-seed
904,24,PR_CREATED,PR,170,,"{""pr_number"": ""PR-2170""}",2026-01-17T01:46:36.003322+00:00,,synthetic-seed
905,24,RFQ_CLOSED,PR,170,,,2026-01-25T01:46:36.003322+00:00,,synthetic-seed
906,3,NFA_REJECTED,PR,170,,,2026-01-29T01:46:36.003322+00:00,,synthetic-seed
907,3,RR_CREATED,RR,195,,"{""rr_number"": ""RR-1195""}",2026-03-09T09:46:36.003322+00:00,,synthetic-seed
908,2,APPROVAL_ESCALATED,RR,195,,,2026-03-11T09:46:36.003322+00:00,,synthetic-seed
909,22,RR_CREATED,RR,196,,"{""rr_number"": ""RR-1196""}",2026-06-22T02:46:36.003322+00:00,,synthetic-seed
910,3,DOA_APPROVED,RR,196,,,2026-06-26T02:46:36.003322+00:00,,synthetic-seed
911,13,PR_CREATED,PR,171,,"{""pr_number"": ""PR-2171""}",2026-06-27T02:46:36.003322+00:00,,synthetic-seed
912,15,NFA_APPROVED,PR,171,,,2026-07-03T02:46:36.003322+00:00,,synthetic-seed
913,13,PO_CREATED,PO,144,,"{""po_number"": ""PO-3144""}",2026-07-04T02:46:36.003322+00:00,,synthetic-seed
914,10,RR_CREATED,RR,197,,"{""rr_number"": ""RR-1197""}",2026-05-05T21:46:36.003322+00:00,,synthetic-seed
915,10,RR_CANCELLED,RR,197,,,2026-05-06T21:46:36.003322+00:00,,synthetic-seed
916,13,RR_CREATED,RR,198,,"{""rr_number"": ""RR-1198""}",2026-06-29T20:46:36.003322+00:00,,synthetic-seed
917,2,DOA_APPROVED,RR,198,,,2026-07-01T20:46:36.003322+00:00,,synthetic-seed
918,5,PR_CREATED,PR,172,,"{""pr_number"": ""PR-2172""}",2026-07-03T20:46:36.003322+00:00,,synthetic-seed
919,5,PO_CREATED,PO,145,,"{""po_number"": ""PO-3145""}",2026-07-04T20:46:36.003322+00:00,,synthetic-seed
920,6,RR_CREATED,RR,199,,"{""rr_number"": ""RR-1199""}",2026-07-14T02:46:36.003322+00:00,,synthetic-seed
921,3,DOA_APPROVED,RR,199,,,2026-07-16T02:46:36.003322+00:00,,synthetic-seed
922,5,PR_CREATED,PR,173,,"{""pr_number"": ""PR-2173""}",2026-07-19T02:46:36.003322+00:00,,synthetic-seed
923,5,PO_CREATED,PO,146,,"{""po_number"": ""PO-3146""}",2026-07-20T02:46:36.003322+00:00,,synthetic-seed
924,3,RR_CREATED,RR,200,,"{""rr_number"": ""RR-1200""}",2026-04-01T09:46:36.003322+00:00,,synthetic-seed
925,2,DOA_APPROVED,RR,200,,,2026-04-05T09:46:36.003322+00:00,,synthetic-seed
926,24,PR_CREATED,PR,174,,"{""pr_number"": ""PR-2174""}",2026-04-07T09:46:36.003322+00:00,,synthetic-seed
927,3,NFA_APPROVED,PR,174,,,2026-04-10T09:46:36.003322+00:00,,synthetic-seed
928,24,PO_CREATED,PO,147,,"{""po_number"": ""PO-3147""}",2026-04-11T09:46:36.003322+00:00,,synthetic-seed
929,24,RR_CREATED,RR,201,,"{""rr_number"": ""RR-1201""}",2026-07-29T04:46:36.003322+00:00,,synthetic-seed
930,3,DOA_APPROVED,RR,201,,,2026-08-01T04:46:36.003322+00:00,,synthetic-seed
931,13,PR_CREATED,PR,175,,"{""pr_number"": ""PR-2175""}",2026-08-04T04:46:36.003322+00:00,,synthetic-seed
932,13,RFQ_CLOSED,PR,175,,,2026-08-15T04:46:36.003322+00:00,,synthetic-seed
933,15,NFA_APPROVED,PR,175,,,2026-08-21T04:46:36.003322+00:00,,synthetic-seed
934,13,PO_CREATED,PO,148,,"{""po_number"": ""PO-3148""}",2026-08-22T04:46:36.003322+00:00,,synthetic-seed
935,4,RR_CREATED,RR,202,,"{""rr_number"": ""RR-1202""}",2026-02-28T14:46:36.003322+00:00,,synthetic-seed
936,15,DOA_APPROVED,RR,202,,,2026-03-01T14:46:36.003322+00:00,,synthetic-seed
937,5,PR_CREATED,PR,176,,"{""pr_number"": ""PR-2176""}",2026-03-21T14:46:36.003322+00:00,,synthetic-seed
938,5,RFQ_CLOSED,PR,176,,,2026-03-27T14:46:36.003322+00:00,,synthetic-seed
939,5,PO_CREATED,PO,149,,"{""po_number"": ""PO-3149""}",2026-03-28T14:46:36.003322+00:00,,synthetic-seed
940,13,RR_CREATED,RR,203,,"{""rr_number"": ""RR-1203""}",2026-01-07T18:46:36.003322+00:00,,synthetic-seed
941,2,DOA_APPROVED,RR,203,,,2026-01-08T18:46:36.003322+00:00,,synthetic-seed
942,24,PR_CREATED,PR,177,,"{""pr_number"": ""PR-2177""}",2026-01-29T18:46:36.003322+00:00,,synthetic-seed
943,24,PO_CREATED,PO,150,,"{""po_number"": ""PO-3150""}",2026-01-30T18:46:36.003322+00:00,,synthetic-seed
944,3,RR_CREATED,RR,204,,"{""rr_number"": ""RR-1204""}",2026-03-10T05:46:36.003322+00:00,,synthetic-seed
945,3,DOA_APPROVED,RR,204,,,2026-03-13T05:46:36.003322+00:00,,synthetic-seed
946,24,PR_CREATED,PR,178,,"{""pr_number"": ""PR-2178""}",2026-03-16T05:46:36.003322+00:00,,synthetic-seed
947,24,RFQ_CLOSED,PR,178,,,2026-03-27T05:46:36.003322+00:00,,synthetic-seed
948,24,PO_CREATED,PO,151,,"{""po_number"": ""PO-3151""}",2026-04-04T18:46:36.003322+00:00,,synthetic-seed
949,14,RR_CREATED,RR,205,,"{""rr_number"": ""RR-1205""}",2026-08-01T09:46:36.003322+00:00,,synthetic-seed
950,9,RR_CREATED,RR,206,,"{""rr_number"": ""RR-1206""}",2026-04-05T02:46:36.003322+00:00,,synthetic-seed
