id,entity_type,entity_id,stage_code,stage_name,started_at,completed_at,status,owner_id,source_system
552,RR,98,MRP,MRP Processing,2026-08-03T19:09:36.211764+00:00,2026-08-06T19:09:36.211764+00:00,COMPLETED,,synthetic
553,PR,84,PR_CREATED,PR Created,2026-08-06T19:09:36.211764+00:00,2026-08-06T19:09:36.211764+00:00,COMPLETED,13,synthetic
554,PR,84,NFA,NFA Approval,2026-08-07T19:09:36.211764+00:00,2026-08-11T19:09:36.211764+00:00,COMPLETED,3,synthetic
555,PR,84,PO_CREATED,PO Created,2026-08-12T19:09:36.211764+00:00,2026-08-12T19:09:36.211764+00:00,COMPLETED,13,synthetic
556,RR,99,RR_CREATED,RR Created,2026-07-09T03:09:36.211764+00:00,2026-07-09T03:09:36.211764+00:00,COMPLETED,22,synthetic
557,RR,99,DOA,DOA Approval,2026-07-09T03:09:36.211764+00:00,2026-07-13T03:09:36.211764+00:00,COMPLETED,2,synthetic
558,RR,99,MRP,MRP Processing,2026-07-13T03:09:36.211764+00:00,2026-08-01T03:09:36.211764+00:00,COMPLETED,,synthetic
559,PR,85,PR_CREATED,PR Created,2026-08-01T03:09:36.211764+00:00,2026-08-01T03:09:36.211764+00:00,COMPLETED,5,synthetic
560,PR,85,RFQ,RFQ,2026-08-02T03:09:36.211764+00:00,2026-08-11T03:09:36.211764+00:00,COMPLETED,5,synthetic
561,PR,85,ARIBA,Ariba Event,2026-08-12T03:09:36.211764+00:00,2026-08-15T03:09:36.211764+00:00,COMPLETED,5,synthetic
562,PR,85,PO_CREATED,PO Created,2026-08-16T03:09:36.211764+00:00,2026-08-16T03:09:36.211764+00:00,COMPLETED,5,synthetic
563,RR,100,RR_CREATED,RR Created,2026-05-25T01:09:36.211764+00:00,2026-05-25T01:09:36.211764+00:00,COMPLETED,7,synthetic
564,RR,100,DOA,DOA Approval,2026-05-25T01:09:36.211764+00:00,2026-05-29T01:09:36.211764+00:00,COMPLETED,3,synthetic
565,RR,100,MRP,MRP Processing,2026-05-29T01:09:36.211764+00:00,2026-05-31T01:09:36.211764+00:00,COMPLETED,,synthetic
566,PR,86,PR_CREATED,PR Created,2026-05-31T01:09:36.211764+00:00,2026-05-31T01:09:36.211764+00:00,COMPLETED,5,synthetic
567,PR,86,PO_CREATED,PO Created,2026-06-01T01:09:36.211764+00:00,2026-06-01T01:09:36.211764+00:00,COMPLETED,5,synthetic
568,RR,101,RR_CREATED,RR Created,2026-04-15T09:09:36.211764+00:00,2026-04-15T09:09:36.211764+00:00,COMPLETED,19,synthetic
569,RR,101,DOA,DOA Approval,2026-04-15T09:09:36.211764+00:00,2026-04-19T09:09:36.211764+00:00,COMPLETED,15,synthetic
570,RR,101,MRP,MRP Processing,2026-04-19T09:09:36.211764+00:00,2026-04-21T09:09:36.211764+00:00,COMPLETED,,synthetic
571,PR,87,PR_CREATED,PR Created,2026-04-21T09:09:36.211764+00:00,2026-04-21T09:09:36.211764+00:00,COMPLETED,13,synthetic
572,PR,87,RFQ,RFQ,2026-04-22T09:09:36.211764+00:00,2026-05-30T09:09:36.211764+00:00,COMPLETED,13,synthetic
573,PR,87,NFA,NFA Approval,2026-05-31T09:09:36.211764+00:00,2026-06-02T09:09:36.211764+00:00,COMPLETED,3,synthetic
574,PR,87,PO_CREATED,PO Created,2026-06-03T09:09:36.211764+00:00,2026-06-03T09:09:36.211764+00:00,COMPLETED,13,synthetic
575,RR,102,RR_CREATED,RR Created,2025-12-11T03:09:36.211764+00:00,2025-12-11T03:09:36.211764+00:00,COMPLETED,19,synthetic
576,RR,102,DOA,DOA Approval,2025-12-11T03:09:36.211764+00:00,2025-12-14T03:09:36.211764+00:00,COMPLETED,3,synthetic
577,RR,102,MRP,MRP Processing,2025-12-14T03:09:36.211764+00:00,2025-12-16T03:09:36.211764+00:00,COMPLETED,,synthetic
578,PR,88,PR_CREATED,PR Created,2025-12-16T03:09:36.211764+00:00,2025-12-16T03:09:36.211764+00:00,COMPLETED,13,synthetic
579,PR,88,RFQ,RFQ,2025-12-17T03:09:36.211764+00:00,2025-12-27T03:09:36.211764+00:00,COMPLETED,13,synthetic
580,PR,88,ARIBA,Ariba Event,2025-12-28T03:09:36.211764+00:00,2025-12-31T03:09:36.211764+00:00,COMPLETED,13,synthetic
581,PR,88,AUCTION,Auction,2025-12-31T11:09:36.211764+00:00,2025-12-31T16:09:36.211764+00:00,COMPLETED,13,synthetic
582,PR,88,NFA,NFA Approval,2026-01-01T16:09:36.211764+00:00,2026-01-04T16:09:36.211764+00:00,COMPLETED,15,synthetic
583,PR,88,PO_CREATED,PO Created,2026-01-05T16:09:36.211764+00:00,2026-01-05T16:09:36.211764+00:00,COMPLETED,13,synthetic
584,RR,103,RR_CREATED,RR Created,2026-05-08T04:09:36.211764+00:00,2026-05-08T04:09:36.211764+00:00,COMPLETED,7,synthetic
585,RR,103,DOA,DOA Approval,2026-05-08T04:09:36.211764+00:00,,IN_PROGRESS,2,synthetic
586,RR,104,RR_CREATED,RR Created,2026-08-04T18:09:36.211764+00:00,2026-08-04T18:09:36.211764+00:00,COMPLETED,13,synthetic
587,RR,104,DOA,DOA Approval,2026-08-04T18:09:36.211764+00:00,2026-08-07T18:09:36.211764+00:00,COMPLETED,15,synthetic
588,RR,104,MRP,MRP Processing,2026-08-07T18:09:36.211764+00:00,2026-08-08T18:09:36.211764+00:00,COMPLETED,,synthetic
589,PR,89,PR_CREATED,PR Created,2026-08-08T18:09:36.211764+00:00,2026-08-08T18:09:36.211764+00:00,COMPLETED,12,synthetic
590,PR,89,RFQ,RFQ,2026-08-09T18:09:36.211764+00:00,2026-08-19T18:09:36.211764+00:00,COMPLETED,12,synthetic
591,PR,89,ARIBA,Ariba Event,2026-08-20T18:09:36.211764+00:00,,IN_PROGRESS,12,synthetic
592,RR,105,RR_CREATED,RR Created,2026-06-17T04:09:36.211764+00:00,2026-06-17T04:09:36.211764+00:00,COMPLETED,17,synthetic
593,RR,105,DOA,DOA Approval,2026-06-17T04:09:36.211764+00:00,2026-06-19T04:09:36.211764+00:00,COMPLETED,2,synthetic
594,RR,105,MRP,MRP Processing,2026-06-19T04:09:36.211764+00:00,2026-06-22T04:09:36.211764+00:00,COMPLETED,,synthetic
595,PR,90,PR_CREATED,PR Created,2026-06-22T04:09:36.211764+00:00,2026-06-22T04:09:36.211764+00:00,COMPLETED,13,synthetic
596,PR,90,RFQ,RFQ,2026-06-23T04:09:36.211764+00:00,2026-07-03T04:09:36.211764+00:00,COMPLETED,13,synthetic
597,PR,90,PO_CREATED,PO Created,2026-07-04T04:09:36.211764+00:00,2026-07-04T04:09:36.211764+00:00,COMPLETED,13,synthetic
598,RR,106,RR_CREATED,RR Created,2026-05-26T15:09:36.211764+00:00,2026-05-26T15:09:36.211764+00:00,COMPLETED,13,synthetic
599,RR,106,DOA,DOA Approval,2026-05-26T15:09:36.211764+00:00,2026-05-29T15:09:36.211764+00:00,COMPLETED,15,synthetic
600,RR,106,MRP,MRP Processing,2026-05-29T15:09:36.211764+00:00,2026-05-30T15:09:36.211764+00:00,COMPLETED,,synthetic
601,PR,91,PR_CREATED,PR Created,2026-05-30T15:09:36.211764+00:00,2026-05-30T15:09:36.211764+00:00,COMPLETED,24,synthetic
602,PR,91,NFA,NFA Approval,2026-05-31T15:09:36.211764+00:00,2026-06-02T15:09:36.211764+00:00,COMPLETED,3,synthetic
603,PR,91,PO_CREATED,PO Created,2026-06-03T15:09:36.211764+00:00,2026-06-03T15:09:36.211764+00:00,COMPLETED,24,synthetic
604,RR,107,RR_CREATED,RR Created,2026-08-18T13:09:36.211764+00:00,2026-08-18T13:09:36.211764+00:00,COMPLETED,3,synthetic
605,RR,107,DOA,DOA Approval,2026-08-18T13:09:36.211764+00:00,2026-08-20T13:09:36.211764+00:00,COMPLETED,3,synthetic
606,RR,107,MRP,MRP Processing,2026-08-20T13:09:36.211764+00:00,2026-08-22T13:09:36.211764+00:00,COMPLETED,,synthetic
607,PR,92,PR_CREATED,PR Created,2026-08-22T13:09:36.211764+00:00,2026-08-22T13:09:36.211764+00:00,COMPLETED,12,synthetic
608,PR,92,RFQ,RFQ,2026-08-23T13:09:36.211764+00:00,2026-09-20T13:09:36.211764+00:00,COMPLETED,12,synthetic
609,PR,92,NFA,NFA Approval,2026-09-21T13:09:36.211764+00:00,2026-09-24T13:09:36.211764+00:00,COMPLETED,15,synthetic
610,PR,92,PO_CREATED,PO Created,2026-09-25T13:09:36.211764+00:00,2026-09-25T13:09:36.211764+00:00,COMPLETED,12,synthetic
611,RR,108,RR_CREATED,RR Created,2026-06-16T08:09:36.211764+00:00,2026-06-16T08:09:36.211764+00:00,COMPLETED,9,synthetic
612,RR,108,DOA,DOA Approval,2026-06-16T08:09:36.211764+00:00,2026-06-20T08:09:36.211764+00:00,COMPLETED,2,synthetic
613,RR,108,MRP,MRP Processing,2026-06-20T08:09:36.211764+00:00,2026-06-23T08:09:36.211764+00:00,COMPLETED,,synthetic
614,PR,93,PR_CREATED,PR Created,2026-06-23T08:09:36.211764+00:00,2026-06-23T08:09:36.211764+00:00,COMPLETED,13,synthetic
615,PR,93,RFQ,RFQ,2026-06-24T08:09:36.211764+00:00,2026-07-04T08:09:36.211764+00:00,COMPLETED,13,synthetic
616,PR,93,ARIBA,Ariba Event,2026-07-05T08:09:36.211764+00:00,2026-07-31T08:09:36.211764+00:00,COMPLETED,13,synthetic
617,PR,93,AUCTION,Auction,2026-07-31T17:09:36.211764+00:00,2026-07-31T21:09:36.211764+00:00,COMPLETED,13,synthetic
618,PR,93,NFA,NFA Approval,2026-08-01T21:09:36.211764+00:00,2026-08-06T21:09:36.211764+00:00,COMPLETED,15,synthetic
619,RR,109,RR_CREATED,RR Created,2026-03-12T11:09:36.211764+00:00,2026-03-12T11:09:36.211764+00:00,COMPLETED,21,synthetic
620,RR,109,DOA,DOA Approval,2026-03-12T11:09:36.211764+00:00,2026-03-16T11:09:36.211764+00:00,COMPLETED,2,synthetic
621,RR,109,MRP,MRP Processing,2026-03-16T11:09:36.211764+00:00,2026-03-17T11:09:36.211764+00:00,COMPLETED,,synthetic
622,PR,94,PR_CREATED,PR Created,2026-03-17T11:09:36.211764+00:00,2026-03-17T11:09:36.211764+00:00,COMPLETED,24,synthetic
623,PR,94,RFQ,RFQ,2026-03-18T11:09:36.211764+00:00,2026-03-25T11:09:36.211764+00:00,COMPLETED,24,synthetic
624,PR,94,NFA,NFA Approval,2026-03-26T11:09:36.211764+00:00,2026-03-30T11:09:36.211764+00:00,REJECTED,3,synthetic
625,RR,110,RR_CREATED,RR Created,2026-08-13T12:09:36.211764+00:00,2026-08-13T12:09:36.211764+00:00,COMPLETED,3,synthetic
626,RR,110,DOA,DOA Approval,2026-08-13T12:09:36.211764+00:00,2026-08-17T12:09:36.211764+00:00,COMPLETED,2,synthetic
627,RR,110,MRP,MRP Processing,2026-08-17T12:09:36.211764+00:00,2026-08-19T12:09:36.211764+00:00,COMPLETED,,synthetic
628,PR,95,PR_CREATED,PR Created,2026-08-19T12:09:36.211764+00:00,2026-08-19T12:09:36.211764+00:00,COMPLETED,12,synthetic
629,PR,95,NFA,NFA Approval,2026-08-20T12:09:36.211764+00:00,2026-08-24T12:09:36.211764+00:00,COMPLETED,15,synthetic
630,PR,95,PO_CREATED,PO Created,2026-08-25T12:09:36.211764+00:00,2026-08-25T12:09:36.211764+00:00,COMPLETED,12,synthetic
631,RR,111,RR_CREATED,RR Created,2026-01-16T09:09:36.211764+00:00,2026-01-16T09:09:36.211764+00:00,COMPLETED,6,synthetic
632,RR,111,DOA,DOA Approval,2026-01-16T09:09:36.211764+00:00,2026-01-17T09:09:36.211764+00:00,COMPLETED,3,synthetic
633,RR,111,MRP,MRP Processing,2026-01-17T09:09:36.211764+00:00,2026-01-20T09:09:36.211764+00:00,COMPLETED,,synthetic
634,PR,96,PR_CREATED,PR Created,2026-01-20T09:09:36.211764+00:00,2026-01-20T09:09:36.211764+00:00,COMPLETED,12,synthetic
635,PR,96,PO_CREATED,PO Created,2026-01-21T09:09:36.211764+00:00,2026-01-21T09:09:36.211764+00:00,COMPLETED,12,synthetic
636,RR,112,RR_CREATED,RR Created,2026-05-19T13:09:36.211764+00:00,2026-05-19T13:09:36.211764+00:00,COMPLETED,16,synthetic
637,RR,112,DOA,DOA Approval,2026-05-19T13:09:36.211764+00:00,2026-05-20T13:09:36.211764+00:00,COMPLETED,3,synthetic
638,RR,112,MRP,MRP Processing,2026-05-20T13:09:36.211764+00:00,2026-05-23T13:09:36.211764+00:00,COMPLETED,,synthetic
639,PR,97,PR_CREATED,PR Created,2026-05-23T13:09:36.211764+00:00,2026-05-23T13:09:36.211764+00:00,COMPLETED,5,synthetic
640,PR,97,RFQ,RFQ,2026-05-24T13:09:36.211764+00:00,2026-06-02T13:09:36.211764+00:00,COMPLETED,5,synthetic
641,PR,97,NFA,NFA Approval,2026-06-03T13:09:36.211764+00:00,2026-06-05T13:09:36.211764+00:00,COMPLETED,3,synthetic
642,PR,97,PO_CREATED,PO Created,2026-06-06T13:09:36.211764+00:00,2026-06-06T13:09:36.211764+00:00,COMPLETED,5,synthetic
643,RR,113,RR_CREATED,RR Created,2025-12-21T05:09:36.211764+00:00,2025-12-21T05:09:36.211764+00:00,COMPLETED,16,synthetic
644,RR,113,DOA,DOA Approval,2025-12-21T05:09:36.211764+00:00,2025-12-23T05:09:36.211764+00:00,COMPLETED,15,synthetic
645,RR,113,MRP,MRP Processing,2025-12-23T05:09:36.211764+00:00,2025-12-25T05:09:36.211764+00:00,COMPLETED,,synthetic
646,PR,98,PR_CREATED,PR Created,2025-12-25T05:09:36.211764+00:00,2025-12-25T05:09:36.211764+00:00,COMPLETED,24,synthetic
647,PR,98,RFQ,RFQ,2025-12-26T05:09:36.211764+00:00,2026-01-28T05:09:36.211764+00:00,COMPLETED,24,synthetic
648,PR,98,NFA,NFA Approval,2026-01-29T05:09:36.211764+00:00,2026-01-31T05:09:36.211764+00:00,COMPLETED,3,synthetic
649,PR,98,PO_CREATED,PO Created,2026-02-01T05:09:36.211764+00:00,2026-02-01T05:09:36.211764+00:00,COMPLETED,24,synthetic
650,RR,114,RR_CREATED,RR Created,2026-07-22T23:09:36.211764+00:00,2026-07-22T23:09:36.211764+00:00,COMPLETED,13,synthetic
651,RR,114,DOA,DOA Approval,2026-07-22T23:09:36.211764+00:00,,IN_PROGRESS,2,synthetic
652,RR,115,RR_CREATED,RR Created,2026-07-06T14:09:36.211764+00:00,2026-07-06T14:09:36.211764+00:00,COMPLETED,12,synthetic
653,RR,115,DOA,DOA Approval,2026-07-06T14:09:36.211764+00:00,2026-07-09T14:09:36.211764+00:00,COMPLETED,15,synthetic
654,RR,115,MRP,MRP Processing,2026-07-09T14:09:36.211764+00:00,2026-07-11T14:09:36.211764+00:00,COMPLETED,,synthetic
655,PR,99,PR_CREATED,PR Created,2026-07-11T14:09:36.211764+00:00,2026-07-11T14:09:36.211764+00:00,COMPLETED,5,synthetic
656,PR,99,RFQ,RFQ,2026-07-12T14:09:36.211764+00:00,2026-08-11T14:09:36.211764+00:00,COMPLETED,5,synthetic
657,PR,99,NFA,NFA Approval,2026-08-12T14:09:36.211764+00:00,2026-08-14T14:09:36.211764+00:00,COMPLETED,15,synthetic
658,PR,99,PO_CREATED,PO Created,2026-08-15T14:09:36.211764+00:00,2026-08-15T14:09:36.211764+00:00,COMPLETED,5,synthetic
659,RR,116,RR_CREATED,RR Created,2026-04-25T17:09:36.211764+00:00,2026-04-25T17:09:36.211764+00:00,COMPLETED,7,synthetic
660,RR,116,DOA,DOA Approval,2026-04-25T17:09:36.211764+00:00,2026-05-29T17:09:36.211764+00:00,COMPLETED,15,synthetic
661,RR,116,MRP,MRP Processing,2026-05-29T17:09:36.211764+00:00,2026-05-31T17:09:36.211764+00:00,COMPLETED,,synthetic
662,PR,100,PR_CREATED,PR Created,2026-05-31T17:09:36.211764+00:00,2026-05-31T17:09:36.211764+00:00,COMPLETED,24,synthetic
663,PR,100,RFQ,RFQ,2026-06-01T17:09:36.211764+00:00,2026-06-08T17:09:36.211764+00:00,COMPLETED,24,synthetic
664,PR,100,PO_CREATED,PO Created,2026-06-09T17:09:36.211764+00:00,2026-06-09T17:09:36.211764+00:00,COMPLETED,24,synthetic
665,RR,117,RR_CREATED,RR Created,2026-04-25T04:09:36.211764+00:00,2026-04-25T04:09:36.211764+00:00,COMPLETED,11,synthetic
666,RR,117,DOA,DOA Approval,2026-04-25T04:09:36.211764+00:00,2026-04-27T04:09:36.211764+00:00,COMPLETED,2,synthetic
667,RR,117,MRP,MRP Processing,2026-04-27T04:09:36.211764+00:00,2026-04-30T04:09:36.211764+00:00,COMPLETED,,synthetic
668,PR,101,PR_CREATED,PR Created,2026-04-30T04:09:36.211764+00:00,2026-04-30T04:09:36.211764+00:00,COMPLETED,13,synthetic
669,PR,101,NFA,NFA Approval,2026-05-01T04:09:36.211764+00:00,2026-05-06T04:09:36.211764+00:00,COMPLETED,15,synthetic
670,PR,101,PO_CREATED,PO Created,2026-05-07T04:09:36.211764+00:00,2026-05-07T04:09:36.211764+00:00,COMPLETED,13,synthetic
671,RR,118,RR_CREATED,RR Created,2026-04-02T13:09:36.211764+00:00,2026-04-02T13:09:36.211764+00:00,COMPLETED,15,synthetic
672,RR,118,DOA,DOA Approval,2026-04-02T13:09:36.211764+00:00,2026-04-05T13:09:36.211764+00:00,COMPLETED,2,synthetic
673,RR,118,MRP,MRP Processing,2026-04-05T13:09:36.211764+00:00,2026-04-06T13:09:36.211764+00:00,COMPLETED,,synthetic
674,PR,102,PR_CREATED,PR Created,2026-04-06T13:09:36.211764+00:00,2026-04-06T13:09:36.211764+00:00,COMPLETED,5,synthetic
675,PR,102,RFQ,RFQ,2026-04-07T13:09:36.211764+00:00,2026-04-28T13:09:36.211764+00:00,COMPLETED,5,synthetic
676,PR,102,ARIBA,Ariba Event,2026-04-29T13:09:36.211764+00:00,2026-05-05T13:09:36.211764+00:00,COMPLETED,5,synthetic
677,PR,102,AUCTION,Auction,2026-05-05T17:09:36.211764+00:00,2026-05-06T01:09:36.211764+00:00,COMPLETED,5,synthetic
678,PR,102,NFA,NFA Approval,2026-05-07T01:09:36.211764+00:00,2026-05-12T01:09:36.211764+00:00,COMPLETED,3,synthetic
679,PR,102,PO_CREATED,PO Created,2026-05-13T01:09:36.211764+00:00,2026-05-13T01:09:36.211764+00:00,COMPLETED,5,synthetic
680,RR,119,RR_CREATED,RR Created,2026-05-29T12:09:36.211764+00:00,2026-05-29T12:09:36.211764+00:00,COMPLETED,9,synthetic
681,RR,119,DOA,DOA Approval,2026-05-29T12:09:36.211764+00:00,2026-06-02T12:09:36.211764+00:00,COMPLETED,3,synthetic
682,RR,119,MRP,MRP Processing,2026-06-02T12:09:36.211764+00:00,2026-06-04T12:09:36.211764+00:00,COMPLETED,,synthetic
683,PR,103,PR_CREATED,PR Created,2026-06-04T12:09:36.211764+00:00,2026-06-04T12:09:36.211764+00:00,COMPLETED,12,synthetic
684,PR,103,RFQ,RFQ,2026-06-05T12:09:36.211764+00:00,,IN_PROGRESS,12,synthetic
685,RR,120,RR_CREATED,RR Created,2025-12-26T12:09:36.211764+00:00,2025-12-26T12:09:36.211764+00:00,COMPLETED,5,synthetic
686,RR,120,DOA,DOA Approval,2025-12-26T12:09:36.211764+00:00,2025-12-30T12:09:36.211764+00:00,COMPLETED,15,synthetic
687,RR,120,MRP,MRP Processing,2025-12-30T12:09:36.211764+00:00,2026-01-02T12:09:36.211764+00:00,COMPLETED,,synthetic
688,PR,104,PR_CREATED,PR Created,2026-01-02T12:09:36.211764+00:00,2026-01-02T12:09:36.211764+00:00,COMPLETED,12,synthetic
689,PR,104,RFQ,RFQ,2026-01-03T12:09:36.211764+00:00,2026-01-10T12:09:36.211764+00:00,COMPLETED,12,synthetic
690,PR,104,ARIBA,Ariba Event,2026-01-11T12:09:36.211764+00:00,2026-02-10T12:09:36.211764+00:00,COMPLETED,12,synthetic
691,PR,104,AUCTION,Auction,2026-02-10T19:09:36.211764+00:00,2026-02-11T03:09:36.211764+00:00,COMPLETED,12,synthetic
692,PR,104,NFA,NFA Approval,2026-02-12T03:09:36.211764+00:00,2026-02-15T03:09:36.211764+00:00,COMPLETED,3,synthetic
693,PR,104,PO_CREATED,PO Created,2026-02-16T03:09:36.211764+00:00,2026-02-16T03:09:36.211764+00:00,COMPLETED,12,synthetic
694,RR,121,RR_CREATED,RR Created,2026-06-26T02:09:36.211764+00:00,2026-06-26T02:09:36.211764+00:00,COMPLETED,10,synthetic
695,RR,121,DOA,DOA Approval,2026-06-26T02:09:36.211764+00:00,2026-06-29T02:09:36.211764+00:00,COMPLETED,2,synthetic
696,RR,121,MRP,MRP Processing,2026-06-29T02:09:36.211764+00:00,2026-07-21T02:09:36.211764+00:00,COMPLETED,,synthetic
697,PR,105,PR_CREATED,PR Created,2026-07-21T02:09:36.211764+00:00,2026-07-21T02:09:36.211764+00:00,COMPLETED,24,synthetic
698,PR,105,NFA,NFA Approval,2026-07-22T02:09:36.211764+00:00,2026-07-26T02:09:36.211764+00:00,COMPLETED,15,synthetic
699,PR,105,PO_CREATED,PO Created,2026-07-27T02:09:36.211764+00:00,2026-07-27T02:09:36.211764+00:00,COMPLETED,24,synthetic
700,RR,122,RR_CREATED,RR Created,2026-03-23T13:09:36.211764+00:00,2026-03-23T13:09:36.211764+00:00,COMPLETED,24,synthetic
701,RR,122,DOA,DOA Approval,2026-03-23T13:09:36.211764+00:00,2026-03-24T13:09:36.211764+00:00,COMPLETED,2,synthetic
702,RR,122,MRP,MRP Processing,2026-03-24T13:09:36.211764+00:00,2026-03-25T13:09:36.211764+00:00,COMPLETED,,synthetic
703,PR,106,PR_CREATED,PR Created,2026-03-25T13:09:36.211764+00:00,2026-03-25T13:09:36.211764+00:00,COMPLETED,12,synthetic
704,PR,106,RFQ,RFQ,2026-03-26T13:09:36.211764+00:00,2026-03-31T13:09:36.211764+00:00,COMPLETED,12,synthetic
705,PR,106,ARIBA,Ariba Event,2026-04-01T13:09:36.211764+00:00,2026-04-05T13:09:36.211764+00:00,COMPLETED,12,synthetic
706,PR,106,AUCTION,Auction,2026-04-06T08:09:36.211764+00:00,2026-04-06T14:09:36.211764+00:00,COMPLETED,12,synthetic
707,PR,106,NFA,NFA Approval,2026-04-07T14:09:36.211764+00:00,2026-04-12T14:09:36.211764+00:00,COMPLETED,3,synthetic
708,PR,106,PO_CREATED,PO Created,2026-04-13T14:09:36.211764+00:00,2026-04-13T14:09:36.211764+00:00,COMPLETED,12,synthetic
709,RR,123,RR_CREATED,RR Created,2026-06-06T14:09:36.211764+00:00,2026-06-06T14:09:36.211764+00:00,COMPLETED,9,synthetic
710,RR,123,DOA,DOA Approval,2026-06-06T14:09:36.211764+00:00,2026-06-26T14:09:36.211764+00:00,COMPLETED,15,synthetic
711,RR,123,MRP,MRP Processing,2026-06-26T14:09:36.211764+00:00,2026-06-28T14:09:36.211764+00:00,COMPLETED,,synthetic
712,PR,107,PR_CREATED,PR Created,2026-06-28T14:09:36.211764+00:00,2026-06-28T14:09:36.211764+00:00,COMPLETED,12,synthetic
713,PR,107,NFA,NFA Approval,2026-06-29T14:09:36.211764+00:00,2026-07-03T14:09:36.211764+00:00,COMPLETED,3,synthetic
714,PR,107,PO_CREATED,PO Created,2026-07-04T14:09:36.211764+00:00,2026-07-04T14:09:36.211764+00:00,COMPLETED,12,synthetic
715,RR,124,RR_CREATED,RR Created,2025-12-16T12:09:36.211764+00:00,2025-12-16T12:09:36.211764+00:00,COMPLETED,21,synthetic
716,RR,124,DOA,DOA Approval,2025-12-16T12:09:36.211764+00:00,2026-01-17T12:09:36.211764+00:00,COMPLETED,2,synthetic
717,RR,124,MRP,MRP Processing,2026-01-17T12:09:36.211764+00:00,2026-01-18T12:09:36.211764+00:00,COMPLETED,,synthetic
718,PR,108,PR_CREATED,PR Created,2026-01-18T12:09:36.211764+00:00,2026-01-18T12:09:36.211764+00:00,COMPLETED,24,synthetic
719,PR,108,RFQ,RFQ,2026-01-19T12:09:36.211764+00:00,2026-01-29T12:09:36.211764+00:00,COMPLETED,24,synthetic
720,PR,108,PO_CREATED,PO Created,2026-01-30T12:09:36.211764+00:00,2026-01-30T12:09:36.211764+00:00,COMPLETED,24,synthetic
721,RR,125,RR_CREATED,RR Created,2026-08-13T06:09:36.211764+00:00,2026-08-13T06:09:36.211764+00:00,COMPLETED,1,synthetic
722,RR,125,DOA,DOA Approval,2026-08-13T06:09:36.211764+00:00,2026-08-15T06:09:36.211764+00:00,COMPLETED,2,synthetic
723,RR,125,MRP,MRP Processing,2026-08-15T06:09:36.211764+00:00,2026-08-17T06:09:36.211764+00:00,COMPLETED,,synthetic
724,PR,109,PR_CREATED,PR Created,2026-08-17T06:09:36.211764+00:00,2026-08-17T06:09:36.211764+00:00,COMPLETED,13,synthetic
725,PR,109,NFA,NFA Approval,2026-08-18T06:09:36.211764+00:00,2026-08-22T06:09:36.211764+00:00,COMPLETED,3,synthetic
726,PR,109,PO_CREATED,PO Created,2026-08-23T06:09:36.211764+00:00,2026-08-23T06:09:36.211764+00:00,COMPLETED,13,synthetic
727,RR,126,RR_CREATED,RR Created,2025-12-21T16:09:36.211764+00:00,2025-12-21T16:09:36.211764+00:00,COMPLETED,15,synthetic
728,RR,126,DOA,DOA Approval,2025-12-21T16:09:36.211764+00:00,2025-12-25T16:09:36.211764+00:00,COMPLETED,2,synthetic
729,RR,126,MRP,MRP Processing,2025-12-25T16:09:36.211764+00:00,2025-12-28T16:09:36.211764+00:00,COMPLETED,,synthetic
730,PR,110,PR_CREATED,PR Created,2025-12-28T16:09:36.211764+00:00,2025-12-28T16:09:36.211764+00:00,COMPLETED,5,synthetic
731,PR,110,NFA,NFA Approval,2025-12-29T16:09:36.211764+00:00,2026-01-02T16:09:36.211764+00:00,COMPLETED,3,synthetic
732,PR,110,PO_CREATED,PO Created,2026-01-03T16:09:36.211764+00:00,2026-01-03T16:09:36.211764+00:00,COMPLETED,5,synthetic
733,RR,127,RR_CREATED,RR Created,2026-02-21T22:09:36.211764+00:00,2026-02-21T22:09:36.211764+00:00,COMPLETED,2,synthetic
734,RR,127,DOA,DOA Approval,2026-02-21T22:09:36.211764+00:00,2026-02-25T22:09:36.211764+00:00,COMPLETED,2,synthetic
735,RR,127,MRP,MRP Processing,2026-02-25T22:09:36.211764+00:00,2026-02-27T22:09:36.211764+00:00,COMPLETED,,synthetic
736,PR,111,PR_CREATED,PR Created,2026-02-27T22:09:36.211764+00:00,2026-02-27T22:09:36.211764+00:00,COMPLETED,24,synthetic
737,PR,111,NFA,NFA Approval,2026-02-28T22:09:36.211764+00:00,2026-03-03T22:09:36.211764+00:00,COMPLETED,15,synthetic
738,PR,111,PO_CREATED,PO Created,2026-03-04T22:09:36.211764+00:00,2026-03-04T22:09:36.211764+00:00,COMPLETED,24,synthetic
739,RR,128,RR_CREATED,RR Created,2026-01-19T16:09:36.211764+00:00,2026-01-19T16:09:36.211764+00:00,COMPLETED,10,synthetic
740,RR,128,DOA,DOA Approval,2026-01-19T16:09:36.211764+00:00,2026-01-21T16:09:36.211764+00:00,COMPLETED,2,synthetic
741,RR,128,MRP,MRP Processing,2026-01-21T16:09:36.211764+00:00,2026-01-23T16:09:36.211764+00:00,COMPLETED,,synthetic
742,PR,112,PR_CREATED,PR Created,2026-01-23T16:09:36.211764+00:00,2026-01-23T16:09:36.211764+00:00,COMPLETED,24,synthetic
743,PR,112,RFQ,RFQ,2026-01-24T16:09:36.211764+00:00,2026-02-23T16:09:36.211764+00:00,COMPLETED,24,synthetic
