id,recipient_id,type,title,message,status,related_entity_type,related_entity_id,created_at,read_at
178,9,PO_CREATED,PO-3117 created,A purchase order has been created for your requisition.,READ,PO,117,2026-01-10T12:18:35.097269+00:00,2026-01-10T19:18:35.097269+00:00
179,17,APPROVAL_RESULT,RR-1105 approved,Your requisition was approved at DOA.,READ,RR,105,2026-08-21T18:18:35.097269+00:00,2026-08-22T18:18:35.097269+00:00
180,15,APPROVAL_REQUEST,NFA approval needed: PR-2137,An NFA is waiting on your approval.,UNREAD,PR,137,2026-09-05T18:18:35.097269+00:00,
181,18,APPROVAL_RESULT,RR-1106 approved,Your requisition was approved at DOA.,READ,RR,106,2026-04-07T14:18:35.097269+00:00,2026-04-07T23:18:35.097269+00:00
182,18,PO_CREATED,PO-3118 created,A purchase order has been created for your requisition.,READ,PO,118,2026-05-08T14:18:35.097269+00:00,2026-05-09T15:18:35.097269+00:00
183,18,APPROVAL_RESULT,RR-1107 approved,Your requisition was approved at DOA.,READ,RR,107,2026-01-26T15:18:35.097269+00:00,2026-01-27T15:18:35.097269+00:00
184,18,PO_CREATED,PO-3119 created,A purchase order has been created for your requisition.,UNREAD,PO,119,2026-02-10T21:18:35.097269+00:00,
185,3,APPROVAL_RESULT,RR-1109 approved,Your requisition was approved at DOA.,READ,RR,109,2026-05-07T01:18:35.097269+00:00,2026-05-07T20:18:35.097269+00:00
186,3,APPROVAL_REQUEST,DOA approval needed: RR-1110,A requisition is waiting on your DOA approval.,UNREAD,RR,110,2026-08-07T00:18:35.097269+00:00,
187,23,APPROVAL_RESULT,RR-1111 approved,Your requisition was approved at DOA.,READ,RR,111,2026-02-23T15:18:35.097269+00:00,2026-02-23T22:18:35.097269+00:00
188,23,PO_CREATED,PO-3120 created,A purchase order has been created for your requisition.,READ,PO,120,2026-02-25T15:18:35.097269+00:00,2026-02-26T18:18:35.097269+00:00
189,5,APPROVAL_RESULT,RR-1113 approved,Your requisition was approved at DOA.,READ,RR,113,2026-06-20T02:18:35.097269+00:00,2026-06-20T21:18:35.097269+00:00
190,5,PO_CREATED,PO-3121 created,A purchase order has been created for your requisition.,UNREAD,PO,121,2026-07-06T02:18:35.097269+00:00,
191,7,APPROVAL_RESULT,RR-1114 approved,Your requisition was approved at DOA.,READ,RR,114,2026-01-11T06:18:35.097269+00:00,2026-01-12T10:18:35.097269+00:00
192,7,PO_CREATED,PO-3122 created,A purchase order has been created for your requisition.,UNREAD,PO,122,2026-01-18T06:18:35.097269+00:00,
193,22,APPROVAL_RESULT,RR-1115 approved,Your requisition was approved at DOA.,READ,RR,115,2026-02-22T22:18:35.097269+00:00,2026-02-23T03:18:35.097269+00:00
194,22,PO_CREATED,PO-3123 created,A purchase order has been created for your requisition.,UNREAD,PO,123,2026-04-12T22:18:35.097269+00:00,
195,15,APPROVAL_REQUEST,DOA approval needed: RR-1116,A requisition is waiting on your DOA approval.,UNREAD,RR,116,2026-06-07T02:18:35.097269+00:00,
196,23,APPROVAL_RESULT,RR-1117 approved,Your requisition was approved at DOA.,READ,RR,117,2026-03-24T11:18:35.097269+00:00,2026-03-25T07:18:35.097269+00:00
197,23,PO_CREATED,PO-3124 created,A purchase order has been created for your requisition.,READ,PO,124,2026-04-09T11:18:35.097269+00:00,2026-04-10T03:18:35.097269+00:00
198,8,APPROVAL_RESULT,RR-1118 approved,Your requisition was approved at DOA.,READ,RR,118,2026-08-05T03:18:35.097269+00:00,2026-08-05T06:18:35.097269+00:00
199,8,PO_CREATED,PO-3125 created,A purchase order has been created for your requisition.,UNREAD,PO,125,2026-08-19T03:18:35.097269+00:00,
200,15,APPROVAL_RESULT,RR-1119 approved,Your requisition was approved at DOA.,READ,RR,119,2026-02-21T08:18:35.097269+00:00,2026-02-21T13:18:35.097269+00:00
201,15,PO_CREATED,PO-3126 created,A purchase order has been created for your requisition.,UNREAD,PO,126,2026-03-02T08:18:35.097269+00:00,
202,15,APPROVAL_REQUEST,DOA approval needed: RR-1120,A requisition is waiting on your DOA approval.,UNREAD,RR,120,2026-04-09T21:18:35.097269+00:00,
203,14,APPROVAL_RESULT,RR-1121 approved,Your requisition was approved at DOA.,READ,RR,121,2026-07-16T06:18:35.097269+00:00,2026-07-16T20:18:35.097269+00:00
204,14,PO_CREATED,PO-3127 created,A purchase order has been created for your requisition.,READ,PO,127,2026-08-03T03:18:35.097269+00:00,2026-08-03T19:18:35.097269+00:00
205,3,APPROVAL_REQUEST,DOA approval needed: RR-1122,A requisition is waiting on your DOA approval.,UNREAD,RR,122,2026-04-18T19:18:35.097269+00:00,
206,3,APPROVAL_REQUEST,DOA approval needed: RR-1123,A requisition is waiting on your DOA approval.,UNREAD,RR,123,2026-06-17T01:18:35.097269+00:00,
207,18,APPROVAL_RESULT,RR-1124 approved,Your requisition was approved at DOA.,READ,RR,124,2026-07-29T19:18:35.097269+00:00,2026-07-30T10:18:35.097269+00:00
208,18,PO_CREATED,PO-3128 created,A purchase order has been created for your requisition.,READ,PO,128,2026-08-26T07:18:35.097269+00:00,2026-08-26T23:18:35.097269+00:00
209,10,APPROVAL_RESULT,RR-1125 approved,Your requisition was approved at DOA.,READ,RR,125,2026-06-23T03:18:35.097269+00:00,2026-06-23T13:18:35.097269+00:00
210,10,PO_CREATED,PO-3129 created,A purchase order has been created for your requisition.,READ,PO,129,2026-07-28T03:18:35.097269+00:00,2026-07-28T16:18:35.097269+00:00
211,24,APPROVAL_RESULT,RR-1126 approved,Your requisition was approved at DOA.,READ,RR,126,2026-01-25T06:18:35.097269+00:00,2026-01-25T21:18:35.097269+00:00
212,24,PO_CREATED,PO-3130 created,A purchase order has been created for your requisition.,READ,PO,130,2026-02-15T06:18:35.097269+00:00,2026-02-15T23:18:35.097269+00:00
213,9,APPROVAL_RESULT,RR-1127 approved,Your requisition was approved at DOA.,READ,RR,127,2026-08-18T20:18:35.097269+00:00,2026-08-19T08:18:35.097269+00:00
214,9,PO_CREATED,PO-3131 created,A purchase order has been created for your requisition.,UNREAD,PO,131,2026-08-26T20:18:35.097269+00:00,
215,15,APPROVAL_RESULT,RR-1128 approved,Your requisition was approved at DOA.,READ,RR,128,2026-03-18T07:18:35.097269+00:00,2026-03-19T00:18:35.097269+00:00
216,15,PO_CREATED,PO-3132 created,A purchase order has been created for your requisition.,READ,PO,132,2026-03-27T07:18:35.097269+00:00,2026-03-27T16:18:35.097269+00:00
217,5,APPROVAL_RESULT,RR-1129 approved,Your requisition was approved at DOA.,UNREAD,RR,129,2026-04-03T14:18:35.097269+00:00,
218,5,PO_CREATED,PO-3133 created,A purchase order has been created for your requisition.,READ,PO,133,2026-05-07T14:18:35.097269+00:00,2026-05-08T11:18:35.097269+00:00
219,9,APPROVAL_RESULT,RR-1130 approved,Your requisition was approved at DOA.,UNREAD,RR,130,2026-04-25T00:18:35.097269+00:00,
220,9,PO_CREATED,PO-3134 created,A purchase order has been created for your requisition.,UNREAD,PO,134,2026-05-09T00:18:35.097269+00:00,
221,7,APPROVAL_RESULT,RR-1131 approved,Your requisition was approved at DOA.,READ,RR,131,2025-12-25T10:18:35.097269+00:00,2025-12-26T06:18:35.097269+00:00
222,3,APPROVAL_REQUEST,DOA approval needed: RR-1132,A requisition is waiting on your DOA approval.,UNREAD,RR,132,2026-08-16T11:18:35.097269+00:00,
223,12,APPROVAL_RESULT,RR-1133 approved,Your requisition was approved at DOA.,UNREAD,RR,133,2025-12-26T01:18:35.097269+00:00,
224,12,PO_CREATED,PO-3135 created,A purchase order has been created for your requisition.,READ,PO,135,2026-02-04T05:18:35.097269+00:00,2026-02-04T16:18:35.097269+00:00
225,12,APPROVAL_RESULT,RR-1134 approved,Your requisition was approved at DOA.,UNREAD,RR,134,2026-08-26T08:18:35.097269+00:00,
226,3,APPROVAL_REQUEST,NFA approval needed: PR-2158,An NFA is waiting on your approval.,UNREAD,PR,158,2026-09-12T08:18:35.097269+00:00,
227,2,APPROVAL_RESULT,RR-1135 approved,Your requisition was approved at DOA.,READ,RR,135,2026-01-04T00:18:35.097269+00:00,2026-01-04T18:18:35.097269+00:00
228,2,PO_CREATED,PO-3136 created,A purchase order has been created for your requisition.,UNREAD,PO,136,2026-01-12T00:18:35.097269+00:00,
229,21,APPROVAL_RESULT,RR-1136 approved,Your requisition was approved at DOA.,UNREAD,RR,136,2026-05-29T04:18:35.097269+00:00,
230,21,PO_CREATED,PO-3137 created,A purchase order has been created for your requisition.,READ,PO,137,2026-05-31T04:18:35.097269+00:00,2026-06-01T04:18:35.097269+00:00
231,2,APPROVAL_RESULT,RR-1137 approved,Your requisition was approved at DOA.,READ,RR,137,2026-03-19T09:18:35.097269+00:00,2026-03-20T15:18:35.097269+00:00
232,2,PO_CREATED,PO-3138 created,A purchase order has been created for your requisition.,UNREAD,PO,138,2026-04-03T09:18:35.097269+00:00,
233,23,APPROVAL_RESULT,RR-1138 approved,Your requisition was approved at DOA.,UNREAD,RR,138,2026-08-12T11:18:35.097269+00:00,
234,3,APPROVAL_REQUEST,NFA approval needed: PR-2162,An NFA is waiting on your approval.,UNREAD,PR,162,2026-08-28T11:18:35.097269+00:00,
235,16,APPROVAL_RESULT,RR-1139 approved,Your requisition was approved at DOA.,READ,RR,139,2026-01-19T01:18:35.097269+00:00,2026-01-19T15:18:35.097269+00:00
236,16,PO_CREATED,PO-3139 created,A purchase order has been created for your requisition.,READ,PO,139,2026-03-15T01:18:35.097269+00:00,2026-03-15T03:18:35.097269+00:00
237,8,APPROVAL_RESULT,RR-1140 approved,Your requisition was approved at DOA.,UNREAD,RR,140,2025-12-15T15:18:35.097269+00:00,
238,8,PO_CREATED,PO-3140 created,A purchase order has been created for your requisition.,READ,PO,140,2025-12-17T15:18:35.097269+00:00,2025-12-18T18:18:35.097269+00:00
239,19,APPROVAL_RESULT,RR-1141 approved,Your requisition was approved at DOA.,READ,RR,141,2026-07-07T16:18:35.097269+00:00,2026-07-08T12:18:35.097269+00:00
240,19,PO_CREATED,PO-3141 created,A purchase order has been created for your requisition.,UNREAD,PO,141,2026-07-17T16:18:35.097269+00:00,
241,3,APPROVAL_RESULT,RR-1142 approved,Your requisition was approved at DOA.,READ,RR,142,2026-06-30T15:18:35.097269+00:00,2026-07-01T17:18:35.097269+00:00
242,3,PO_CREATED,PO-3142 created,A purchase order has been created for your requisition.,READ,PO,142,2026-07-02T15:18:35.097269+00:00,2026-07-02T21:18:35.097269+00:00
243,18,APPROVAL_RESULT,RR-1143 approved,Your requisition was approved at DOA.,UNREAD,RR,143,2026-07-31T03:18:35.097269+00:00,
244,24,APPROVAL_RESULT,NFA rejected for PR-2167,The NFA for this PR was rejected.,UNREAD,PR,167,2026-08-27T00:18:35.097269+00:00,
245,6,APPROVAL_RESULT,RR-1144 approved,Your requisition was approved at DOA.,READ,RR,144,2026-07-01T07:18:35.097269+00:00,2026-07-01T18:18:35.097269+00:00
246,6,PO_CREATED,PO-3143 created,A purchase order has been created for your requisition.,UNREAD,PO,143,2026-08-10T07:18:35.097269+00:00,
247,20,APPROVAL_RESULT,RR-1145 approved,Your requisition was approved at DOA.,READ,RR,145,2025-12-12T15:18:35.097269+00:00,2025-12-12T20:18:35.097269+00:00
248,23,APPROVAL_RESULT,RR-1146 approved,Your requisition was approved at DOA.,READ,RR,146,2026-02-18T18:18:35.097269+00:00,2026-02-19T19:18:35.097269+00:00
249,23,PO_CREATED,PO-3144 created,A purchase order has been created for your requisition.,UNREAD,PO,144,2026-04-06T18:18:35.097269+00:00,
250,3,APPROVAL_REQUEST,DOA approval needed: RR-1147,A requisition is waiting on your DOA approval.,UNREAD,RR,147,2026-08-14T02:18:35.097269+00:00,
251,4,APPROVAL_RESULT,RR-1149 approved,Your requisition was approved at DOA.,READ,RR,149,2026-03-05T00:18:35.097269+00:00,2026-03-06T03:18:35.097269+00:00
252,4,PO_CREATED,PO-3145 created,A purchase order has been created for your requisition.,READ,PO,145,2026-03-20T00:18:35.097269+00:00,2026-03-20T13:18:35.097269+00:00
253,13,APPROVAL_RESULT,RR-1151 approved,Your requisition was approved at DOA.,READ,RR,151,2026-04-21T15:18:35.097269+00:00,2026-04-22T08:18:35.097269+00:00
254,13,PO_CREATED,PO-3146 created,A purchase order has been created for your requisition.,READ,PO,146,2026-05-07T15:18:35.097269+00:00,2026-05-08T05:18:35.097269+00:00
255,8,APPROVAL_RESULT,RR-1152 approved,Your requisition was approved at DOA.,UNREAD,RR,152,2026-07-31T00:18:35.097269+00:00,
256,8,PO_CREATED,PO-3147 created,A purchase order has been created for your requisition.,UNREAD,PO,147,2026-09-04T09:18:35.097269+00:00,
257,4,APPROVAL_RESULT,RR-1153 approved,Your requisition was approved at DOA.,READ,RR,153,2026-08-07T16:18:35.097269+00:00,2026-08-08T17:18:35.097269+00:00
258,4,PO_CREATED,PO-3148 created,A purchase order has been created for your requisition.,UNREAD,PO,148,2026-08-09T16:18:35.097269+00:00,
259,3,APPROVAL_REQUEST,DOA approval needed: RR-1154,A requisition is waiting on your DOA approval.,UNREAD,RR,154,2026-08-05T22:18:35.097269+00:00,
260,4,APPROVAL_RESULT,RR-1155 approved,Your requisition was approved at DOA.,READ,RR,155,2026-07-11T08:18:35.097269+00:00,2026-07-12T10:18:35.097269+00:00
261,4,PO_CREATED,PO-3149 created,A purchase order has been created for your requisition.,READ,PO,149,2026-07-13T08:18:35.097269+00:00,2026-07-13T23:18:35.097269+00:00
262,1,APPROVAL_RESULT,RR-1156 approved,Your requisition was approved at DOA.,UNREAD,RR,156,2026-05-12T17:18:35.097269+00:00,
263,1,PO_CREATED,PO-3150 created,A purchase order has been created for your requisition.,READ,PO,150,2026-06-04T09:18:35.097269+00:00,2026-06-04T23:18:35.097269+00:00
264,2,APPROVAL_RESULT,RR-1157 approved,Your requisition was approved at DOA.,READ,RR,157,2026-08-02T22:18:35.097269+00:00,2026-08-03T16:18:35.097269+00:00
265,2,PO_CREATED,PO-3151 created,A purchase order has been created for your requisition.,READ,PO,151,2026-08-20T12:18:35.097269+00:00,2026-08-21T00:18:35.097269+00:00
266,12,APPROVAL_RESULT,RR-1158 approved,Your requisition was approved at DOA.,READ,RR,158,2025-12-24T12:18:35.097269+00:00,2025-12-25T02:18:35.097269+00:00
267,12,PO_CREATED,PO-3152 created,A purchase order has been created for your requisition.,UNREAD,PO,152,2025-12-31T12:18:35.097269+00:00,
268,14,APPROVAL_RESULT,RR-1159 approved,Your requisition was approved at DOA.,READ,RR,159,2026-02-18T12:18:35.097269+00:00,2026-02-18T23:18:35.097269+00:00
269,14,PO_CREATED,PO-3153 created,A purchase order has been created for your requisition.,UNREAD,PO,153,2026-02-21T12:18:35.097269+00:00,
270,23,APPROVAL_RESULT,RR-1160 approved,Your requisition was approved at DOA.,READ,RR,160,2025-12-06T20:18:35.097269+00:00,2025-12-07T09:18:35.097269+00:00
271,23,PO_CREATED,PO-3154 created,A purchase order has been created for your requisition.,READ,PO,154,2026-01-15T14:18:35.097269+00:00,2026-01-16T00:18:35.097269+00:00
272,24,APPROVAL_RESULT,RR-1161 approved,Your requisition was approved at DOA.,READ,RR,161,2026-04-30T07:18:35.097269+00:00,2026-04-30T11:18:35.097269+00:00
273,24,PO_CREATED,PO-3155 created,A purchase order has been created for your requisition.,UNREAD,PO,155,2026-06-14T07:18:35.097269+00:00,
274,4,APPROVAL_RESULT,RR-1162 approved,Your requisition was approved at DOA.,UNREAD,RR,162,2026-06-27T17:18:35.097269+00:00,
275,4,PO_CREATED,PO-3156 created,A purchase order has been created for your requisition.,READ,PO,156,2026-06-30T17:18:35.097269+00:00,2026-06-30T22:18:35.097269+00:00
276,12,APPROVAL_RESULT,RR-1163 approved,Your requisition was approved at DOA.,READ,RR,163,2026-07-03T07:18:35.097269+00:00,2026-07-03T09:18:35.097269+00:00
277,12,PO_CREATED,PO-3157 created,A purchase order has been created for your requisition.,UNREAD,PO,157,2026-08-25T07:18:35.097269+00:00,
278,10,APPROVAL_RESULT,RR-1164 approved,Your requisition was approved at DOA.,READ,RR,164,2026-02-19T09:18:35.097269+00:00,2026-02-20T04:18:35.097269+00:00
279,10,PO_CREATED,PO-3158 created,A purchase order has been created for your requisition.,UNREAD,PO,158,2026-02-23T09:18:35.097269+00:00,
280,4,APPROVAL_RESULT,RR-1165 approved,Your requisition was approved at DOA.,READ,RR,165,2026-02-11T12:18:35.097269+00:00,2026-02-12T12:18:35.097269+00:00
281,4,PO_CREATED,PO-3159 created,A purchase order has been created for your requisition.,UNREAD,PO,159,2026-03-22T12:18:35.097269+00:00,
282,18,APPROVAL_RESULT,RR-1166 approved,Your requisition was approved at DOA.,UNREAD,RR,166,2026-03-22T02:18:35.097269+00:00,
283,18,PO_CREATED,PO-3160 created,A purchase order has been created for your requisition.,READ,PO,160,2026-03-26T02:18:35.097269+00:00,2026-03-26T11:18:35.097269+00:00
284,10,APPROVAL_RESULT,RR-1167 approved,Your requisition was approved at DOA.,READ,RR,167,2026-01-23T20:18:35.097269+00:00,2026-01-24T07:18:35.097269+00:00
285,10,PO_CREATED,PO-3161 created,A purchase order has been created for your requisition.,READ,PO,161,2026-02-08T20:18:35.097269+00:00,2026-02-09T04:18:35.097269+00:00
286,6,APPROVAL_RESULT,RR-1168 approved,Your requisition was approved at DOA.,READ,RR,168,2026-05-20T04:18:35.097269+00:00,2026-05-20T06:18:35.097269+00:00
287,6,PO_CREATED,PO-3162 created,A purchase order has been created for your requisition.,READ,PO,162,2026-05-30T04:18:35.097269+00:00,2026-05-30T18:18:35.097269+00:00
288,10,APPROVAL_RESULT,RR-1169 approved,Your requisition was approved at DOA.,READ,RR,169,2026-07-09T12:18:35.097269+00:00,2026-07-10T05:18:35.097269+00:00
289,4,APPROVAL_RESULT,RR-1170 approved,Your requisition was approved at DOA.,UNREAD,RR,170,2026-07-09T19:18:35.097269+00:00,
290,4,PO_CREATED,PO-3163 created,A purchase order has been created for your requisition.,UNREAD,PO,163,2026-07-12T19:18:35.097269+00:00,
291,2,APPROVAL_REQUEST,DOA approval needed: RR-1171,A requisition is waiting on your DOA approval.,UNREAD,RR,171,2026-07-17T21:18:35.097269+00:00,
292,23,APPROVAL_RESULT,RR-1172 approved,Your requisition was approved at DOA.,READ,RR,172,2026-03-24T18:18:35.097269+00:00,2026-03-26T00:18:35.097269+00:00
293,17,APPROVAL_RESULT,RR-1173 approved,Your requisition was approved at DOA.,READ,RR,173,2026-02-06T01:18:35.097269+00:00,2026-02-07T03:18:35.097269+00:00
294,17,PO_CREATED,PO-3164 created,A purchase order has been created for your requisition.,UNREAD,PO,164,2026-02-20T01:18:35.097269+00:00,
295,19,APPROVAL_RESULT,RR-1174 approved,Your requisition was approved at DOA.,READ,RR,174,2026-02-09T11:18:35.097269+00:00,2026-02-09T18:18:35.097269+00:00
296,19,PO_CREATED,PO-3165 created,A purchase order has been created for your requisition.,READ,PO,165,2026-02-17T11:18:35.097269+00:00,2026-02-18T07:18:35.097269+00:00
297,3,APPROVAL_RESULT,RR-1175 approved,Your requisition was approved at DOA.,UNREAD,RR,175,2026-05-31T16:18:35.097269+00:00,
298,3,PO_CREATED,PO-3166 created,A purchase order has been created for your requisition.,UNREAD,PO,166,2026-07-16T18:18:35.097269+00:00,
299,4,APPROVAL_RESULT,RR-1176 approved,Your requisition was approved at DOA.,READ,RR,176,2026-04-01T06:18:35.097269+00:00,2026-04-01T17:18:35.097269+00:00
300,4,PO_CREATED,PO-3167 created,A purchase order has been created for your requisition.,READ,PO,167,2026-04-03T06:18:35.097269+00:00,2026-04-03T16:18:35.097269+00:00
301,16,APPROVAL_RESULT,RR-1177 approved,Your requisition was approved at DOA.,UNREAD,RR,177,2026-03-26T14:18:35.097269+00:00,
302,16,PO_CREATED,PO-3168 created,A purchase order has been created for your requisition.,READ,PO,168,2026-04-08T14:18:35.097269+00:00,2026-04-08T23:18:35.097269+00:00
303,12,APPROVAL_RESULT,RR-1178 approved,Your requisition was approved at DOA.,READ,RR,178,2026-02-23T02:18:35.097269+00:00,2026-02-23T19:18:35.097269+00:00
304,12,PO_CREATED,PO-3169 created,A purchase order has been created for your requisition.,UNREAD,PO,169,2026-03-14T02:18:35.097269+00:00,
305,2,APPROVAL_REQUEST,DOA approval needed: RR-1179,A requisition is waiting on your DOA approval.,UNREAD,RR,179,2026-08-06T10:18:35.097269+00:00,
306,12,APPROVAL_RESULT,RR-1180 approved,Your requisition was approved at DOA.,UNREAD,RR,180,2026-08-06T00:18:35.097269+00:00,
307,4,APPROVAL_RESULT,RR-1181 approved,Your requisition was approved at DOA.,READ,RR,181,2026-04-10T03:18:35.097269+00:00,2026-04-10T17:18:35.097269+00:00
308,4,PO_CREATED,PO-3170 created,A purchase order has been created for your requisition.,READ,PO,170,2026-04-23T03:18:35.097269+00:00,2026-04-24T04:18:35.097269+00:00
309,19,APPROVAL_RESULT,RR-1182 approved,Your requisition was approved at DOA.,READ,RR,182,2026-08-07T23:18:35.097269+00:00,2026-08-08T07:18:35.097269+00:00
310,19,PO_CREATED,PO-3171 created,A purchase order has been created for your requisition.,UNREAD,PO,171,2026-09-14T23:18:35.097269+00:00,
311,14,APPROVAL_RESULT,RR-1183 approved,Your requisition was approved at DOA.,READ,RR,183,2026-06-29T01:18:35.097269+00:00,2026-06-29T11:18:35.097269+00:00
312,14,PO_CREATED,PO-3172 created,A purchase order has been created for your requisition.,UNREAD,PO,172,2026-07-17T23:18:35.097269+00:00,
313,1,APPROVAL_RESULT,RR-1184 approved,Your requisition was approved at DOA.,READ,RR,184,2026-07-21T08:18:35.097269+00:00,2026-07-21T23:18:35.097269+00:00
314,19,APPROVAL_RESULT,RR-1185 approved,Your requisition was approved at DOA.,READ,RR,185,2026-07-28T04:18:35.097269+00:00,2026-07-28T12:18:35.097269+00:00
315,19,PO_CREATED,PO-3173 created,A purchase order has been created for your requisition.,READ,PO,173,2026-08-04T04:18:35.097269+00:00,2026-08-04T05:18:35.097269+00:00
316,10,APPROVAL_RESULT,RR-1186 approved,Your requisition was approved at DOA.,READ,RR,186,2026-06-02T05:18:35.097269+00:00,2026-06-02T21:18:35.097269+00:00
317,1,APPROVAL_RESULT,RR-1187 approved,Your requisition was approved at DOA.,UNREAD,RR,187,2026-01-08T12:18:35.097269+00:00,
318,1,PO_CREATED,PO-3174 created,A purchase order has been created for your requisition.,READ,PO,174,2026-01-18T12:18:35.097269+00:00,2026-01-18T20:18:35.097269+00:00
319,4,APPROVAL_RESULT,RR-1188 approved,Your requisition was approved at DOA.,UNREAD,RR,188,2026-07-14T12:18:35.097269+00:00,
320,4,PO_CREATED,PO-3175 created,A purchase order has been created for your requisition.,READ,PO,175,2026-07-16T12:18:35.097269+00:00,2026-07-17T01:18:35.097269+00:00
321,14,APPROVAL_RESULT,RR-1189 approved,Your requisition was approved at DOA.,READ,RR,189,2026-01-21T01:18:35.097269+00:00,2026-01-21T18:18:35.097269+00:00
322,14,PO_CREATED,PO-3176 created,A purchase order has been created for your requisition.,UNREAD,PO,176,2026-02-12T01:18:35.097269+00:00,
323,19,APPROVAL_RESULT,RR-1190 approved,Your requisition was approved at DOA.,READ,RR,190,2025-12-24T17:18:35.097269+00:00,2025-12-25T01:18:35.097269+00:00
324,19,PO_CREATED,PO-3177 created,A purchase order has been created for your requisition.,READ,PO,177,2026-01-01T17:18:35.097269+00:00,2026-01-02T02:18:35.097269+00:00
325,4,APPROVAL_RESULT,RR-1191 approved,Your requisition was approved at DOA.,UNREAD,RR,191,2026-01-30T20:18:35.097269+00:00,
326,4,PO_CREATED,PO-3178 created,A purchase order has been created for your requisition.,UNREAD,PO,178,2026-03-02T20:18:35.097269+00:00,
327,4,APPROVAL_RESULT,RR-1192 approved,Your requisition was approved at DOA.,READ,RR,192,2026-05-30T17:18:35.097269+00:00,2026-05-31T16:18:35.097269+00:00
328,4,PO_CREATED,PO-3179 created,A purchase order has been created for your requisition.,UNREAD,PO,179,2026-07-03T03:18:35.097269+00:00,
329,3,APPROVAL_RESULT,RR-1193 approved,Your requisition was approved at DOA.,READ,RR,193,2026-04-17T10:18:35.097269+00:00,2026-04-17T20:18:35.097269+00:00
330,3,PO_CREATED,PO-3180 created,A purchase order has been created for your requisition.,UNREAD,PO,180,2026-04-30T10:18:35.097269+00:00,
331,24,APPROVAL_RESULT,RR-1194 approved,Your requisition was approved at DOA.,READ,RR,194,2026-03-21T11:18:35.097269+00:00,2026-03-22T04:18:35.097269+00:00
332,16,APPROVAL_RESULT,RR-1195 approved,Your requisition was approved at DOA.,READ,RR,195,2026-04-04T17:18:35.097269+00:00,2026-04-05T11:18:35.097269+00:00
333,23,APPROVAL_RESULT,RR-1196 approved,Your requisition was approved at DOA.,READ,RR,196,2026-08-22T04:18:35.097269+00:00,2026-08-22T20:18:35.097269+00:00
334,5,APPROVAL_RESULT,RR-1197 approved,Your requisition was approved at DOA.,READ,RR,197,2025-12-10T20:18:35.097269+00:00,2025-12-12T02:18:35.097269+00:00
335,5,PO_CREATED,PO-3181 created,A purchase order has been created for your requisition.,READ,PO,181,2025-12-16T20:18:35.097269+00:00,2025-12-17T12:18:35.097269+00:00
336,21,APPROVAL_RESULT,RR-1198 approved,Your requisition was approved at DOA.,READ,RR,198,2026-04-18T21:18:35.097269+00:00,2026-04-19T12:18:35.097269+00:00
337,21,PO_CREATED,PO-3182 created,A purchase order has been created for your requisition.,UNREAD,PO,182,2026-04-21T21:18:35.097269+00:00,
338,24,APPROVAL_RESULT,RR-1199 approved,Your requisition was approved at DOA.,READ,RR,199,2026-07-24T05:18:35.097269+00:00,2026-07-24T17:18:35.097269+00:00
339,24,PO_CREATED,PO-3183 created,A purchase order has been created for your requisition.,READ,PO,183,2026-08-16T23:18:35.097269+00:00,2026-08-18T05:18:35.097269+00:00
340,10,APPROVAL_RESULT,RR-1200 approved,Your requisition was approved at DOA.,UNREAD,RR,200,2026-01-06T01:18:35.097269+00:00,
341,10,PO_CREATED,PO-3184 created,A purchase order has been created for your requisition.,READ,PO,184,2026-01-20T01:18:35.097269+00:00,2026-01-21T05:18:35.097269+00:00
342,13,APPROVAL_RESULT,RR-1201 approved,Your requisition was approved at DOA.,READ,RR,201,2026-01-22T22:18:35.097269+00:00,2026-01-23T06:18:35.097269+00:00
343,13,PO_CREATED,PO-3185 created,A purchase order has been created for your requisition.,READ,PO,185,2026-02-27T22:18:35.097269+00:00,2026-02-28T02:18:35.097269+00:00
344,4,APPROVAL_RESULT,RR-1202 approved,Your requisition was approved at DOA.,READ,RR,202,2026-07-15T20:18:35.097269+00:00,2026-07-16T09:18:35.097269+00:00
345,4,PO_CREATED,PO-3186 created,A purchase order has been created for your requisition.,READ,PO,186,2026-07-28T20:18:35.097269+00:00,2026-07-29T22:18:35.097269+00:00
346,23,APPROVAL_RESULT,RR-1203 approved,Your requisition was approved at DOA.,READ,RR,203,2026-05-05T01:18:35.097269+00:00,2026-05-05T03:18:35.097269+00:00
347,23,PO_CREATED,PO-3187 created,A purchase order has been created for your requisition.,UNREAD,PO,187,2026-05-27T01:18:35.097269+00:00,
348,10,APPROVAL_RESULT,RR-1204 approved,Your requisition was approved at DOA.,READ,RR,204,2026-06-17T21:18:35.097269+00:00,2026-06-18T03:18:35.097269+00:00
349,10,PO_CREATED,PO-3188 created,A purchase order has been created for your requisition.,READ,PO,188,2026-06-20T21:18:35.097269+00:00,2026-06-22T00:18:35.097269+00:00
350,14,APPROVAL_RESULT,RR-1205 approved,Your requisition was approved at DOA.,READ,RR,205,2026-06-28T19:18:35.097269+00:00,2026-06-29T08:18:35.097269+00:00
351,14,PO_CREATED,PO-3189 created,A purchase order has been created for your requisition.,READ,PO,189,2026-07-11T19:18:35.097269+00:00,2026-07-12T21:18:35.097269+00:00
