case_id,Matnr,Werks,repair_pr,repair_po,repair_po_item,session_id,attestation_id,stage,removed_on,expected_back_on,returned_on,overdue,vendor_turnaround_days,notes
RPR-000147,000000000080000116,4000,2000008805,4500008755,00010,SESS-000876,ATT-000100,RETURNED,2025-10-28,2026-01-31,2026-02-03,false,92,Repair vendor Kalahari Rotating Equipment Service.
RPR-000148,000000000080000117,3000,2000008806,4500008756,00010,SESS-000877,ATT-000101,OVERDUE,2026-05-01,2026-06-11,,true,,Repair vendor Kalahari Rotating Equipment Service.
RPR-000149,000000000080000118,2000,2000008807,4500008757,00010,SESS-000878,,OVERDUE,2026-04-25,2026-08-06,,true,,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000150,000000000080000119,4000,2000008808,4500008758,00010,SESS-000879,ATT-000102,BACK_IN_STOCK,2026-01-22,2026-04-19,2026-05-10,false,96,Repair vendor Springbok Mechanical Repair Works (.
RPR-000151,000000000080000119,2000,2000008809,4500008759,00010,SESS-000880,ATT-000103,BACK_IN_STOCK,2025-11-03,2026-01-12,2026-02-05,false,88,Repair vendor Kalahari Rotating Equipment Service.
RPR-000152,000000000080000120,4000,2000008810,4500008760,00010,SESS-000881,ATT-000104,OVERDUE,2026-04-24,2026-06-22,,true,,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000153,000000000080000121,1000,2000008811,4500008761,00010,SESS-000882,ATT-000105,OVERDUE,2026-04-29,2026-07-03,,true,,Repair vendor Aggeneys Rotating Equipment Service.
RPR-000154,000000000080000122,1000,2000008812,4500008762,00010,SESS-000883,ATT-000106,BACK_IN_STOCK,2026-06-12,2026-08-13,2026-08-29,false,71,Repair vendor Aggeneys Rotating Equipment Service.
RPR-000155,000000000080000122,3000,2000008813,4500008763,00010,SESS-000884,ATT-000107,OVERDUE,2026-04-15,2026-06-13,,true,,Repair vendor Orange River Hydraulic Service Cent.
RPR-000156,000000000080000123,3000,2000008814,4500008764,00010,SESS-000885,,OVERDUE,2026-04-18,2026-07-13,,true,,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000157,000000000080000124,2000,2000008815,4500008765,00010,SESS-000886,ATT-000108,OVERDUE,2026-05-24,2026-08-14,,true,,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000158,000000000080000125,2000,2000008816,4500008766,00010,SESS-000887,,EXPECTED_BACK,2026-05-28,2026-09-07,,false,,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000159,000000000080000126,3000,2000008817,4500008767,00010,SESS-000888,,RETURNED,2025-11-14,2026-02-23,2026-03-06,false,101,Repair vendor Aggeneys Rotating Equipment Service.
RPR-000160,000000000080000127,1000,2000008818,4500008768,00010,SESS-000889,ATT-000109,EXPECTED_BACK,2026-07-09,2026-09-11,,false,,Repair vendor Springbok Mechanical Repair Works (.
RPR-000161,000000000080000128,3000,2000008819,4500008769,00010,SESS-000890,,BACK_IN_STOCK,2026-03-03,2026-05-08,2026-05-17,false,62,Repair vendor Orange River Gearbox Refurbishment .
RPR-000162,000000000080000128,1000,2000008820,4500008770,00010,SESS-000891,ATT-000110,BACK_IN_STOCK,2025-12-18,2026-03-12,2026-03-20,false,84,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000163,000000000080000129,2000,,,,SESS-000892,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008771 while a repairable unit was on hand.
RPR-000164,000000000080000130,4000,,,,SESS-000893,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008772 while a repairable unit was on hand.
RPR-000165,000000000080000131,2000,,,,SESS-000894,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008773 while a repairable unit was on hand.
RPR-000166,000000000080000132,2000,2000008824,4500008774,00010,SESS-000895,ATT-000111,BACK_IN_STOCK,2026-05-15,2026-07-26,2026-08-20,false,91,Repair vendor Aggeneys Rotating Equipment Service.
RPR-000167,000000000080000132,1000,2000008825,4500008775,00010,SESS-000896,ATT-000112,BACK_IN_STOCK,2026-06-20,2026-08-05,2026-08-20,false,56,Repair vendor Kalahari Rotating Equipment Service.
RPR-000168,000000000080000133,4000,2000008826,4500008776,00010,SESS-000897,ATT-000113,BACK_IN_STOCK,2025-11-01,2026-01-27,2026-02-20,false,108,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000169,000000000080000134,2000,2000008827,4500008777,00010,SESS-000898,ATT-000114,OVERDUE,2026-05-06,2026-07-07,,true,,Repair vendor Springbok Hydraulic Service Centre .
RPR-000170,000000000080000134,4000,2000008828,4500008778,00010,SESS-000899,ATT-000115,OVERDUE,2026-05-01,2026-06-13,,true,,Repair vendor Prieska Mechanical Repair Works (Pt.
RPR-000171,000000000080000135,1000,2000008829,4500008779,00010,SESS-000900,ATT-000116,BACK_IN_STOCK,2026-03-15,2026-05-11,2026-06-05,false,79,Repair vendor Springbok Hydraulic Service Centre .
RPR-000172,000000000080000136,1000,2000008830,4500008780,00010,SESS-000901,,OVERDUE,2026-04-16,2026-07-07,,true,,Repair vendor Gariep Hydraulic Service Centre (Pt.
RPR-000173,000000000080000137,3000,2000008831,4500008781,00010,SESS-000902,,IN_REPAIR,2026-07-15,2026-09-22,,false,,Repair vendor Springbok Hydraulic Service Centre .
RPR-000174,000000000080000138,4000,2000008832,4500008782,00010,SESS-000903,,IN_REPAIR,2026-08-31,2026-09-29,,false,,Repair vendor Namaqua Mechanical Repair Works (Pt.
RPR-000175,000000000080000139,3000,,,,SESS-000904,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008783 while a repairable unit was on hand.
RPR-000176,000000000080000140,4000,2000008834,4500008784,00010,SESS-000905,ATT-000117,OVERDUE,2026-06-01,2026-07-18,,true,,Repair vendor Kalahari Rotating Equipment Service.
RPR-000177,000000000080000141,1000,2000008835,4500008785,00010,SESS-000906,,BACK_IN_STOCK,2025-12-31,2026-03-20,2026-04-13,false,94,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000178,000000000080000142,4000,2000008836,4500008786,00010,SESS-000907,,OVERDUE,2026-03-30,2026-06-22,,true,,Repair vendor Springbok Rewind Services (Pty) Ltd.
RPR-000179,000000000080000142,2000,2000008837,4500008787,00010,SESS-000908,ATT-000118,IN_REPAIR,2026-08-14,2026-10-16,,false,,Repair vendor Gariep Hydraulic Service Centre (Pt.
RPR-000180,000000000080000143,3000,2000008838,4500008788,00010,SESS-000909,ATT-000119,IN_REPAIR,2026-08-09,2026-10-31,,false,,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000181,000000000080000144,1000,2000008839,4500008789,00010,SESS-000910,ATT-000120,RETURNED,2026-06-26,2026-07-27,2026-08-10,false,38,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000182,000000000080000145,3000,2000008840,4500008790,00010,SESS-000911,ATT-000121,IN_REPAIR,2026-08-24,2026-10-19,,false,,Repair vendor Orange River Gearbox Refurbishment .
RPR-000183,000000000080000145,2000,,,,SESS-000912,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008791 while a repairable unit was on hand.
RPR-000184,000000000080000146,1000,2000008842,4500008792,00010,SESS-000913,ATT-000122,OVERDUE,2026-07-09,2026-08-13,,true,,Repair vendor Orange River Hydraulic Service Cent.
RPR-000185,000000000080000147,3000,2000008843,4500008793,00010,SESS-000914,ATT-000123,EXPECTED_BACK,2026-07-06,2026-09-08,,false,,Repair vendor Springbok Hydraulic Service Centre .
RPR-000186,000000000080000148,4000,2000008844,4500008794,00010,SESS-000915,ATT-000124,BACK_IN_STOCK,2026-01-15,2026-02-15,2026-02-22,false,28,Repair vendor Aggeneys Rotating Equipment Service.
RPR-000187,000000000080000149,1000,2000008845,4500008795,00010,SESS-000916,ATT-000125,RETURNED,2026-05-25,2026-08-17,2026-08-20,false,82,Repair vendor Prieska Mechanical Repair Works (Pt.
RPR-000188,000000000080000150,3000,,,,SESS-000917,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008796 while a repairable unit was on hand.
RPR-000189,000000000080000151,3000,2000008847,4500008797,00010,SESS-000918,ATT-000126,BACK_IN_STOCK,2025-12-08,2026-01-30,2026-02-13,false,61,Repair vendor Springbok Mechanical Repair Works (.
RPR-000190,000000000080000152,1000,2000008848,4500008798,00010,SESS-000919,ATT-000127,OVERDUE,2026-04-20,2026-06-12,,true,,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000191,000000000080000153,4000,2000008849,4500008799,00010,SESS-000920,,OVERDUE,2026-05-04,2026-06-09,,true,,Repair vendor Springbok Hydraulic Service Centre .
RPR-000192,000000000080000154,4000,2000008850,4500008800,00010,SESS-000921,ATT-000128,IN_REPAIR,2026-07-27,2026-09-21,,false,,Repair vendor Prieska Mechanical Repair Works (Pt.
RPR-000193,000000000080000154,3000,,,,SESS-000922,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008801 while a repairable unit was on hand.
RPR-000194,000000000080000155,2000,2000008852,4500008802,00010,SESS-000923,,OVERDUE,2026-07-09,2026-08-21,,true,,Repair vendor Prieska Mechanical Repair Works (Pt.
RPR-000195,000000000080000155,3000,2000008853,4500008803,00010,SESS-000924,,EXPECTED_BACK,2026-06-24,2026-09-14,,false,,Repair vendor Kalahari Rotating Equipment Service.
RPR-000196,000000000080000156,3000,2000008854,4500008804,00010,SESS-000925,ATT-000129,IN_REPAIR,2026-07-15,2026-10-08,,false,,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000197,000000000080000158,1000,2000008855,4500008805,00010,SESS-000926,ATT-000130,RETURNED,2025-11-27,2026-01-10,2026-01-13,false,40,Repair vendor Kalahari Rotating Equipment Service.
RPR-000198,000000000080000159,1000,2000008856,4500008806,00010,SESS-000927,,BACK_IN_STOCK,2026-03-30,2026-06-20,2026-07-06,false,89,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000199,000000000080000160,4000,2000008857,4500008807,00010,SESS-000928,ATT-000131,IN_REPAIR,2026-06-29,2026-10-09,,false,,Repair vendor Namaqua Mechanical Repair Works (Pt.
RPR-000200,000000000080000161,3000,2000008858,4500008808,00010,SESS-000929,ATT-000132,EXPECTED_BACK,2026-07-31,2026-09-09,,false,,Repair vendor Aggeneys Rotating Equipment Service.
RPR-000201,000000000080000162,3000,2000008859,4500008809,00010,SESS-000930,ATT-000133,OVERDUE,2026-06-25,2026-07-27,,true,,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000202,000000000080000163,2000,2000008860,4500008810,00010,SESS-000931,ATT-000134,IN_REPAIR,2026-08-15,2026-11-13,,false,,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000203,000000000080000163,1000,2000008861,4500008811,00010,SESS-000932,ATT-000135,BACK_IN_STOCK,2025-12-20,2026-02-28,2026-03-04,false,71,Repair vendor Prieska Mechanical Repair Works (Pt.
RPR-000204,000000000080000164,1000,2000008862,4500008812,00010,SESS-000933,,IN_REPAIR,2026-08-19,2026-10-22,,false,,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000205,000000000080000164,4000,,,,SESS-000934,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008813 while a repairable unit was on hand.
RPR-000206,000000000080000165,2000,,,,SESS-000935,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008814 while a repairable unit was on hand.
RPR-000207,000000000080000166,2000,2000008865,4500008815,00010,SESS-000936,ATT-000136,EXPECTED_BACK,2026-06-02,2026-09-13,,false,,Repair vendor Springbok Rewind Services (Pty) Ltd.
RPR-000208,000000000080000166,3000,2000008866,4500008816,00010,SESS-000937,ATT-000137,IN_REPAIR,2026-07-24,2026-10-06,,false,,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000209,000000000080000167,4000,2000008867,4500008817,00010,SESS-000938,ATT-000138,IN_REPAIR,2026-07-05,2026-10-07,,false,,Repair vendor Gariep Hydraulic Service Centre (Pt.
RPR-000210,000000000080000168,2000,2000008868,4500008818,00010,SESS-000939,,OVERDUE,2026-04-16,2026-07-10,,true,,Repair vendor Springbok Rewind Services (Pty) Ltd.
RPR-000211,000000000080000169,2000,2000008869,4500008819,00010,SESS-000940,ATT-000139,OVERDUE,2026-05-12,2026-06-25,,true,,Repair vendor Kalahari Rotating Equipment Service.
RPR-000212,000000000080000171,4000,2000008870,4500008820,00010,SESS-000941,ATT-000140,BACK_IN_STOCK,2025-12-03,2026-03-01,2026-03-05,false,86,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000213,000000000080000171,1000,2000008871,4500008821,00010,SESS-000942,ATT-000141,IN_REPAIR,2026-08-07,2026-11-16,,false,,Repair vendor Kalahari Rotating Equipment Service.
RPR-000214,000000000080000172,2000,2000008872,4500008822,00010,SESS-000943,ATT-000142,IN_REPAIR,2026-08-26,2026-11-15,,false,,Repair vendor Aggeneys Rotating Equipment Service.
RPR-000215,000000000080000173,4000,2000008873,4500008823,00010,SESS-000944,ATT-000143,OVERDUE,2026-06-06,2026-08-22,,true,,Repair vendor Springbok Mechanical Repair Works (.
RPR-000216,000000000080000173,2000,2000008874,4500008824,00010,SESS-000945,ATT-000144,IN_REPAIR,2026-07-17,2026-10-05,,false,,Repair vendor Namaqua Mechanical Repair Works (Pt.
RPR-000217,000000000080000174,1000,2000008875,4500008825,00010,SESS-000946,ATT-000145,IN_REPAIR,2026-08-01,2026-10-25,,false,,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000218,000000000080000175,3000,2000008876,4500008826,00010,SESS-000947,ATT-000146,IN_REPAIR,2026-08-01,2026-10-13,,false,,Repair vendor Namaqua Mechanical Repair Works (Pt.
RPR-000219,000000000080000175,2000,2000008877,4500008827,00010,SESS-000948,ATT-000147,EXPECTED_BACK,2026-07-08,2026-09-07,,false,,Repair vendor Prieska Mechanical Repair Works (Pt.
RPR-000220,000000000080000176,1000,2000008878,4500008828,00010,SESS-000949,,OVERDUE,2026-04-25,2026-07-18,,true,,Repair vendor Kalahari Rotating Equipment Service.
RPR-000221,000000000080000177,4000,2000008879,4500008829,00010,SESS-000950,ATT-000148,RETURNED,2026-05-18,2026-07-31,2026-08-14,false,79,Repair vendor Kalahari Rotating Equipment Service.
RPR-000222,000000000080000177,1000,2000008880,4500008830,00010,SESS-000951,ATT-000149,BACK_IN_STOCK,2026-05-30,2026-08-03,2026-08-11,false,67,Repair vendor Springbok Hydraulic Service Centre .
RPR-000223,000000000080000178,1000,2000008881,4500008831,00010,SESS-000952,ATT-000150,OVERDUE,2026-04-12,2026-07-11,,true,,Repair vendor Springbok Mechanical Repair Works (.
RPR-000224,000000000080000179,1000,2000008882,4500008832,00010,SESS-000953,ATT-000151,IN_REPAIR,2026-07-24,2026-10-01,,false,,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000225,000000000080000179,4000,2000008883,4500008833,00010,SESS-000954,,OVERDUE,2026-06-03,2026-07-02,,true,,Repair vendor Kalahari Rotating Equipment Service.
RPR-000226,000000000080000180,3000,2000008884,4500008834,00010,SESS-000955,ATT-000152,IN_REPAIR,2026-08-04,2026-09-26,,false,,Repair vendor Aggeneys Rotating Equipment Service.
RPR-000227,000000000080000180,1000,2000008885,4500008835,00010,SESS-000956,ATT-000153,BACK_IN_STOCK,2026-05-25,2026-06-23,2026-06-25,false,24,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000228,000000000080000181,2000,2000008886,4500008836,00010,SESS-000957,ATT-000154,IN_REPAIR,2026-08-06,2026-09-20,,false,,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000229,000000000080000182,3000,,,,SESS-000958,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008837 while a repairable unit was on hand.
RPR-000230,000000000080000183,1000,2000008888,4500008838,00010,SESS-000959,ATT-000155,BACK_IN_STOCK,2026-05-07,2026-06-19,2026-06-25,false,36,Repair vendor Springbok Rewind Services (Pty) Ltd.
RPR-000231,000000000080000183,3000,2000008889,4500008839,00010,SESS-000960,ATT-000156,OVERDUE,2026-04-10,2026-06-18,,true,,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000232,000000000080000184,3000,2000008890,4500008840,00010,SESS-000961,ATT-000157,IN_REPAIR,2026-08-11,2026-09-22,,false,,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000233,000000000080000185,3000,2000008891,4500008841,00010,SESS-000962,,BACK_IN_STOCK,2026-07-07,2026-08-17,2026-09-02,false,54,Repair vendor Orange River Gearbox Refurbishment .
RPR-000234,000000000080000186,4000,2000008892,4500008842,00010,SESS-000963,ATT-000158,BACK_IN_STOCK,2026-05-29,2026-07-08,2026-07-25,false,52,Repair vendor Aggeneys Rotating Equipment Service.
RPR-000235,000000000080000186,2000,2000008893,4500008843,00010,SESS-000964,ATT-000159,BACK_IN_STOCK,2026-03-19,2026-05-29,2026-06-04,false,69,Repair vendor Springbok Hydraulic Service Centre .
RPR-000236,000000000080000187,2000,2000008894,4500008844,00010,SESS-000965,ATT-000160,OVERDUE,2026-06-26,2026-08-13,,true,,Repair vendor Namaqua Mechanical Repair Works (Pt.
RPR-000237,000000000080000188,2000,2000008895,4500008845,00010,SESS-000966,ATT-000161,BACK_IN_STOCK,2026-05-29,2026-07-17,2026-07-20,false,38,Repair vendor Prieska Mechanical Repair Works (Pt.
RPR-000238,000000000080000189,3000,2000008896,4500008846,00010,SESS-000967,,BACK_IN_STOCK,2026-05-18,2026-07-30,2026-08-20,false,89,Repair vendor Orange River Gearbox Refurbishment .
RPR-000239,000000000080000190,4000,2000008897,4500008847,00010,SESS-000968,ATT-000162,OVERDUE,2026-06-07,2026-07-15,,true,,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000240,000000000080000191,1000,,,,SESS-000969,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008848 while a repairable unit was on hand.
RPR-000241,000000000080000192,1000,2000008899,4500008849,00010,SESS-000970,ATT-000163,BACK_IN_STOCK,2026-05-10,2026-06-12,2026-06-25,false,40,Repair vendor Springbok Rewind Services (Pty) Ltd.
RPR-000242,000000000080000193,2000,,,,SESS-000971,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008850 while a repairable unit was on hand.
RPR-000243,000000000080000194,4000,2000008901,4500008851,00010,SESS-000972,ATT-000164,BACK_IN_STOCK,2026-01-11,2026-02-16,2026-02-17,false,31,Repair vendor Gariep Hydraulic Service Centre (Pt.
RPR-000244,000000000080000195,1000,,,,SESS-000973,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008852 while a repairable unit was on hand.
RPR-000245,000000000080000196,3000,2000008903,4500008853,00010,SESS-000974,ATT-000165,BACK_IN_STOCK,2026-04-30,2026-07-20,2026-07-31,false,83,Repair vendor Springbok Hydraulic Service Centre .
RPR-000246,000000000080000196,4000,2000008904,4500008854,00010,SESS-000975,,OVERDUE,2026-06-26,2026-08-16,,true,,Repair vendor Aggeneys Rotating Equipment Service.
RPR-000247,000000000080000197,4000,,,,SESS-000976,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008855 while a repairable unit was on hand.
RPR-000248,000000000080000197,3000,,,,SESS-000977,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008856 while a repairable unit was on hand.
RPR-000249,000000000080000199,4000,2000008907,4500008857,00010,SESS-000978,ATT-000166,IN_REPAIR,2026-08-26,2026-11-27,,false,,Repair vendor Springbok Rewind Services (Pty) Ltd.
RPR-000250,000000000080000200,3000,2000008908,4500008858,00010,SESS-000979,ATT-000167,EXPECTED_BACK,2026-08-12,2026-09-11,,false,,Repair vendor Orange River Gearbox Refurbishment .
RPR-000251,000000000080000201,1000,2000008909,4500008859,00010,SESS-000980,ATT-000168,IN_REPAIR,2026-07-28,2026-10-24,,false,,Repair vendor Orange River Gearbox Refurbishment .
RPR-000252,000000000080000202,2000,2000008910,4500008860,00010,SESS-000981,,OVERDUE,2026-03-21,2026-06-19,,true,,Repair vendor Kalahari Rotating Equipment Service.
RPR-000253,000000000080000202,3000,2000008911,4500008861,00010,SESS-000982,ATT-000169,EXPECTED_BACK,2026-06-16,2026-09-10,,false,,Repair vendor Namaqua Mechanical Repair Works (Pt.
RPR-000254,000000000080000203,4000,2000008912,4500008862,00010,SESS-000983,ATT-000170,EXPECTED_BACK,2026-08-07,2026-09-07,,false,,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000255,000000000080000204,1000,2000008913,4500008863,00010,SESS-000984,ATT-000171,BACK_IN_STOCK,2026-02-13,2026-03-24,2026-03-30,false,39,Repair vendor Springbok Rewind Services (Pty) Ltd.
RPR-000256,000000000080000204,4000,2000008914,4500008864,00010,SESS-000985,,RETURNED,2026-04-12,2026-05-16,2026-06-06,false,49,Repair vendor Namaqua Mechanical Repair Works (Pt.
RPR-000257,000000000080000205,2000,,,,SESS-000986,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008865 while a repairable unit was on hand.
RPR-000258,000000000080000206,1000,2000008916,4500008866,00010,SESS-000987,ATT-000172,RETURNED,2026-01-20,2026-04-26,2026-05-19,false,115,Repair vendor Aggeneys Rotating Equipment Service.
RPR-000259,000000000080000207,1000,2000008917,4500008867,00010,SESS-000988,ATT-000173,RETURNED,2025-11-05,2026-01-24,2026-01-27,false,73,Repair vendor Springbok Mechanical Repair Works (.
RPR-000260,000000000080000208,3000,2000008918,4500008868,00010,SESS-000989,,RETURNED,2026-02-06,2026-04-22,2026-05-09,false,80,Repair vendor Orange River Hydraulic Service Cent.
RPR-000261,000000000080000209,2000,,,,SESS-000990,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008869 while a repairable unit was on hand.
RPR-000262,000000000080000210,3000,2000008920,4500008870,00010,SESS-000991,ATT-000174,EXPECTED_BACK,2026-06-04,2026-09-11,,false,,Repair vendor Springbok Mechanical Repair Works (.
RPR-000263,000000000080000211,4000,2000008921,4500008871,00010,SESS-000992,ATT-000175,IN_REPAIR,2026-08-21,2026-09-21,,false,,Repair vendor Kalahari Rotating Equipment Service.
RPR-000264,000000000080000212,3000,2000008922,4500008872,00010,SESS-000993,ATT-000176,IN_REPAIR,2026-08-16,2026-09-23,,false,,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000265,000000000080000212,2000,2000008923,4500008873,00010,SESS-000994,ATT-000177,RETURNED,2026-04-30,2026-06-08,2026-06-24,false,46,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000266,000000000080000213,3000,2000008924,4500008874,00010,SESS-000995,ATT-000178,RETURNED,2026-06-02,2026-07-16,2026-08-05,false,60,Repair vendor Kalahari Rotating Equipment Service.
RPR-000267,000000000080000214,4000,2000008925,4500008875,00010,SESS-000996,ATT-000179,OVERDUE,2026-06-27,2026-08-27,,true,,Repair vendor Kalahari Rotating Equipment Service.
RPR-000268,000000000080000215,3000,2000008926,4500008876,00010,SESS-000997,ATT-000180,IN_REPAIR,2026-08-01,2026-09-26,,false,,Repair vendor Namaqua Mechanical Repair Works (Pt.
RPR-000269,000000000080000216,4000,2000008927,4500008877,00010,SESS-000998,ATT-000181,BACK_IN_STOCK,2026-06-26,2026-07-23,2026-08-16,false,47,Repair vendor Kalahari Rotating Equipment Service.
RPR-000270,000000000080000217,1000,2000008928,4500008878,00010,SESS-000999,,BACK_IN_STOCK,2026-02-01,2026-03-06,2026-03-14,false,29,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000271,000000000080000217,4000,2000008929,4500008879,00010,SESS-001000,ATT-000182,BACK_IN_STOCK,2026-05-16,2026-08-09,2026-09-01,false,98,Repair vendor Gariep Hydraulic Service Centre (Pt.
RPR-000272,000000000080000218,4000,2000008930,4500008880,00010,SESS-001001,ATT-000183,IN_REPAIR,2026-08-24,2026-09-24,,false,,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000273,000000000080000219,3000,2000008931,4500008881,00010,SESS-001002,ATT-000184,BACK_IN_STOCK,2026-01-02,2026-03-19,2026-03-23,false,70,Repair vendor Springbok Mechanical Repair Works (.
RPR-000274,000000000080000220,3000,2000008932,4500008882,00010,SESS-001003,ATT-000185,IN_REPAIR,2026-06-20,2026-09-21,,false,,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000275,000000000080000221,1000,2000008933,4500008883,00010,SESS-001004,ATT-000186,RETURNED,2026-04-20,2026-05-16,2026-05-17,false,22,Repair vendor Springbok Hydraulic Service Centre .
RPR-000276,000000000080000222,2000,2000008934,4500008884,00010,SESS-001005,ATT-000187,RETURNED,2025-11-14,2026-02-28,2026-03-05,false,98,Repair vendor Gariep Hydraulic Service Centre (Pt.
RPR-000277,000000000080000223,2000,2000008935,4500008885,00010,SESS-001006,ATT-000188,BACK_IN_STOCK,2026-03-05,2026-04-13,2026-05-05,false,53,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000278,000000000080000224,1000,2000008936,4500008886,00010,SESS-001007,,BACK_IN_STOCK,2026-03-24,2026-05-16,2026-06-04,false,59,Repair vendor Gariep Hydraulic Service Centre (Pt.
RPR-000279,000000000080000225,1000,2000008937,4500008887,00010,SESS-001008,ATT-000189,IN_REPAIR,2026-06-22,2026-09-23,,false,,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000280,000000000080000226,3000,2000008938,4500008888,00010,SESS-001009,ATT-000190,OVERDUE,2026-04-12,2026-06-24,,true,,Repair vendor Orange River Hydraulic Service Cent.
RPR-000281,000000000080000226,4000,2000008939,4500008889,00010,SESS-001010,,RETURNED,2025-11-16,2026-02-01,2026-02-11,false,75,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000282,000000000080000228,1000,,,,SESS-001011,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008890 while a repairable unit was on hand.
RPR-000283,000000000080000229,4000,2000008941,4500008891,00010,SESS-001012,,IN_REPAIR,2026-08-15,2026-11-28,,false,,Repair vendor Springbok Hydraulic Service Centre .
RPR-000284,000000000080000230,3000,2000008942,4500008892,00010,SESS-001013,ATT-000191,RETURNED,2025-12-12,2026-02-22,2026-03-14,false,86,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000285,000000000080000231,4000,2000008943,4500008893,00010,SESS-001014,ATT-000192,IN_REPAIR,2026-08-09,2026-09-25,,false,,Repair vendor Prieska Mechanical Repair Works (Pt.
RPR-000286,000000000080000232,1000,2000008944,4500008894,00010,SESS-001015,ATT-000193,IN_REPAIR,2026-08-30,2026-10-04,,false,,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000287,000000000080000233,3000,2000008945,4500008895,00010,SESS-001016,ATT-000194,OVERDUE,2026-05-26,2026-06-30,,true,,Repair vendor Springbok Rewind Services (Pty) Ltd.
RPR-000288,000000000080000234,2000,2000008946,4500008896,00010,SESS-001017,ATT-000195,BACK_IN_STOCK,2025-12-14,2026-01-30,2026-02-19,false,61,Repair vendor Orange River Gearbox Refurbishment .
RPR-000289,000000000080000235,2000,2000008947,4500008897,00010,SESS-001018,ATT-000196,IN_REPAIR,2026-07-06,2026-09-27,,false,,Repair vendor Kalahari Rotating Equipment Service.
RPR-000290,000000000080000236,2000,2000008948,4500008898,00010,SESS-001019,ATT-000197,BACK_IN_STOCK,2026-05-17,2026-07-07,2026-07-15,false,52,Repair vendor Springbok Hydraulic Service Centre .
RPR-000291,000000000080000237,4000,2000008949,4500008899,00010,SESS-001020,,BACK_IN_STOCK,2026-05-14,2026-07-21,2026-07-22,false,61,Repair vendor Springbok Hydraulic Service Centre .
RPR-000292,000000000080000238,4000,2000008950,4500008900,00010,SESS-001021,ATT-000198,OVERDUE,2026-06-30,2026-08-09,,true,,Repair vendor Namaqua Mechanical Repair Works (Pt.
